evid;origin;longitude;latitude;depth;magnitude;magnitudet;region;author;mode
"usp2023mket";2023-06-26T08:11:35.423Z;-68.170;-27.131;90.0;4.2;"mb";"Chile-Argentina Border Region";"cleusa";M
"usp2023mjjy";2023-06-25T21:40:29.714Z;-68.278;-21.632;143.0;4.0;"mb";"Chile-Bolivia Border Region";"cleusa";M
"usp2023mitq";2023-06-25T13:26:53.454Z;-71.576;-18.113;27.0;4.9;"mB";"Off Coast of Northern Chile";"cleusa";M
"usp2023mipz";2023-06-25T11:34:56.784Z;-68.286;-21.634;132.0;5.0;"mb";"Chile-Bolivia Border Region";"cleusa";M
"usp2023mijk";2023-06-25T08:16:05.951Z;-68.802;-20.870;103.0;4.5;"mb";"Chile-Bolivia Border Region";"cleusa";M
"usp2023midq";2023-06-25T05:20:58.707Z;-69.189;-19.999;114.0;4.0;"mb";"Northern Chile";"cleusa";M
"usp2023mhpm";2023-06-24T22:12:09.938Z;-66.722;-23.132;215.0;4.1;"mB";"Jujuy Province, Argentina";"cleusa";M
"usp2023mgpa";2023-06-24T08:50:06.704Z;-69.161;-19.375;105.0;4.6;"mb";"Northern Chile";"cleusa";M
"usp2023mgen";2023-06-24T03:31:32.746Z;-74.462;-8.075;166.1;5.3;"mb";"Peru-Brazil Border Region";"jroberto";M
"usp2023mfjt";2023-06-23T17:01:45.084Z;-50.089;-6.427;0.0;3.3;"mR";"Canaa dos Carajas/PA";"jroberto";M
"usp2023ment";2023-06-23T05:55:11.397Z;-39.523;-10.076;0.0;2.2;"mR";"Uaua/BA";"jroberto";M
"usp2023mekt";2023-06-23T04:25:03.985Z;-50.091;-6.651;0.0;3.0;"mR";"Canaa dos Carajas/PA";"jroberto";M
"usp2023meku";2023-06-23T04:24:57.686Z;-50.012;-6.629;0.0;2.5;"MLv";"Canaa dos Carajas/PA";"jroberto";M
"usp2023mekv";2023-06-23T04:24:33.107Z;-50.038;-6.641;0.0;2.3;"MLv";"Canaa dos Carajas/PA";"jroberto";M
"usp2023mcnl";2023-06-22T03:29:47.522Z;-74.601;-7.989;155.7;4.5;"mb";"Peru-Brazil Border Region";"cleusa";M
"usp2023maea";2023-06-20T20:28:05.620Z;-69.040;-20.403;110.0;4.4;"mb";"Northern Chile";"cleusa";M
"usp2023lzhm";2023-06-20T09:04:30.623Z;-67.695;-22.268;176.0;4.8;"mB";"Chile-Bolivia Border Region";"cleusa";M
"usp2023lyum";2023-06-20T02:30:37.113Z;-67.372;-23.133;151.0;4.3;"mB";"Chile-Argentina Border Region";"cleusa";M
"usp2023lxfv";2023-06-19T05:57:50.084Z;-48.527;-20.867;0.0;2.5;"mR";"Reg. de Bebedouro/SP";"jroberto";M
"usp2023lxcl";2023-06-19T04:15:43.834Z;-74.545;-15.672;40.0;4.9;"mb";"Near Coast of Peru";"cleusa";M
"usp2023lxax";2023-06-19T03:29:11.888Z;-48.610;-20.990;0.0;2.5;"mR";"Monte Azul Paulista/SP";"jroberto";M
"usp2023lwyt";2023-06-19T02:23:08.082Z;-68.607;-22.676;119.0;5.0;"mb";"Northern Chile";"cleusa";M
"usp2023lwon";2023-06-18T21:13:45.909Z;-48.617;-21.046;0.0;2.1;"mR";"Pirangi/SP";"marcelo";M
"usp2023lvqr";2023-06-18T09:10:27.553Z;-77.812;-0.711;26.0;5.2;"mb";"Ecuador";"cleusa";M
"usp2023lvgk";2023-06-18T03:58:38.787Z;-66.366;-23.120;226.0;4.6;"mb";"Jujuy Province, Argentina";"cleusa";M
"usp2023luvp";2023-06-17T22:31:36.002Z;-70.975;-35.004;105.0;4.7;"mb";"Chile-Argentina Border Region";"cleusa";M
"usp2023ltmc";2023-06-17T04:35:41.623Z;-69.228;-20.753;0.0;3.5;"mR";"Northern Chile";"jroberto";M
"usp2023lstw";2023-06-16T19:23:18.005Z;-35.800;-9.423;0.0;2.1;"mR";"Messias/AL";"jroberto";M
"usp2023lshe";2023-06-16T12:58:25.429Z;-67.008;-24.070;181.0;4.7;"mb";"Chile-Argentina Border Region";"cleusa";M
"usp2023lsea";2023-06-16T11:22:05.568Z;-47.399;-24.498;0.0;4.0;"mR";"Região Miracatu Iguape/SP";"bruno";M
"usp2023lqzp";2023-06-15T20:00:08.035Z;-42.998;-15.889;0.0;2.5;"mR";"Porteirinha/MG";"jroberto";M
"usp2023lqxw";2023-06-15T19:07:34.571Z;-71.839;-34.439;39.0;5.0;"mb";"Near Coast of Central Chile";"cleusa";M
"usp2023loxs";2023-06-14T16:46:41.523Z;-40.679;-13.627;0.0;2.1;"mR";"Maracas/BA";"jroberto";M
"usp2023lmls";2023-06-13T08:27:09.022Z;-74.030;-16.237;36.0;4.5;"mb";"Near Coast of Peru";"cleusa";M
"usp2023lmka";2023-06-13T07:35:16.870Z;-66.825;-28.062;176.0;4.3;"mb";"Catamarca Province, Argentina";"cleusa";M
"usp2023lkym";2023-06-12T12:37:23.245Z;-67.541;-18.776;10.0;4.4;"mb";"Central Bolivia";"cleusa";M
"usp2023ljst";2023-06-11T20:35:25.749Z;-68.382;-21.917;106.0;4.8;"mb";"Chile-Bolivia Border Region";"cleusa";M
"usp2023lirc";2023-06-11T06:36:49.211Z;-67.172;-24.139;220.0;4.0;"mb";"Chile-Argentina Border Region";"jroberto";M
"usp2023linv";2023-06-11T04:58:00.104Z;-68.703;-21.058;158.0;4.3;"mb";"Chile-Bolivia Border Region";"cleusa";M
"usp2023lhmk";2023-06-10T15:06:46.223Z;-69.609;-21.770;10.0;4.4;"mb";"Northern Chile";"cleusa";M
"usp2023lhix";2023-06-10T13:21:08.434Z;-71.100;-30.687;46.0;4.6;"mb";"Near Coast of Central Chile";"jroberto";M
"usp2023lgxd";2023-06-10T07:24:29.450Z;-67.069;-24.158;200.0;4.1;"mb";"Chile-Argentina Border Region";"cleusa";M
"usp2023lgoq";2023-06-10T03:06:30.791Z;-64.595;-27.514;10.0;4.1;"mb";"Santiago Del Estero Prov., Argentina";"jroberto";M
"usp2023lgee";2023-06-09T21:49:17.611Z;-59.354;-21.098;0.0;2.8;"mR";"Paraguay";"jroberto";M
"usp2023lgdf";2023-06-09T21:19:30.965Z;-69.429;-23.398;80.0;4.3;"mb";"Northern Chile";"cleusa";M
"usp2023lfxn";2023-06-09T18:26:54.076Z;-40.221;-4.281;0.0;1.5;"mR";"Santa Quiteria/CE";"jroberto";M
"usp2023lfjw";2023-06-09T11:33:36.434Z;-34.163;7.103;10.0;5.1;"mb";"Central Mid Atlantic Ridge";"jroberto";M
"usp2023lfib";2023-06-09T10:39:14.000Z;-44.184;-19.519;0.0;2.3;"mR";"Prudente de Morais/MG";"marcelo";M
"usp2023lcuw";2023-06-08T01:42:06.424Z;-66.944;-21.226;203.0;4.8;"mB";"Southern Bolivia";"cleusa";M
"usp2023lcpu";2023-06-07T23:08:20.201Z;-74.109;-16.279;22.0;4.6;"mb";"Near Coast of Peru";"cleusa";M
"usp2023lcpf";2023-06-07T22:52:09.312Z;-73.694;-16.126;29.3;5.1;"mb";"Near Coast of Peru";"cleusa";M
"usp2023lcpd";2023-06-07T22:49:40.781Z;-67.067;-27.966;169.5;4.5;"mb";"Catamarca Province, Argentina";"cleusa";M
"usp2023lcey";2023-06-07T17:39:23.993Z;-77.886;5.725;10.0;5.0;"mb";"Near West Coast of Colombia";"cleusa";M
"usp2023lazn";2023-06-07T01:47:27.067Z;-71.876;-32.563;35.0;4.2;"mb";"Near Coast of Central Chile";"cleusa";M
"usp2023lajn";2023-06-06T17:41:52.046Z;-69.835;-21.367;51.0;4.3;"mb";"Northern Chile";"cleusa";M
"usp2023lagx";2023-06-06T16:23:43.379Z;-67.155;-23.298;237.0;4.0;"mb";"Chile-Argentina Border Region";"cleusa";M
"usp2023kyvr";2023-06-05T21:33:44.136Z;-70.728;-21.829;10.0;4.6;"mb";"Near Coast of Northern Chile";"cleusa";M
"usp2023kyee";2023-06-05T12:43:25.285Z;-72.761;-15.238;10.0;4.5;"mb";"Southern Peru";"cleusa";M
"usp2023kyco";2023-06-05T11:55:15.040Z;-73.141;-14.970;10.0;4.7;"mb";"Central Peru";"cleusa";M
"usp2023kxao";2023-06-04T21:46:31.765Z;-69.071;-20.727;108.0;4.3;"mb";"Northern Chile";"cleusa";M
"usp2023kwto";2023-06-04T18:13:24.541Z;-60.048;-16.444;0.0;3.6;"mb";"Central Bolivia";"jroberto";M
"usp2023kwks";2023-06-04T13:45:28.660Z;-63.453;-22.861;10.0;4.2;"mb";"Salta Province, Argentina";"jroberto";M
"usp2023kvvn";2023-06-04T06:05:25.501Z;-67.725;-23.495;119.0;5.0;"mb";"Chile-Argentina Border Region";"cleusa";M
"usp2023kuqc";2023-06-03T14:13:04.136Z;-70.760;-18.620;29.0;4.3;"mb";"Near Coast of Northern Chile";"cleusa";M
"usp2023kuia";2023-06-03T10:08:38.047Z;-68.537;-20.700;136.0;5.3;"mb";"Chile-Bolivia Border Region";"cleusa";M
"usp2023kuhk";2023-06-03T09:49:07.146Z;-40.232;-8.769;0.0;2.3;"mR";"Lagoa Grande/PE";"jroberto";M
"usp2023kuck";2023-06-03T07:17:38.610Z;-72.342;-15.809;10.0;4.3;"mb";"Southern Peru";"cleusa";M
"usp2023kttn";2023-06-03T02:48:14.746Z;-71.799;-15.708;10.0;4.4;"mb";"Southern Peru";"cleusa";M
"usp2023ktsv";2023-06-03T02:27:39.684Z;-71.862;-15.777;10.0;4.8;"mb";"Southern Peru";"cleusa";M
"usp2023ktrp";2023-06-03T01:49:15.411Z;-71.631;-15.796;10.0;4.9;"mb";"Southern Peru";"cleusa";M
"usp2023ktpp";2023-06-03T00:49:53.550Z;-69.700;-16.840;184.0;4.0;"mb";"Peru-Bolivia Border Region";"cleusa";M
"usp2023ktoj";2023-06-03T00:11:48.499Z;-66.528;-27.530;30.0;5.0;"mb";"Catamarca Province, Argentina";"jroberto";M
"usp2023ktkv";2023-06-02T22:24:48.702Z;-70.077;-25.100;10.0;4.4;"mb";"Near Coast of Northern Chile";"cleusa";M
"usp2023ktea";2023-06-02T18:58:50.003Z;-66.776;-23.438;204.0;4.2;"mb";"Jujuy Province, Argentina";"cleusa";M
"usp2023krlr";2023-06-01T20:34:35.872Z;-44.715;-21.059;0.0;2.2;"mR";"Bom Sucesso/MG";"bruno";M
"usp2023knwj";2023-05-30T21:25:24.051Z;-51.384;-14.198;0.0;2.5;"mR";"Cocalinho/MT";"jroberto";M
"usp2023knni";2023-05-30T16:51:36.117Z;-70.589;-20.644;37.0;5.3;"mb";"Near Coast of Northern Chile";"cleusa";M
"usp2023kmuo";2023-05-30T07:22:27.654Z;-61.544;-12.465;0.0;2.5;"mR";"Parecis/RO";"jroberto";M
"usp2023kmtu";2023-05-30T06:59:30.179Z;-68.038;-14.518;10.0;4.0;"mb";"Peru-Bolivia Border Region";"jroberto";M
"usp2023kmhh";2023-05-30T00:40:06.579Z;-66.761;-17.511;10.0;4.0;"mb";"Central Bolivia";"jroberto";M
"usp2023klof";2023-05-29T15:02:29.119Z;-66.866;-31.679;120.0;4.7;"mb";"La Rioja Province, Argentina";"cleusa";M
"usp2023klog";2023-05-29T15:02:25.082Z;-40.082;-7.879;0.0;2.1;"mR";"Ouricuri/PE";"jroberto";M
"usp2023kkwz";2023-05-29T06:19:12.682Z;-66.828;-17.577;10.0;4.3;"mb";"Central Bolivia";"jroberto";M
"usp2023kkvt";2023-05-29T05:41:12.137Z;-66.559;-17.291;10.0;3.9;"mb";"Central Bolivia";"jroberto";M
"usp2023kkug";2023-05-29T04:57:33.511Z;-74.346;-8.039;147.0;5.4;"mb";"Peru-Brazil Border Region";"cleusa";M
"usp2023kkav";2023-05-28T19:08:22.386Z;-71.882;-15.631;10.0;4.5;"mb";"Southern Peru";"cleusa";M
"usp2023kjue";2023-05-28T15:45:56.177Z;-73.086;6.706;158.0;5.3;"mb";"Northern Colombia";"jroberto";M
"usp2023kitd";2023-05-28T02:06:18.431Z;-69.893;-23.417;36.0;4.8;"mb";"Northern Chile";"cleusa";M
"usp2023kikt";2023-05-27T21:52:54.829Z;-44.296;-10.546;0.0;2.4;"mR";"Julio Borges/PI";"jroberto";M
"usp2023khts";2023-05-27T13:15:41.153Z;-48.625;-21.093;0.0;2.2;"mR";"Pirangi/SP";"bruno";M
"usp2023khks";2023-05-27T08:43:38.564Z;-66.852;-17.611;10.0;4.0;"mb";"Central Bolivia";"jroberto";M
"usp2023khdp";2023-05-27T05:07:37.534Z;-40.575;-11.277;0.0;2.3;"mR";"Jacobina/BA";"jroberto";M
"usp2023khcn";2023-05-27T04:34:35.208Z;-48.616;-21.058;0.0;2.3;"mR";"Pirangi/SP";"bruno";M
"usp2023khah";2023-05-27T03:27:50.000Z;-60.397;-0.384;0.0;4.1;"mR";"Rorainopolis/RR";"marcelo";M
"usp2023kgaq";2023-05-26T14:29:34.406Z;-36.117;-8.347;0.0;2.1;"mR";"Sao Caitano/PE";"jroberto";M
"usp2023kfzc";2023-05-26T13:42:32.020Z;-66.973;-18.720;250.0;4.9;"mb";"Central Bolivia";"jroberto";M
"usp2023keqr";2023-05-25T20:20:11.806Z;-69.780;-17.251;158.0;4.5;"mb";"Peru-Bolivia Border Region";"jroberto";M
"usp2023kdrt";2023-05-25T07:43:48.994Z;-40.846;-2.975;0.0;1.9;"mR";"Camocim/CE";"jroberto";M
"usp2023kdmb";2023-05-25T04:51:26.492Z;-45.003;-13.274;0.0;3.2;"mR";"Correntina/BA";"jroberto";M
"usp2023kdio";2023-05-25T03:05:32.866Z;-77.315;8.512;10.0;6.6;"mB";"Panama-Colombia Border Region";"cleusa";M
"usp2023kddp";2023-05-25T00:35:10.378Z;-62.378;10.985;84.0;4.7;"mb";"Near Coast of Venezuela";"cleusa";M
"usp2023kcsc";2023-05-24T18:45:58.548Z;-39.941;-7.778;0.0;2.2;"mR";"Bodoco/PE";"jroberto";M
"usp2023kclf";2023-05-24T15:17:49.570Z;-66.501;-31.784;132.0;4.6;"mb";"La Rioja Province, Argentina";"cleusa";M
"usp2023kboh";2023-05-24T03:43:01.145Z;-69.000;-19.683;117.0;4.4;"mb";"Chile-Bolivia Border Region";"cleusa";M
"usp2023kbew";2023-05-23T22:57:32.813Z;-73.621;-36.772;17.0;4.7;"mb";"Near Coast of Central Chile";"cleusa";M
"usp2023katp";2023-05-23T17:15:11.245Z;-38.139;7.120;10.0;4.7;"mb";"Central Mid Atlantic Ridge";"jroberto";M
"usp2023kapb";2023-05-23T14:57:58.837Z;-40.636;-4.109;0.0;2.3;"MLv";"Reriutaba/CE";"jroberto";M
"usp2023kake";2023-05-23T12:29:31.939Z;-73.562;-36.778;10.0;4.6;"mb";"Near Coast of Central Chile";"cleusa";M
"usp2023kaes";2023-05-23T09:43:58.809Z;-67.261;-18.622;265.0;4.3;"mb";"Central Bolivia";"cleusa";M
"usp2023jzyn";2023-05-23T06:36:54.183Z;-45.009;-13.268;0.0;2.7;"mR";"Correntina/BA";"jroberto";M
"usp2023jzje";2023-05-22T22:51:10.202Z;-43.455;-11.748;0.0;2.1;"mR";"Morpara/BA";"jroberto";M
"usp2023jyyb";2023-05-22T17:14:14.993Z;-76.176;4.236;120.0;4.7;"mb";"Colombia";"cleusa";M
"usp2023jyhc";2023-05-22T08:39:48.375Z;-68.299;-22.339;111.0;4.7;"mb";"Northern Chile";"cleusa";M
"usp2023jvfl";2023-05-20T16:25:40.037Z;-69.972;-17.681;114.0;4.4;"mb";"Peru-Bolivia Border Region";"cleusa";M
"usp2023jtuu";2023-05-19T21:54:32.088Z;-67.098;-24.361;180.0;4.3;"mb";"Chile-Argentina Border Region";"cleusa";M
"usp2023jslh";2023-05-19T03:58:44.119Z;-68.707;-20.208;107.0;4.9;"mb";"Chile-Bolivia Border Region";"cleusa";M
"usp2023jrpy";2023-05-18T17:10:59.642Z;-40.427;-13.447;0.0;2.0;"mR";"Maracas/BA";"jroberto";M
"usp2023jreb";2023-05-18T11:11:38.297Z;-71.569;-15.956;158.0;4.4;"mb";"Southern Peru";"cleusa";M
"usp2023jpgt";2023-05-17T10:16:31.521Z;-66.764;-31.975;124.9;4.2;"mb";"La Rioja Province, Argentina";"jroberto";M
"usp2023johl";2023-05-16T21:29:00.687Z;-45.458;10.556;10.0;4.5;"mb";"North Atlantic Ocean";"jroberto";M
"usp2023jodc";2023-05-16T19:18:06.726Z;-68.009;-22.494;194.0;4.2;"mb";"Northern Chile";"cleusa";M
"usp2023jmrf";2023-05-16T00:08:56.178Z;-42.967;-20.193;0.0;2.1;"mR";"Dom Silverio/MG";"jroberto";M
"usp2023jmre";2023-05-16T00:07:25.586Z;-44.279;-13.505;0.0;2.8;"mR";"Rg. de Jaborandi/BA";"jroberto";M
"usp2023jmhv";2023-05-15T19:24:08.685Z;-68.788;-20.089;117.0;4.5;"mb";"Chile-Bolivia Border Region";"cleusa";M
"usp2023jlko";2023-05-15T07:39:38.061Z;-66.433;-22.730;249.0;5.6;"mb";"Jujuy Province, Argentina";"cleusa";M
"usp2023jjly";2023-05-14T06:04:11.375Z;-74.532;4.453;10.0;4.8;"mb";"Colombia";"cleusa";M
"usp2023jhvi";2023-05-13T08:33:10.924Z;-57.753;-11.451;0.0;2.7;"mR";"Juara/MT";"jroberto";M
"usp2023jhoa";2023-05-13T04:51:26.078Z;-73.304;-37.891;10.0;4.8;"mb";"Near Coast of Central Chile";"cleusa";M
"usp2023jgrn";2023-05-12T17:29:46.101Z;-71.394;-14.265;10.0;4.1;"mb";"Central Peru";"cleusa";M
"usp2023jgcf";2023-05-12T09:45:28.227Z;-76.069;6.829;51.0;4.7;"mb";"Northern Colombia";"cleusa";M
"usp2023jgaz";2023-05-12T09:08:43.006Z;-72.925;-16.344;92.0;4.4;"mb";"Near Coast of Peru";"cleusa";M
"usp2023jeyb";2023-05-11T18:31:44.417Z;-63.271;10.141;21.0;4.9;"mb";"Near Coast of Venezuela";"cleusa";M
"usp2023jefs";2023-05-11T09:14:49.061Z;-68.029;-20.275;94.0;4.4;"mb";"Chile-Bolivia Border Region";"cleusa";M
"usp2023jcpm";2023-05-10T11:55:13.841Z;-48.610;-20.966;0.0;2.3;"mR";"MonteA.Paulista rg.da zona rural/SP";"jroberto";M
"usp2023izyg";2023-05-09T00:56:17.921Z;-66.700;-20.972;236.0;4.1;"mb";"Southern Bolivia";"cleusa";M
"usp2023izkq";2023-05-08T18:03:15.369Z;-40.540;-11.190;0.0;2.3;"mR";"Jacobina/BA";"jroberto";M
"usp2023iycp";2023-05-08T00:51:55.981Z;-78.932;-2.675;93.0;5.4;"mb";"Ecuador";"cleusa";M
"usp2023iwuf";2023-05-07T07:30:21.224Z;-67.157;-23.345;235.0;4.2;"mb";"Chile-Argentina Border Region";"cleusa";M
"usp2023iwsf";2023-05-07T06:29:00.205Z;-70.351;-25.382;40.0;5.4;"mb";"Near Coast of Northern Chile";"cleusa";M
"usp2023iwns";2023-05-07T04:12:43.958Z;-68.515;-22.405;111.0;4.8;"mb";"Northern Chile";"cleusa";M
"usp2023ivdo";2023-05-06T09:56:59.000Z;-48.480;-21.270;0.0;1.0;"MLv";"Monte Alto/SP";"marcelo";M
"usp2023iswh";2023-05-05T04:00:13.096Z;-68.863;-19.853;112.0;4.5;"mb";"Chile-Bolivia Border Region";"cleusa";M
"usp2023isgw";2023-05-04T20:12:21.313Z;-35.830;-9.412;0.0;2.1;"mR";"Messias/AL";"jroberto";M
"usp2023isdw";2023-05-04T18:41:11.527Z;-51.448;-14.227;0.0;2.5;"mR";"Nova Nazare/MT";"jroberto";M
"usp2023isbu";2023-05-04T17:38:11.000Z;-57.456;-26.510;0.0;3.0;"mR";"Paraguay";"marcelo";M
"usp2023iryz";2023-05-04T16:13:23.873Z;-44.479;-20.139;0.0;2.2;"mR";"Itatiaiucu/MG";"jroberto";M
"usp2023irrq";2023-05-04T12:30:31.000Z;-48.680;-21.090;0.0;1.2;"MLv";"Pirangi/SP";"marcelo";M
"usp2023irck";2023-05-04T04:48:36.484Z;-72.405;-39.368;71.0;4.6;"mb";"Central Chile";"cleusa";M
"usp2023iqzg";2023-05-04T03:13:38.862Z;-41.259;-17.464;0.0;1.7;"mR";"Novo Oriente de Minas/MG";"jroberto";M
"usp2023iqly";2023-05-03T20:57:58.936Z;-44.243;-19.502;0.0;2.1;"mR";"Sete Lagoas/MG";"jroberto";M
"usp2023iqib";2023-05-03T18:32:21.650Z;-39.113;-13.957;0.0;2.1;"mR";"Camamu/BA";"jroberto";M
"usp2023ipgr";2023-05-03T04:41:29.031Z;-48.795;-20.045;0.0;2.4;"mR";"Rg. da Divisa Frutal/Planura-MG";"jroberto";M
"usp2023ipbt";2023-05-03T02:12:29.127Z;-78.592;9.231;82.0;4.9;"mb";"Panama";"cleusa";M
"usp2023ipbs";2023-05-03T02:11:10.970Z;-72.959;-16.275;62.0;4.8;"mb";"Near Coast of Peru";"cleusa";M
"usp2023iows";2023-05-02T23:40:10.181Z;-39.067;-4.152;0.0;1.9;"mR";"Caridade/CE";"jroberto";M
"usp2023iohg";2023-05-02T15:51:17.209Z;-50.638;-14.012;0.0;3.0;"mR";"Nova Crixas/GO";"jroberto";M
"usp2023imje";2023-05-01T14:33:23.192Z;-50.170;-16.285;0.0;2.3;"mR";"Adelandia/GO";"jroberto";M
"usp2023imgy";2023-05-01T13:26:08.146Z;-38.933;-4.098;0.0;2.2;"mR";"Palmacia/CE";"jroberto";M
"usp2023ilzf";2023-05-01T09:31:08.006Z;-74.587;-7.415;13.0;5.2;"mb";"Peru-Brazil Border Region";"cleusa";M
"usp2023iltf";2023-05-01T06:28:30.400Z;-73.385;-16.121;77.0;4.5;"mb";"Near Coast of Peru";"cleusa";M
"usp2023ilqw";2023-05-01T05:18:13.069Z;-81.229;-6.122;10.0;5.2;"mb";"Near Coast of Northern Peru";"cleusa";M
"usp2023ikrv";2023-04-30T16:39:10.009Z;-69.871;-23.273;69.0;4.6;"mb";"Northern Chile";"cleusa";M
"usp2023ikjd";2023-04-30T12:16:04.697Z;-40.877;-2.851;0.0;2.1;"mR";"Camocim/CE";"jroberto";M
"usp2023ijut";2023-04-30T04:59:06.505Z;-70.469;10.433;10.0;4.5;"mb";"Venezuela";"jroberto";M
"usp2023iirs";2023-04-29T14:19:06.725Z;-49.754;-24.833;0.0;2.3;"mR";"Castro/PR";"jroberto";M
"usp2023igxd";2023-04-28T14:47:43.933Z;-68.185;-20.886;156.0;4.5;"mb";"Chile-Bolivia Border Region";"cleusa";M
"usp2023iekl";2023-04-27T06:07:14.087Z;-71.134;-35.615;86.0;5.1;"mb";"Central Chile";"cleusa";M
"usp2023iefu";2023-04-27T03:44:54.805Z;-39.899;-9.869;0.0;2.3;"mR";"Uaua/BA";"jroberto";M
"usp2023icom";2023-04-26T05:52:22.456Z;-66.803;-27.814;158.0;4.5;"mb";"Catamarca Province, Argentina";"cleusa";M
"usp2023icji";2023-04-26T03:16:25.152Z;-77.525;0.759;10.0;4.6;"mb";"Colombia-Ecuador Border Region";"cleusa";M
"usp2023ibtv";2023-04-25T19:26:47.163Z;-39.484;-3.882;0.0;2.3;"mR";"Apuiares/CE";"jroberto";M
"usp2023iasl";2023-04-25T05:36:00.944Z;-79.552;-2.783;60.0;5.4;"mb";"Near Coast of Ecuador";"cleusa";M
"usp2023iafm";2023-04-24T23:03:38.000Z;-48.480;-21.270;0.0;1.0;"MLv";"Monte Alto/SP";"marcelo";M
"usp2023iaaz";2023-04-24T20:46:21.812Z;-52.585;-31.800;0.0;2.2;"mR";"Capao do Leao/RS";"jroberto";M
"usp2023hzyb";2023-04-24T19:18:18.000Z;-48.604;-20.973;0.0;1.8;"MLv";"MonteA.Paulista/rg.Zona Rural";"jroberto";M
"usp2023hzpi";2023-04-24T14:54:05.952Z;-45.614;-20.333;0.0;2.8;"mR";"Pains/MG";"jroberto";M
"usp2023hzly";2023-04-24T13:10:28.611Z;-39.190;-4.236;0.0;2.2;"mR";"Caridade/CE";"jroberto";M
"usp2023hzda";2023-04-24T08:41:01.628Z;-39.034;-4.135;0.0;1.8;"mR";"Pacoti/CE";"jroberto";M
"usp2023hytq";2023-04-24T03:56:29.100Z;-71.895;-33.446;10.0;4.6;"mb";"Near Coast of Central Chile";"cleusa";M
"usp2023hxei";2023-04-23T07:04:15.830Z;-39.075;-4.135;0.0;1.7;"mR";"Caridade/CE";"jroberto";M
"usp2023hwkg";2023-04-22T20:55:36.887Z;-41.130;-13.484;0.0;2.2;"mR";"Ibicoara/BA";"jroberto";M
"usp2023hvsr";2023-04-22T12:02:31.743Z;-35.053;6.425;10.0;4.2;"mb";"Central Mid Atlantic Ridge";"jroberto";M
"usp2023hviq";2023-04-22T06:58:30.374Z;-35.969;6.883;10.0;3.8;"mb";"Central Mid Atlantic Ridge";"jroberto";M
"usp2023hvic";2023-04-22T06:42:10.244Z;-43.834;-20.664;0.0;2.3;"mR";"Conselheiro Lafaiete/MG";"jroberto";M
"usp2023hutf";2023-04-21T23:10:39.700Z;-77.037;-5.255;10.0;5.2;"mb";"Northern Peru";"jroberto";M
"usp2023htww";2023-04-21T11:53:08.408Z;-68.622;-22.678;122.0;4.3;"mb";"Northern Chile";"cleusa";M
"usp2023htmn";2023-04-21T06:40:00.407Z;-47.845;-3.795;0.0;3.1;"mR";"Ulianopolis/PA";"jroberto";M
"usp2023htdq";2023-04-21T02:10:37.871Z;-48.798;-20.052;0.0;2.7;"mR";"Rg. da Divisa Frutal/Planura-MG";"jroberto";M
"usp2023hslx";2023-04-20T17:13:15.898Z;-68.889;-20.839;98.0;4.4;"mb";"Chile-Bolivia Border Region";"cleusa";M
"usp2023hsld";2023-04-20T16:49:19.866Z;-43.768;-20.602;0.0;2.4;"mR";"Conselheiro Lafaiete/MG";"jroberto";M
"usp2023hrvh";2023-04-20T08:49:31.580Z;-48.841;-20.035;0.0;2.6;"mR";"Frutal/MG";"jroberto";M
"usp2023hoot";2023-04-18T14:06:08.007Z;-65.052;-17.449;10.0;3.9;"mb";"Central Bolivia";"jroberto";M
"usp2023honv";2023-04-18T13:38:23.435Z;-36.664;-9.649;0.0;2.1;"MLv";"Coite do Noia/AL";"jroberto";M
"usp2023hlyi";2023-04-17T03:32:37.871Z;-45.170;-18.826;0.0;1.9;"mR";"Felixlandia/MG";"jroberto";M
"usp2023hjuw";2023-04-15T23:31:00.000Z;-48.660;-21.090;0.0;1.1;"MLv";"Pirangi/SP";"marcelo";M
"usp2023hjlv";2023-04-15T18:56:32.288Z;-41.185;-18.420;0.0;1.7;"mR";"Tipiti-Ataleia/MG";"jroberto";M
"usp2023hiow";2023-04-15T07:20:52.718Z;-65.526;-30.955;176.0;4.2;"mb";"Cordoba Province, Argentina";"cleusa";M
"usp2023hidl";2023-04-15T01:34:55.466Z;-48.606;-21.093;0.0;1.2;"MLv";"Pirangi/SP";"jroberto";M
"usp2023hhup";2023-04-14T21:06:56.882Z;-48.613;-20.962;0.0;2.0;"mR";"MonteA.Paulista/rg.Zona Rural";"jroberto";M
"usp2023hhck";2023-04-14T11:54:47.702Z;-55.952;-17.607;0.0;3.1;"mR";"Nova Esperança/MS";"jroberto";M
"usp2023hflw";2023-04-13T14:25:31.453Z;-66.802;-23.344;235.0;4.1;"mb";"Jujuy Province, Argentina";"cleusa";M
"usp2023hezr";2023-04-13T08:18:12.933Z;-68.613;-20.487;106.0;4.7;"mb";"Chile-Bolivia Border Region";"cleusa";M
"usp2023hezl";2023-04-13T08:08:38.829Z;-40.222;-8.987;0.0;1.9;"mR";"Lagoa Grande/PE";"jroberto";M
"usp2023hena";2023-04-13T01:52:23.742Z;-40.275;-8.956;0.0;2.2;"mR";"Lagoa Grande/PE";"jroberto";M
"usp2023hdel";2023-04-12T08:24:35.059Z;-68.246;-21.808;117.0;4.2;"mb";"Chile-Bolivia Border Region";"cleusa";M
