evid;origin;longitude;latitude;depth;magnitude;magnitudet;region;author;mode
"usp2018kkmz";2018-05-29T01:16:09.521Z;-68.901;-20.075;95.2;5.3;"mb";"Chile-Bolivia Border Region";"jroberto";M
"usp2018kkem";2018-05-28T20:59:19.098Z;-69.324;-31.609;10.0;5.0;"mb";"San Juan Province, Argentina";"jroberto";M
"usp2018kjzj";2018-05-28T18:23:41.467Z;-56.779;-11.572;0.0;2.0;"MLv";"Novo Horizonte do Norte/MT";"jroberto";M
"usp2018kjua";2018-05-28T15:41:15.741Z;-60.546;-1.193;0.0;4.2;"mR";"Presidente Figueiredo/AM";"jroberto";M
"usp2018kidd";2018-05-27T18:02:06.467Z;-62.087;10.069;10.0;4.4;"mb";"Near Coast of Venezuela";"jroberto";M
"usp2018ketu";2018-05-25T21:54:09.009Z;-79.446;2.028;10.0;4.6;"mb";"South of Panama";"jroberto";M
"usp2018keso";2018-05-25T21:16:33.104Z;-48.113;-24.718;0.0;2.8;"mR";"Cajati/SP";"marcelo";M
"usp2018kelh";2018-05-25T17:36:46.073Z;-72.010;6.828;10.0;4.1;"mb";"Northern Colombia";"jroberto";M
"usp2018keko";2018-05-25T17:14:08.035Z;-67.408;-20.907;134.4;4.2;"mb";"Southern Bolivia";"jroberto";M
"usp2018kefa";2018-05-25T14:25:14.548Z;-81.100;-5.834;10.0;4.5;"mb";"Near Coast of Northern Peru";"jroberto";M
"usp2018keew";2018-05-25T14:21:20.073Z;-81.184;-6.142;10.0;4.4;"mb";"Near Coast of Northern Peru";"jroberto";M
"usp2018kebz";2018-05-25T12:53:50.175Z;-73.650;8.451;10.0;4.5;"mb";"Northern Colombia";"jroberto";M
"usp2018kbsz";2018-05-24T06:05:18.098Z;-64.423;-23.897;10.0;4.3;"mb";"Jujuy Province, Argentina";"jroberto";M
"usp2018kbkk";2018-05-24T01:45:10.073Z;-71.725;-12.427;10.4;4.8;"mb";"Central Peru";"jroberto";M
"usp2018kbhf";2018-05-24T00:08:42.275Z;-39.880;-3.785;0.0;2.5;"mR";"Iraucuba/CE";"jroberto";M
"usp2018kano";2018-05-23T14:12:02.620Z;-68.712;-20.836;91.0;4.1;"mb";"Chile-Bolivia Border Region";"jroberto";M
"usp2018kamu";2018-05-23T13:48:57.523Z;-67.933;-21.360;50.9;4.8;"mb";"Chile-Bolivia Border Region";"jroberto";M
"usp2018jzwv";2018-05-23T05:44:43.759Z;-36.374;7.460;10.0;5.2;"mb";"Central Mid Atlantic Ridge";"jroberto";M
"usp2018jzhx";2018-05-22T22:12:23.238Z;-79.931;-8.885;11.5;5.3;"mb";"Near Coast of Northern Peru";"jroberto";M
"usp2018jyqw";2018-05-22T13:36:17.283Z;-78.478;0.428;10.0;4.9;"mb";"Colombia-Ecuador Border Region";"jroberto";M
"usp2018jypy";2018-05-22T13:08:30.992Z;-78.082;-10.906;10.0;4.7;"mb";"Near Coast of Peru";"jroberto";M
"usp2018jylb";2018-05-22T10:40:50.223Z;-68.663;-21.153;51.8;5.3;"mb";"Chile-Bolivia Border Region";"jroberto";M
"usp2018jyed";2018-05-22T07:10:03.410Z;-69.077;-19.258;84.6;4.4;"mb";"Northern Chile";"jroberto";M
"usp2018jwnf";2018-05-21T09:29:05.700Z;-76.088;-8.640;10.0;4.5;"mb";"Central Peru";"jroberto";M
"usp2018jvqd";2018-05-20T21:50:10.515Z;-61.883;11.059;10.0;4.6;"mb";"Windward Islands";"jroberto";M
"usp2018juvh";2018-05-20T11:17:41.203Z;-73.037;6.749;153.5;4.7;"mb";"Northern Colombia";"jroberto";M
"usp2018juux";2018-05-20T11:05:48.457Z;-70.122;-16.971;139.3;4.3;"mb";"Southern Peru";"jroberto";M
"usp2018junf";2018-05-20T07:13:17.451Z;-67.132;-23.913;184.4;4.1;"mb";"Chile-Argentina Border Region";"jroberto";M
"usp2018juik";2018-05-20T04:47:21.616Z;-35.444;-5.531;0.0;1.9;"mR";"Taipu/RN";"jroberto";M
"usp2018jtpr";2018-05-19T19:19:39.322Z;-63.724;-22.591;6.6;4.3;"mb";"Salta Province, Argentina";"jroberto";M
"usp2018jtlc";2018-05-19T17:00:39.270Z;-70.872;-25.490;52.9;4.4;"mb";"Near Coast of Northern Chile";"jroberto";M
"usp2018jsqt";2018-05-19T06:43:35.081Z;-71.449;-32.225;10.0;4.8;"mb";"Near Coast of Central Chile";"jroberto";M
"usp2018jpil";2018-05-17T11:07:05.860Z;-76.841;-12.741;10.0;5.2;"mb";"Near Coast of Peru";"jroberto";M
"usp2018jobb";2018-05-16T18:15:41.013Z;-67.400;-24.235;183.2;4.2;"mb";"Chile-Argentina Border Region";"jroberto";M
"usp2018jnpm";2018-05-16T12:24:52.442Z;-37.242;-9.798;0.0;1.7;"mR";"Belo Monte/AL";"jroberto";M
"usp2018jmue";2018-05-16T01:38:32.812Z;-64.775;-27.023;168.5;4.4;"mb";"Santiago Del Estero Prov., Argentina";"jroberto";M
"usp2018jlmh";2018-05-15T08:31:47.070Z;-68.799;-20.371;115.9;4.1;"mb";"Chile-Bolivia Border Region";"jroberto";M
"usp2018jljj";2018-05-15T07:03:28.001Z;-67.798;-24.303;93.2;4.0;"mb";"Chile-Argentina Border Region";"jroberto";M
"usp2018jkno";2018-05-14T20:01:24.840Z;-49.464;-14.482;0.0;2.7;"mR";"Nova Iguacu de Goias/GO";"jroberto";M
"usp2018jjzk";2018-05-14T12:52:56.238Z;-66.588;-22.602;202.0;3.8;"mb";"Jujuy Province, Argentina";"jroberto";M
"usp2018jjuw";2018-05-14T10:34:53.606Z;-73.601;-10.714;10.0;5.1;"mB";"Central Peru";"jroberto";M
"usp2018jjfu";2018-05-14T02:58:03.563Z;-73.620;-42.914;10.0;5.0;"mb";"Southern Chile";"jroberto";M
"usp2018jiub";2018-05-13T21:02:44.009Z;-42.287;-23.001;0.0;2.6;"mR";"Araruama/RJ";"jroberto";M
"usp2018jimh";2018-05-13T17:07:30.512Z;-67.750;-22.822;13.3;4.5;"mb";"Chile-Bolivia Border Region";"jroberto";M
"usp2018jhic";2018-05-13T01:52:07.110Z;-65.324;-30.830;192.3;4.5;"mb";"Cordoba Province, Argentina";"jroberto";M
"usp2018jhbz";2018-05-12T22:46:02.697Z;-68.446;-20.867;10.0;4.4;"mb";"Chile-Bolivia Border Region";"jroberto";M
"usp2018jfob";2018-05-12T02:36:23.194Z;-50.193;-10.624;0.0;2.8;"mR";"Santa Terezinha/MT";"jroberto";M
"usp2018jfks";2018-05-12T00:55:25.728Z;-67.539;-22.416;140.1;4.2;"mb";"Chile-Bolivia Border Region";"jroberto";M
"usp2018jfew";2018-05-11T21:57:39.677Z;-71.856;-32.705;11.6;4.4;"mb";"Near Coast of Central Chile";"jroberto";M
"usp2018jfem";2018-05-11T21:46:05.766Z;-44.832;-21.740;0.0;2.3;"mR";"Cruzilia/MG";"jroberto";M
"usp2018jeyq";2018-05-11T18:48:31.858Z;-72.037;-16.177;112.4;4.5;"mb";"Near Coast of Peru";"jroberto";M
"usp2018jemc";2018-05-11T12:29:07.128Z;-38.082;-4.948;0.0;2.3;"mR";"Palhano/CE";"jroberto";M
"usp2018jdqa";2018-05-11T01:19:45.725Z;-66.862;-24.064;187.2;4.8;"mb";"Salta Province, Argentina";"jroberto";M
"usp2018jdfm";2018-05-10T20:00:34.142Z;-67.774;-21.717;85.7;4.8;"mb";"Chile-Bolivia Border Region";"jroberto";M
"usp2018jdcf";2018-05-10T18:21:22.488Z;-46.824;-17.066;0.0;2.2;"mR";"Paracatu/MG";"jroberto";M
"usp2018jcwz";2018-05-10T15:42:45.437Z;-67.115;-27.108;158.0;4.4;"mb";"Catamarca Province, Argentina";"jroberto";M
"usp2018jcjl";2018-05-10T08:51:22.432Z;-66.133;-22.523;260.6;4.7;"mb";"Jujuy Province, Argentina";"jroberto";M
"usp2018jagk";2018-05-09T05:03:46.068Z;-68.253;-21.444;101.5;4.6;"mb";"Chile-Bolivia Border Region";"jroberto";M
"usp2018iyhx";2018-05-08T03:32:20.450Z;-79.834;-7.597;11.6;4.3;"mb";"Near Coast of Northern Peru";"jroberto";M
"usp2018ixpx";2018-05-07T18:28:16.735Z;-41.776;7.660;199.0;4.1;"mb";"North Atlantic Ocean";"jroberto";M
"usp2018ixbp";2018-05-07T11:14:12.043Z;-69.573;-18.123;111.4;4.3;"mb";"Northern Chile";"jroberto";M
"usp2018iwvo";2018-05-07T08:10:37.007Z;-45.351;-24.907;0.0;2.1;"mR";"Ilhabela/SP";"jroberto";M
"usp2018iwud";2018-05-07T07:26:36.892Z;-71.592;-23.419;15.6;4.4;"mb";"Off Coast of Northern Chile";"jroberto";M
"usp2018iwcd";2018-05-06T22:21:58.016Z;-66.637;-17.934;260.6;4.0;"mb";"Central Bolivia";"jroberto";M
"usp2018ivbt";2018-05-06T09:01:06.147Z;-81.352;-6.017;10.0;4.4;"mb";"Near Coast of Northern Peru";"jroberto";M
"usp2018iuph";2018-05-06T02:44:19.586Z;-72.117;-34.237;10.0;5.4;"Mwp";"Near Coast of Central Chile";"jroberto";M
"usp2018itpq";2018-05-05T13:46:42.957Z;-69.205;-17.888;119.9;4.5;"mb";"Peru-Bolivia Border Region";"jroberto";M
"usp2018itos";2018-05-05T13:17:52.063Z;-42.683;-17.350;0.0;2.0;"mR";"Veredinha/MG";"jroberto";M
"usp2018itnr";2018-05-05T12:46:45.929Z;-69.430;-18.801;119.9;4.1;"mb";"Northern Chile";"jroberto";M
"usp2018ishh";2018-05-04T20:25:29.080Z;-71.332;-29.789;10.0;5.1;"mb";"Near Coast of Central Chile";"jroberto";M
"usp2018irtp";2018-05-04T13:29:55.016Z;-67.308;-22.198;10.0;4.3;"mb";"Chile-Bolivia Border Region";"jroberto";M
"usp2018iqgd";2018-05-03T17:34:02.151Z;-62.964;-20.830;545.8;3.8;"mb";"Southern Bolivia";"jroberto";M
"usp2018ipsx";2018-05-03T10:52:50.097Z;-68.018;-26.304;63.9;4.5;"mb";"Chile-Argentina Border Region";"jroberto";M
"usp2018ipaq";2018-05-03T01:38:52.021Z;-74.671;-9.089;154.7;4.3;"mb";"Central Peru";"jroberto";M
"usp2018iomz";2018-05-02T18:44:37.663Z;-79.095;-9.086;10.0;4.4;"mb";"Off Coast of Northern Peru";"jroberto";M
"usp2018ioij";2018-05-02T16:24:56.802Z;-43.509;-20.211;0.0;2.2;"mR";"Ouro Preto/MG";"jroberto";M
"usp2018iohw";2018-05-02T16:09:42.610Z;-70.184;-33.624;20.1;5.0;"mb";"Chile-Argentina Border Region";"jroberto";M
"usp2018inue";2018-05-02T09:15:18.240Z;-68.887;-20.053;94.4;4.6;"mb";"Chile-Bolivia Border Region";"jroberto";M
"usp2018imsq";2018-05-01T19:20:00.038Z;-73.414;2.388;10.0;4.3;"mb";"Colombia";"jroberto";M
"usp2018ilkh";2018-05-01T01:58:29.523Z;-75.741;1.783;10.0;4.3;"mb";"Colombia";"jroberto";M
"usp2018iiwy";2018-04-29T16:58:03.856Z;-67.793;-23.206;140.0;4.2;"mb";"Chile-Argentina Border Region";"jroberto";M
"usp2018ihwq";2018-04-29T03:41:34.091Z;-65.236;-18.676;108.6;3.9;"mb";"Central Bolivia";"jroberto";M
"usp2018ihvt";2018-04-29T03:13:26.232Z;-68.903;-20.098;10.0;4.2;"mb";"Chile-Bolivia Border Region";"cleusa";M
"usp2018ihjc";2018-04-28T20:49:54.797Z;-68.912;-33.419;10.0;4.5;"mb";"Mendoza Province, Argentina";"jroberto";M
"usp2018igxg";2018-04-28T14:51:18.089Z;-66.448;-22.881;220.0;4.3;"mb";"Jujuy Province, Argentina";"cleusa";M
"usp2018ighf";2018-04-28T06:44:45.928Z;-68.850;-20.209;103.0;4.1;"mb";"Chile-Bolivia Border Region";"cleusa";M
"usp2018igaw";2018-04-28T03:32:39.015Z;-68.993;-25.781;10.0;4.1;"mb";"Chile-Argentina Border Region";"cleusa";M
"usp2018igan";2018-04-28T03:21:13.155Z;-69.362;-25.331;10.0;4.4;"mb";"Northern Chile";"cleusa";M
"usp2018ifaa";2018-04-27T13:58:18.032Z;-69.500;-17.091;168.0;4.1;"mb";"Peru-Bolivia Border Region";"cleusa";M
"usp2018iepr";2018-04-27T08:44:54.865Z;-67.970;10.003;10.0;4.4;"mb";"Near Coast of Venezuela";"jroberto";M
"usp2018iecj";2018-04-27T02:01:06.347Z;-66.967;-24.234;188.0;5.0;"mb";"Salta Province, Argentina";"cleusa";M
"usp2018idyg";2018-04-26T23:57:15.799Z;-68.086;-21.614;83.0;4.6;"mb";"Chile-Bolivia Border Region";"jroberto";M
"usp2018idhv";2018-04-26T15:38:17.651Z;-69.329;-25.087;343.0;4.0;"mb";"Northern Chile";"cleusa";M
"usp2018idcl";2018-04-26T12:55:26.711Z;-73.721;-7.178;170.0;4.6;"mb";"Peru-Brazil Border Region";"jroberto";M
"usp2018icnv";2018-04-26T05:32:42.401Z;-71.310;-30.783;10.0;5.0;"mb";"Near Coast of Central Chile";"cleusa";M
"usp2018icfh";2018-04-26T01:15:11.824Z;-68.188;-21.232;10.0;4.2;"mb";"Chile-Bolivia Border Region";"jroberto";M
"usp2018ibpn";2018-04-25T17:15:51.043Z;-68.081;-13.552;456.0;4.2;"mb";"Peru-Bolivia Border Region";"jroberto";M
"usp2018iavb";2018-04-25T06:55:20.899Z;-68.661;-20.242;124.0;4.0;"mb";"Chile-Bolivia Border Region";"cleusa";M
"usp2018iaps";2018-04-25T04:13:11.507Z;-60.543;10.194;10.0;4.5;"mb";"Trinidad";"jroberto";M
"usp2018hzbq";2018-04-24T07:58:16.552Z;-67.982;-21.509;151.0;4.3;"mb";"Chile-Bolivia Border Region";"cleusa";M
"usp2018hzbh";2018-04-24T07:47:48.017Z;-36.115;-5.575;0.0;1.5;"mR";"Pedra Preta/RN";"jroberto";M
"usp2018hzaq";2018-04-24T07:28:38.063Z;-76.963;-7.044;10.0;3.9;"mb";"Northern Peru";"cleusa";M
"usp2018hyrh";2018-04-24T02:44:22.809Z;-74.554;-14.501;10.0;4.8;"mb";"Central Peru";"cleusa";M
"usp2018hynu";2018-04-24T01:00:49.456Z;-68.378;-20.897;107.0;4.4;"mb";"Chile-Bolivia Border Region";"cleusa";M
"usp2018hxvk";2018-04-23T15:42:10.085Z;-75.591;5.052;124.0;5.2;"mb";"Colombia";"cleusa";M
"usp2018hxqa";2018-04-23T12:57:52.173Z;-68.516;-21.399;157.0;4.4;"mb";"Chile-Bolivia Border Region";"cleusa";M
"usp2018hxit";2018-04-23T09:18:06.700Z;-75.452;-10.597;10.0;3.9;"mb";"Central Peru";"cleusa";M
"usp2018hxdw";2018-04-23T06:49:33.991Z;-73.107;7.361;145.0;4.5;"mb";"Northern Colombia";"cleusa";M
"usp2018hxcg";2018-04-23T06:00:25.916Z;-68.507;-22.115;10.0;5.5;"mb";"Northern Chile";"cleusa";M
"usp2018hwjn";2018-04-22T20:32:58.331Z;-68.230;-21.660;123.0;4.2;"mb";"Chile-Bolivia Border Region";"cleusa";M
"usp2018hwcd";2018-04-22T16:49:38.493Z;-66.960;-23.868;232.0;4.0;"mb";"Jujuy Province, Argentina";"cleusa";M
"usp2018huik";2018-04-21T17:43:58.976Z;-67.362;-22.221;10.0;4.4;"mb";"Chile-Bolivia Border Region";"jroberto";M
"usp2018httm";2018-04-21T10:10:15.649Z;-66.888;-23.155;234.0;4.0;"mb";"Jujuy Province, Argentina";"cleusa";M
"usp2018htrr";2018-04-21T09:15:59.606Z;-74.571;-8.846;145.8;4.3;"mb";"Peru-Brazil Border Region";"jroberto";M
"usp2018htoy";2018-04-21T07:52:43.843Z;-69.340;-27.335;10.0;4.8;"mb";"Northern Chile";"jroberto";M
"usp2018htog";2018-04-21T07:31:41.737Z;-72.136;-38.528;10.0;4.1;"mb";"Central Chile";"jroberto";M
"usp2018htjj";2018-04-21T05:03:53.483Z;-68.569;-21.830;103.3;4.1;"mb";"Chile-Bolivia Border Region";"jroberto";M
"usp2018htfy";2018-04-21T03:20:16.613Z;-69.659;-17.795;115.9;3.9;"mb";"Peru-Bolivia Border Region";"jroberto";M
"usp2018hszp";2018-04-21T00:08:24.686Z;-56.817;-11.586;0.0;1.6;"MLv";"Novo Horizonte do Norte/MT";"jroberto";M
"usp2018hswb";2018-04-20T22:21:09.209Z;-76.571;-10.328;65.7;4.3;"mb";"Central Peru";"jroberto";M
"usp2018hsgx";2018-04-20T14:41:45.652Z;-81.800;3.772;10.0;4.5;"mb";"South of Panama";"cleusa";M
"usp2018hreg";2018-04-20T00:12:36.000Z;-71.778;-9.806;0.0;4.0;"mR";"Peru-Brazil Border Region";"massumpcao";M
"usp2018hqpp";2018-04-19T16:47:58.885Z;-71.610;-9.499;10.0;4.6;"mb";"Peru-Brazil Border Region";"jroberto";M
"usp2018hqgz";2018-04-19T12:28:53.487Z;-64.675;-27.521;102.0;4.2;"mb";"Santiago Del Estero Prov., Argentina";"cleusa";M
"usp2018horn";2018-04-18T15:29:41.923Z;-64.766;-32.642;109.6;4.6;"mb";"Cordoba Province, Argentina";"jroberto";M
"usp2018homb";2018-04-18T12:43:49.073Z;-79.025;-0.721;10.0;4.4;"mb";"Ecuador";"cleusa";M
"usp2018hmwj";2018-04-17T15:40:38.895Z;-66.092;-22.338;268.0;4.4;"mb";"Jujuy Province, Argentina";"cleusa";M
"usp2018hmso";2018-04-17T13:45:56.206Z;-68.735;-21.234;10.0;5.3;"mb";"Chile-Bolivia Border Region";"cleusa";M
"usp2018hmpl";2018-04-17T12:12:20.259Z;-71.274;-17.245;10.0;4.3;"mb";"Near Coast of Peru";"cleusa";M
"usp2018hmdd";2018-04-17T05:57:37.866Z;-71.776;-34.861;10.0;4.4;"mb";"Near Coast of Central Chile";"jroberto";M
"usp2018hkup";2018-04-16T12:31:25.406Z;-72.351;-30.170;10.0;4.7;"mb";"Off Coast of Central Chile";"cleusa";M
"usp2018hkek";2018-04-16T04:20:31.036Z;-48.834;-20.873;0.0;1.8;"MLv";"Embauba/SP";"jroberto";M
"usp2018hjwu";2018-04-16T00:29:40.326Z;-79.333;-0.632;10.0;4.5;"mb";"Ecuador";"jroberto";M
"usp2018hiru";2018-04-15T08:49:44.913Z;-66.483;-22.781;256.3;3.9;"mb";"Jujuy Province, Argentina";"jroberto";M
"usp2018hipj";2018-04-15T07:35:40.003Z;-71.247;-16.660;100.5;4.3;"mb";"Southern Peru";"jroberto";M
"usp2018higd";2018-04-15T02:56:04.086Z;-66.107;-26.682;5.0;4.4;"mb";"Catamarca Province, Argentina";"cleusa";M
"usp2018hifq";2018-04-15T02:41:27.056Z;-73.233;6.810;157.0;4.2;"mb";"Northern Colombia";"cleusa";M
"usp2018hhub";2018-04-14T20:50:18.342Z;-40.390;-3.628;0.0;2.1;"M";"Meruoca/CE";"bruno";M
"usp2018hhrh";2018-04-14T19:26:27.849Z;-74.397;-8.001;156.0;4.8;"mb";"Peru-Brazil Border Region";"jroberto";M
"usp2018hgmx";2018-04-14T04:04:28.897Z;-72.369;-32.350;10.0;4.6;"mb";"Off Coast of Central Chile";"cleusa";M
"usp2018hfvr";2018-04-13T19:22:46.595Z;-68.272;-21.486;122.0;4.6;"mb";"Chile-Bolivia Border Region";"jroberto";M
"usp2018hfnj";2018-04-13T15:11:47.774Z;-71.621;-17.381;10.0;4.3;"mb";"Near Coast of Peru";"cleusa";M
"usp2018hfka";2018-04-13T13:30:33.530Z;-74.448;-7.207;138.5;4.5;"mb";"Peru-Brazil Border Region";"cleusa";M
"usp2018hfia";2018-04-13T12:28:48.000Z;-47.751;-27.817;10.0;3.7;"mR";"MargemContinental/SC";"massumpcao";M
"usp2018hfeq";2018-04-13T10:46:47.194Z;-69.009;-19.924;137.0;4.3;"mb";"Northern Chile";"cleusa";M
"usp2018hewa";2018-04-13T06:25:14.013Z;-69.192;-18.229;137.0;4.3;"mb";"Northern Chile";"cleusa";M
"usp2018herv";2018-04-13T04:18:43.068Z;-66.588;-23.857;218.0;4.4;"mb";"Jujuy Province, Argentina";"cleusa";M
"usp2018hdxw";2018-04-12T18:12:51.427Z;-67.481;-19.090;238.0;4.2;"mb";"Southern Bolivia";"cleusa";M
"usp2018hdlg";2018-04-12T11:50:26.044Z;-72.670;-36.740;61.2;4.9;"mb";"Near Coast of Central Chile";"jroberto";M
"usp2018hdet";2018-04-12T08:34:07.349Z;-69.093;-25.290;10.0;4.5;"mb";"Northern Chile";"cleusa";M
"usp2018hbzl";2018-04-11T16:44:12.039Z;-71.712;-26.921;19.3;4.4;"mb";"Off Coast of Northern Chile";"jroberto";M
"usp2018hbyz";2018-04-11T16:30:22.768Z;-79.308;-2.545;16.5;4.3;"mb";"Near Coast of Ecuador";"jroberto";M
"usp2018hbnv";2018-04-11T10:51:57.328Z;-44.795;-18.852;0.0;2.3;"mR";"Felixlandia/MG";"jroberto";M
"usp2018hbnd";2018-04-11T10:31:26.574Z;-67.455;-30.387;10.0;4.7;"mb";"San Juan Province, Argentina";"cleusa";M
"usp2018hbls";2018-04-11T09:48:45.091Z;-68.536;-20.877;116.7;4.2;"mb";"Chile-Bolivia Border Region";"jroberto";M
"usp2018haab";2018-04-10T14:47:13.476Z;-69.116;-24.897;82.0;4.2;"mb";"Northern Chile";"jroberto";M
"usp2018gzrg";2018-04-10T10:19:29.778Z;-71.312;-30.925;18.8;6.4;"mb";"Near Coast of Central Chile";"jroberto";M
"usp2018gynf";2018-04-09T19:08:49.511Z;-74.155;-15.812;51.4;4.6;"mb";"Near Coast of Peru";"jroberto";M
"usp2018gyks";2018-04-09T17:53:38.749Z;-67.820;-22.265;110.3;5.0;"mb";"Chile-Bolivia Border Region";"jroberto";M
"usp2018gykv";2018-04-09T17:53:37.908Z;-68.076;-22.402;141.7;4.9;"mb";"Northern Chile";"jroberto";M
"usp2018gykb";2018-04-09T17:34:10.650Z;-69.333;-25.231;87.2;4.4;"mb";"Northern Chile";"jroberto";M
"usp2018gydf";2018-04-09T14:06:18.441Z;-66.788;-23.717;221.9;4.0;"mb";"Jujuy Province, Argentina";"jroberto";M
"usp2018gxjj";2018-04-09T04:04:38.098Z;-66.437;-21.139;246.9;4.6;"mb";"Southern Bolivia";"jroberto";M
"usp2018gwun";2018-04-08T20:34:56.638Z;-71.940;-15.231;123.3;4.3;"mb";"Southern Peru";"jroberto";M
"usp2018gwoa";2018-04-08T17:17:42.250Z;-67.733;-22.880;98.4;4.5;"mb";"Chile-Bolivia Border Region";"jroberto";M
"usp2018gwkz";2018-04-08T15:45:35.674Z;-67.762;-24.598;105.5;3.9;"mb";"Chile-Argentina Border Region";"jroberto";M
"usp2018gwjd";2018-04-08T14:48:46.036Z;-76.020;9.802;0.0;4.4;"mb";"Near North Coast of Colombia";"jroberto";M
"usp2018gwii";2018-04-08T14:24:56.465Z;-72.844;-14.080;49.6;4.7;"mb";"Central Peru";"jroberto";M
"usp2018guyj";2018-04-07T20:15:12.951Z;-78.208;-10.719;98.8;4.5;"mb";"Near Coast of Peru";"jroberto";M
"usp2018guso";2018-04-07T17:18:40.000Z;-47.578;-23.687;0.0;2.0;"mR";"Salto de Pirapora/SP";"jroberto";M
"usp2018gtpk";2018-04-07T02:35:13.085Z;-66.417;-21.197;232.7;3.8;"mb";"Southern Bolivia";"jroberto";M
"usp2018gtiy";2018-04-06T23:18:48.834Z;-47.375;-23.856;0.0;1.9;"mR";"Piedade/SP";"jroberto";M
"usp2018gtem";2018-04-06T21:03:51.708Z;-50.451;-5.957;0.0;3.1;"mR";"Parauapebas/PA";"jroberto";M
"usp2018gsyj";2018-04-06T17:58:49.260Z;-71.961;-34.505;10.0;4.0;"mb";"Near Coast of Central Chile";"jroberto";M
"usp2018gstd";2018-04-06T15:19:22.891Z;-55.047;-17.585;0.0;2.8;"mR";"Sonora/MS";"jroberto";M
"usp2018gssz";2018-04-06T15:15:22.671Z;-55.092;-17.613;0.0;2.6;"mR";"Sonora/MS";"jroberto";M
"usp2018gsrr";2018-04-06T14:35:59.360Z;-73.045;-16.102;10.0;4.0;"mb";"Near Coast of Peru";"jroberto";M
"usp2018gslq";2018-04-06T11:33:18.189Z;-72.199;-15.623;120.5;4.4;"mb";"Southern Peru";"jroberto";M
"usp2018gsas";2018-04-06T06:01:12.241Z;-68.976;-17.715;127.0;4.1;"mb";"Central Bolivia";"jroberto";M
"usp2018grxg";2018-04-06T04:16:59.113Z;-75.349;-15.131;40.8;4.4;"mb";"Near Coast of Peru";"jroberto";M
"usp2018grqd";2018-04-06T00:40:18.476Z;-75.401;-15.172;19.6;5.1;"mb";"Near Coast of Peru";"jroberto";M
"usp2018grhm";2018-04-05T20:18:34.753Z;-72.822;-31.474;10.0;4.4;"mb";"Off Coast of Central Chile";"jroberto";M
"usp2018graf";2018-04-05T16:38:09.287Z;-70.078;-28.305;74.9;4.5;"mb";"Central Chile";"jroberto";M
"usp2018gqpm";2018-04-05T11:12:10.418Z;-70.192;-20.274;40.5;5.5;"mb";"Near Coast of Northern Chile";"jroberto";M
"usp2018gqgg";2018-04-05T06:32:38.034Z;-73.973;-42.569;10.0;4.9;"mb";"Southern Chile";"jroberto";M
"usp2018gpod";2018-04-04T21:23:45.247Z;-56.084;-12.568;0.0;2.8;"mR";"Sorriso/MT";"jroberto";M
"usp2018goel";2018-04-04T03:21:28.064Z;-66.677;-23.877;204.0;4.3;"mb";"Jujuy Province, Argentina";"cleusa";M
"usp2018gnuh";2018-04-03T22:14:47.974Z;-68.324;-29.131;10.0;4.4;"mb";"San Juan Province, Argentina";"cleusa";M
"usp2018gnlq";2018-04-03T17:51:10.265Z;-72.808;-27.107;10.0;4.4;"mb";"Off Coast of Northern Chile";"jroberto";M
"usp2018gnah";2018-04-03T12:07:46.384Z;-67.753;-20.554;166.0;4.4;"mb";"Southern Bolivia";"cleusa";M
"usp2018gmvm";2018-04-03T09:41:27.444Z;-71.961;8.068;10.0;5.0;"mb";"Venezuela";"cleusa";M
"usp2018glzz";2018-04-02T22:50:46.014Z;-62.923;-20.785;559.7;4.0;"mb";"Southern Bolivia";"jroberto";M
"usp2018glzn";2018-04-02T22:37:07.530Z;-71.910;-31.828;10.0;4.5;"mb";"Near Coast of Central Chile";"cleusa";M
"usp2018glkm";2018-04-02T15:00:31.542Z;-63.005;-20.693;556.0;4.4;"mb";"Southern Bolivia";"cleusa";M
"usp2018glhs";2018-04-02T13:40:33.903Z;-63.048;-20.696;555.0;6.8;"mb";"Southern Bolivia";"cleusa";M
"usp2018gkaw";2018-04-01T21:01:16.663Z;-67.436;-21.068;178.5;4.6;"mb";"Chile-Bolivia Border Region";"jroberto";M
"usp2018gjsv";2018-04-01T16:57:45.059Z;-71.872;-21.429;10.0;4.2;"mb";"Off Coast of Northern Chile";"jroberto";M
"usp2018gjpn";2018-04-01T15:16:58.168Z;-76.915;4.603;160.0;4.3;"mb";"Colombia";"cleusa";M
"usp2018girz";2018-04-01T03:23:39.904Z;-69.014;-19.345;124.3;4.2;"mb";"Northern Chile";"jroberto";M
"usp2018gint";2018-04-01T01:15:00.556Z;-71.365;-29.130;70.8;4.3;"mb";"Near Coast of Central Chile";"jroberto";M
"usp2018gieb";2018-03-31T20:21:18.391Z;-41.267;8.947;10.0;4.3;"mb";"Central Mid Atlantic Ridge";"jroberto";M
"usp2018gicq";2018-03-31T19:38:11.632Z;-49.514;-16.315;0.0;1.7;"mR";"Inhumas/GO";"jroberto";M
"usp2018ghna";2018-03-31T11:44:44.628Z;-68.729;-20.479;94.7;4.1;"mb";"Chile-Bolivia Border Region";"jroberto";M
"usp2018ggob";2018-03-30T23:07:31.341Z;-68.422;-20.679;59.3;4.4;"mb";"Chile-Bolivia Border Region";"jroberto";M
"usp2018gfiy";2018-03-30T07:23:56.925Z;-71.187;-30.401;12.4;4.3;"mb";"Near Coast of Central Chile";"jroberto";M
