EventID,Time,Longitude,Latitude,depth,magnitude,magnitudet,region,author,mode
usp2013vlct,2013-11-01 22:07:49.063000+00:00,-36.116,-5.449,2.0,2.5,"mR""",Pedra Preta/RN,jroberto,M
usp2013vmbb,2013-11-02 10:25:34.287000+00:00,-36.111,-5.436,2.0,2.1,"mR""",Pedra Preta/RN,jroberto,M
usp2013vmde,2013-11-02 11:28:51.585000+00:00,-36.16,-5.578,2.0,1.8,"mR""",Pedra Preta/RN,jroberto,M
usp2013vmjh,2013-11-02 14:34:06.612000+00:00,-36.142,-5.481,2.0,1.5,"mR""",Pedra Preta/RN,jroberto,M
usp2013vmta,2013-11-02 19:29:42.906000+00:00,-36.13,-5.448,2.0,1.9,"mR""",Pedra Preta/RN,jroberto,M
usp2013vnza,2013-11-03 11:39:56.297000+00:00,-36.138,-5.482,2.0,2.4,"mR""",Pedra Preta/RN,jroberto,M
usp2013vnzc,2013-11-03 11:41:57.021000+00:00,-36.14,-5.485,2.0,2.1,"mR""",Pedra Preta/RN,jroberto,M
usp2013vrbc,2013-11-05 04:06:32.175000+00:00,-36.144,-5.471,2.0,2.0,"mR""",Pedra Preta/RN,jroberto,M
usp2013vrdt,2013-11-05 05:28:06.603000+00:00,-36.12,-5.437,2.0,2.0,"mR""",Pedra Preta/RN,jroberto,M
usp2013vrzw,2013-11-05 16:38:13.214000+00:00,-36.15,-5.487,2.0,3.0,"mR""",Pedra Preta/RN,jroberto,M
usp2013wjpg,2013-11-15 07:42:34.513000+00:00,-36.129,-5.477,2.0,3.0,"mR""",Pedra Preta/RN,jroberto,M
usp2013xcgw,2013-11-25 13:06:10.314000+00:00,-40.462,-3.758,0.0,2.3,"mR""",Coreau/CE,JRoberto,M
usp2013xfjo,2013-11-27 05:50:06.123000+00:00,-36.161,-5.504,0.0,3.2,"mR""",Pedra Preta/RN,JRoberto,M
usp2013xnyl,2013-12-01 22:29:51.216000+00:00,-36.118,-5.416,0.0,2.1,"mR""",Pedra Preta/RN,jroberto,M
usp2013xony,2013-12-02 06:16:40.414000+00:00,-36.103,-5.411,0.0,3.1,"mR""",Pedra Preta/RN,jroberto,M
usp2013xteo,2013-12-04 19:12:28.483000+00:00,-36.128,-5.465,0.0,2.2,"mR""",Pedra Preta/RN,jroberto,M
usp2013xwop,2013-12-06 15:41:36.377000+00:00,-36.129,-5.49,2.0,2.4,"mR""",Pedra Preta/RN,jroberto,M
usp2013zhec,2013-12-26 16:25:22.848000+00:00,-36.159,-5.544,2.0,2.3,"mR""",Pedra Preta/RN,jroberto,M
usp2013zkpr,2013-12-28 13:40:43.868000+00:00,-60.201,-0.404,0.0,4.0,"mR""",Rorainopolis/RR,jroberto,M
usp2014aiwr,2014-01-05 20:32:11.017000+00:00,-36.123,-5.451,2.0,2.2,"mR""",Pedra Preta/RN,jroberto,M
usp2014alxg,2014-01-07 12:14:00.103000+00:00,-36.173,-5.52,0.0,2.6,"mR""",Pedra Preta/RN,JRoberto,M
usp2014bnoo,2014-01-22 15:39:48.020000+00:00,-51.825,-23.548,0.0,2.6,"mR""",Marialva/PR,JRoberto,M
usp2014ccus,2014-01-30 23:48:00.858000+00:00,-49.81,-21.921,2.0,2.4,"mR""",Guaimbe/SP,JRoberto,M
usp2014cxfl,2014-02-11 03:56:33.098000+00:00,-43.825,-19.953,2.0,3.0,"mR""",Raposos/MG,jroberto,M
usp2014eswr,2014-03-09 06:02:29.481000+00:00,-41.966,-23.989,0.0,2.2,"mR""",Arraial do Cabo/RJ,JRoberto,M
usp2014fhol,2014-03-17 06:55:29.165000+00:00,-45.539,-24.563,0.0,2.2,"mR""",Ilhabela/SP,JRoberto,M
usp2014fmhx,2014-03-19 21:17:49+00:00,-48.535,-21.077,0.0,1.3,"MLv""",Taiacu/SP,jroberto@vitoria,M
usp2014gjre,2014-04-01 16:06:58.259000+00:00,-43.729,-16.706,2.0,2.5,"mR""",Montes Claros/MG,JRoberto,M
usp2014gpfl,2014-04-04 16:59:52.438000+00:00,-49.243,-13.708,0.0,3.4,"mR""",Mutunopolis/GO,JRoberto,M
usp2014gpfq,2014-04-04 17:05:51.225000+00:00,-49.233,-13.699,0.0,2.8,"mR""",Mutunopolis/GO,JRoberto,M
usp2014grbg,2014-04-05 17:08:41.037000+00:00,-43.917,-20.255,0.0,2.2,"mR""",Itabirito/MG,JRoberto,M
usp2014grbh,2014-04-05 17:09:11.190000+00:00,-43.925,-20.268,0.0,2.7,"mR""",Itabirito/MG,JRoberto,M
usp2014grbi,2014-04-05 17:11:55.711000+00:00,-43.946,-20.253,0.0,2.2,"mR""",Moeda/MG,JRoberto,M
usp2014grbp,2014-04-05 17:19:41.278000+00:00,-43.934,-20.265,0.0,2.0,"mR""",Itabirito/MG,JRoberto,M
usp2014grbr,2014-04-05 17:22:03.891000+00:00,-43.961,-20.259,0.0,2.1,"mR""",Moeda/MG,jroberto,M
usp2014gspv,2014-04-06 13:39:28.695000+00:00,-43.983,-16.657,2.0,3.2,"mR""",Montes Claros/MG,JRoberto,M
usp2014gspz,2014-04-06 13:43:50+00:00,-43.88,-16.7,0.0,2.3,"MLv""",Montes Claros/MG,jroberto,M
usp2014gssb,2014-04-06 14:47:00.936000+00:00,-43.89,-16.678,2.0,2.3,"mR""",Montes Claros/MG,JRoberto,M
usp2014gtbk,2014-04-06 19:31:04.551000+00:00,-43.883,-16.681,2.0,3.4,"mR""",Montes Claros/MG,JRoberto,M
usp2014gvlp,2014-04-08 02:55:23.688000+00:00,-43.97,-16.768,2.0,2.9,"mR""",Montes Claros/MG,JRoberto,M
usp2014gvwt,2014-04-08 08:33:52.047000+00:00,-45.186,-24.521,0.0,1.8,"mR""",Ilhabela/SP,JRoberto,M
usp2014gyqn,2014-04-09 20:49:40+00:00,-48.53,-21.07,0.0,0.0,",Taiacu/SP""",JRoberto,M,
usp2014hcdq,2014-04-11 18:51:37+00:00,-43.733,-16.692,2.0,1.6,"mR""",Montes Claros/MG,JRoberto,M
usp2014hdwq,2014-04-12 17:36:12.700000+00:00,-57.192,-12.48,0.0,2.6,"mR""",Nova Maringa/MT,JRoberto,M
usp2014hicw,2014-04-15 01:17:26.654000+00:00,-45.386,-19.473,2.0,2.0,"mR""",Martinho Campos/MG,JRoberto,M
usp2014hmxz,2014-04-17 16:30:22.119000+00:00,-58.654,-14.917,0.0,2.5,"mR""",Reserva do Cabacal/MT,JRoberto,M
usp2014hmyd,2014-04-17 16:34:05.685000+00:00,-54.879,-32.811,0.0,2.3,"MLv""",Uruguay,JRoberto,M
usp2014hmym,2014-04-17 16:44:48.931000+00:00,-50.791,-17.188,0.0,2.2,"mR""",Santo Antonio da Barra/GO,JRoberto,M
usp2014hsjv,2014-04-20 16:09:44.730000+00:00,-40.597,-2.967,0.0,2.3,"mR""",Jijoca de Jericoacoara/CE,jroberto@vitoria,M
usp2014hxxn,2014-04-23 16:45:24.081000+00:00,-59.952,-15.115,0.0,2.9,"mR""",Vila Bela da Santissima Trindade/MT,JRoberto,M
usp2014hxzo,2014-04-23 17:47:00+00:00,-52.702,-16.0,0.0,1.7,"MLv""",Torixoreu/MT,jroberto@vitoria,M
usp2014iexp,2014-04-27 12:45:09+00:00,-35.568,-5.907,2.0,1.8,"MLv""",Sao Pedro/RN,JRoberto,M
usp2014iexv,2014-04-27 12:51:39+00:00,-36.556,-5.909,2.0,2.2,"MLv""",Santana do Matos/RN,JRoberto,M
usp2014iiwa,2014-04-29 16:30:32+00:00,-60.605,2.634,0.0,1.4,"MLv""",Canta/RR,JRoberto,M
usp2014iixi,2014-04-29 17:09:53.771000+00:00,-59.777,-14.972,0.0,2.4,"mR""",Vila Bela da Santissima Trindade/MT,JRoberto,M
usp2014inyw,2014-05-02 11:37:33.407000+00:00,-57.367,-19.55,0.0,3.7,"mb""",Ladario/MS,JRoberto,M
usp2014ixta,2014-05-07 20:01:35.311000+00:00,-45.743,-23.288,0.0,1.9,"mR""",Jambeiro/SP,JRoberto,M
usp2014izej,2014-05-08 14:54:01.364000+00:00,-45.288,-20.602,0.0,2.4,"mR""",Camacho/MG,JRoberto,M
usp2014jgpq,2014-05-12 16:32:39.373000+00:00,-56.29,-16.409,0.0,2.6,"mR""",Barao de Melgaco/MT,JRoberto,M
usp2014jhka,2014-05-13 02:49:37.556000+00:00,-45.974,-23.661,0.0,2.1,"mR""",Biritiba-Mirim/SP,JRoberto,M
usp2014jlhk,2014-05-15 06:03:38.466000+00:00,-43.885,-16.661,2.0,1.3,"mR""",Montes Claros/MG,JRoberto,M
usp2014jlxs,2014-05-15 14:17:59.824000+00:00,-51.796,-23.587,0.0,2.7,"mR""",Marialva/PR,JRoberto,M
usp2014jlza,2014-05-15 14:57:42+00:00,-43.856,-16.69,2.0,1.5,"mR""",Montes Claros/MG,JRoberto,M
usp2014jlzg,2014-05-15 15:03:28.306000+00:00,-48.914,-10.41,0.0,3.0,"mR""",Pugmil/TO,JRoberto,M
usp2014joeo,2014-05-16 20:01:22.989000+00:00,-43.996,-16.733,2.0,1.5,"mR""",Montes Claros/MG,JRoberto,M
usp2014jtkj,2014-05-19 16:38:28.008000+00:00,-59.096,-14.713,0.0,2.1,"mR""",Conquista D'oeste/MT,JRoberto,M
usp2014jvgq,2014-05-20 17:02:11.768000+00:00,-53.857,-31.603,0.0,2.4,"mR""",Candiota/RS,JRoberto,M
usp2014jvgv,2014-05-20 17:08:08.329000+00:00,-55.302,-5.534,0.0,3.0,"mR""",Trairao/PA,JRoberto,M
usp2014jvlh,2014-05-20 19:23:10+00:00,-43.868,-16.69,0.0,1.7,"mR""",Montes Claros/MG,JRoberto,M
usp2014jxhz,2014-05-21 19:58:50.361000+00:00,-43.897,-16.776,2.0,1.7,"mR""",Montes Claros/MG,JRoberto,M
usp2014jyat,2014-05-22 05:28:02+00:00,-44.655,-21.059,0.0,1.7,"MLv""",Bom Sucesso/MG,JRoberto,M
usp2014jybg,2014-05-22 05:42:56+00:00,-44.656,-21.053,0.0,0.8,"MLv""",Bom Sucesso/MG,JRoberto,M
usp2014jybk,2014-05-22 05:47:26+00:00,-44.664,-21.056,0.0,1.3,"MLv""",Bom Sucesso/MG,JRoberto,M
usp2014jytp,2014-05-22 14:59:29.447000+00:00,-43.766,-22.792,0.0,2.3,"mR""",Itaguai,JRoberto,M
usp2014jyts,2014-05-22 15:02:29.921000+00:00,-52.105,-31.431,0.0,2.8,"mR""",Turucu/RS,JRoberto,M
usp2014jzbk,2014-05-22 18:56:25.107000+00:00,-50.184,-5.942,0.0,3.3,"mR""",Parauapebas/PA,JRoberto,M
usp2014jzed,2014-05-22 20:19:06+00:00,-43.868,-16.691,0.0,1.6,"MLv""",Montes Claros/MG,JRoberto,M
usp2014kdlg,2014-05-25 04:26:36+00:00,-44.66,-21.064,0.0,1.1,"MLv""",Bom Sucesso/MG,JRoberto,M
usp2014kglr,2014-05-26 20:04:35.540000+00:00,-43.853,-16.749,2.0,1.6,"mR""",Montes Claros/MG,JRoberto,M
usp2014kjsq,2014-05-28 14:59:20+00:00,-43.856,-16.696,0.0,1.7,"MLv""",Montes Claros/MG,JRoberto,M
usp2014kkce,2014-05-28 19:48:42.035000+00:00,-52.436,-31.704,0.0,2.4,"mR""",Capao do Leao/RS,JRoberto,M
usp2014klix,2014-05-29 12:20:54+00:00,-44.665,-21.065,0.0,1.0,"MLv""",Bom Sucesso/MG,JRoberto,M
usp2014kloc,2014-05-29 14:58:30+00:00,-41.66,-21.848,0.0,0.7,"MLv""",Sao Fidelis/RJ,JRoberto,M
usp2014knic,2014-05-30 14:13:06.651000+00:00,-46.161,-20.411,0.0,2.3,"mR""",Piumhi/MG,JRoberto,M
usp2014knqd,2014-05-30 18:16:48.967000+00:00,-59.637,-1.007,0.0,3.7,"mb""",Presidente Figueiredo/AM,JRoberto,M
usp2014knuf,2014-05-30 20:20:44.005000+00:00,-43.852,-16.694,2.0,1.4,"mR""",Montes Claros/MG,JRoberto,M
usp2014knui,2014-05-30 20:23:56+00:00,-59.638,-1.014,0.0,1.8,"MLv""",Presidente Figueiredo/AM,JRoberto,M
usp2014knve,2014-05-30 20:52:42+00:00,-59.64,-1.005,0.0,2.9,"MLv""",Presidente Figueiredo/AM,JRoberto,M
usp2014knvq,2014-05-30 21:03:23.974000+00:00,-52.929,-30.451,0.0,2.0,"mR""",Cachoeira do Sul/RS,JRoberto,M
usp2014knwn,2014-05-30 21:30:12.677000+00:00,-47.664,-11.747,0.0,2.4,"MLv""",Natividade/TO,JRoberto,M
usp2014ktah,2014-06-02 17:04:47.165000+00:00,-59.942,-15.078,0.0,2.9,"mR""",Vila Bela da Santissima Trindade/MT,JRoberto,M
usp2014ktec,2014-06-02 19:00:15.585000+00:00,-45.761,-23.429,0.0,2.1,"mR""",Paraibuna/SP,JRoberto,M
usp2014ktpm,2014-06-03 00:45:36.069000+00:00,-53.245,-8.545,0.0,3.3,"mR""",Rio Peti/PA,jroberto,M
usp2014kvam,2014-06-03 19:28:00.887000+00:00,-59.104,-14.719,0.0,2.8,"mR""",Conquista D'oeste/MT,JRoberto,M
usp2014kvbv,2014-06-03 20:07:39.485000+00:00,-59.738,-0.778,0.0,2.5,"mR""",Presidente Figueiredo/AM,JRoberto,M
usp2014kwno,2014-06-04 15:12:25.145000+00:00,-44.933,-21.62,0.0,2.2,"mR""",Luminarias/MG,JRoberto,M
usp2014kwyx,2014-06-04 20:55:31.345000+00:00,-47.764,-18.796,0.0,2.7,"mR""",Estrela do Sul/MG,JRoberto,M
usp2014kxex,2014-06-04 23:57:16.924000+00:00,-44.389,-22.791,0.0,2.3,"mR""",Bananal/SP,JRoberto,M
usp2014kyeo,2014-06-05 12:55:48.203000+00:00,-53.258,-8.581,0.0,3.7,"mb""",Rio Peti/PA,JRoberto,M
usp2014kytg,2014-06-05 20:20:27.910000+00:00,-43.877,-16.651,0.0,1.5,"mR""",Montes Claros/MG,JRoberto,M
usp2014lafu,2014-06-06 15:48:44+00:00,-55.609,-15.8,0.0,0.8,"MLv""",Chapada dos Guimaraes/MT,JRoberto,M
usp2014lfqr,2014-06-09 14:59:24.460000+00:00,-43.875,-16.666,0.0,1.4,"mR""",Montes Claros/MG,JRoberto,M
usp2014lhws,2014-06-10 20:19:41.973000+00:00,-43.891,-16.638,0.0,1.3,"mR""",Montes Claros/MG,JRoberto,M
usp2014lhxt,2014-06-10 20:50:09.704000+00:00,-56.358,-5.63,0.0,3.3,"mR""",Trairao/PA,JRoberto,M
usp2014ljkz,2014-06-11 16:39:53.315000+00:00,-59.048,-14.698,0.0,2.8,"mR""",Conquista D'oeste/MT,JRoberto,M
usp2014lkot,2014-06-12 07:41:56.006000+00:00,-73.919,-7.048,10.0,3.7,"mb""",Peru-Brazil Border Region,jroberto,M
usp2014lngb,2014-06-13 18:43:23.700000+00:00,-41.268,-17.937,0.0,2.1,"mR""",Ouro Verde de Minas/MG,JRoberto,M
usp2014lskj,2014-06-16 14:35:07.008000+00:00,-53.315,-8.853,0.0,3.7,"mb""",Rio Peti/PA,JRoberto,M
usp2014lslh,2014-06-16 15:02:39.043000+00:00,-43.821,-16.739,2.0,1.4,"mR""",Montes Claros/MG,JRoberto,M
usp2014lstu,2014-06-16 19:20:16.377000+00:00,-43.962,-16.656,2.0,1.8,"mR""",Montes Claros/MG,JRoberto,M
usp2014lsvk,2014-06-16 20:09:26+00:00,-43.816,-16.69,2.0,1.2,"mR""",Montes Claros/MG,JRoberto,M
usp2014lsym,2014-06-16 21:42:06.904000+00:00,-36.89,-6.474,0.0,2.2,"mR""",Sao Jose do Serido/RN,JRoberto,M
usp2014lukr,2014-06-17 17:00:04.756000+00:00,-43.831,-16.828,2.0,2.3,"mR""",Montes Claros/MG,JRoberto,M
usp2014lumv,2014-06-17 18:05:29.803000+00:00,-43.876,-16.703,0.0,2.0,"mR""",Montes Claros/MG,JRoberto,M
usp2014lvfk,2014-06-18 03:29:25+00:00,-36.103,-5.584,0.0,3.5,"mR""",Pedra Preta/RN,JRoberto,M
usp2014lvyk,2014-06-18 13:04:17.978000+00:00,-40.162,-19.199,0.0,2.8,"mR""",Sooretama/ES,JRoberto,M
usp2014lxdg,2014-06-19 04:39:28.321000+00:00,-50.896,-16.218,0.0,3.0,"mR""",Jaupaci/GO,jroberto,M
usp2014mbsx,2014-06-21 17:06:48.047000+00:00,-47.254,-19.986,0.0,2.9,"mR""",Rifaina/SP,JRoberto,M
usp2014mdlc,2014-06-22 15:26:56+00:00,-36.101,-5.578,0.0,2.3,"MLv""",Pedra Preta/RN,JRoberto,M
usp2014mfft,2014-06-23 15:01:04+00:00,-43.805,-16.689,0.0,1.5,"MLv""",Montes Claros/MG,JRoberto,M
usp2014mfuu,2014-06-23 22:36:23.644000+00:00,-59.294,-7.78,0.0,3.4,"mR""",Apui/AM,jroberto,M
usp2014mhhk,2014-06-24 18:06:56.372000+00:00,-47.681,-22.921,0.0,2.6,"mR""",Saltinho/SP,JRoberto,M
usp2014mhlv,2014-06-24 20:21:02.956000+00:00,-43.821,-16.7,2.0,2.2,"mR""",Montes Claros/MG,JRoberto,M
usp2014mjfu,2014-06-25 19:35:02.562000+00:00,-59.734,-14.954,0.0,2.5,"mR""",Vila Bela da Santissima Trindade/MT,JRoberto,M
usp2014mjhr,2014-06-25 20:31:20.550000+00:00,-40.872,-18.681,0.0,1.4,"MLv""",Barra de Sao Francisco/ES,JRoberto,M
usp2014mlbz,2014-06-26 19:55:51.564000+00:00,-49.399,-8.495,0.0,2.4,"mR""",Couto de Magalhaes/TO,JRoberto,M
usp2014mlmh,2014-06-27 01:07:41.114000+00:00,-45.503,-21.973,0.0,1.8,"mR""",Heliodora/MG,JRoberto,M
usp2014mlnp,2014-06-27 01:47:59.268000+00:00,-51.312,-29.112,0.0,2.5,"mR""",Nova Padua/RS,JRoberto,M
usp2014mwbd,2014-07-02 19:59:51.015000+00:00,-43.828,-16.708,2.0,2.4,"mR""",Montes Claros/MG,JRoberto,M
usp2014nbdd,2014-07-05 14:41:37.934000+00:00,-45.672,-21.203,0.0,2.0,"mR""",Campos Gerais/MG,JRoberto,M
usp2014nbmo,2014-07-05 19:26:36.175000+00:00,-45.769,-21.217,0.0,2.4,"mR""",Campos Gerais/MG,jroberto,M
usp2014niwm,2014-07-09 20:24:55.589000+00:00,-50.226,-13.895,0.0,2.8,"mR""",Mundo Novo/GO,JRoberto,M
usp2014njaa,2014-07-09 22:12:01.202000+00:00,-56.515,-10.808,0.0,2.0,"MLv""",Tabapora/MT,JRoberto,M
usp2014nnnd,2014-07-12 09:21:44.946000+00:00,-53.272,-8.626,0.0,4.3,"mb""",Rio Peti/PA,JRoberto,M
usp2014nnzx,2014-07-12 15:49:51.634000+00:00,-53.274,-8.628,0.0,3.7,"mb""",Rio Peti/PA,JRoberto,M
usp2014nstv,2014-07-15 06:25:41.021000+00:00,-53.282,-8.608,0.0,3.6,"mb""",Rio Peti/PA,JRoberto,M
usp2014ntur,2014-07-15 19:59:53.087000+00:00,-43.907,-16.678,2.0,1.3,"mR""",Montes Claros/MG,JRoberto,M
usp2014nvqm,2014-07-16 20:09:14.362000+00:00,-43.693,-22.917,0.0,2.3,"mR""",Itaguai,JRoberto,M
usp2014nxab,2014-07-17 14:06:57+00:00,-43.818,-16.688,0.0,1.3,"MLv""",Montes Claros/MG,JRoberto,M
usp2014oaxt,2014-07-19 17:30:30+00:00,-55.363,-7.05,0.0,0.5,"MLv""",Novo Progresso/PA,JRoberto,M
usp2014oetj,2014-07-21 19:50:12.508000+00:00,-40.973,-18.906,0.0,1.8,"MLv""",Mantena/MG,JRoberto,M
usp2014oetr,2014-07-21 19:58:48.442000+00:00,-43.879,-16.691,2.0,1.6,"mR""",Montes Claros/MG,JRoberto,M
usp2014ogkz,2014-07-22 17:52:11.203000+00:00,-53.246,-8.542,0.0,3.5,"mb""",Rio Peti/PA,JRoberto,M
usp2014ognl,2014-07-22 19:06:35.734000+00:00,-53.344,-8.595,0.0,3.8,"mb""",Rio Peti/PA,JRoberto,M
usp2014ogow,2014-07-22 19:49:21.445000+00:00,-53.431,-8.567,0.0,2.6,"mR""",Rio Peti/PA,JRoberto,M
usp2014oilj,2014-07-23 20:20:13.262000+00:00,-43.87,-16.751,2.0,1.6,"mR""",Montes Claros/MG,JRoberto,M
usp2014olru,2014-07-25 14:59:21.447000+00:00,-43.843,-16.697,2.0,1.9,"mR""",Montes Claros/MG,JRoberto,M
usp2014omam,2014-07-25 19:22:16.007000+00:00,-43.92,-16.665,0.0,1.4,"mR""",Montes Claros/MG,JRoberto,M
usp2014orqt,2014-07-28 21:16:32.117000+00:00,-44.594,-21.092,0.0,2.5,"mR""",Nazareno/MG,JRoberto,M
usp2014oszv,2014-07-29 14:59:49.444000+00:00,-43.887,-16.658,2.0,1.3,"mR""",Montes Claros/MG,JRoberto,M
usp2014otee,2014-07-29 17:11:58.302000+00:00,-53.345,-31.646,0.0,2.5,"mR""",Pinheiro Machado/RS,JRoberto,M
usp2014otlc,2014-07-29 20:42:04.244000+00:00,-43.84,-16.758,2.0,2.2,"mR""",Montes Claros/MG,JRoberto,M
usp2014ovfh,2014-07-30 20:01:37.420000+00:00,-44.467,-13.381,0.0,2.2,"mR""",Correntina/BA,JRoberto,M
usp2014ovgf,2014-07-30 20:29:20+00:00,-50.071,0.361,0.0,1.9,"mR""",Chaves/PA,JRoberto,M
usp2014pcza,2014-08-04 01:56:37.585000+00:00,-50.858,-29.468,0.0,1.8,"mR""",Gramado/RS,JRoberto,M
usp2014pdar,2014-08-04 02:45:59+00:00,-50.86,-29.471,0.0,1.1,"MLv""",Gramado/RS,JRoberto,M
usp2014pdaq,2014-08-04 02:46:34+00:00,-50.861,-29.464,0.0,1.6,"MLv""",Gramado/RS,JRoberto,M
usp2014pfjb,2014-08-05 09:17:24.601000+00:00,-40.799,-18.627,0.0,1.9,"MLv""",Barra de Sao Francisco/ES,JRoberto,M
usp2014pgna,2014-08-06 00:26:23+00:00,-50.864,-29.469,0.0,1.0,"MLv""",Gramado/RS,JRoberto,M
usp2014phsx,2014-08-06 16:32:07.320000+00:00,-49.981,-13.896,0.0,2.4,"mR""",Bonopolis/GO,JRoberto,M
usp2014pibe,2014-08-06 20:42:55+00:00,-48.3,-12.107,0.0,1.5,"MLv""",Sao Valerio da Natividade/TO,JRoberto,M
usp2014plgw,2014-08-08 14:59:58.920000+00:00,-44.009,-16.703,2.0,1.3,"mR""",Montes Claros/MG,JRoberto,M
usp2014pqrq,2014-08-11 14:07:56.379000+00:00,-55.265,-4.496,0.0,2.2,"mR""",Ruropolis/PA,JRoberto,M
usp2014psvd,2014-08-12 18:10:12.808000+00:00,-48.064,-7.498,0.0,3.0,"mR""",Araguaina/TO,JRoberto,M
usp2014puvl,2014-08-13 20:34:58.484000+00:00,-44.615,-13.421,0.0,2.5,"mR""",Correntina/BA,JRoberto,M
usp2014qdnw,2014-08-18 14:59:44.583000+00:00,-43.873,-16.682,2.0,1.4,"mR""",Montes Claros/MG,JRoberto,M
usp2014qdul,2014-08-18 18:18:03.051000+00:00,-51.554,-30.162,0.0,2.3,"mR""",Eldorado do Sul/RS,JRoberto,M
usp2014qfit,2014-08-19 14:40:23.106000+00:00,-43.885,-16.699,2.0,1.3,"mR""",Montes Claros/MG,JRoberto,M
usp2014qiqi,2014-08-21 09:55:04.747000+00:00,-51.108,-29.136,0.0,1.9,"mR""",Caxias do Sul/RS,JRoberto,M
usp2014qjel,2014-08-21 17:03:00.754000+00:00,-59.721,-14.949,0.0,2.7,"mR""",Vila Bela da Santissima Trindade/MT,JRoberto,M
usp2014qlad,2014-08-22 17:08:01.931000+00:00,-52.335,-31.234,0.0,2.5,"MLv""",Arroio do Padre/RS,jroberto,M
usp2014qlft,2014-08-22 19:59:01.786000+00:00,-43.897,-16.797,0.0,1.5,"mR""",Montes Claros/MG,JRoberto,M
usp2014qlwn,2014-08-23 04:27:04.993000+00:00,-53.247,-8.544,0.0,2.6,"mR""",Rio Peti/PA,JRoberto,M
usp2014qmgz,2014-08-23 09:43:31.117000+00:00,-48.238,-12.34,0.0,2.6,"mR""",Sao Valerio da Natividade/TO,JRoberto,M
usp2014qqim,2014-08-25 15:01:37.241000+00:00,-51.723,-23.689,0.0,2.5,"mR""",Bom Sucesso/PR,JRoberto,M
usp2014qqmk,2014-08-25 17:01:33.949000+00:00,-59.848,-14.997,0.0,2.8,"mR""",Vila Bela da Santissima Trindade/MT,JRoberto,M
usp2014qqoi,2014-08-25 17:59:37.900000+00:00,-43.843,-16.775,0.0,1.5,"mR""",Montes Claros/MG,JRoberto,M
usp2014qqtl,2014-08-25 20:34:52.100000+00:00,-43.892,-16.646,2.0,2.2,"mR""",Montes Claros/MG,JRoberto,M
usp2014qvme,2014-08-28 10:35:05+00:00,-60.798,-16.185,0.0,3.2,"mR""",Central Bolivia,marcelo,M
usp2014qvxu,2014-08-28 16:27:22.184000+00:00,-59.562,-14.827,0.0,2.7,"mR""",Conquista D'oeste/MT,JRoberto,M
usp2014qwgo,2014-08-28 20:52:50.080000+00:00,-47.754,-11.56,0.0,2.5,"mR""",Chapada da Natividade/TO,JRoberto,M
usp2014qyai,2014-08-29 19:59:52.871000+00:00,-43.934,-16.643,0.0,1.3,"mR""",Montes Claros/MG,JRoberto,M
usp2014rdmv,2014-09-01 19:59:32.052000+00:00,-43.875,-16.669,2.0,2.2,"mR""",Montes Claros/MG,JRoberto,M
usp2014rgzp,2014-09-03 17:50:51.435000+00:00,-53.448,-8.623,0.0,3.0,"mR""",Rio Peti/PA,JRoberto,M
usp2014rgzr,2014-09-03 17:54:07.134000+00:00,-53.428,-8.616,0.0,2.9,"mR""",Rio Peti/PA,JRoberto,M
usp2014rkrs,2014-09-05 18:24:57.693000+00:00,-56.996,-10.598,0.0,2.3,"mR""",Tabapora/MT,JRoberto,M
usp2014rmgb,2014-09-06 14:47:46.082000+00:00,-45.4,-20.179,0.0,2.7,"mR""",Japaraiba/MG,jroberto,M
usp2014rmwr,2014-09-06 23:11:19.021000+00:00,-49.305,-12.944,0.0,2.7,"mR""",Talisma/TO,JRoberto,M
usp2014rumr,2014-09-11 03:13:58.697000+00:00,-56.666,-11.585,0.0,3.6,"mR""",Novo Horizonte do Norte/MT,JRoberto,M
usp2014rumu,2014-09-11 03:17:18.374000+00:00,-56.651,-11.624,0.0,3.9,"mR""",Novo Horizonte do Norte/MT,JRoberto,M
usp2014rvmh,2014-09-11 16:10:13.816000+00:00,-54.603,-31.573,0.0,2.7,"mR""",AceguaV,jroberto,M
usp2014sioc,2014-09-18 19:51:38.889000+00:00,-41.476,-17.976,0.0,2.2,"mR""",Frei Gaspar/MG,JRoberto,M
usp2014slxq,2014-09-20 16:05:31.093000+00:00,-43.823,-22.98,0.0,2.8,"mR""",Itaguai,JRoberto,M
usp2014smdj,2014-09-20 18:58:51.168000+00:00,-43.869,-16.732,2.0,1.7,"mR""",Montes Claros/MG,JRoberto,M
usp2014sqto,2014-09-23 07:42:19.456000+00:00,-56.777,-11.431,0.0,2.7,"mR""",Novo Horizonte do Norte/MT,JRoberto,M
usp2014srhg,2014-09-23 14:37:09.827000+00:00,-43.288,-16.054,0.0,2.5,"mR""",Riacho dos Machados/MG,JRoberto,M
usp2014syjx,2014-09-27 11:54:35.035000+00:00,-41.698,-15.993,0.0,2.5,"mR""",Santa Cruz de Salinas/MG,JRoberto,M
usp2014szdw,2014-09-27 22:00:00.960000+00:00,-41.582,-16.065,0.0,2.5,"mR""",Cachoeira de Pajeu/MG,JRoberto,M
usp2014tcrv,2014-09-29 20:27:59.958000+00:00,-44.602,-21.14,0.0,2.5,"mR""",Nazareno/MG,JRoberto,M
usp2014teim,2014-09-30 18:00:18.472000+00:00,-48.113,-18.776,0.0,2.7,"mR""",Araguari/MG,JRoberto,M
