file_name,station,label_cat,prob_nat,prob_ant,pred,nature,ID,Event,Error,Pick,Network,Station,Location,Channel,Latitude,Longitude,Distance,Origem Latitude,Origem Longitude,Pick Time,Origin Time,Start Time,End Time,Cat,MLv,Certainty,Path
BL_BB19B_20140409T204940,BB19B,0,0.844,0.156,0,Natural,usp2014gyqn,20140409T204940,,P,BL,BB19B,,HHZ,-21.0662,-48.5279,0.4739622562125565,-21.07,-48.53,2014-04-09T20:49:43.974670Z,2014-04-09T20:49:40.000000Z,2014-04-09T20:49:33.974670Z,2014-04-09T20:50:33.974670Z,earthquake,,known,./files/mseed/20140409T204940/BL_BB19B_20140409T204940.mseed
BR_PDRB_20200415T144020,PDRB,0,0.936,0.064,0,Natural,usp2020hkyw,20200415T144020,,P,BR,PDRB,,HHZ,-11.612297,-56.729597,0.2293445910439172,-11.6123,-56.7317,2020-04-15T14:40:19.978417Z,2020-04-15T14:40:20.000000Z,2020-04-15T14:40:09.978417Z,2020-04-15T14:41:09.978417Z,earthquake,0.1755230295,suspected,./files/mseed/20200415T144020/BR_PDRB_20200415T144020.mseed
NB_NBMO_20220404T150742,NBMO,0,0.015,0.985,1,Anthropogenic,usp2022gpbs,20220404T150742,,P,NB,NBMO,,HHZ,-3.310348,-40.042927,0.6296512501624295,-3.3116,-40.0374,2022-04-04T15:07:54.334523Z,2022-04-04T15:07:42.000000Z,2022-04-04T15:07:44.334523Z,2022-04-04T15:08:44.334523Z,earthquake,0.2756655954,suspected,./files/mseed/20220404T150742/NB_NBMO_20220404T150742.mseed
BR_NPGB_20140719T173030,NPGB,0,0.02,0.98,1,Anthropogenic,usp2014oaxt,20140719T173030,,P,BR,NPGB,,HHZ,-7.0454,-55.3579,0.7840549447308719,-7.05,-55.3633,2014-07-19T17:41:08.185058Z,2014-07-19T17:30:30.000000Z,2014-07-19T17:40:58.185058Z,2014-07-19T17:41:58.185058Z,earthquake,0.4860355302,suspected,./files/mseed/20140719T173030/BR_NPGB_20140719T173030.mseed
BX_LDASE_20190219T170854,LDASE,0,0.184,0.816,1,Anthropogenic,usp2019dmvk,20190219T170854,,P,BX,LDASE,,HHZ,-23.3932,-51.1177,11.366728946851753,-23.3238,-51.1996,2019-02-19T17:08:54.749695Z,2019-02-19T17:08:54.000000Z,2019-02-19T17:08:44.749695Z,2019-02-19T17:09:44.749695Z,earthquake,0.5814063249,suspected,./files/mseed/20190219T170854/BX_LDASE_20190219T170854.mseed
ON_CAM01_20140529T145830,CAM01,0,0.439,0.561,1,Anthropogenic,usp2014kloc,20140529T145830,,P,ON,CAM01,,HHZ,-21.825656,-41.657401,2.4514531673196425,-21.8477,-41.6596,2014-05-29T14:58:33.841855Z,2014-05-29T14:58:30.000000Z,2014-05-29T14:58:23.841855Z,2014-05-29T14:59:23.841855Z,earthquake,0.7314322965,suspected,./files/mseed/20140529T145830/ON_CAM01_20140529T145830.mseed
NB_NBPA_20150203T153035,NBPA,0,0.742,0.258,0,Natural,usp2015cjmh,20150203T153035,,P,NB,NBPA,,HHZ,-5.75028,-37.112047,313.89829803256146,-8.358922005,-35.99222565,2015-02-03T15:31:21.921630Z,2015-02-03T15:30:35.694424Z,2015-02-03T15:31:11.921630Z,2015-02-03T15:32:11.921630Z,earthquake,0.744217381,suspected,./files/mseed/20150203T153035/NB_NBPA_20150203T153035.mseed
NB_NBRF_20150203T153035,NBRF,0,0.308,0.692,1,Anthropogenic,usp2015cjmh,20150203T153035,,P,NB,NBRF,,HHZ,-8.679466,-35.127172,101.62578000652093,-8.358922005,-35.99222565,2015-02-03T15:30:53.728118Z,2015-02-03T15:30:35.694424Z,2015-02-03T15:30:43.728118Z,2015-02-03T15:31:43.728118Z,earthquake,0.744217381,suspected,./files/mseed/20150203T153035/NB_NBRF_20150203T153035.mseed
NB_NBLI_20150203T153035,NBLI,0,0.999,0.001,0,Natural,usp2015cjmh,20150203T153035,,P,NB,NBLI,,HHZ,-7.364556,-36.949743,152.4593972818572,-8.358922005,-35.99222565,2015-02-03T15:31:00.986785Z,2015-02-03T15:30:35.694424Z,2015-02-03T15:30:50.986785Z,2015-02-03T15:31:50.986785Z,earthquake,0.744217381,suspected,./files/mseed/20150203T153035/NB_NBLI_20150203T153035.mseed
BL_AQDB_20160324T144815,AQDB,0,0.008,0.992,1,Anthropogenic,usp2016fwub,20160324T144815,,P,BL,AQDB,,HHZ,-20.47579,-55.69971,0.4812422953630468,-20.4778,-55.7038,2016-03-24T14:48:22.856567Z,2016-03-24T14:48:15.000000Z,2016-03-24T14:48:12.856567Z,2016-03-24T14:49:12.856567Z,earthquake,0.6683768326,known,./files/mseed/20160324T144815/BL_AQDB_20160324T144815.mseed
BR_SALV_20140606T154844,SALV,0,0.008,0.992,1,Anthropogenic,usp2014lafu,20140606T154844,,P,BR,SALV,,HHZ,-15.90118,-55.69356,14.372433624726874,-15.8001,-55.6093,2014-06-06T15:48:46.902175Z,2014-06-06T15:48:44.000000Z,2014-06-06T15:48:36.902175Z,2014-06-06T15:49:36.902175Z,earthquake,0.7576297893,suspected,./files/mseed/20140606T154844/BR_SALV_20140606T154844.mseed
BX_LDASE_20160119T112609,LDASE,0,0.851,0.149,0,Natural,usp2016bhtr,20160119T112609,,P,BX,LDASE,,HHZ,-23.3932,-51.1177,8.12081034713908,-23.33683333,-51.1685,2016-01-19T11:26:10.804312Z,2016-01-19T11:26:09.439999Z,2016-01-19T11:26:00.804312Z,2016-01-19T11:27:00.804312Z,earthquake,0.9190319765,known,./files/mseed/20160119T112609/BX_LDASE_20160119T112609.mseed
BL_BSCB_20140529T122054,BSCB,0,0.974,0.026,0,Natural,usp2014klix,20140529T122054,,P,BL,BSCB,,HHZ,-20.9984,-44.7635,12.685817125324002,-21.0654,-44.6645,2014-05-29T12:20:54.972869Z,2014-05-29T12:20:54.000000Z,2014-05-29T12:20:44.972869Z,2014-05-29T12:21:44.972869Z,earthquake,0.9599788345,suspected,./files/mseed/20140529T122054/BL_BSCB_20140529T122054.mseed
BR_ARAG_20170327T123315,ARAG,0,0.998,0.002,0,Natural,usp2017gagp,20170327T123315,,P,BR,ARAG,,HHZ,-15.706,-51.812,0.5460885214791668,-15.7103,-51.8145,2017-03-27T12:33:18.616333Z,2017-03-27T12:33:15.000000Z,2017-03-27T12:33:08.616333Z,2017-03-27T12:34:08.616333Z,earthquake,0.9569881438,suspected,./files/mseed/20170327T123315/BR_ARAG_20170327T123315.mseed
ON_VAS01_20180813T185054,VAS01,0,0.328,0.672,1,Anthropogenic,usp2018purz,20180813T185054,,P,ON,VAS01,,HHZ,-22.280081,-43.442624,90.20004123210062,-22.87168121,-44.04551697,2018-08-13T18:51:10.501556Z,2018-08-13T18:50:54.897879Z,2018-08-13T18:51:00.501556Z,2018-08-13T18:52:00.501556Z,earthquake,0.9631136714,known,./files/mseed/20180813T185054/ON_VAS01_20180813T185054.mseed
ON_CAM01_20180813T185054,CAM01,0,0.825,0.175,0,Natural,usp2018purz,20180813T185054,,P,ON,CAM01,,HHZ,-21.825656,-41.657401,271.89432622783943,-22.87168121,-44.04551697,2018-08-13T18:50:53.356276Z,2018-08-13T18:50:54.897879Z,2018-08-13T18:50:43.356276Z,2018-08-13T18:51:43.356276Z,earthquake,0.9631136714,known,./files/mseed/20180813T185054/ON_CAM01_20180813T185054.mseed
ON_MAN01_20180813T185054,MAN01,0,0.953,0.047,0,Natural,usp2018purz,20180813T185054,,P,ON,MAN01,,HHZ,-22.86516,-43.964094,8.386908422397308,-22.87168121,-44.04551697,2018-08-13T18:50:56.453156Z,2018-08-13T18:50:54.897879Z,2018-08-13T18:50:46.453156Z,2018-08-13T18:51:46.453156Z,earthquake,0.9631136714,known,./files/mseed/20180813T185054/ON_MAN01_20180813T185054.mseed
BR_ETMB_20150216T212501,ETMB,0,0.016,0.984,1,Anthropogenic,usp2015dhro,20150216T212501,,P,BR,ETMB,,HHZ,-9.81684,-66.21368,76.81607712989452,-9.394335747,-65.65827179,2015-02-16T21:25:14.444272Z,2015-02-16T21:25:01.201290Z,2015-02-16T21:25:04.444272Z,2015-02-16T21:26:04.444272Z,earthquake,1.092194925,known,./files/mseed/20150216T212501/BR_ETMB_20150216T212501.mseed
BX_LDASE_20180121T173624,LDASE,0,0.953,0.047,0,Natural,usp2018blwx,20180121T173624,,P,BX,LDASE,,HHZ,-23.3932,-51.1177,8.7493576732006,-23.354,-51.192,2018-01-21T17:36:26.216953Z,2018-01-21T17:36:24.000000Z,2018-01-21T17:36:16.216953Z,2018-01-21T17:37:16.216953Z,earthquake,1.123122719,known,./files/mseed/20180121T173624/BX_LDASE_20180121T173624.mseed
BR_PDRB_20180601T184528,PDRB,0,0.797,0.203,0,Natural,usp2018kric,20180601T184528,,P,BR,PDRB,,HHZ,-11.612297,-56.729597,0.7488490839993024,-11.6056,-56.7306,2018-06-01T18:46:28.160957Z,2018-06-01T18:45:28.000000Z,2018-06-01T18:46:18.160957Z,2018-06-01T18:47:18.160957Z,earthquake,1.119705585,known,./files/mseed/20180601T184528/BR_PDRB_20180601T184528.mseed
NB_NBAN_20181017T201145,NBAN,0,0.049,0.951,1,Anthropogenic,usp2018ujoj,20181017T201145,,P,NB,NBAN,,HHZ,-9.668656,-36.274726,90.04971921888213,-8.854492188,-36.2779808,2018-10-17T20:12:01.577820Z,2018-10-17T20:11:45.979450Z,2018-10-17T20:11:51.577820Z,2018-10-17T20:12:51.577820Z,earthquake,1.062365912,suspected,./files/mseed/20181017T201145/NB_NBAN_20181017T201145.mseed
NB_NBCA_20181017T201145,NBCA,0,0.002,0.998,1,Anthropogenic,usp2018ujoj,20181017T201145,,P,NB,NBCA,,HHZ,-8.225687,-36.013016,75.41517490802653,-8.854492188,-36.2779808,2018-10-17T20:11:58.972600Z,2018-10-17T20:11:45.979450Z,2018-10-17T20:11:48.972600Z,2018-10-17T20:12:48.972600Z,earthquake,1.062365912,suspected,./files/mseed/20181017T201145/NB_NBCA_20181017T201145.mseed
BL_CNLB_20200904T170720,CNLB,0,0.997,0.003,0,Natural,usp2020rkpd,20200904T170720,,P,BL,CNLB,,HHZ,-29.3148,-50.8533,7.642367578254987,-29.379,-50.882,2020-09-04T17:07:18.352481Z,2020-09-04T17:07:20.000000Z,2020-09-04T17:07:08.352481Z,2020-09-04T17:08:08.352481Z,earthquake,1.124828351,known,./files/mseed/20200904T170720/BL_CNLB_20200904T170720.mseed
BL_MCI7_20130109T131352,MCI7,0,0.17,0.83,1,Anthropogenic,usp2013apqf,20130109T131352,,P,BL,MCI7,,HHZ,-16.7785,-43.8213,10.630788980093314,-16.7083168,-43.88937378,2013-01-09T13:13:54.257980Z,2013-01-09T13:13:52.548336Z,2013-01-09T13:13:44.257980Z,2013-01-09T13:14:44.257980Z,earthquake,1.225488349,known,./files/mseed/20130109T131352/BL_MCI7_20130109T131352.mseed
BL_MCI9_20130109T131352,MCI9,0,0.943,0.057,0,Natural,usp2013apqf,20130109T131352,,P,BL,MCI9,,HHZ,-16.69806,-43.89328,1.2091181099281452,-16.7083168,-43.88937378,2013-01-09T13:13:52.673980Z,2013-01-09T13:13:52.548336Z,2013-01-09T13:13:42.673980Z,2013-01-09T13:14:42.673980Z,earthquake,1.225488349,known,./files/mseed/20130109T131352/BL_MCI9_20130109T131352.mseed
BL_MCI6_20130109T131352,MCI6,0,0.052,0.948,1,Anthropogenic,usp2013apqf,20130109T131352,,P,BL,MCI6,,HHZ,-16.80705,-43.8933,10.934488151759767,-16.7083168,-43.88937378,2013-01-09T13:13:54.120239Z,2013-01-09T13:13:52.548336Z,2013-01-09T13:13:44.120239Z,2013-01-09T13:14:44.120239Z,earthquake,1.225488349,known,./files/mseed/20130109T131352/BL_MCI6_20130109T131352.mseed
BL_MCI8_20130109T131352,MCI8,0,0.287,0.713,1,Anthropogenic,usp2013apqf,20130109T131352,,P,BL,MCI8,,HHZ,-16.65967,-43.92041,6.31991210641012,-16.7083168,-43.88937378,2013-01-09T13:13:53.454498Z,2013-01-09T13:13:52.548336Z,2013-01-09T13:13:43.454498Z,2013-01-09T13:14:43.454498Z,earthquake,1.225488349,known,./files/mseed/20130109T131352/BL_MCI8_20130109T131352.mseed
BR_JANB_20140616T200926,JANB,0,0.934,0.066,0,Natural,usp2014lsvk,20140616T200926,,P,BR,JANB,,HHZ,-15.058097,-44.311197,188.24364650550288,-16.6903,-43.8159,2014-06-16T20:09:56.717897Z,2014-06-16T20:09:26.000000Z,2014-06-16T20:09:46.717897Z,2014-06-16T20:10:46.717897Z,earthquake,1.150129703,suspected,./files/mseed/20140616T200926/BR_JANB_20140616T200926.mseed
BR_MC01_20140616T200926,MC01,0,0.089,0.911,1,Anthropogenic,usp2014lsvk,20140616T200926,,P,BR,MC01,,HHZ,-16.70744,-43.94167,13.5473735956637,-16.6903,-43.8159,2014-06-16T20:09:26.953289Z,2014-06-16T20:09:26.000000Z,2014-06-16T20:09:16.953289Z,2014-06-16T20:10:16.953289Z,earthquake,1.150129703,suspected,./files/mseed/20140616T200926/BR_MC01_20140616T200926.mseed
BR_MC01_20150807T110117,MC01,0,0.831,0.169,0,Natural,usp2015pjdm,20150807T110117,,P,BR,MC01,,HHZ,-16.70744,-43.94167,9.437545747819978,-16.72894287,-43.85603333,2015-08-07T11:01:19.311965Z,2015-08-07T11:01:17.326714Z,2015-08-07T11:01:09.311965Z,2015-08-07T11:02:09.311965Z,earthquake,1.242487893,suspected,./files/mseed/20150807T110117/BR_MC01_20150807T110117.mseed
BR_JANB_20150807T110117,JANB,0,0.69,0.31,0,Natural,usp2015pjdm,20150807T110117,,P,BR,JANB,,HHZ,-15.058097,-44.311197,191.20871196799712,-16.72894287,-43.85603333,2015-08-07T11:01:47.534820Z,2015-08-07T11:01:17.326714Z,2015-08-07T11:01:37.534820Z,2015-08-07T11:02:37.534820Z,earthquake,1.242487893,suspected,./files/mseed/20150807T110117/BR_JANB_20150807T110117.mseed
NB_NBAN_20160920T201657,NBAN,0,0.021,0.979,1,Anthropogenic,usp2016sobl,20160920T201657,,P,NB,NBAN,,HHZ,-9.668656,-36.274726,152.03654414387947,-8.669340134,-35.32483292,2016-09-20T20:17:22.523356Z,2016-09-20T20:16:57.441520Z,2016-09-20T20:17:12.523356Z,2016-09-20T20:18:12.523356Z,earthquake,1.248428194,suspected,./files/mseed/20160920T201657/NB_NBAN_20160920T201657.mseed
NB_NBRF_20160920T201657,NBRF,0,0.749,0.251,0,Natural,usp2016sobl,20160920T201657,,P,NB,NBRF,,HHZ,-8.679466,-35.127172,21.78228758501417,-8.669340134,-35.32483292,2016-09-20T20:17:01.293327Z,2016-09-20T20:16:57.441520Z,2016-09-20T20:16:51.293327Z,2016-09-20T20:17:51.293327Z,earthquake,1.248428194,suspected,./files/mseed/20160920T201657/NB_NBRF_20160920T201657.mseed
NB_NBPB_20180710T115552,NBPB,0,0.996,0.004,0,Natural,usp2018nkbf,20180710T115552,,P,NB,NBPB,,HHZ,-5.543242,-39.583619,19.898454062551128,-5.72,-39.55,2018-07-10T11:55:55.167304Z,2018-07-10T11:55:52.000000Z,2018-07-10T11:55:45.167304Z,2018-07-10T11:56:45.167304Z,earthquake,1.216432155,known,./files/mseed/20180710T115552/NB_NBPB_20180710T115552.mseed
BR_PDRB_20190113T213223,PDRB,0,0.951,0.049,0,Natural,usp2019axor,20190113T213223,,P,BR,PDRB,,HHZ,-11.612297,-56.729597,0.1879133553559283,-11.6138,-56.7304,2019-01-13T21:32:22.899715Z,2019-01-13T21:32:23.000000Z,2019-01-13T21:32:12.899715Z,2019-01-13T21:33:12.899715Z,earthquake,1.247611485,suspected,./files/mseed/20190113T213223/BR_PDRB_20190113T213223.mseed
BR_PDRB_20191031T192906,PDRB,0,0.072,0.928,1,Anthropogenic,usp2019vjbz,20191031T192906,,P,BR,PDRB,,HHZ,-11.612297,-56.729597,0.645760619489195,-11.6071,-56.7269,2019-10-31T19:29:06.607471Z,2019-10-31T19:29:06.000000Z,2019-10-31T19:28:56.607471Z,2019-10-31T19:29:56.607471Z,earthquake,1.193321699,suspected,./files/mseed/20191031T192906/BR_PDRB_20191031T192906.mseed
NB_NBPN_20220711T111720,NBPN,0,0.908,0.092,0,Natural,usp2022nlvl,20220711T111720,,P,NB,NBPN,,HHZ,-10.847009,-40.198957,50.01629720331519,-11.18955231,-40.49771881,2022-07-11T11:17:29.683451Z,2022-07-11T11:17:20.951249Z,2022-07-11T11:17:19.683451Z,2022-07-11T11:18:19.683451Z,earthquake,1.234725716,suspected,./files/mseed/20220711T111720/NB_NBPN_20220711T111720.mseed
NB_NBLA_20220711T111720,NBLA,0,0.987,0.013,0,Natural,usp2022nlvl,20220711T111720,,P,NB,NBLA,,HHZ,-10.99255,-37.788972,296.74113650339063,-11.18955231,-40.49771881,2022-07-11T11:18:05.049756Z,2022-07-11T11:17:20.951249Z,2022-07-11T11:17:55.049756Z,2022-07-11T11:18:55.049756Z,earthquake,1.234725716,suspected,./files/mseed/20220711T111720/NB_NBLA_20220711T111720.mseed
BL_BB19B_20230504T123031,BB19B,0,0.897,0.103,0,Natural,usp2023irrq,20230504T123031,,P,BL,BB19B,,HHZ,-21.0662,-48.5279,16.023809474189665,-21.09,-48.68,2023-05-04T12:30:33.845037Z,2023-05-04T12:30:31.000000Z,2023-05-04T12:30:23.845037Z,2023-05-04T12:31:23.845037Z,earthquake,1.218898258,known,./files/mseed/20230504T123031/BL_BB19B_20230504T123031.mseed
BL_BB19B_20140319T211749,BB19B,0,0.995,0.005,0,Natural,usp2014fmhx,20140319T211749,,P,BL,BB19B,,HHZ,-21.0662,-48.5279,1.4011849555736462,-21.0769,-48.5351,2014-03-19T21:19:55.012191Z,2014-03-19T21:17:49.000000Z,2014-03-19T21:19:45.012191Z,2014-03-19T21:20:45.012191Z,earthquake,1.328705581,suspected,./files/mseed/20140319T211749/BL_BB19B_20140319T211749.mseed
BR_MC01_20140610T201941,MC01,0,0.668,0.332,0,Natural,usp2014lhws,20140610T201941,,P,BR,MC01,,HHZ,-16.70744,-43.94167,9.358259889817846,-16.63834763,-43.89108658,2014-06-10T20:19:43.373282Z,2014-06-10T20:19:41.973699Z,2014-06-10T20:19:33.373282Z,2014-06-10T20:20:33.373282Z,earthquake,1.319195543,suspected,./files/mseed/20140610T201941/BR_MC01_20140610T201941.mseed
BR_JANB_20140610T201941,JANB,0,0.388,0.612,1,Anthropogenic,usp2014lhws,20140610T201941,,P,BR,JANB,,HHZ,-15.058097,-44.311197,180.56300387845243,-16.63834763,-43.89108658,2014-06-10T20:20:11.536109Z,2014-06-10T20:19:41.973699Z,2014-06-10T20:20:01.536109Z,2014-06-10T20:21:01.536109Z,earthquake,1.319195543,suspected,./files/mseed/20140610T201941/BR_JANB_20140610T201941.mseed
BR_JANB_20140715T195953,JANB,0,0.555,0.445,0,Natural,usp2014ntur,20140715T195953,,P,BR,JANB,,HHZ,-15.058097,-44.311197,184.3682853733785,-16.67769432,-43.90724564,2014-07-15T20:00:22.986156Z,2014-07-15T19:59:53.087426Z,2014-07-15T20:00:12.986156Z,2014-07-15T20:01:12.986156Z,earthquake,1.274714897,suspected,./files/mseed/20140715T195953/BR_JANB_20140715T195953.mseed
BR_MC01_20140715T195953,MC01,0,0.921,0.079,0,Natural,usp2014ntur,20140715T195953,,P,BR,MC01,,HHZ,-16.70744,-43.94167,4.931231206655915,-16.67769432,-43.90724564,2014-07-15T19:59:54.047647Z,2014-07-15T19:59:53.087426Z,2014-07-15T19:59:44.047647Z,2014-07-15T20:00:44.047647Z,earthquake,1.274714897,suspected,./files/mseed/20140715T195953/BR_MC01_20140715T195953.mseed
BR_MC01_20140717T140657,MC01,0,0.01,0.99,1,Anthropogenic,usp2014nxab,20140717T140657,,P,BR,MC01,,HHZ,-16.70744,-43.94167,13.343273792065457,-16.688,-43.8182,2014-07-17T14:07:03.673370Z,2014-07-17T14:06:57.000000Z,2014-07-17T14:06:53.673370Z,2014-07-17T14:07:53.673370Z,earthquake,1.267279779,suspected,./files/mseed/20140717T140657/BR_MC01_20140717T140657.mseed
BR_JANB_20140729T145949,JANB,0,0.637,0.363,0,Natural,usp2014oszv,20140729T145949,,P,BR,JANB,,HHZ,-15.058097,-44.311197,182.79789765600464,-16.65819359,-43.88702393,2014-07-29T15:00:19.247968Z,2014-07-29T14:59:49.444312Z,2014-07-29T15:00:09.247968Z,2014-07-29T15:01:09.247968Z,earthquake,1.298347453,suspected,./files/mseed/20140729T145949/BR_JANB_20140729T145949.mseed
BR_MC01_20140729T145949,MC01,0,0.923,0.077,0,Natural,usp2014oszv,20140729T145949,,P,BR,MC01,,HHZ,-16.70744,-43.94167,7.979691157181769,-16.65819359,-43.88702393,2014-07-29T14:59:50.889227Z,2014-07-29T14:59:49.444312Z,2014-07-29T14:59:40.889227Z,2014-07-29T15:00:40.889227Z,earthquake,1.298347453,suspected,./files/mseed/20140729T145949/BR_MC01_20140729T145949.mseed
BR_JANB_20140808T145958,JANB,0,0.199,0.801,1,Anthropogenic,usp2014plgw,20140808T145958,,P,BR,JANB,,HHZ,-15.058097,-44.311197,184.92886128967456,-16.70342827,-44.00864792,2014-08-08T15:00:28.783874Z,2014-08-08T14:59:58.920383Z,2014-08-08T15:00:18.783874Z,2014-08-08T15:01:18.783874Z,earthquake,1.332939545,suspected,./files/mseed/20140808T145958/BR_JANB_20140808T145958.mseed
BR_MC01_20140808T145958,MC01,0,0.046,0.954,1,Anthropogenic,usp2014plgw,20140808T145958,,P,BR,MC01,,HHZ,-16.70744,-43.94167,7.157030425579639,-16.70342827,-44.00864792,2014-08-08T15:00:00.375152Z,2014-08-08T14:59:58.920383Z,2014-08-08T14:59:50.375152Z,2014-08-08T15:00:50.375152Z,earthquake,1.332939545,suspected,./files/mseed/20140808T145958/BR_MC01_20140808T145958.mseed
BR_JANB_20140819T144023,JANB,0,0.92,0.08,0,Natural,usp2014qfit,20140819T144023,,P,BR,JANB,,HHZ,-15.058097,-44.311197,187.23216861647776,-16.69898987,-43.88476181,2014-08-19T14:40:53.243621Z,2014-08-19T14:40:23.106046Z,2014-08-19T14:40:43.243621Z,2014-08-19T14:41:43.243621Z,earthquake,1.260687866,suspected,./files/mseed/20140819T144023/BR_JANB_20140819T144023.mseed
BR_MC01_20140819T144023,MC01,0,0.002,0.998,1,Anthropogenic,usp2014qfit,20140819T144023,,P,BR,MC01,,HHZ,-16.70744,-43.94167,6.140991667965196,-16.69898987,-43.88476181,2014-08-19T14:40:24.433868Z,2014-08-19T14:40:23.106046Z,2014-08-19T14:40:14.433868Z,2014-08-19T14:41:14.433868Z,earthquake,1.260687866,suspected,./files/mseed/20140819T144023/BR_MC01_20140819T144023.mseed
BR_JANB_20140829T195952,JANB,0,0.851,0.149,0,Natural,usp2014qyai,20140829T195952,,P,BR,JANB,,HHZ,-15.058097,-44.311197,179.94459722553898,-16.64262962,-43.93357468,2014-08-29T20:00:22.469573Z,2014-08-29T19:59:52.871962Z,2014-08-29T20:00:12.469573Z,2014-08-29T20:01:12.469573Z,earthquake,1.310241739,suspected,./files/mseed/20140829T195952/BR_JANB_20140829T195952.mseed
BR_MC01_20140829T195952,MC01,0,0.588,0.412,0,Natural,usp2014qyai,20140829T195952,,P,BR,MC01,,HHZ,-16.70744,-43.94167,7.224084070216228,-16.64262962,-43.93357468,2014-08-29T19:59:53.777175Z,2014-08-29T19:59:52.871962Z,2014-08-29T19:59:43.777175Z,2014-08-29T20:00:43.777175Z,earthquake,1.310241739,suspected,./files/mseed/20140829T195952/BR_MC01_20140829T195952.mseed
BR_MC01_20141007T195929,MC01,0,0.085,0.915,1,Anthropogenic,usp2014trgy,20141007T195929,,P,BR,MC01,,HHZ,-16.70744,-43.94167,5.25124931176543,-16.67534828,-43.90540314,2014-10-07T19:59:30.274963Z,2014-10-07T19:59:29.135994Z,2014-10-07T19:59:20.274963Z,2014-10-07T20:00:20.274963Z,earthquake,1.331064938,known,./files/mseed/20141007T195929/BR_MC01_20141007T195929.mseed
BR_JANB_20141007T195929,JANB,0,0.682,0.318,0,Natural,usp2014trgy,20141007T195929,,P,BR,JANB,,HHZ,-15.058097,-44.311197,184.1624473411489,-16.67534828,-43.90540314,2014-10-07T19:59:58.889099Z,2014-10-07T19:59:29.135994Z,2014-10-07T19:59:48.889099Z,2014-10-07T20:00:48.889099Z,earthquake,1.331064938,known,./files/mseed/20141007T195929/BR_JANB_20141007T195929.mseed
BR_JANB_20141007T204245,JANB,0,0.96,0.04,0,Natural,usp2014trij,20141007T204245,,P,BR,JANB,,HHZ,-15.058097,-44.311197,192.27955248300896,-16.74760056,-43.89161682,2014-10-07T20:43:16.414935Z,2014-10-07T20:42:45.700103Z,2014-10-07T20:43:06.414935Z,2014-10-07T20:44:06.414935Z,earthquake,1.26325211,suspected,./files/mseed/20141007T204245/BR_JANB_20141007T204245.mseed
BR_MC01_20141007T204245,MC01,0,0.01,0.99,1,Anthropogenic,usp2014trij,20141007T204245,,P,BR,MC01,,HHZ,-16.70744,-43.94167,6.945704865610534,-16.74760056,-43.89161682,2014-10-07T20:42:47.282608Z,2014-10-07T20:42:45.700103Z,2014-10-07T20:42:37.282608Z,2014-10-07T20:43:37.282608Z,earthquake,1.26325211,suspected,./files/mseed/20141007T204245/BR_MC01_20141007T204245.mseed
NB_NBRF_20150316T200239,NBRF,0,0.215,0.785,1,Anthropogenic,usp2015fgsx,20150316T200239,,P,NB,NBRF,,HHZ,-8.679466,-35.127172,55.47312180187522,-8.20911026,-34.95222855,2015-03-16T20:02:48.678268Z,2015-03-16T20:02:39.460731Z,2015-03-16T20:02:38.678268Z,2015-03-16T20:03:38.678268Z,earthquake,1.257805545,suspected,./files/mseed/20150316T200239/NB_NBRF_20150316T200239.mseed
NB_NBLI_20150316T200239,NBLI,0,0.96,0.04,0,Natural,usp2015fgsx,20150316T200239,,P,NB,NBLI,,HHZ,-7.364556,-36.949743,239.30407496357213,-8.20911026,-34.95222855,2015-03-16T20:03:16.773910Z,2015-03-16T20:02:39.460731Z,2015-03-16T20:03:06.773910Z,2015-03-16T20:04:06.773910Z,earthquake,1.257805545,suspected,./files/mseed/20150316T200239/NB_NBLI_20150316T200239.mseed
NB_NBMO_20151016T194544,NBMO,0,0.025,0.975,1,Anthropogenic,usp2015uhrz,20151016T194544,,P,NB,NBMO,,HHZ,-3.310348,-40.042927,77.76002948330324,-3.822549582,-40.52246857,2015-10-16T19:45:57.512756Z,2015-10-16T19:45:44.351189Z,2015-10-16T19:45:47.512756Z,2015-10-16T19:46:47.512756Z,earthquake,1.291842789,suspected,./files/mseed/20151016T194544/NB_NBMO_20151016T194544.mseed
NB_NBPS_20151016T194544,NBPS,0,0.072,0.928,1,Anthropogenic,usp2015uhrz,20151016T194544,,P,NB,NBPS,,HHZ,-4.393969,-41.445618,120.41297394608269,-3.822549582,-40.52246857,2015-10-16T19:46:04.556274Z,2015-10-16T19:45:44.351189Z,2015-10-16T19:45:54.556274Z,2015-10-16T19:46:54.556274Z,earthquake,1.291842789,suspected,./files/mseed/20151016T194544/NB_NBPS_20151016T194544.mseed
NB_NBPB_20151016T194544,NBPB,0,0.796,0.204,0,Natural,usp2015uhrz,20151016T194544,,P,NB,NBPB,,HHZ,-5.543242,-39.583619,216.92181803901903,-3.822549582,-40.52246857,2015-10-16T19:46:19.347351Z,2015-10-16T19:45:44.351189Z,2015-10-16T19:46:09.347351Z,2015-10-16T19:47:09.347351Z,earthquake,1.291842789,suspected,./files/mseed/20151016T194544/NB_NBPB_20151016T194544.mseed
