,EventID,Event,Pick,Network,Station,Location,Channel,Latitude,Longitude,Distance,Origem Latitude,Origem Longitude,Depth/km,Pick Time,Origin Time,Start Time,End Time,Cat,MLv,Certainty,Path,Error
160499,usp2017pzyn,20170816T154933,P,VL,GNG3,,"['HHZ', 'HHZ']",,,,-24.04903984,-67.0188446,176746.2616,,2017-08-16T15:49:33.572997Z,,,,,,,channel metadata:
160500,usp2017pzyn,20170816T154933,P,VL,GNG2,,"['HHZ', 'HHZ']",,,,-24.04903984,-67.0188446,176746.2616,,2017-08-16T15:49:33.572997Z,,,,,,,channel metadata:
160501,usp2017pzyn,20170816T154933,P,VL,GNG1,,"['HHZ', 'HHZ']",,,,-24.04903984,-67.0188446,176746.2616,,2017-08-16T15:49:33.572997Z,,,,,,,channel metadata:
160518,usp2017pzyn,20170816T154933,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-24.04903984,-67.0188446,176746.2616,,2017-08-16T15:49:33.572997Z,,,,,,,channel metadata:
160579,usp2017pztb,20170816T130345,P,VL,GNG2,,"['HHZ', 'HHZ']",,,,-22.47089577,-66.21246338,266094.1467,,2017-08-16T13:03:45.142108Z,,,,,,,channel metadata:
160580,usp2017pztb,20170816T130345,P,VL,GNG1,,"['HHZ', 'HHZ']",,,,-22.47089577,-66.21246338,266094.1467,,2017-08-16T13:03:45.142108Z,,,,,,,channel metadata:
160595,usp2017pztb,20170816T130345,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-22.47089577,-66.21246338,266094.1467,,2017-08-16T13:03:45.142108Z,,,,,,,channel metadata:
160667,usp2017pzqt,20170816T115404,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-21.88295174,-67.09468842,186663.6963,,2017-08-16T11:54:04.540093Z,,,,,,,channel metadata:
160748,usp2017pyjk,20170815T190322,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-30.06009293,-71.94192505,10000.0,,2017-08-15T19:03:22.963637Z,,,,,,,channel metadata:
161201,usp2017ptbu,20170812T213150,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-29.08786201,-70.8632431,177271.3318,,2017-08-12T21:31:50.775123Z,,,,,,,channel metadata:
161228,usp2017psyb,20170812T193747,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-19.96021652,-70.99868774,10000.0,,2017-08-12T19:37:47.040930Z,,,,,,,channel metadata:
161315,usp2017psqv,20170812T155929,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-19.89817429,-70.86753082,10000.0,,2017-08-12T15:59:29.202583Z,,,,,,,channel metadata:
161401,usp2017pskt,20170812T125412,P,VL,GNG3,,"['HHZ', 'HHZ']",,,,-30.38576508,-72.17598724,10000.0,,2017-08-12T12:54:12.681219Z,,,,,,,channel metadata:
161402,usp2017pskt,20170812T125412,P,VL,GNG2,,"['HHZ', 'HHZ']",,,,-30.38576508,-72.17598724,10000.0,,2017-08-12T12:54:12.681219Z,,,,,,,channel metadata:
161404,usp2017pskt,20170812T125412,P,VL,GNG1,,"['HHZ', 'HHZ']",,,,-30.38576508,-72.17598724,10000.0,,2017-08-12T12:54:12.681219Z,,,,,,,channel metadata:
161420,usp2017pskt,20170812T125412,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-30.38576508,-72.17598724,10000.0,,2017-08-12T12:54:12.681219Z,,,,,,,channel metadata:
161493,usp2017pscz,20170812T085958,P,VL,GNG2,,"['HHZ', 'HHZ']",,,,-24.08091545,-67.31607819,209327.4384,,2017-08-12T08:59:58.955310Z,,,,,,,channel metadata:
161508,usp2017pscz,20170812T085958,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-24.08091545,-67.31607819,209327.4384,,2017-08-12T08:59:58.955310Z,,,,,,,channel metadata:
161576,usp2017prqq,20170812T024550,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-8.850481033,-75.37928009,121000.0,,2017-08-12T02:45:50.849829Z,,,,,,,channel metadata:
161643,usp2017prnt,20170812T011737,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-22.25673485,-68.64138794,78378.62396,,2017-08-12T01:17:37.939313Z,,,,,,,channel metadata:
161705,usp2017prlb,20170811T235651,P,VL,GNG3,,"['HHZ', 'HHZ']",,,,-28.55060005,-68.82732391,47896.99173,,2017-08-11T23:56:51.001505Z,,,,,,,channel metadata:
161706,usp2017prlb,20170811T235651,P,VL,GNG2,,"['HHZ', 'HHZ']",,,,-28.55060005,-68.82732391,47896.99173,,2017-08-11T23:56:51.001505Z,,,,,,,channel metadata:
161707,usp2017prlb,20170811T235651,P,VL,GNG1,,"['HHZ', 'HHZ']",,,,-28.55060005,-68.82732391,47896.99173,,2017-08-11T23:56:51.001505Z,,,,,,,channel metadata:
161727,usp2017prlb,20170811T235651,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-28.55060005,-68.82732391,47896.99173,,2017-08-11T23:56:51.001505Z,,,,,,,channel metadata:
161821,usp2017prgt,20170811T214510,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-16.19861603,-73.27893066,41000.0,,2017-08-11T21:45:10.360892Z,,,,,,,channel metadata:
161926,usp2017ppyl,20170811T043115,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-24.08258247,-66.81204987,183603.363,,2017-08-11T04:31:15.243130Z,,,,,,,channel metadata:
162000,usp2017ppyl,20170811T043115,P,VL,GNG3,,"['HHZ', 'HHZ']",,,,-24.08258247,-66.81204987,183603.363,,2017-08-11T04:31:15.243130Z,,,,,,,channel metadata:
162001,usp2017ppyl,20170811T043115,P,VL,GNG2,,"['HHZ', 'HHZ']",,,,-24.08258247,-66.81204987,183603.363,,2017-08-11T04:31:15.243130Z,,,,,,,channel metadata:
162002,usp2017ppyl,20170811T043115,P,VL,GNG1,,"['HHZ', 'HHZ']",,,,-24.08258247,-66.81204987,183603.363,,2017-08-11T04:31:15.243130Z,,,,,,,channel metadata:
162062,usp2017pmtr,20170809T103640,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-24.22146797,-67.38725281,195000.0,,2017-08-09T10:36:40.050887Z,,,,,,,channel metadata:
162137,usp2017pmcf,20170809T014636,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-35.11133957,-71.80209351,44000.0,,2017-08-09T01:46:36.529021Z,,,,,,,channel metadata:
162273,usp2017piju,20170807T010432,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-21.1790638,-68.5667038,10000.0,,2017-08-07T01:04:32.769889Z,,,,,,,channel metadata:
162359,usp2017phqg,20170806T151130,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-21.35690117,-69.79220581,126000.0,,2017-08-06T15:11:30.389797Z,,,,,,,channel metadata:
162417,usp2017pgxc,20170806T053059,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-24.18069458,-67.24502563,229000.0,,2017-08-06T05:30:59.174834Z,,,,,,,channel metadata:
162509,usp2017pfdd,20170805T061737,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-16.6933136,-70.81225586,118000.0,,2017-08-05T06:17:37.554728Z,,,,,,,channel metadata:
162588,usp2017peyz,20170805T041539,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-19.20077705,-67.31597137,226944.9615,,2017-08-05T04:15:39.039441Z,,,,,,,channel metadata:
162683,usp2017pdxc,20170804T140722,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-21.46395111,-68.58111572,148000.0,,2017-08-04T14:07:22.795466Z,,,,,,,channel metadata:
162852,usp2017paus,20170802T213026,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-28.43899918,-71.23551178,41000.0,,2017-08-02T21:30:26.434363Z,,,,,,,channel metadata:
162953,usp2017parv,20170802T200326,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-28.416996,-71.02600098,10000.0,,2017-08-02T20:03:26.628377Z,,,,,,,channel metadata:
163088,usp2017ozsn,20170802T071503,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-33.27355194,-70.60096741,10000.0,,2017-08-02T07:15:03.174844Z,,,,,,,channel metadata:
163204,usp2017oxuz,20170801T061344,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-28.61799812,-69.05858612,10000.0,,2017-08-01T06:13:44.388844Z,,,,,,,channel metadata:
163257,usp2017oxny,20170801T024023,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-18.34016228,-69.4208374,100838.6841,,2017-08-01T02:40:23.451270Z,,,,,,,channel metadata:
163466,usp2017opxi,20170727T222009,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-24.22728348,-67.55942535,211000.0,,2017-07-27T22:20:09.224422Z,,,,,,,channel metadata:
163538,usp2017ootw,20170727T072614,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-20.83643723,-68.31455231,10000.0,,2017-07-27T07:26:14.748797Z,,,,,,,channel metadata:
163715,usp2017onhe,20170726T115329,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-29.57896805,-69.0679245,102000.0,,2017-07-26T11:53:29.727492Z,,,,,,,channel metadata:
163788,usp2017ondu,20170726T101101,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-23.89768028,-69.27303314,76000.0,,2017-07-26T10:11:01.999458Z,,,,,,,channel metadata:
163832,usp2017omoe,20170726T021848,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-31.44096947,-68.55931091,9000.0,,2017-07-26T02:18:48.358894Z,,,,,,,channel metadata:
163923,usp2017omck,20170725T202115,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-31.84171486,-67.29388428,102000.0,,2017-07-25T20:21:15.859550Z,,,,,,,channel metadata:
164024,usp2017oktx,20170725T025440,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-22.49956894,-66.12815094,257000.0,,2017-07-25T02:54:40.220294Z,,,,,,,channel metadata:
164166,usp2017ojbg,20170724T042142,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-21.85240555,-68.42739868,115000.0,,2017-07-24T04:21:42.615565Z,,,,,,,channel metadata:
164279,usp2017oglq,20170722T181200,P,VL,GNG3,,"['HHZ', 'HHZ']",,,,-24.19616318,-66.91762543,172356.0791,,2017-07-22T18:12:00.766379Z,,,,,,,channel metadata:
164280,usp2017oglq,20170722T181200,P,VL,GNG2,,"['HHZ', 'HHZ']",,,,-24.19616318,-66.91762543,172356.0791,,2017-07-22T18:12:00.766379Z,,,,,,,channel metadata:
164281,usp2017oglq,20170722T181200,P,VL,GNG1,,"['HHZ', 'HHZ']",,,,-24.19616318,-66.91762543,172356.0791,,2017-07-22T18:12:00.766379Z,,,,,,,channel metadata:
164301,usp2017oglq,20170722T181200,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-24.19616318,-66.91762543,172356.0791,,2017-07-22T18:12:00.766379Z,,,,,,,channel metadata:
164373,usp2017ofqz,20170722T074428,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-33.05130768,-71.87238312,62352.76794,,2017-07-22T07:44:28.629530Z,,,,,,,channel metadata:
164440,usp2017ofom,20170722T062949,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-21.09554863,-69.15265656,49000.0,,2017-07-22T06:29:49.665379Z,,,,,,,channel metadata:
164512,usp2017oeko,20170721T152221,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-15.71590042,-74.10604095,44000.0,,2017-07-21T15:22:21.401877Z,,,,,,,channel metadata:
164730,usp2017objj,20170719T232228,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-23.7143364,-68.88323212,95000.0,,2017-07-19T23:22:28.793696Z,,,,,,,channel metadata:
164782,usp2017obiw,20170719T230703,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-19.964571,-69.45248413,10000.0,,2017-07-19T23:07:03.731609Z,,,,,,,channel metadata:
164919,usp2017nxxt,20170718T020515,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-16.2938118,-73.56481934,10000.0,,2017-07-18T02:05:15.674441Z,,,,,,,channel metadata:
165117,usp2017nrjj,20170714T120030,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-33.71919632,-72.25471497,10000.0,,2017-07-14T12:00:30.913579Z,,,,,,,channel metadata:
165204,usp2017nrfp,20170714T100601,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-22.50969124,-66.24627686,253000.0,,2017-07-14T10:06:01.130633Z,,,,,,,channel metadata:
165283,usp2017nqmk,20170714T002454,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-23.21398544,-66.64570618,216437.7136,,2017-07-14T00:24:54.769314Z,,,,,,,channel metadata:
165348,usp2017npvb,20170713T153808,P,VL,GNG3,,"['HHZ', 'HHZ']",,,,-21.32718277,-68.41395569,109646.1258,,2017-07-13T15:38:08.251886Z,,,,,,,channel metadata:
165349,usp2017npvb,20170713T153808,P,VL,GNG2,,"['HHZ', 'HHZ']",,,,-21.32718277,-68.41395569,109646.1258,,2017-07-13T15:38:08.251886Z,,,,,,,channel metadata:
165350,usp2017npvb,20170713T153808,P,VL,GNG1,,"['HHZ', 'HHZ']",,,,-21.32718277,-68.41395569,109646.1258,,2017-07-13T15:38:08.251886Z,,,,,,,channel metadata:
165370,usp2017npvb,20170713T153808,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-21.32718277,-68.41395569,109646.1258,,2017-07-13T15:38:08.251886Z,,,,,,,channel metadata:
165466,usp2017npur,20170713T152631,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-28.89871788,-69.1155777,85000.0,,2017-07-13T15:26:31.577749Z,,,,,,,channel metadata:
165614,usp2017nnmr,20170712T090820,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-35.24502182,-72.82326508,10000.0,,2017-07-12T09:08:20.416503Z,,,,,,,channel metadata:
165660,usp2017nnlc,20170712T081955,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-35.37973404,-72.87725067,10000.0,,2017-07-12T08:19:55.866640Z,,,,,,,channel metadata:
165906,usp2017ngfo,20170708T093515,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-24.08912659,-67.0496521,176541.1682,,2017-07-08T09:35:15.004422Z,,,,,,,channel metadata:
165993,usp2017nfwf,20170708T045200,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-9.059246063,-74.07581329,160233.078,,2017-07-08T04:52:00.077268Z,,,,,,,channel metadata:
166118,usp2017ndxe,20170707T030448,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-33.62638474,-72.01042938,10000.0,,2017-07-07T03:04:48.554176Z,,,,,,,channel metadata:
166346,usp2017myua,20170704T074825,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-24.0483036,-66.74790955,210000.0,,2017-07-04T07:48:25.437773Z,,,,,,,channel metadata:
166413,usp2017myne,20170704T042034,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-23.9155159,-66.81526184,183000.0,,2017-07-04T04:20:34.674880Z,,,,,,,channel metadata:
166503,usp2017myjj,20170704T022525,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-19.31067276,-69.50530243,92000.0,,2017-07-04T02:25:25.893428Z,,,,,,,channel metadata:
166561,usp2017mwzr,20170703T082354,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-21.40330887,-68.34222412,111000.0,,2017-07-03T08:23:54.463862Z,,,,,,,channel metadata:
166682,usp2017mvsx,20170702T155257,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-21.81952095,-68.49668121,106000.0,,2017-07-02T15:52:57.517691Z,,,,,,,channel metadata:
166793,usp2017mucn,20170701T182447,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-24.14903259,-67.11708832,182000.0,,2017-07-01T18:24:47.489581Z,,,,,,,channel metadata:
166861,usp2017mtzp,20170701T165646,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-10.7844944,-74.49279022,50000.0,,2017-07-01T16:56:46.201983Z,,,,,,,channel metadata:
166905,usp2017mthr,20170701T075315,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-23.54284859,-66.53401184,197000.0,,2017-07-01T07:53:15.715556Z,,,,,,,channel metadata:
167034,usp2017mprl,20170629T081651,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-34.70684052,-71.79627228,41000.0,,2017-06-29T08:16:51.901319Z,,,,,,,channel metadata:
167153,usp2017mnha,20170628T004439,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-28.07387161,-66.75028992,152000.0,,2017-06-28T00:44:39.597791Z,,,,,,,channel metadata:
167310,usp2017mlcg,20170626T200323,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-24.19273567,-67.22471619,170000.0,,2017-06-26T20:03:23.569179Z,,,,,,,channel metadata:
167401,usp2017mkrs,20170626T144451,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-30.64592552,-71.15516663,52000.0,,2017-06-26T14:44:51.227668Z,,,,,,,channel metadata:
167472,usp2017mjvp,20170626T033323,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-20.94559479,-68.05047607,135000.0,,2017-06-26T03:33:23.206758Z,,,,,,,channel metadata:
167540,usp2017mivd,20170625T141405,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-22.38888741,-68.70900726,101000.0,,2017-06-25T14:14:05.515384Z,,,,,,,channel metadata:
167623,usp2017mhdn,20170624T160911,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-15.36885834,-73.13139343,69000.0,,2017-06-24T16:09:11.863250Z,,,,,,,channel metadata:
167698,usp2017mgfq,20170624T040521,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-21.51836014,-70.15789032,10000.0,,2017-06-24T04:05:21.589600Z,,,,,,,channel metadata:
167762,usp2017mfqh,20170623T202053,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-27.31902313,-67.23348236,138000.0,,2017-06-23T20:20:53.017974Z,,,,,,,channel metadata:
167807,usp2017medm,20170623T004337,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-27.50792885,-70.72962189,47000.0,,2017-06-23T00:43:37.827659Z,,,,,,,channel metadata:
167961,usp2017mcnv,20170622T034120,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-24.09013176,-67.01927948,169000.0,,2017-06-22T03:41:20.816154Z,,,,,,,channel metadata:
168097,usp2017lynb,20170619T224545,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-24.19726753,-67.05045319,174000.0,,2017-06-19T22:45:45.490844Z,,,,,,,channel metadata:
168173,usp2017lxxo,20170619T145552,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-18.98602295,-69.01544952,115000.0,,2017-06-19T14:55:52.196284Z,,,,,,,channel metadata:
168215,usp2017lxwz,20170619T143741,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-25.06559372,-70.31267548,82000.0,,2017-06-19T14:37:41.173098Z,,,,,,,channel metadata:
168321,usp2017lvhu,20170618T044100,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-32.12577057,-71.93857574,23000.0,,2017-06-18T04:41:00.091864Z,,,,,,,channel metadata:
168381,usp2017lvfx,20170618T034406,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-21.04185104,-68.4225769,122000.0,,2017-06-18T03:44:06.151840Z,,,,,,,channel metadata:
168456,usp2017luhx,20170617T153600,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-22.79021263,-68.78196716,105000.0,,2017-06-17T15:36:00.382354Z,,,,,,,channel metadata:
168640,usp2017lrtb,20170616T055002,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-22.40196228,-66.1683197,281000.0,,2017-06-16T05:50:02.315761Z,,,,,,,channel metadata:
168676,usp2017lrhd,20170615T234808,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-20.99557304,-68.66199493,89250.14496,,2017-06-15T23:48:08.849845Z,,,,,,,channel metadata:
168805,usp2017lqfq,20170615T095433,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-21.38398361,-66.79016113,223550.0793,,2017-06-15T09:54:33.416396Z,,,,,,,channel metadata:
168915,usp2017lobd,20170614T052151,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-28.03068733,-66.77474976,233000.0,,2017-06-14T05:21:51.960448Z,,,,,,,channel metadata:
169016,usp2017lmku,20170613T075823,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-24.20243073,-67.00778198,177000.0,,2017-06-13T07:58:23.234862Z,,,,,,,channel metadata:
169082,usp2017lmhr,20170613T062402,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-21.76143456,-68.47009277,123000.0,,2017-06-13T06:24:02.241322Z,,,,,,,channel metadata:
169113,usp2017lkwe,20170612T112703,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-33.10324478,-71.89932251,25000.0,,2017-06-12T11:27:03.548795Z,,,,,,,channel metadata:
169236,usp2017lkex,20170612T024326,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-31.5012207,-71.62887573,26000.0,,2017-06-12T02:43:26.071805Z,,,,,,,channel metadata:
169296,usp2017ljws,20170611T223532,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-20.73961449,-68.8838501,10000.0,,2017-06-11T22:35:32.813014Z,,,,,,,channel metadata:
169361,usp2017ljei,20170611T131825,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-17.4496479,-63.92466354,10000.0,,2017-06-11T13:18:25.408948Z,,,,,,,channel metadata:
169477,usp2017ljas,20170611T112900,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-22.80224228,-66.37367249,235000.0,,2017-06-11T11:29:00.322788Z,,,,,,,channel metadata:
169593,usp2017lhgq,20170610T121159,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-20.92404366,-69.24697113,130956.4667,,2017-06-10T12:11:59.494543Z,,,,,,,channel metadata:
169635,usp2017lffh,20170609T091507,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-21.14257812,-68.85636902,130000.0,,2017-06-09T09:15:07.584153Z,,,,,,,channel metadata:
169717,usp2017letb,20170609T030355,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-27.89805222,-71.72698212,10000.0,,2017-06-09T03:03:55.205665Z,,,,,,,channel metadata:
169789,usp2017ldtg,20170608T140110,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-7.994616032,-75.73176575,124000.0,,2017-06-08T14:01:10.827101Z,,,,,,,channel metadata:
169869,usp2017ldsu,20170608T134849,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-22.13809776,-70.18056488,65000.0,,2017-06-08T13:48:49.389113Z,,,,,,,channel metadata:
169944,usp2017ldrj,20170608T130502,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-21.63599014,-68.35519409,124000.0,,2017-06-08T13:05:02.186715Z,,,,,,,channel metadata:
170011,usp2017lbnt,20170607T085918,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-27.90773392,-71.36249542,115000.0,,2017-06-07T08:59:18.307050Z,,,,,,,channel metadata:
170080,usp2017lbez,20170607T043322,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-17.59239197,-73.36406708,10000.0,,2017-06-07T04:33:22.032984Z,,,,,,,channel metadata:
170174,usp2017lajh,20170606T173510,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-22.8564949,-68.57778168,116000.0,,2017-06-06T17:35:10.043213Z,,,,,,,channel metadata:
170308,usp2017kwmk,20170604T143656,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-19.4395256,-70.09467316,55000.0,,2017-06-04T14:36:56.983494Z,,,,,,,channel metadata:
170414,usp2017kvjs,20170604T000727,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-27.84194183,-71.12028503,29000.0,,2017-06-04T00:07:27.916930Z,,,,,,,channel metadata:
170488,usp2017kvgf,20170603T222144,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-21.83313942,-68.47937012,97000.0,,2017-06-03T22:21:44.319670Z,,,,,,,channel metadata:
170601,usp2017ktmk,20170602T231201,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-18.72053337,-66.97019958,261000.0,,2017-06-02T23:12:01.136324Z,,,,,,,channel metadata:
170666,usp2017kray,20170601T150919,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-15.92863178,-74.44195557,10000.0,,2017-06-01T15:09:19.879043Z,,,,,,,channel metadata:
170773,usp2017kpkk,20170531T173851,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-22.62480164,-68.38096619,109000.0,,2017-05-31T17:38:51.466137Z,,,,,,,channel metadata:
170967,usp2017kkad,20170528T184713,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-21.02247429,-68.29760742,140000.0,,2017-05-28T18:47:13.557178Z,,,,,,,channel metadata:
171047,usp2017kjmx,20170528T120548,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-30.81023216,-71.35904694,42000.0,,2017-05-28T12:05:48.268821Z,,,,,,,channel metadata:
171268,usp2017kbdv,20170523T222600,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-23.94259453,-67.1427002,181000.0,,2017-05-23T22:26:00.526683Z,,,,,,,channel metadata:
171309,usp2017kbdp,20170523T221859,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-30.69269753,-71.69730377,24000.0,,2017-05-23T22:18:59.926223Z,,,,,,,channel metadata:
171435,usp2017jxsg,20170522T011044,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-20.26942825,-68.83333588,110000.0,,2017-05-22T01:10:44.715884Z,,,,,,,channel metadata:
171572,usp2017jscy,20170518T234541,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-32.65369797,-67.22529602,147295.0592,,2017-05-18T23:45:41.503813Z,,,,,,,channel metadata:
171633,usp2017jqjk,20170518T004457,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-32.9740181,-72.01533508,10000.0,,2017-05-18T00:44:57.054284Z,,,,,,,channel metadata:
171697,usp2017jphs,20170517T104600,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-24.26313972,-67.03027344,175274.3378,,2017-05-17T10:46:00.838195Z,,,,,,,channel metadata:
171772,usp2017jonv,20170517T004226,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-21.71352005,-69.33860016,10000.0,,2017-05-17T00:42:26.132401Z,,,,,,,channel metadata:
171833,usp2017jnyw,20170516T170906,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-14.50643921,-73.43206787,10000.0,,2017-05-16T17:09:06.905954Z,,,,,,,channel metadata:
171956,usp2017jnab,20170516T043608,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-32.45093155,-71.92649841,10000.0,,2017-05-16T04:36:08.603815Z,,,,,,,channel metadata:
172041,usp2017jkmz,20170514T194425,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-20.70943451,-68.41304016,110172.3633,,2017-05-14T19:44:25.540616Z,,,,,,,channel metadata:
172151,usp2017jjkx,20170514T053319,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-18.27926826,-71.17181396,10000.0,,2017-05-14T05:33:19.551729Z,,,,,,,channel metadata:
172241,usp2017jirn,20170513T194610,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-21.55073738,-66.71179199,221689.5294,,2017-05-13T19:46:10.605052Z,,,,,,,channel metadata:
