Event,Station,index,EventID,Error,Pick,Network,Location,Channel,Latitude,Longitude,Distance,Origem Latitude,Origem Longitude,Depth/km,Pick Time,Origin Time,Start Time,End Time,Cat,MLv,Certainty,Path,Compo,CFT,Warning
20120122T071034,PEXB,8116,usp2012bmxt,[],P,BL,,HHZ,-12.10584,-48.30085,200.2207626790815,-13.79467964,-48.9642067,0.0,2012-01-22T07:11:06.883163Z,2012-01-22T07:10:34.672572Z,2012-01-22T07:10:55.883163Z,2012-01-22T07:11:55.883163Z,earthquake,3.040306742,known,20120122T071034/BL_PEXB_20120122T071034.mseed,"[['E', 'N', 'Z']]",4.913191047917924,[]
20120208T184732,ESAR,8108,usp2012cswi,[],P,BL,,HHZ,-23.0207,-44.4403,240.15230585028144,-24.56134415,-46.09851074,2000.0,2012-02-08T18:48:09.886932Z,2012-02-08T18:47:32.534268Z,2012-02-08T18:47:58.886932Z,2012-02-08T18:48:58.886932Z,earthquake,2.598904622,known,20120208T184732/BL_ESAR_20120208T184732.mseed,"[['E', 'N', 'Z']]",2.416427060312363,[]
20120208T184732,FRTB,8111,usp2012cswi,[],P,BL,,HHZ,-23.3439,-49.564,377.6242218356404,-24.56134415,-46.09851074,2000.0,2012-02-08T18:48:26.919464Z,2012-02-08T18:47:32.534268Z,2012-02-08T18:48:15.919464Z,2012-02-08T18:49:15.919464Z,earthquake,2.598904622,known,20120208T184732/BL_FRTB_20120208T184732.mseed,"[['E', 'N', 'Z']]",3.0753056562841508,[]
20120208T184732,JAC01,8113,usp2012cswi,[],P,ON,,HHZ,-24.81142,-48.102354,204.6796385964892,-24.56134415,-46.09851074,2000.0,2012-02-08T18:48:05.509094Z,2012-02-08T18:47:32.534268Z,2012-02-08T18:47:54.509094Z,2012-02-08T18:48:54.509094Z,earthquake,2.598904622,known,20120208T184732/ON_JAC01_20120208T184732.mseed,"[['E', 'N', 'Z']]",2.7510327130990713,[]
20120208T184732,PET01,8114,usp2012cswi,[],P,ON,,HHZ,-24.290108,-47.275344,123.0704462191412,-24.56134415,-46.09851074,2000.0,2012-02-08T18:47:54.173156Z,2012-02-08T18:47:32.534268Z,2012-02-08T18:47:43.173156Z,2012-02-08T18:48:43.173156Z,earthquake,2.598904622,known,20120208T184732/ON_PET01_20120208T184732.mseed,"[['E', 'N', 'Z']]",4.125355586929846,[]
20120208T184732,RCLB,8107,usp2012cswi,[],P,BL,1.0,HHZ,-22.4191,-47.531,278.74306692709104,-24.56134415,-46.09851074,2000.0,2012-02-08T18:48:14.627777Z,2012-02-08T18:47:32.534268Z,2012-02-08T18:48:03.627777Z,2012-02-08T18:49:03.627777Z,earthquake,2.598904622,known,20120208T184732/BL_RCLB_20120208T184732.mseed,"[['E', 'N', 'Z']]",2.821781204155671,[]
20120208T184732,SICB,8110,usp2012cswi,[],P,BL,,HHZ,-23.62495,-49.87701,397.9269691987657,-24.56134415,-46.09851074,2000.0,2012-02-08T18:48:28.487121Z,2012-02-08T18:47:32.534268Z,2012-02-08T18:48:17.487121Z,2012-02-08T18:49:17.487121Z,earthquake,2.598904622,known,20120208T184732/BL_SICB_20120208T184732.mseed,"[['E', 'N', 'Z']]",2.749814733453366,[]
20120208T184732,SLP01,8109,usp2012cswi,[],P,ON,,HHZ,-23.3243,-45.1559,167.26903719007134,-24.56134415,-46.09851074,2000.0,2012-02-08T18:48:00.424285Z,2012-02-08T18:47:32.534268Z,2012-02-08T18:47:49.424285Z,2012-02-08T18:48:49.424285Z,earthquake,2.598904622,known,20120208T184732/ON_SLP01_20120208T184732.mseed,"[['E', 'N', 'Z']]",4.8196387919751995,[]
20120208T184732,TIJ01,8106,usp2012cswi,[],P,ON,,HHZ,-25.908848,-49.024241,330.4119294138942,-24.56134415,-46.09851074,2000.0,2012-02-08T18:48:18.183349Z,2012-02-08T18:47:32.534268Z,2012-02-08T18:48:07.183349Z,2012-02-08T18:49:07.183349Z,earthquake,2.598904622,known,20120208T184732/ON_TIJ01_20120208T184732.mseed,"[['E', 'N', 'Z']]",2.2221852024545057,[]
20120208T184732,VAS01,8112,usp2012cswi,[],P,ON,,HHZ,-22.280081,-43.442624,370.8002342580351,-24.56134415,-46.09851074,2000.0,2012-02-08T18:48:25.084289Z,2012-02-08T18:47:32.534268Z,2012-02-08T18:48:14.084289Z,2012-02-08T18:49:14.084289Z,earthquake,2.598904622,known,20120208T184732/ON_VAS01_20120208T184732.mseed,"[['E', 'N', 'Z']]",2.0858045550435826,[]
20120217T071112,NBMO,8105,usp2012dikw,[],P,NB,,HHZ,-3.310348,-40.042927,122.0801950992448,-3.154339075,-41.13030624,0.0,2012-02-17T07:11:33.520782Z,2012-02-17T07:11:12.441178Z,2012-02-17T07:11:22.520782Z,2012-02-17T07:12:22.520782Z,earthquake,2.346405154,known,20120217T071112/NB_NBMO_20120217T071112.mseed,"[['E', 'N', 'Z']]",4.9999183952701785,[]
20120221T063526,BSCB,8098,bsb20120221063625,[],P,BL,,HHZ,-20.9984,-44.7635,284.6994950894399,-23.48016167,-45.48500061,0.0,2012-02-21T06:36:09.269496Z,2012-02-21T06:35:26.308713Z,2012-02-21T06:35:58.269496Z,2012-02-21T06:36:58.269496Z,earthquake,3.072478086,suspected,20120221T063526/BL_BSCB_20120221T063526.mseed,"[['Z', 'N', 'E']]",4.40493288276338,[]
20120221T063526,DUB01,8096,bsb20120221063625,[],P,ON,,HHZ,-22.080966,-42.374182,355.02226478660333,-23.48016167,-45.48500061,0.0,2012-02-21T06:36:17.565151Z,2012-02-21T06:35:26.308713Z,2012-02-21T06:36:06.565151Z,2012-02-21T06:37:06.565151Z,earthquake,3.072478086,suspected,20120221T063526/ON_DUB01_20120221T063526.mseed,"[['E', 'N', 'Z']]",4.412120306513706,[]
20120221T063526,ESAR,8104,bsb20120221063625,[],P,BL,,HHZ,-23.0207,-44.4403,118.3981216879752,-23.48016167,-45.48500061,0.0,2012-02-21T06:35:46.417344Z,2012-02-21T06:35:26.308713Z,2012-02-21T06:35:35.417344Z,2012-02-21T06:36:35.417344Z,earthquake,3.072478086,suspected,20120221T063526/BL_ESAR_20120221T063526.mseed,"[['E', 'N', 'Z']]",4.98477609889594,[]
20120221T063526,JAC01,8097,bsb20120221063625,[],P,ON,,HHZ,-24.81142,-48.102354,304.1396011932612,-23.48016167,-45.48500061,0.0,2012-02-21T06:36:11.069499Z,2012-02-21T06:35:26.308713Z,2012-02-21T06:36:00.069499Z,2012-02-21T06:37:00.069499Z,earthquake,3.072478086,suspected,20120221T063526/ON_JAC01_20120221T063526.mseed,"[['E', 'N', 'Z']]",4.932165529663792,[]
20120221T063526,PET01,8101,bsb20120221063625,[],P,ON,,HHZ,-24.290108,-47.275344,203.2017259832037,-23.48016167,-45.48500061,0.0,2012-02-21T06:35:58.626022Z,2012-02-21T06:35:26.308713Z,2012-02-21T06:35:47.626022Z,2012-02-21T06:36:47.626022Z,earthquake,3.072478086,suspected,20120221T063526/ON_PET01_20120221T063526.mseed,"[['E', 'N', 'Z']]",4.987256146408375,[]
20120221T063526,RCLB,8100,bsb20120221063625,[],P,BL,1.0,HHZ,-22.4191,-47.531,240.49369824523228,-23.48016167,-45.48500061,0.0,2012-02-21T06:36:03.712976Z,2012-02-21T06:35:26.308713Z,2012-02-21T06:35:52.712976Z,2012-02-21T06:36:52.712976Z,earthquake,3.072478086,suspected,20120221T063526/BL_RCLB_20120221T063526.mseed,"[['E', 'N', 'Z']]",3.8697159249414517,[]
20120221T063526,SLP01,8103,bsb20120221063625,[],P,ON,,HHZ,-23.3243,-45.1559,37.80969946921774,-23.48016167,-45.48500061,0.0,2012-02-21T06:35:33.191236Z,2012-02-21T06:35:26.308713Z,2012-02-21T06:35:22.191236Z,2012-02-21T06:36:22.191236Z,earthquake,3.072478086,suspected,20120221T063526/ON_SLP01_20120221T063526.mseed,"[['E', 'N', 'Z']]",4.999384169424399,[]
20120221T063526,VAS01,8099,bsb20120221063625,[],P,ON,,HHZ,-22.280081,-43.442624,248.1541487143639,-23.48016167,-45.48500061,0.0,2012-02-21T06:36:04.417324Z,2012-02-21T06:35:26.308713Z,2012-02-21T06:35:53.417324Z,2012-02-21T06:36:53.417324Z,earthquake,3.072478086,suspected,20120221T063526/ON_VAS01_20120221T063526.mseed,"[['E', 'N', 'Z']]",4.884614076488095,[]
20120314T104046,CNLB,8093,usp2012feew,[],P,BL,,HHZ,-29.3148,-50.8533,285.24818857144635,-27.95881653,-48.37355042,0.0,2012-03-14T10:41:29.723927Z,2012-03-14T10:40:46.319936Z,2012-03-14T10:41:18.723927Z,2012-03-14T10:42:18.723927Z,earthquake,3.288488011,known,20120314T104046/BL_CNLB_20120314T104046.mseed,"[['2', '1', 'Z']]",4.586879113378562,[]
20120314T104046,ITAB,8095,usp2012feew,[],P,BL,,HHZ,-27.2349,-52.1313,379.5413235338024,-27.95881653,-48.37355042,0.0,2012-03-14T10:41:40.591262Z,2012-03-14T10:40:46.319936Z,2012-03-14T10:41:29.591262Z,2012-03-14T10:42:29.591262Z,earthquake,3.288488011,known,20120314T104046/BL_ITAB_20120314T104046.mseed,"[['E', 'N', 'Z']]",4.195450396227983,[]
20120314T104046,TIJ01,8094,usp2012feew,[],P,ON,,HHZ,-25.908848,-49.024241,236.1537046969464,-27.95881653,-48.37355042,0.0,2012-03-14T10:41:24.081510Z,2012-03-14T10:40:46.319936Z,2012-03-14T10:41:13.081510Z,2012-03-14T10:42:13.081510Z,earthquake,3.288488011,known,20120314T104046/ON_TIJ01_20120314T104046.mseed,"[['E', 'N', 'Z']]",4.134958467230846,[]
20120321T095134,PEXB,8092,usp2012fqxt,[],P,BL,,HHZ,-12.10584,-48.30085,130.23443530202266,-13.26620865,-48.09864426,0.0,2012-03-21T09:51:56.611968Z,2012-03-21T09:51:34.760123Z,2012-03-21T09:51:45.611968Z,2012-03-21T09:52:45.611968Z,earthquake,2.777533553,suspected,20120321T095134/BL_PEXB_20120321T095134.mseed,"[['E', 'N', 'Z']]",4.9934242345280815,[]
20120323T153125,BSCB,8086,usp2012fuzz,[],P,BL,,HHZ,-20.9984,-44.7635,267.6870871150857,-23.41579628,-44.77083969,0.0,2012-03-23T15:32:05.297936Z,2012-03-23T15:31:25.177595Z,2012-03-23T15:31:54.297936Z,2012-03-23T15:32:54.297936Z,earthquake,2.21173104,suspected,20120323T153125/BL_BSCB_20120323T153125.mseed,"[['Z', 'N', 'E']]",2.684348206817556,[]
20120323T153125,DUB01,8084,usp2012fuzz,[],P,ON,,HHZ,-22.080966,-42.374182,287.1274266007783,-23.41579628,-44.77083969,0.0,2012-03-23T15:32:07.952287Z,2012-03-23T15:31:25.177595Z,2012-03-23T15:31:56.952287Z,2012-03-23T15:32:56.952287Z,earthquake,2.21173104,suspected,20120323T153125/ON_DUB01_20120323T153125.mseed,"[['E', 'N', 'Z']]",3.7876016229587286,[]
20120323T153125,ESAR,8090,usp2012fuzz,[],P,BL,,HHZ,-23.0207,-44.4403,55.31033685285536,-23.41579628,-44.77083969,0.0,2012-03-23T15:31:34.665294Z,2012-03-23T15:31:25.177595Z,2012-03-23T15:31:23.665294Z,2012-03-23T15:32:23.665294Z,earthquake,2.21173104,suspected,20120323T153125/BL_ESAR_20120323T153125.mseed,"[['E', 'N', 'Z']]",4.782985510932561,[]
20120323T153125,PET01,8085,usp2012fuzz,[],P,ON,,HHZ,-24.290108,-47.275344,272.87894212262125,-23.41579628,-44.77083969,0.0,2012-03-23T15:32:06.230546Z,2012-03-23T15:31:25.177595Z,2012-03-23T15:31:55.230546Z,2012-03-23T15:32:55.230546Z,earthquake,2.21173104,suspected,20120323T153125/ON_PET01_20120323T153125.mseed,"[['E', 'N', 'Z']]",3.864211944707432,[]
20120323T153125,SLP01,8091,usp2012fuzz,[],P,ON,,HHZ,-23.3243,-45.1559,40.65207852027922,-23.41579628,-44.77083969,0.0,2012-03-23T15:31:32.154418Z,2012-03-23T15:31:25.177595Z,2012-03-23T15:31:21.154418Z,2012-03-23T15:32:21.154418Z,earthquake,2.21173104,suspected,20120323T153125/ON_SLP01_20120323T153125.mseed,"[['E', 'N', 'Z']]",4.910295360535975,[]
20120323T153125,VABB,8087,usp2012fuzz,[],P,BL,,HHZ,-23.0021,-46.9657,229.29573829902088,-23.41579628,-44.77083969,0.0,2012-03-23T15:32:00.850106Z,2012-03-23T15:31:25.177595Z,2012-03-23T15:31:49.850106Z,2012-03-23T15:32:49.850106Z,earthquake,2.21173104,suspected,20120323T153125/BL_VABB_20120323T153125.mseed,"[['E', 'N', 'Z']]",3.6644476237675017,[]
20120323T153125,VAS01,8088,usp2012fuzz,[],P,ON,,HHZ,-22.280081,-43.442624,185.4767331438833,-23.41579628,-44.77083969,0.0,2012-03-23T15:31:55.469672Z,2012-03-23T15:31:25.177595Z,2012-03-23T15:31:44.469672Z,2012-03-23T15:32:44.469672Z,earthquake,2.21173104,suspected,20120323T153125/ON_VAS01_20120323T153125.mseed,"[['E', 'N', 'Z']]",4.544211951828274,[]
20120324T170221,DUB01,8079,usp2012fwym,[],P,ON,,HHZ,-22.080966,-42.374182,385.4903144500074,-25.18963432,-44.07380676,0.0,2012-03-24T17:03:16.681709Z,2012-03-24T17:02:21.744028Z,2012-03-24T17:03:05.681709Z,2012-03-24T17:04:05.681709Z,earthquake,2.975195899,known,20120324T170221/ON_DUB01_20120324T170221.mseed,"[['E', 'N', 'Z']]",3.521220090795698,[]
20120324T170221,ESAR,8077,usp2012fwym,[],P,BL,,HHZ,-23.0207,-44.4403,243.1027545959966,-25.18963432,-44.07380676,0.0,2012-03-24T17:02:57.359023Z,2012-03-24T17:02:21.744028Z,2012-03-24T17:02:46.359023Z,2012-03-24T17:03:46.359023Z,earthquake,2.975195899,known,20120324T170221/BL_ESAR_20120324T170221.mseed,"[['E', 'N', 'Z']]",3.9353770549554383,[]
20120324T170221,PET01,8081,usp2012fwym,[],P,ON,,HHZ,-24.290108,-47.275344,338.8410080882261,-25.18963432,-44.07380676,0.0,2012-03-24T17:02:58.500685Z,2012-03-24T17:02:21.744028Z,2012-03-24T17:02:47.500685Z,2012-03-24T17:03:47.500685Z,earthquake,2.975195899,known,20120324T170221/ON_PET01_20120324T170221.mseed,"[['E', 'N', 'Z']]",4.319705148872222,[]
20120324T170221,SLP01,8078,usp2012fwym,[],P,ON,,HHZ,-23.3243,-45.1559,234.00836953076052,-25.18963432,-44.07380676,0.0,2012-03-24T17:02:53.848399Z,2012-03-24T17:02:21.744028Z,2012-03-24T17:02:42.848399Z,2012-03-24T17:03:42.848399Z,earthquake,2.975195899,known,20120324T170221/ON_SLP01_20120324T170221.mseed,"[['E', 'N', 'Z']]",4.960716114242275,[]
20120324T170221,VABB,8080,usp2012fwym,[],P,BL,,HHZ,-23.0021,-46.9657,380.9758472862735,-25.18963432,-44.07380676,0.0,2012-03-24T17:03:08.433177Z,2012-03-24T17:02:21.744028Z,2012-03-24T17:02:57.433177Z,2012-03-24T17:03:57.433177Z,earthquake,2.975195899,known,20120324T170221/BL_VABB_20120324T170221.mseed,"[['E', 'N', 'Z']]",4.260004157189204,[]
20120324T170221,VAS01,8083,usp2012fwym,[],P,ON,,HHZ,-22.280081,-43.442624,328.60741110147785,-25.18963432,-44.07380676,0.0,2012-03-24T17:03:09.994735Z,2012-03-24T17:02:21.744028Z,2012-03-24T17:02:58.994735Z,2012-03-24T17:03:58.994735Z,earthquake,2.975195899,known,20120324T170221/ON_VAS01_20120324T170221.mseed,"[['E', 'N', 'Z']]",4.1621964304394785,[]
20120328T235240,NBLI,8076,usp2012geua,[],P,NB,,HHZ,-7.364556,-36.949743,134.3719324807238,-8.26031208,-36.12661743,0.0,2012-03-28T23:53:03.581552Z,2012-03-28T23:52:40.980212Z,2012-03-28T23:52:52.581552Z,2012-03-28T23:53:52.581552Z,earthquake,1.683580242,known,20120328T235240/NB_NBLI_20120328T235240.mseed,"[['E', 'N', 'Z']]",4.9060409755587076,[]
20120329T171523,NBLI,8075,bsb20120329171500,[],P,NB,,HHZ,-7.364556,-36.949743,131.50890737351358,-8.244318962,-36.14756775,0.0,2012-03-29T17:15:45.769565Z,2012-03-29T17:15:23.270547Z,2012-03-29T17:15:34.769565Z,2012-03-29T17:16:34.769565Z,earthquake,2.157514468,known,20120329T171523/NB_NBLI_20120329T171523.mseed,"[['E', 'N', 'Z']]",4.201962149589171,[]
20120331T160948,PEXB,8074,usp2012gjrg,[],P,BL,,HHZ,-12.10584,-48.30085,218.807432458976,-13.63955307,-49.57376862,0.0,2012-03-31T16:10:22.671676Z,2012-03-31T16:09:48.684340Z,2012-03-31T16:10:11.671676Z,2012-03-31T16:11:11.671676Z,earthquake,3.767740449,known,20120331T160948/BL_PEXB_20120331T160948.mseed,"[['E', 'N', 'Z']]",4.184958217177374,[]
20120415T180405,NBLI,8073,bsb20120415180400,[],P,NB,,HHZ,-7.364556,-36.949743,231.15268831153,-5.440572262,-36.13314438,0.0,2012-04-15T18:04:41.067901Z,2012-04-15T18:04:05.925573Z,2012-04-15T18:04:30.067901Z,2012-04-15T18:05:30.067901Z,earthquake,2.57459878,known,20120415T180405/NB_NBLI_20120415T180405.mseed,"[['E', 'N', 'Z']]",4.447017919056585,[]
20120423T092847,DUB01,8067,usp2012hzep,[],P,ON,,HHZ,-22.080966,-42.374182,287.6767069999659,-23.41172028,-44.7796669,0.0,2012-04-23T09:29:30.370849Z,2012-04-23T09:28:47.105631Z,2012-04-23T09:29:19.370849Z,2012-04-23T09:30:19.370849Z,earthquake,2.118416116,known,20120423T092847/ON_DUB01_20120423T092847.mseed,"[['E', 'N', 'Z']]",3.2879819034313824,[]
20120423T092847,ESAR,8070,usp2012hzep,[],P,BL,,HHZ,-23.0207,-44.4403,55.51507722542875,-23.41172028,-44.7796669,0.0,2012-04-23T09:28:56.762451Z,2012-04-23T09:28:47.105631Z,2012-04-23T09:28:45.762451Z,2012-04-23T09:29:45.762451Z,earthquake,2.118416116,known,20120423T092847/BL_ESAR_20120423T092847.mseed,"[['E', 'N', 'Z']]",4.679466520115753,[]
20120423T092847,PET01,8072,usp2012hzep,[],P,ON,,HHZ,-24.290108,-47.275344,272.2031891273038,-23.41172028,-44.7796669,0.0,2012-04-23T09:29:27.727233Z,2012-04-23T09:28:47.105631Z,2012-04-23T09:29:16.727233Z,2012-04-23T09:30:16.727233Z,earthquake,2.118416116,known,20120423T092847/ON_PET01_20120423T092847.mseed,"[['E', 'N', 'Z']]",3.9824455433149595,[]
20120423T092847,SLP01,8071,usp2012hzep,[],P,ON,,HHZ,-23.3243,-45.1559,39.66668038934037,-23.41172028,-44.7796669,0.0,2012-04-23T09:28:54.024658Z,2012-04-23T09:28:47.105631Z,2012-04-23T09:28:43.024658Z,2012-04-23T09:29:43.024658Z,earthquake,2.118416116,known,20120423T092847/ON_SLP01_20120423T092847.mseed,"[['E', 'N', 'Z']]",4.97620021497722,[]
20120423T092847,VAS01,8068,usp2012hzep,[],P,ON,,HHZ,-22.280081,-43.442624,185.8404257845764,-23.41172028,-44.7796669,0.0,2012-04-23T09:29:17.311401Z,2012-04-23T09:28:47.105631Z,2012-04-23T09:29:06.311401Z,2012-04-23T09:30:06.311401Z,earthquake,2.118416116,known,20120423T092847/ON_VAS01_20120423T092847.mseed,"[['E', 'N', 'Z']]",4.4210978118278375,[]
20120424T013412,PEXB,8066,bsb20120424013413,[],P,BL,,HHZ,-12.10584,-48.30085,203.41485681351816,-13.75092983,-49.13815308,0.0,2012-04-24T01:34:45.067420Z,2012-04-24T01:34:12.698199Z,2012-04-24T01:34:34.067420Z,2012-04-24T01:35:34.067420Z,earthquake,3.148031882,known,20120424T013412/BL_PEXB_20120424T013412.mseed,"[['E', 'N', 'Z']]",4.8786778707386365,[]
20120426T084528,NBLI,8064,usp2012iepr,[],P,NB,,HHZ,-7.364556,-36.949743,376.16144332005626,-4.167470455,-38.10957336,0.0,2012-04-26T08:46:21.552749Z,2012-04-26T08:45:28.220007Z,2012-04-26T08:46:10.552749Z,2012-04-26T08:47:10.552749Z,earthquake,2.078107042,known,20120426T084528/NB_NBLI_20120426T084528.mseed,"[['E', 'N', 'Z']]",3.8924284330822108,[]
20120426T084528,NBMO,8065,usp2012iepr,[],P,NB,,HHZ,-3.310348,-40.042927,234.7472865916066,-4.167470455,-38.10957336,0.0,2012-04-26T08:46:04.442928Z,2012-04-26T08:45:28.220007Z,2012-04-26T08:45:53.442928Z,2012-04-26T08:46:53.442928Z,earthquake,2.078107042,known,20120426T084528/NB_NBMO_20120426T084528.mseed,"[['E', 'N', 'Z']]",4.381002188475993,[]
20120501T084838,NBLI,8063,usp2012inti,[],P,NB,,HHZ,-7.364556,-36.949743,184.3943392009456,-5.980864525,-37.88027573,0.0,2012-05-01T08:49:09.645584Z,2012-05-01T08:48:38.529638Z,2012-05-01T08:48:58.645584Z,2012-05-01T08:49:58.645584Z,earthquake,2.182797935,known,20120501T084838/NB_NBLI_20120501T084838.mseed,"[['E', 'N', 'Z']]",4.9069153509188785,[]
20120501T084838,NBMO,8062,usp2012inti,[],P,NB,,HHZ,-3.310348,-40.042927,380.4973558090297,-5.980864525,-37.88027573,0.0,2012-05-01T08:49:32.566246Z,2012-05-01T08:48:38.529638Z,2012-05-01T08:49:21.566246Z,2012-05-01T08:50:21.566246Z,earthquake,2.182797935,known,20120501T084838/NB_NBMO_20120501T084838.mseed,"[['E', 'N', 'Z']]",3.0562448883937474,[]
20120502T135032,NBMO,8061,usp2012ipyu,[],P,NB,,HHZ,-3.310348,-40.042927,124.2634330264334,-4.1005826,-39.24761581,0.0,2012-05-02T13:50:53.421665Z,2012-05-02T13:50:32.251691Z,2012-05-02T13:50:42.421665Z,2012-05-02T13:51:42.421665Z,earthquake,1.953956784,known,20120502T135032/NB_NBMO_20120502T135032.mseed,"[['E', 'N', 'Z']]",4.683948393292243,[]
20120506T000248,CNLB,8051,usp2012iwfm,[],P,BL,,HHZ,-29.3148,-50.8533,393.89282210812223,-26.21144485,-48.90458679,0.0,2012-05-06T00:03:44.165786Z,2012-05-06T00:02:48.163365Z,2012-05-06T00:03:33.165786Z,2012-05-06T00:04:33.165786Z,earthquake,2.891096476,known,20120506T000248/BL_CNLB_20120506T000248.mseed,"[['2', '1', 'Z']]",4.7508273174245454,[]
20120506T000248,FRTB,8055,usp2012iwfm,[],P,BL,,HHZ,-23.3439,-49.564,324.55974577676085,-26.21144485,-48.90458679,0.0,2012-05-06T00:03:35.288070Z,2012-05-06T00:02:48.163365Z,2012-05-06T00:03:24.288070Z,2012-05-06T00:04:24.288070Z,earthquake,2.891096476,known,20120506T000248/BL_FRTB_20120506T000248.mseed,"[['E', 'N', 'Z']]",4.139240561975376,[]
20120506T000248,IBTB,8050,usp2012iwfm,[],P,BL,,HHZ,-23.8528,-50.2697,295.3665902837568,-26.21144485,-48.90458679,0.0,2012-05-06T00:03:31.898394Z,2012-05-06T00:02:48.163365Z,2012-05-06T00:03:20.898394Z,2012-05-06T00:04:20.898394Z,earthquake,2.891096476,known,20120506T000248/BL_IBTB_20120506T000248.mseed,"[['E', 'N', 'Z']]",4.694022695879924,[]
20120506T000248,ITAB,8053,usp2012iwfm,[],P,BL,,HHZ,-27.2349,-52.1313,340.4707287683826,-26.21144485,-48.90458679,0.0,2012-05-06T00:03:37.081550Z,2012-05-06T00:02:48.163365Z,2012-05-06T00:03:26.081550Z,2012-05-06T00:04:26.081550Z,earthquake,2.891096476,known,20120506T000248/BL_ITAB_20120506T000248.mseed,"[['E', 'N', 'Z']]",4.812624792821315,[]
20120506T000248,JAC01,8058,usp2012iwfm,[],P,ON,,HHZ,-24.81142,-48.102354,174.80851960376668,-26.21144485,-48.90458679,0.0,2012-05-06T00:03:17.066314Z,2012-05-06T00:02:48.163365Z,2012-05-06T00:03:06.066314Z,2012-05-06T00:04:06.066314Z,earthquake,2.891096476,known,20120506T000248/ON_JAC01_20120506T000248.mseed,"[['E', 'N', 'Z']]",4.9548259832760895,[]
20120506T000248,MAJ01,8059,usp2012iwfm,[],P,ON,,HHZ,-27.397245,-49.011794,131.81886207907945,-26.21144485,-48.90458679,0.0,2012-05-06T00:03:10.466308Z,2012-05-06T00:02:48.163365Z,2012-05-06T00:02:59.466308Z,2012-05-06T00:03:59.466308Z,earthquake,2.891096476,known,20120506T000248/ON_MAJ01_20120506T000248.mseed,"[['E', 'N', 'Z']]",4.869835221518094,[]
20120506T000248,MARB,8054,usp2012iwfm,[],P,BL,,HHZ,-24.4521,-51.5036,326.25199346336694,-26.21144485,-48.90458679,0.0,2012-05-06T00:03:35.503288Z,2012-05-06T00:02:48.163365Z,2012-05-06T00:03:24.503288Z,2012-05-06T00:04:24.503288Z,earthquake,2.891096476,known,20120506T000248/BL_MARB_20120506T000248.mseed,"[['E', 'N', 'Z']]",3.2402305235809408,[]
20120506T000248,PET01,8049,usp2012iwfm,[],P,ON,,HHZ,-24.290108,-47.275344,268.76931744766887,-26.21144485,-48.90458679,0.0,2012-05-06T00:03:28.702873Z,2012-05-06T00:02:48.163365Z,2012-05-06T00:03:17.702873Z,2012-05-06T00:04:17.702873Z,earthquake,2.891096476,known,20120506T000248/ON_PET01_20120506T000248.mseed,"[['E', 'N', 'Z']]",4.305523190697197,[]
20120506T000248,PTGB,8052,usp2012iwfm,[],P,BL,,HHZ,-24.72095,-52.01182,353.40433442733934,-26.21144485,-48.90458679,0.0,2012-05-06T00:03:38.946765Z,2012-05-06T00:02:48.163365Z,2012-05-06T00:03:27.946765Z,2012-05-06T00:04:27.946765Z,earthquake,2.891096476,known,20120506T000248/BL_PTGB_20120506T000248.mseed,"[['E', 'N', 'Z']]",4.588378383185516,[]
20120506T000248,ROIB,8056,usp2012iwfm,[],P,BL,,HHZ,-24.2955,-51.1353,309.0950088427392,-26.21144485,-48.90458679,0.0,2012-05-06T00:03:33.351104Z,2012-05-06T00:02:48.163365Z,2012-05-06T00:03:22.351104Z,2012-05-06T00:04:22.351104Z,earthquake,2.891096476,known,20120506T000248/BL_ROIB_20120506T000248.mseed,"[['E', 'N', 'Z']]",4.568698906454591,[]
20120506T000248,SICB,8057,usp2012iwfm,[],P,BL,,HHZ,-23.62495,-49.87701,302.8778249442314,-26.21144485,-48.90458679,0.0,2012-05-06T00:03:32.848937Z,2012-05-06T00:02:48.163365Z,2012-05-06T00:03:21.848937Z,2012-05-06T00:04:21.848937Z,earthquake,2.891096476,known,20120506T000248/BL_SICB_20120506T000248.mseed,"[['E', 'N', 'Z']]",3.9936036570944267,[]
20120506T000248,TIJ01,8060,usp2012iwfm,[],P,ON,,HHZ,-25.908848,-49.024241,35.59839275412437,-26.21144485,-48.90458679,0.0,2012-05-06T00:02:53.284805Z,2012-05-06T00:02:48.163365Z,2012-05-06T00:02:42.284805Z,2012-05-06T00:03:42.284805Z,earthquake,2.891096476,known,20120506T000248/ON_TIJ01_20120506T000248.mseed,"[['E', 'N', 'Z']]",4.999793026670626,[]
20120506T224855,CNLB,8037,usp2012ixyo,[],P,BL,,HHZ,-29.3148,-50.8533,394.0913175869591,-26.19250298,-48.93916702,0.0,2012-05-06T22:49:52.038635Z,2012-05-06T22:48:55.893967Z,2012-05-06T22:49:41.038635Z,2012-05-06T22:50:41.038635Z,earthquake,2.318475448,known,20120506T224855/BL_CNLB_20120506T224855.mseed,"[['2', '1', 'Z']]",2.917129363744454,[]
20120506T224855,FRTB,8040,usp2012ixyo,[],P,BL,,HHZ,-23.3439,-49.564,321.8024789248925,-26.19250298,-48.93916702,0.0,2012-05-06T22:49:43.142982Z,2012-05-06T22:48:55.893967Z,2012-05-06T22:49:32.142982Z,2012-05-06T22:50:32.142982Z,earthquake,2.318475448,known,20120506T224855/BL_FRTB_20120506T224855.mseed,"[['E', 'N', 'Z']]",2.538707719406866,[]
