Event,Station,index,EventID,Error,Pick,Network,Location,Channel,Latitude,Longitude,Distance,Origem Latitude,Origem Longitude,Depth/km,Pick Time,Origin Time,Start Time,End Time,Cat,MLv,Certainty,Path,Compo,Warning,Pick Pred,Pick Prob_Nat,Pick Prob_Ant,Pick Pred_final,Event Pred,Event Prob_Nat,Event Prob_Ant,Event Pred_final
20200416T165951,RCLB,81,usp2020hmyz,[],P,BL,,HHZ,-22.4191,-47.531,261.20776588197754,-24.72204971,-48.08306503,0.0,2020-04-16T17:00:31.612660Z,2020-04-16T16:59:51.887412Z,2020-04-16T17:00:20.612660Z,2020-04-16T17:01:20.612660Z,earthquake,2.127491606,known,20200416T165951/BL_RCLB_20200416T165951.mseed,"['E', 'N', 'Z']",[],1.0,0.35,0.65,Anthropogenic,0.0,0.568,0.432,Natural
20200416T165951,TIJ01,84,usp2020hmyz,[],P,ON,,HHZ,-25.908848,-49.024241,162.0645082520007,-24.72204971,-48.08306503,0.0,2020-04-16T17:00:18.491398Z,2020-04-16T16:59:51.887412Z,2020-04-16T17:00:07.491398Z,2020-04-16T17:01:07.491398Z,earthquake,2.127491606,known,20200416T165951/ON_TIJ01_20200416T165951.mseed,"['E', 'N', 'Z']",[],1.0,0.293,0.707,Anthropogenic,0.0,0.568,0.432,Natural
20200416T165951,VABB,82,usp2020hmyz,[],P,BL,,HHZ,-23.0021,-46.9657,221.90227628958348,-24.72204971,-48.08306503,0.0,2020-04-16T17:00:26.706702Z,2020-04-16T16:59:51.887412Z,2020-04-16T17:00:15.706702Z,2020-04-16T17:01:15.706702Z,earthquake,2.127491606,known,20200416T165951/BL_VABB_20200416T165951.mseed,"['E', 'N', 'Z']",[],1.0,0.423,0.577,Anthropogenic,0.0,0.568,0.432,Natural
20200418T015540,FRTB,104,usp2020hpmd,[],P,BL,,HHZ,-23.3439,-49.564,251.63874142304223,-23.59355545,-47.11582184,0.0,2020-04-18T01:56:19.067004Z,2020-04-18T01:55:40.830508Z,2020-04-18T01:56:08.067004Z,2020-04-18T01:57:08.067004Z,earthquake,2.004648357,known,20200418T015540/BL_FRTB_20200418T015540.mseed,"['E', 'N', 'Z']",[],0.0,0.989,0.011,Natural,0.0,0.982,0.018,Natural
20200418T015540,PARB,105,usp2020hpmd,[],P,BL,,HHZ,-23.3421,-45.6246,154.87540929473545,-23.59355545,-47.11582184,0.0,2020-04-18T01:56:06.487130Z,2020-04-18T01:55:40.830508Z,2020-04-18T01:55:55.487130Z,2020-04-18T01:56:55.487130Z,earthquake,2.004648357,known,20200418T015540/BL_PARB_20200418T015540.mseed,"['E', 'N', 'Z']",[' Sampling rate is 200.0'],0.0,0.981,0.019,Natural,0.0,0.982,0.018,Natural
20200418T015540,PET01,107,usp2020hpmd,[],P,ON,,HHZ,-24.290108,-47.275344,78.83885440226254,-23.59355545,-47.11582184,0.0,2020-04-18T01:55:54.766750Z,2020-04-18T01:55:40.830508Z,2020-04-18T01:55:43.766750Z,2020-04-18T01:56:43.766750Z,earthquake,2.004648357,known,20200418T015540/ON_PET01_20200418T015540.mseed,"['E', 'N', 'Z']",[],0.0,0.981,0.019,Natural,0.0,0.982,0.018,Natural
20200418T015540,RCLB,106,usp2020hpmd,[],P,BL,,HHZ,-22.4191,-47.531,136.85092716487654,-23.59355545,-47.11582184,0.0,2020-04-18T01:56:04.622242Z,2020-04-18T01:55:40.830508Z,2020-04-18T01:55:53.622242Z,2020-04-18T01:56:53.622242Z,earthquake,2.004648357,known,20200418T015540/BL_RCLB_20200418T015540.mseed,"['E', 'N', 'Z']",[],0.0,0.987,0.013,Natural,0.0,0.982,0.018,Natural
20200418T015540,VABB,108,usp2020hpmd,[],P,BL,,HHZ,-23.0021,-46.9657,67.27871177750055,-23.59355545,-47.11582184,0.0,2020-04-18T01:55:53.210418Z,2020-04-18T01:55:40.830508Z,2020-04-18T01:55:42.210418Z,2020-04-18T01:56:42.210418Z,earthquake,2.004648357,known,20200418T015540/BL_VABB_20200418T015540.mseed,"['E', 'N', 'Z']",[],0.0,0.974,0.026,Natural,0.0,0.982,0.018,Natural
20200607T231013,BB19B,92,usp2020leli,[],P,BL,,HHZ,-21.0662,-48.5279,42.009994034953614,-21.06053352,-48.93208313,0.0,2020-06-07T23:10:21.002681Z,2020-06-07T23:10:13.433092Z,2020-06-07T23:10:10.002681Z,2020-06-07T23:11:10.002681Z,earthquake,2.134238253,suspected,20200607T231013/BL_BB19B_20200607T231013.mseed,"['E', 'N', 'Z']",[],0.0,0.939,0.061,Natural,0.0,0.594,0.406,Natural
20200607T231013,CANS,89,usp2020leli,[],P,BL,,HHZ,-20.2896,-46.3921,278.0681357521583,-21.06053352,-48.93208313,0.0,2020-06-07T23:10:55.258720Z,2020-06-07T23:10:13.433092Z,2020-06-07T23:10:44.258720Z,2020-06-07T23:11:44.258720Z,earthquake,2.134238253,suspected,20200607T231013/BL_CANS_20200607T231013.mseed,"['E', 'N', 'Z']",[],0.0,0.975,0.025,Natural,0.0,0.594,0.406,Natural
20200607T231013,IPMB,87,usp2020leli,[],P,BR,,HHZ,-17.982956,-48.211734,348.96967178696843,-21.06053352,-48.93208313,0.0,2020-06-07T23:11:04.134109Z,2020-06-07T23:10:13.433092Z,2020-06-07T23:10:53.134109Z,2020-06-07T23:11:53.134109Z,earthquake,2.134238253,suspected,20200607T231013/BR_IPMB_20200607T231013.mseed,"['E', 'N', 'Z']",[],0.0,0.943,0.057,Natural,0.0,0.594,0.406,Natural
20200607T231013,RCLB,90,usp2020leli,[],P,BL,,HHZ,-22.4191,-47.531,208.8910907517933,-21.06053352,-48.93208313,0.0,2020-06-07T23:10:46.636741Z,2020-06-07T23:10:13.433092Z,2020-06-07T23:10:35.636741Z,2020-06-07T23:11:35.636741Z,earthquake,2.134238253,suspected,20200607T231013/BL_RCLB_20200607T231013.mseed,"['E', 'N', 'Z']",[],0.0,0.638,0.362,Natural,0.0,0.594,0.406,Natural
20200607T231013,TQJ3B,91,usp2020leli,[],P,BX,,HHZ,-21.37382,-48.5607,51.86333274739552,-21.06053352,-48.93208313,0.0,2020-06-07T23:10:22.397993Z,2020-06-07T23:10:13.433092Z,2020-06-07T23:10:11.397993Z,2020-06-07T23:11:11.397993Z,earthquake,2.134238253,suspected,20200607T231013/BX_TQJ3B_20200607T231013.mseed,"['Z', 'N', 'E']",[' Sampling rate is 200.0'],1.0,0.018,0.982,Anthropogenic,0.0,0.594,0.406,Natural
20200607T231013,VABB,88,usp2020leli,[],P,BL,,HHZ,-23.0021,-46.9657,295.68081237857854,-21.06053352,-48.93208313,0.0,2020-06-07T23:10:57.256950Z,2020-06-07T23:10:13.433092Z,2020-06-07T23:10:46.256950Z,2020-06-07T23:11:46.256950Z,earthquake,2.134238253,suspected,20200607T231013/BL_VABB_20200607T231013.mseed,"['E', 'N', 'Z']",[],1.0,0.051,0.949,Anthropogenic,0.0,0.594,0.406,Natural
20200614T013036,CZSB,367,usp2020lpoz,[],P,BR,,HHZ,-7.7299,-72.7049,328.0939887320108,-9.082611084,-75.3563385,135262.9242,2020-06-14T01:31:21.422303Z,2020-06-14T01:30:36.016130Z,2020-06-14T01:31:10.422303Z,2020-06-14T01:32:10.422303Z,earthquake,4.292334758,known,20200614T013036/BR_CZSB_20200614T013036.mseed,"['E', 'N', 'Z']",[],0.0,0.856,0.144,Natural,0.0,0.856,0.144,Natural
20200723T142312,FRTB,233,usp2020ojvc,[],P,BL,,HHZ,-23.3439,-49.564,208.8089914816285,-24.68453598,-48.12096786,0.0,2020-07-23T14:23:45.129497Z,2020-07-23T14:23:12.016369Z,2020-07-23T14:23:34.129497Z,2020-07-23T14:24:34.129497Z,earthquake,2.003411066,known,20200723T142312/BL_FRTB_20200723T142312.mseed,"['E', 'N', 'Z']",[],1.0,0.362,0.638,Anthropogenic,0.0,0.616,0.384,Natural
20200723T142312,PET01,234,usp2020ojvc,[],P,ON,,HHZ,-24.290108,-47.275344,96.2080648642555,-24.68453598,-48.12096786,0.0,2020-07-23T14:23:28.086393Z,2020-07-23T14:23:12.016369Z,2020-07-23T14:23:17.086393Z,2020-07-23T14:24:17.086393Z,earthquake,2.003411066,known,20200723T142312/ON_PET01_20200723T142312.mseed,"['E', 'N', 'Z']",[],0.0,0.859,0.141,Natural,0.0,0.616,0.384,Natural
20200723T142312,RCLB,231,usp2020ojvc,[],P,BL,,HHZ,-22.4191,-47.531,258.02934650718504,-24.68453598,-48.12096786,0.0,2020-07-23T14:23:51.400807Z,2020-07-23T14:23:12.016369Z,2020-07-23T14:23:40.400807Z,2020-07-23T14:24:40.400807Z,earthquake,2.003411066,known,20200723T142312/BL_RCLB_20200723T142312.mseed,"['E', 'N', 'Z']",[],0.0,0.521,0.479,Natural,0.0,0.616,0.384,Natural
20200723T142312,VABB,232,usp2020ojvc,[],P,BL,,HHZ,-23.0021,-46.9657,220.39151013768108,-24.68453598,-48.12096786,0.0,2020-07-23T14:23:46.745635Z,2020-07-23T14:23:12.016369Z,2020-07-23T14:23:35.745635Z,2020-07-23T14:24:35.745635Z,earthquake,2.003411066,known,20200723T142312/BL_VABB_20200723T142312.mseed,"['E', 'N', 'Z']",[],0.0,0.723,0.277,Natural,0.0,0.616,0.384,Natural
20200728T043314,BBSD,270,usp2020osfd,[],P,XC,,HHZ,-17.18752,-60.60987,268.89695486993696,-18.02237701,-62.98910522,10000.0,2020-07-28T04:33:54.239466Z,2020-07-28T04:33:14.565802Z,2020-07-28T04:33:43.239466Z,2020-07-28T04:34:43.239466Z,earthquake,2.817506912,suspected,20200728T043314/XC_BBSD_20200728T043314.mseed,"['E', 'N', 'Z']",[],0.0,0.968,0.032,Natural,0.0,0.968,0.032,Natural
20200826T070644,NBMO,311,usp2020qtju,[],P,NB,,HHZ,-3.310348,-40.042927,60.617577837256206,-3.653279543,-40.46853638,0.0,2020-08-26T07:06:54.645667Z,2020-08-26T07:06:44.123381Z,2020-08-26T07:06:43.645667Z,2020-08-26T07:07:43.645667Z,earthquake,2.020083588,known,20200826T070644/NB_NBMO_20200826T070644.mseed,"['E', 'N', 'Z']",[],0.0,0.997,0.003,Natural,0.0,0.998,0.002,Natural
20200826T070644,NBPS,310,usp2020qtju,[],P,NB,,HHZ,-4.393969,-41.445618,135.94474164688882,-3.653279543,-40.46853638,0.0,2020-08-26T07:07:06.808522Z,2020-08-26T07:06:44.123381Z,2020-08-26T07:06:55.808522Z,2020-08-26T07:07:55.808522Z,earthquake,2.020083588,known,20200826T070644/NB_NBPS_20200826T070644.mseed,"['E', 'N', 'Z']",[],0.0,0.999,0.001,Natural,0.0,0.998,0.002,Natural
20200830T104430,CMC01,131,usp2020raza,[],P,ON,,HHZ,-15.360055,-39.519089,255.4581933541654,-13.05133333,-39.49083333,1000.0,2020-08-30T10:45:09.450244Z,2020-08-30T10:44:30.149999Z,2020-08-30T10:44:58.450244Z,2020-08-30T10:45:58.450244Z,earthquake,4.157870951,known,20200830T104430/ON_CMC01_20200830T104430.mseed,"['Z', '1', '2']",[],0.0,0.997,0.003,Natural,0.0,0.984,0.016,Natural
20200830T104430,GUA01,130,usp2020raza,[],P,ON,,HHZ,-16.58349,-39.805342,392.286356705912,-13.05133333,-39.49083333,1000.0,2020-08-30T10:45:27.869889Z,2020-08-30T10:44:30.149999Z,2020-08-30T10:45:16.869889Z,2020-08-30T10:46:16.869889Z,earthquake,4.157870951,known,20200830T104430/ON_GUA01_20200830T104430.mseed,"['E', 'N', 'Z']",[],0.0,0.963,0.037,Natural,0.0,0.984,0.016,Natural
20200830T104430,NBIT,133,usp2020raza,[],P,NB,,HHZ,-14.930689,-39.434579,208.019385066406,-13.05133333,-39.49083333,1000.0,2020-08-30T10:45:03.436183Z,2020-08-30T10:44:30.149999Z,2020-08-30T10:44:52.436183Z,2020-08-30T10:45:52.436183Z,earthquake,4.157870951,known,20200830T104430/NB_NBIT_20200830T104430.mseed,"['E', 'N', 'Z']",[],0.0,0.981,0.019,Natural,0.0,0.984,0.016,Natural
20200830T104430,NBPN,132,usp2020raza,[],P,NB,,HHZ,-10.847009,-40.198957,255.75303676545613,-13.05133333,-39.49083333,1000.0,2020-08-30T10:45:09.973521Z,2020-08-30T10:44:30.149999Z,2020-08-30T10:44:58.973521Z,2020-08-30T10:45:58.973521Z,earthquake,4.157870951,known,20200830T104430/NB_NBPN_20200830T104430.mseed,"['E', 'N', 'Z']",[],0.0,0.994,0.006,Natural,0.0,0.984,0.016,Natural
20200830T111807,CMC01,8,usp2020rbac,[],P,ON,,HHZ,-15.360055,-39.519089,260.9408197403863,-13.00246429,-39.58411407,0.0,2020-08-30T11:18:47.594948Z,2020-08-30T11:18:07.108883Z,2020-08-30T11:18:36.594948Z,2020-08-30T11:19:36.594948Z,earthquake,3.686849636,known,20200830T111807/ON_CMC01_20200830T111807.mseed,"['Z', '1', '2']",[],0.0,0.998,0.002,Natural,0.0,0.95,0.05,Natural
20200830T111807,GUA01,7,usp2020rbac,[],P,ON,,HHZ,-16.58349,-39.805342,396.9446264075344,-13.00246429,-39.58411407,0.0,2020-08-30T11:19:03.906642Z,2020-08-30T11:18:07.108883Z,2020-08-30T11:18:52.906642Z,2020-08-30T11:19:52.906642Z,earthquake,3.686849636,known,20200830T111807/ON_GUA01_20200830T111807.mseed,"['E', 'N', 'Z']",[],0.0,0.918,0.082,Natural,0.0,0.95,0.05,Natural
20200830T111807,NBIT,10,usp2020rbac,[],P,NB,,HHZ,-14.930689,-39.434579,213.94790350307656,-13.00246429,-39.58411407,0.0,2020-08-30T11:18:40.792286Z,2020-08-30T11:18:07.108883Z,2020-08-30T11:18:29.792286Z,2020-08-30T11:19:29.792286Z,earthquake,3.686849636,known,20200830T111807/NB_NBIT_20200830T111807.mseed,"['E', 'N', 'Z']",[],0.0,0.887,0.113,Natural,0.0,0.95,0.05,Natural
20200830T111807,NBPN,9,usp2020rbac,[],P,NB,,HHZ,-10.847009,-40.198957,247.66726672308667,-13.00246429,-39.58411407,0.0,2020-08-30T11:18:45.085697Z,2020-08-30T11:18:07.108883Z,2020-08-30T11:18:34.085697Z,2020-08-30T11:19:34.085697Z,earthquake,3.686849636,known,20200830T111807/NB_NBPN_20200830T111807.mseed,"['E', 'N', 'Z']",[],0.0,0.996,0.004,Natural,0.0,0.95,0.05,Natural
20200902T010119,NBMA,342,usp2020rfsg,[],P,NB,,HHZ,-7.365352,-38.764058,361.158175991381,-5.506783962,-36.07941437,0.0,2020-09-02T01:02:12.079023Z,2020-09-02T01:01:19.990795Z,2020-09-02T01:02:01.079023Z,2020-09-02T01:03:01.079023Z,earthquake,1.99646347,known,20200902T010119/NB_NBMA_20200902T010119.mseed,"['E', 'N', 'Z']",[],1.0,0.278,0.722,Anthropogenic,0.0,0.638,0.362,Natural
20200902T010119,NBPV,343,usp2020rfsg,[],P,NB,,HHZ,-6.417527,-35.290516,133.3159203291854,-5.506783962,-36.07941437,0.0,2020-09-02T01:01:42.461143Z,2020-09-02T01:01:19.990795Z,2020-09-02T01:01:31.461143Z,2020-09-02T01:02:31.461143Z,earthquake,1.99646347,known,20200902T010119/NB_NBPV_20200902T010119.mseed,"['E', 'N', 'Z']",[],0.0,0.998,0.002,Natural,0.0,0.638,0.362,Natural
20200925T194337,ARAG,33,usp2020sxdw,[],P,BR,,HHZ,-15.706,-51.812,213.2938389452325,-16.96948624,-53.31947327,0.0,2020-09-25T19:44:11.503890Z,2020-09-25T19:43:37.660984Z,2020-09-25T19:44:00.503890Z,2020-09-25T19:45:00.503890Z,earthquake,2.380403737,suspected,20200925T194337/BR_ARAG_20200925T194337.mseed,"['E', 'N', 'Z']",[],1.0,0.071,0.929,Anthropogenic,1.0,0.106,0.894,Anthropogenic
20200925T194337,C2SB,34,usp2020sxdw,[],P,BL,,HHZ,-18.7688,-52.8377,205.5870137928381,-16.96948624,-53.31947327,0.0,2020-09-25T19:44:10.271143Z,2020-09-25T19:43:37.660984Z,2020-09-25T19:43:59.271143Z,2020-09-25T19:44:59.271143Z,earthquake,2.380403737,suspected,20200925T194337/BL_C2SB_20200925T194337.mseed,"['E', 'N', 'Z']",[],1.0,0.01,0.99,Anthropogenic,1.0,0.106,0.894,Anthropogenic
20200925T194337,PP1B,35,usp2020sxdw,[],P,BL,,HHZ,-17.6003,-54.8796,179.9696202743478,-16.96948624,-53.31947327,0.0,2020-09-25T19:44:06.799635Z,2020-09-25T19:43:37.660984Z,2020-09-25T19:43:55.799635Z,2020-09-25T19:44:55.799635Z,earthquake,2.380403737,suspected,20200925T194337/BL_PP1B_20200925T194337.mseed,"['Z', 'N', 'E']",[],1.0,0.254,0.746,Anthropogenic,1.0,0.106,0.894,Anthropogenic
20200925T194337,SALV,32,usp2020sxdw,[],P,BR,,HHZ,-15.90118,-55.69356,279.7530040183828,-16.96948624,-53.31947327,0.0,2020-09-25T19:44:19.515538Z,2020-09-25T19:43:37.660984Z,2020-09-25T19:44:08.515538Z,2020-09-25T19:45:08.515538Z,earthquake,2.380403737,suspected,20200925T194337/BR_SALV_20200925T194337.mseed,"['E', 'N', 'Z']",[],1.0,0.09,0.91,Anthropogenic,1.0,0.106,0.894,Anthropogenic
20200929T023053,NBMO,352,usp2020tddv,[],P,NB,,HHZ,-3.310348,-40.042927,78.4889647058596,-2.955619097,-40.65455246,0.0,2020-09-29T02:31:07.672134Z,2020-09-29T02:30:53.983515Z,2020-09-29T02:30:56.672134Z,2020-09-29T02:31:56.672134Z,earthquake,1.762208183,suspected,20200929T023053/NB_NBMO_20200929T023053.mseed,"['E', 'N', 'Z']",[],0.0,0.976,0.024,Natural,0.0,0.948,0.052,Natural
20200929T023053,NBPS,351,usp2020tddv,[],P,NB,,HHZ,-4.393969,-41.445618,181.7139398606484,-2.955619097,-40.65455246,0.0,2020-09-29T02:31:23.339255Z,2020-09-29T02:30:53.983515Z,2020-09-29T02:31:12.339255Z,2020-09-29T02:32:12.339255Z,earthquake,1.762208183,suspected,20200929T023053/NB_NBPS_20200929T023053.mseed,"['E', 'N', 'Z']",[],0.0,0.919,0.081,Natural,0.0,0.948,0.052,Natural
20200929T202053,SDBA,187,usp2020tenc,[],P,BR,,HHZ,-12.4085,-44.903,262.2199533581383,-10.74054146,-46.6113472,0.0,2020-09-29T20:21:33.296405Z,2020-09-29T20:20:53.263431Z,2020-09-29T20:21:22.296405Z,2020-09-29T20:22:22.296405Z,earthquake,2.9799819,suspected,20200929T202053/BR_SDBA_20200929T202053.mseed,"['E', 'N', 'Z']",[],1.0,0.083,0.917,Anthropogenic,1.0,0.215,0.785,Anthropogenic
20200929T202053,SMTB,188,usp2020tenc,[],P,BR,,HHZ,-8.8617,-47.5886,233.8348485251562,-10.74054146,-46.6113472,0.0,2020-09-29T20:21:29.636272Z,2020-09-29T20:20:53.263431Z,2020-09-29T20:21:18.636272Z,2020-09-29T20:22:18.636272Z,earthquake,2.9799819,suspected,20200929T202053/BR_SMTB_20200929T202053.mseed,"['E', 'N', 'Z']",[],1.0,0.348,0.652,Anthropogenic,1.0,0.215,0.785,Anthropogenic
20201015T145615,NBMO,207,usp2020uhil,[],P,NB,,HHZ,-3.310348,-40.042927,78.86922327114942,-3.545318365,-40.71306229,0.0,2020-10-15T14:56:28.825759Z,2020-10-15T14:56:15.270920Z,2020-10-15T14:56:17.825759Z,2020-10-15T14:57:17.825759Z,earthquake,2.060342019,known,20201015T145615/NB_NBMO_20201015T145615.mseed,"['E', 'N', 'Z']",[],1.0,0.03,0.97,Anthropogenic,1.0,0.025,0.975,Anthropogenic
20201015T145615,NBPS,206,usp2020uhil,[],P,NB,,HHZ,-4.393969,-41.445618,124.19680805831756,-3.545318365,-40.71306229,0.0,2020-10-15T14:56:36.462897Z,2020-10-15T14:56:15.270920Z,2020-10-15T14:56:25.462897Z,2020-10-15T14:57:25.462897Z,earthquake,2.060342019,known,20201015T145615/NB_NBPS_20201015T145615.mseed,"['E', 'N', 'Z']",[],1.0,0.02,0.98,Anthropogenic,1.0,0.025,0.975,Anthropogenic
20201221T210842,CMC01,298,usp2020zafl,[],P,ON,,HHZ,-15.360055,-39.519089,147.6947074801805,-15.99483333,-38.30716667,0.0,2020-12-21T21:09:07.446853Z,2020-12-21T21:08:42.200000Z,2020-12-21T21:08:56.446853Z,2020-12-21T21:09:56.446853Z,earthquake,3.097039721,known,20201221T210842/ON_CMC01_20201221T210842.mseed,"['Z', '1', '2']",[],0.0,1.0,0.0,Natural,0.0,0.891,0.109,Natural
20201221T210842,GUA01,297,usp2020zafl,[],P,ON,,HHZ,-16.58349,-39.805342,172.865911548705,-15.99483333,-38.30716667,0.0,2020-12-21T21:09:11.795193Z,2020-12-21T21:08:42.200000Z,2020-12-21T21:09:00.795193Z,2020-12-21T21:10:00.795193Z,earthquake,3.097039721,known,20201221T210842/ON_GUA01_20201221T210842.mseed,"['E', 'N', 'Z']",[],0.0,0.997,0.003,Natural,0.0,0.891,0.109,Natural
20201221T210842,NBIT,296,usp2020zafl,[],P,NB,,HHZ,-14.930689,-39.434579,168.82864301265974,-15.99483333,-38.30716667,0.0,2020-12-21T21:09:09.998615Z,2020-12-21T21:08:42.200000Z,2020-12-21T21:08:58.998615Z,2020-12-21T21:09:58.998615Z,earthquake,3.097039721,known,20201221T210842/NB_NBIT_20201221T210842.mseed,"['E', 'N', 'Z']",[],0.0,0.676,0.324,Natural,0.0,0.891,0.109,Natural
20201226T044209,ITQB,328,usp2020zick,[],P,BL,,HHZ,-29.6638,-56.6275,312.355501426459,-26.84537315,-56.60614395,0.0,2020-12-26T04:42:54.409692Z,2020-12-26T04:42:09.649515Z,2020-12-26T04:42:43.409692Z,2020-12-26T04:43:43.409692Z,earthquake,3.324044128,known,20201226T044209/BL_ITQB_20201226T044209.mseed,"['2', '1', 'Z']",[],0.0,0.98,0.02,Natural,0.0,0.99,0.01,Natural
20201226T044209,SJPY,329,usp2020zick,[],P,XC,,HHZ,-24.99722,-56.10375,210.8457494106879,-26.84537315,-56.60614395,0.0,2020-12-26T04:42:43.481874Z,2020-12-26T04:42:09.649515Z,2020-12-26T04:42:32.481874Z,2020-12-26T04:43:32.481874Z,earthquake,3.324044128,known,20201226T044209/XC_SJPY_20201226T044209.mseed,"['E', 'N', 'Z']",[],0.0,0.999,0.001,Natural,0.0,0.99,0.01,Natural
20210124T042330,NBMA,353,usp2021bqjg,[],P,NB,,HHZ,-7.365352,-38.764058,363.9084406420281,-10.10620403,-36.93414688,0.0,2021-01-24T04:24:22.798613Z,2021-01-24T04:23:30.062340Z,2021-01-24T04:24:11.798613Z,2021-01-24T04:25:11.798613Z,earthquake,1.779368161,known,20210124T042330/NB_NBMA_20210124T042330.mseed,"['E', 'N', 'Z']",[],0.0,0.899,0.101,Natural,0.0,0.938,0.062,Natural
20210124T042330,NBPN,354,usp2021bqjg,[],P,NB,,HHZ,-10.847009,-40.198957,366.68615330060646,-10.10620403,-36.93414688,0.0,2021-01-24T04:24:22.590880Z,2021-01-24T04:23:30.062340Z,2021-01-24T04:24:11.590880Z,2021-01-24T04:25:11.590880Z,earthquake,1.779368161,known,20210124T042330/NB_NBPN_20210124T042330.mseed,"['E', 'N', 'Z']",[],0.0,0.915,0.085,Natural,0.0,0.938,0.062,Natural
20210124T042330,NBTA,355,usp2021bqjg,[],P,NB,,HHZ,-9.121932,-38.063215,164.95711402377427,-10.10620403,-36.93414688,0.0,2021-01-24T04:23:57.325445Z,2021-01-24T04:23:30.062340Z,2021-01-24T04:23:46.325445Z,2021-01-24T04:24:46.325445Z,earthquake,1.779368161,known,20210124T042330/NB_NBTA_20210124T042330.mseed,"['E', 'N', 'Z']",[],0.0,1.0,0.0,Natural,0.0,0.938,0.062,Natural
20210207T154000,NBMA,64,usp2021cquq,[],P,NB,,HHZ,-7.365352,-38.764058,361.9377381488838,-4.134428024,-38.24222565,0.0,2021-02-07T15:40:53.056790Z,2021-02-07T15:40:00.862947Z,2021-02-07T15:40:42.056790Z,2021-02-07T15:41:42.056790Z,earthquake,1.848470441,known,20210207T154000/NB_NBMA_20210207T154000.mseed,"['E', 'N', 'Z']",[],0.0,0.858,0.142,Natural,0.0,0.953,0.047,Natural
20210207T154000,NBMO,63,usp2021cquq,[],P,NB,,HHZ,-3.310348,-40.042927,219.81006062934904,-4.134428024,-38.24222565,0.0,2021-02-07T15:40:35.459336Z,2021-02-07T15:40:00.862947Z,2021-02-07T15:40:24.459336Z,2021-02-07T15:41:24.459336Z,earthquake,1.848470441,known,20210207T154000/NB_NBMO_20210207T154000.mseed,"['E', 'N', 'Z']",[],0.0,1.0,0.0,Natural,0.0,0.953,0.047,Natural
20210207T154000,NBPA,62,usp2021cquq,[],P,NB,,HHZ,-5.75028,-37.112047,218.263564436758,-4.134428024,-38.24222565,0.0,2021-02-07T15:40:35.253622Z,2021-02-07T15:40:00.862947Z,2021-02-07T15:40:24.253622Z,2021-02-07T15:41:24.253622Z,earthquake,1.848470441,known,20210207T154000/NB_NBPA_20210207T154000.mseed,"['E', 'N', 'Z']",[],0.0,1.0,0.0,Natural,0.0,0.953,0.047,Natural
20210317T013835,BB19B,200,usp2021fhdz,[],P,BL,,HHZ,-21.0662,-48.5279,164.32973108063385,-21.92516667,-49.82116667,0.0,2021-03-17T01:39:01.645551Z,2021-03-17T01:38:35.020000Z,2021-03-17T01:38:50.645551Z,2021-03-17T01:39:50.645551Z,earthquake,3.005249203,known,20210317T013835/BL_BB19B_20210317T013835.mseed,"['E', 'N', 'Z']",[],0.0,0.995,0.005,Natural,0.0,0.778,0.222,Natural
20210317T013835,CANS,196,usp2021fhdz,[],P,BL,,HHZ,-20.2896,-46.3921,399.6256253905872,-21.92516667,-49.82116667,0.0,2021-03-17T01:39:30.547605Z,2021-03-17T01:38:35.020000Z,2021-03-17T01:39:19.547605Z,2021-03-17T01:40:19.547605Z,earthquake,3.005249203,known,20210317T013835/BL_CANS_20210317T013835.mseed,"['E', 'N', 'Z']",[],1.0,0.261,0.739,Anthropogenic,0.0,0.778,0.222,Natural
20210317T013835,PCMB,201,usp2021fhdz,[],P,BL,,HHZ,-21.6074,-51.2619,153.11258753407546,-21.92516667,-49.82116667,0.0,2021-03-17T01:38:59.990305Z,2021-03-17T01:38:35.020000Z,2021-03-17T01:38:48.990305Z,2021-03-17T01:39:48.990305Z,earthquake,3.005249203,known,20210317T013835/BL_PCMB_20210317T013835.mseed,"['E', 'N', 'Z']",[],0.0,0.999,0.001,Natural,0.0,0.778,0.222,Natural
20210317T013835,PET01,198,usp2021fhdz,[],P,ON,,HHZ,-24.290108,-47.275344,369.5856614011034,-21.92516667,-49.82116667,0.0,2021-03-17T01:39:27.443684Z,2021-03-17T01:38:35.020000Z,2021-03-17T01:39:16.443684Z,2021-03-17T01:40:16.443684Z,earthquake,3.005249203,known,20210317T013835/ON_PET01_20210317T013835.mseed,"['E', 'N', 'Z']",[],0.0,0.763,0.237,Natural,0.0,0.778,0.222,Natural
20210317T013835,PTGB,197,usp2021fhdz,[],P,BL,,HHZ,-24.72095,-52.01182,382.1698292187232,-21.92516667,-49.82116667,0.0,2021-03-17T01:39:28.483792Z,2021-03-17T01:38:35.020000Z,2021-03-17T01:39:17.483792Z,2021-03-17T01:40:17.483792Z,earthquake,3.005249203,known,20210317T013835/BL_PTGB_20210317T013835.mseed,"['E', 'N', 'Z']",[],0.0,0.904,0.096,Natural,0.0,0.778,0.222,Natural
