Event,Station,index,EventID,Error,Pick,Network,Location,Channel,Latitude,Longitude,Distance,Origem Latitude,Origem Longitude,Depth/km,Pick Time,Origin Time,Start Time,End Time,Cat,MLv,Certainty,Path,Compo,Warning,Pick Pred,Pick Prob_Nat,Pick Prob_Ant,Pick Pred_final,Event Pred,Event Prob_Nat,Event Prob_Ant,Event Pred_final
20210317T013835,VABB,199,usp2021fhdz,[],P,BL,,HHZ,-23.0021,-46.9657,317.15761334256734,-21.92516667,-49.82116667,0.0,2021-03-17T01:39:21.039882Z,2021-03-17T01:38:35.020000Z,2021-03-17T01:39:10.039882Z,2021-03-17T01:40:10.039882Z,earthquake,3.005249203,known,20210317T013835/BL_VABB_20210317T013835.mseed,"['E', 'N', 'Z']",[],0.0,0.746,0.254,Natural,0.0,0.778,0.222,Natural
20210327T213536,NBMO,67,usp2021gayn,[],P,NB,,HHZ,-3.310348,-40.042927,398.1086061641122,-5.870241642,-37.52006912,0.0,2021-03-27T21:36:32.728568Z,2021-03-27T21:35:36.414292Z,2021-03-27T21:36:21.728568Z,2021-03-27T21:37:21.728568Z,earthquake,2.490423531,known,20210327T213536/NB_NBMO_20210327T213536.mseed,"['E', 'N', 'Z']",[],0.0,0.993,0.007,Natural,0.0,0.935,0.065,Natural
20210327T213536,NBPA,69,usp2021gayn,[],P,NB,,HHZ,-5.75028,-37.112047,47.09601238240781,-5.870241642,-37.52006912,0.0,2021-03-27T21:35:44.870679Z,2021-03-27T21:35:36.414292Z,2021-03-27T21:35:33.870679Z,2021-03-27T21:36:33.870679Z,earthquake,2.490423531,known,20210327T213536/NB_NBPA_20210327T213536.mseed,"['E', 'N', 'Z']",[],0.0,0.877,0.123,Natural,0.0,0.935,0.065,Natural
20210403T144101,BOAV,51,usp2021gnfj,[],P,BR,,HHZ,2.3953,-60.5225,116.17002632578183,2.700666667,-59.523,0.0,2021-04-03T14:41:19.786527Z,2021-04-03T14:41:01.080000Z,2021-04-03T14:41:08.786527Z,2021-04-03T14:42:08.786527Z,earthquake,4.151803025,suspected,20210403T144101/BR_BOAV_20210403T144101.mseed,"['1', '2', 'Z']",[],0.0,0.999,0.001,Natural,0.0,0.579,0.421,Natural
20210403T144101,GUY1,54,usp2021gnfj,[],P,XV,,HHZ,2.79532,-59.54006,10.636977119065747,2.700666667,-59.523,0.0,2021-04-03T14:41:02.835628Z,2021-04-03T14:41:01.080000Z,2021-04-03T14:40:51.835628Z,2021-04-03T14:41:51.835628Z,earthquake,4.151803025,suspected,20210403T144101/XV_GUY1_20210403T144101.mseed,"['1', '2', 'Z']",[],1.0,0.246,0.754,Anthropogenic,0.0,0.579,0.421,Natural
20210403T144101,GUY2,53,usp2021gnfj,[],P,XV,,HHZ,2.6527,-59.62017,12.036799398427174,2.700666667,-59.523,0.0,2021-04-03T14:41:03.051196Z,2021-04-03T14:41:01.080000Z,2021-04-03T14:40:52.051196Z,2021-04-03T14:41:52.051196Z,earthquake,4.151803025,suspected,20210403T144101/XV_GUY2_20210403T144101.mseed,"['1', '2', 'Z']",[],1.0,0.275,0.725,Anthropogenic,0.0,0.579,0.421,Natural
20210403T144101,GUY3,52,usp2021gnfj,[],P,XV,,HHZ,2.638405,-59.432881,12.15825308989874,2.700666667,-59.523,0.0,2021-04-03T14:41:03.060521Z,2021-04-03T14:41:01.080000Z,2021-04-03T14:40:52.060521Z,2021-04-03T14:41:52.060521Z,earthquake,4.151803025,suspected,20210403T144101/XV_GUY3_20210403T144101.mseed,"['Z', '1', '2']",[' Sampling rate is 200.0'],1.0,0.402,0.598,Anthropogenic,0.0,0.579,0.421,Natural
20210403T144101,GUY4,55,usp2021gnfj,[],P,XV,,HHZ,2.701044,-59.498237,2.7538790026007662,2.700666667,-59.523,0.0,2021-04-03T14:41:01.484265Z,2021-04-03T14:41:01.080000Z,2021-04-03T14:40:50.484265Z,2021-04-03T14:41:50.484265Z,earthquake,4.151803025,suspected,20210403T144101/XV_GUY4_20210403T144101.mseed,"['1', '2', 'Z']",[' Sampling rate is 200.0'],0.0,0.972,0.028,Natural,0.0,0.579,0.421,Natural
20210411T042102,CZSB,275,usp2021hbax,[],P,BR,,HHZ,-7.7299,-72.7049,227.5827532133253,-9.243307114,-71.30442047,553078.7964,2021-04-11T04:22:12.958208Z,2021-04-11T04:21:02.674738Z,2021-04-11T04:22:01.958208Z,2021-04-11T04:23:01.958208Z,earthquake,4.264534065,known,20210411T042102/BR_CZSB_20210411T042102.mseed,"['E', 'N', 'Z']",[],1.0,0.31,0.69,Anthropogenic,1.0,0.31,0.69,Anthropogenic
20210426T050212,BB19B,305,usp2021icmv,[],P,BL,,HHZ,-21.0662,-48.5279,31.672733623985227,-21.34540939,-48.46152878,0.0,2021-04-26T05:02:17.962361Z,2021-04-26T05:02:12.409521Z,2021-04-26T05:02:06.962361Z,2021-04-26T05:03:06.962361Z,earthquake,1.884351706,suspected,20210426T050212/BL_BB19B_20210426T050212.mseed,"['E', 'N', 'Z']",[],0.0,0.946,0.054,Natural,0.0,0.876,0.124,Natural
20210426T050212,CANS,304,usp2021icmv,[],P,BL,,HHZ,-20.2896,-46.3921,245.0862762931129,-21.34540939,-48.46152878,0.0,2021-04-26T05:02:50.301922Z,2021-04-26T05:02:12.409521Z,2021-04-26T05:02:39.301922Z,2021-04-26T05:03:39.301922Z,earthquake,1.884351706,suspected,20210426T050212/BL_CANS_20210426T050212.mseed,"['E', 'N', 'Z']",[],0.0,0.986,0.014,Natural,0.0,0.876,0.124,Natural
20210426T050212,PCMB,303,usp2021icmv,[],P,BL,,HHZ,-21.6074,-51.2619,291.6637368178364,-21.34540939,-48.46152878,0.0,2021-04-26T05:02:56.612266Z,2021-04-26T05:02:12.409521Z,2021-04-26T05:02:45.612266Z,2021-04-26T05:03:45.612266Z,earthquake,1.884351706,suspected,20210426T050212/BL_PCMB_20210426T050212.mseed,"['E', 'N', 'Z']",[],0.0,0.609,0.391,Natural,0.0,0.876,0.124,Natural
20210426T050212,PMNB,302,usp2021icmv,[],P,BL,,HHZ,-18.54,-46.44,375.7989287571229,-21.34540939,-48.46152878,0.0,2021-04-26T05:03:06.465975Z,2021-04-26T05:02:12.409521Z,2021-04-26T05:02:55.465975Z,2021-04-26T05:03:55.465975Z,earthquake,1.884351706,suspected,20210426T050212/BL_PMNB_20210426T050212.mseed,"['E', 'N', 'Z']",[],0.0,0.964,0.036,Natural,0.0,0.876,0.124,Natural
20210506T232226,BOAV,245,usp2021iwed,[],P,BR,,HHZ,2.3953,-60.5225,345.99771781396146,-0.522,-61.6468,0.0,2021-05-06T23:23:15.983000Z,2021-05-06T23:22:26.000000Z,2021-05-06T23:23:04.983000Z,2021-05-06T23:24:04.983000Z,earthquake,4.024181365,suspected,20210506T232226/BR_BOAV_20210506T232226.mseed,"['1', '2', 'Z']",[],0.0,0.995,0.005,Natural,0.0,0.843,0.157,Natural
20210506T232226,MACA,246,usp2021iwed,[],P,BR,,HHZ,-3.1615,-60.6838,310.9066827378089,-0.522,-61.6468,0.0,2021-05-06T23:23:12.051993Z,2021-05-06T23:22:26.000000Z,2021-05-06T23:23:01.051993Z,2021-05-06T23:24:01.051993Z,earthquake,4.024181365,suspected,20210506T232226/BR_MACA_20210506T232226.mseed,"['E', 'N', 'Z']",[],0.0,0.692,0.308,Natural,0.0,0.843,0.157,Natural
20210509T002222,DIAM,212,usp2021izxd,[],P,BL,,HHZ,-18.2952,-43.6648,258.41485343076374,-15.99998188,-43.21845627,0.0,2021-05-09T00:23:02.085752Z,2021-05-09T00:22:22.732477Z,2021-05-09T00:22:51.085752Z,2021-05-09T00:23:51.085752Z,earthquake,2.848890706,known,20210509T002222/BL_DIAM_20210509T002222.mseed,"['E', 'N', 'Z']",[],0.0,1.0,0.0,Natural,0.0,0.992,0.008,Natural
20210509T002222,SJMB,211,usp2021izxd,[],P,BL,,HHZ,-18.702916,-41.184694,369.052109794533,-15.99998188,-43.21845627,0.0,2021-05-09T00:23:15.879191Z,2021-05-09T00:22:22.732477Z,2021-05-09T00:23:04.879191Z,2021-05-09T00:24:04.879191Z,earthquake,2.848890706,known,20210509T002222/BL_SJMB_20210509T002222.mseed,"['E', 'N', 'Z']",[],0.0,0.984,0.016,Natural,0.0,0.992,0.008,Natural
20210522T140809,SNDB,266,usp2021jyrx,[],P,BR,,HHZ,-11.9742,-51.2943,193.48374192596543,-12.04318047,-49.51895523,0.0,2021-05-22T14:08:40.409457Z,2021-05-22T14:08:09.320294Z,2021-05-22T14:08:29.409457Z,2021-05-22T14:09:29.409457Z,earthquake,2.531523398,known,20210522T140809/BR_SNDB_20210522T140809.mseed,"['E', 'N', 'Z']",[],0.0,0.996,0.004,Natural,0.0,0.996,0.004,Natural
20210610T014044,NBPN,111,usp2021lglv,[],P,NB,,HHZ,-10.847009,-40.198957,51.33347595387962,-11.1907,-40.5146,0.0,2021-06-10T01:40:52.241794Z,2021-06-10T01:40:44.000000Z,2021-06-10T01:40:41.241794Z,2021-06-10T01:41:41.241794Z,earthquake,1.255653144,known,20210610T014044/NB_NBPN_20210610T014044.mseed,"['E', 'N', 'Z']",[],1.0,0.172,0.828,Anthropogenic,1.0,0.172,0.828,Anthropogenic
20210918T143309,NBMA,109,usp2021sidp,[],P,NB,,HHZ,-7.365352,-38.764058,392.18527944339553,-6.800964355,-35.25930786,0.0,2021-09-18T14:34:05.842852Z,2021-09-18T14:33:09.910487Z,2021-09-18T14:33:54.842852Z,2021-09-18T14:34:54.842852Z,earthquake,2.032556603,known,20210918T143309/NB_NBMA_20210918T143309.mseed,"['E', 'N', 'Z']",[],1.0,0.126,0.874,Anthropogenic,1.0,0.078,0.922,Anthropogenic
20210918T143309,NBPA,110,usp2021sidp,[],P,NB,,HHZ,-5.75028,-37.112047,235.65219783747244,-6.800964355,-35.25930786,0.0,2021-09-18T14:33:46.479998Z,2021-09-18T14:33:09.910487Z,2021-09-18T14:33:35.479998Z,2021-09-18T14:34:35.479998Z,earthquake,2.032556603,known,20210918T143309/NB_NBPA_20210918T143309.mseed,"['E', 'N', 'Z']",[],1.0,0.03,0.97,Anthropogenic,1.0,0.078,0.922,Anthropogenic
20211012T173216,NBMA,260,usp2021uafp,[],P,NB,,HHZ,-7.365352,-38.764058,397.6432172406437,-5.426810265,-35.73668289,0.0,2021-10-12T17:33:13.156783Z,2021-10-12T17:32:16.490501Z,2021-10-12T17:33:02.156783Z,2021-10-12T17:34:02.156783Z,earthquake,2.36534766,known,20211012T173216/NB_NBMA_20211012T173216.mseed,"['E', 'N', 'Z']",[],0.0,0.666,0.334,Natural,0.0,0.832,0.168,Natural
20211012T173216,NBPA,261,usp2021uafp,[],P,NB,,HHZ,-5.75028,-37.112047,156.5239169488146,-5.426810265,-35.73668289,0.0,2021-10-12T17:32:42.972130Z,2021-10-12T17:32:16.490501Z,2021-10-12T17:32:31.972130Z,2021-10-12T17:33:31.972130Z,earthquake,2.36534766,known,20211012T173216/NB_NBPA_20211012T173216.mseed,"['E', 'N', 'Z']",[],0.0,0.997,0.003,Natural,0.0,0.832,0.168,Natural
20220115T063206,CANS,29,usp2022babz,[],P,BL,,HHZ,-20.2896,-46.3921,253.90061517215705,-21.08945084,-48.67615891,0.0,2022-01-15T06:32:45.659896Z,2022-01-15T06:32:06.921709Z,2022-01-15T06:32:34.659896Z,2022-01-15T06:33:34.659896Z,earthquake,2.033963173,suspected,20220115T063206/BL_CANS_20220115T063206.mseed,"['E', 'N', 'Z']",[],0.0,0.678,0.322,Natural,0.0,0.835,0.165,Natural
20220115T063206,FRTB,30,usp2022babz,[],P,BL,,HHZ,-23.3439,-49.564,265.8936810905831,-21.08945084,-48.67615891,0.0,2022-01-15T06:32:47.490127Z,2022-01-15T06:32:06.921709Z,2022-01-15T06:32:36.490127Z,2022-01-15T06:33:36.490127Z,earthquake,2.033963173,suspected,20220115T063206/BL_FRTB_20220115T063206.mseed,"['E', 'N', 'Z']",[],0.0,0.876,0.124,Natural,0.0,0.835,0.165,Natural
20220115T063206,ITRB,28,usp2022babz,[],P,BL,,HHZ,-19.7042,-50.359,233.18020346756128,-21.08945084,-48.67615891,0.0,2022-01-15T06:32:43.244048Z,2022-01-15T06:32:06.921709Z,2022-01-15T06:32:32.244048Z,2022-01-15T06:33:32.244048Z,earthquake,2.033963173,suspected,20220115T063206/BL_ITRB_20220115T063206.mseed,"['E', 'N', 'Z']",[],0.0,0.982,0.018,Natural,0.0,0.835,0.165,Natural
20220115T063206,VABB,31,usp2022babz,[],P,BL,,HHZ,-23.0021,-46.9657,275.7294591452129,-21.08945084,-48.67615891,0.0,2022-01-15T06:32:48.382482Z,2022-01-15T06:32:06.921709Z,2022-01-15T06:32:37.382482Z,2022-01-15T06:33:37.382482Z,earthquake,2.033963173,suspected,20220115T063206/BL_VABB_20220115T063206.mseed,"['E', 'N', 'Z']",[],0.0,0.805,0.195,Natural,0.0,0.835,0.165,Natural
20220115T113836,BSCB,349,usp2022bamc,[],P,BL,,HHZ,-20.9984,-44.7635,96.15970332978328,-20.13304138,-44.84262848,0.0,2022-01-15T11:38:53.411545Z,2022-01-15T11:38:36.728428Z,2022-01-15T11:38:42.411545Z,2022-01-15T11:39:42.411545Z,earthquake,2.088454824,known,20220115T113836/BL_BSCB_20220115T113836.mseed,"['Z', 'N', 'E']",[],0.0,0.894,0.106,Natural,0.0,0.814,0.186,Natural
20220115T113836,CANS,348,usp2022bamc,[],P,BL,,HHZ,-20.2896,-46.3921,162.85447103815878,-20.13304138,-44.84262848,0.0,2022-01-15T11:39:03.550917Z,2022-01-15T11:38:36.728428Z,2022-01-15T11:38:52.550917Z,2022-01-15T11:39:52.550917Z,earthquake,2.088454824,known,20220115T113836/BL_CANS_20220115T113836.mseed,"['E', 'N', 'Z']",[],0.0,0.96,0.04,Natural,0.0,0.814,0.186,Natural
20220115T113836,DIAM,347,usp2022bamc,[],P,BL,,HHZ,-18.2952,-43.6648,238.17248045187213,-20.13304138,-44.84262848,0.0,2022-01-15T11:39:13.611894Z,2022-01-15T11:38:36.728428Z,2022-01-15T11:39:02.611894Z,2022-01-15T11:40:02.611894Z,earthquake,2.088454824,known,20220115T113836/BL_DIAM_20220115T113836.mseed,"['E', 'N', 'Z']",[],0.0,0.994,0.006,Natural,0.0,0.814,0.186,Natural
20220115T113836,PARB,346,usp2022bamc,[],P,BL,,HHZ,-23.3421,-45.6246,364.4180425923631,-20.13304138,-44.84262848,0.0,2022-01-15T11:39:29.199871Z,2022-01-15T11:38:36.728428Z,2022-01-15T11:39:18.199871Z,2022-01-15T11:40:18.199871Z,earthquake,2.088454824,known,20220115T113836/BL_PARB_20220115T113836.mseed,"['E', 'N', 'Z']",[' Sampling rate is 200.0'],1.0,0.408,0.592,Anthropogenic,0.0,0.814,0.186,Natural
20220131T044408,CMC01,155,usp2022cdem,[],P,ON,,HHZ,-15.360055,-39.519089,249.97652049821605,-13.10505772,-39.37559128,0.0,2022-01-31T04:44:46.944252Z,2022-01-31T04:44:08.589355Z,2022-01-31T04:44:35.944252Z,2022-01-31T04:45:35.944252Z,earthquake,1.634436664,known,20220131T044408/ON_CMC01_20220131T044408.mseed,"['Z', '1', '2']",[],0.0,0.994,0.006,Natural,0.0,0.97,0.03,Natural
20220131T044408,NBPN,154,usp2022cdem,[],P,NB,,HHZ,-10.847009,-40.198957,265.39705371002776,-13.10505772,-39.37559128,0.0,2022-01-31T04:44:48.825792Z,2022-01-31T04:44:08.589355Z,2022-01-31T04:44:37.825792Z,2022-01-31T04:45:37.825792Z,earthquake,1.634436664,known,20220131T044408/NB_NBPN_20220131T044408.mseed,"['E', 'N', 'Z']",[],0.0,0.945,0.055,Natural,0.0,0.97,0.03,Natural
20220322T202341,ARAG,338,usp2022frsp,[],P,BR,,HHZ,-15.706,-51.812,288.39509229620046,-14.78659058,-49.29994965,0.0,2022-03-22T20:24:24.685456Z,2022-03-22T20:23:41.525948Z,2022-03-22T20:24:13.685456Z,2022-03-22T20:25:13.685456Z,earthquake,2.364117448,suspected,20220322T202341/BR_ARAG_20220322T202341.mseed,"['E', 'N', 'Z']",[],0.0,0.892,0.108,Natural,0.0,0.578,0.422,Natural
20220322T202341,IPMB,337,usp2022frsp,[],P,BR,,HHZ,-17.982956,-48.211734,372.32661206121776,-14.78659058,-49.29994965,0.0,2022-03-22T20:24:34.880947Z,2022-03-22T20:23:41.525948Z,2022-03-22T20:24:23.880947Z,2022-03-22T20:25:23.880947Z,earthquake,2.364117448,suspected,20220322T202341/BR_IPMB_20220322T202341.mseed,"['E', 'N', 'Z']",[],1.0,0.263,0.737,Anthropogenic,0.0,0.578,0.422,Natural
20220324T122855,ITAB,262,usp2022futy,[],P,BL,,HHZ,-27.2349,-52.1313,227.6819699145107,-28.96457291,-50.88092422,0.0,2022-03-24T12:29:30.137295Z,2022-03-24T12:28:55.100868Z,2022-03-24T12:29:19.137295Z,2022-03-24T12:30:19.137295Z,earthquake,2.271233805,suspected,20220324T122855/BL_ITAB_20220324T122855.mseed,"['E', 'N', 'Z']",[],0.0,0.935,0.065,Natural,0.0,0.935,0.065,Natural
20220413T074411,FRTB,142,usp2022heyq,[],P,BL,,HHZ,-23.3439,-49.564,206.6803085160853,-25.19570732,-49.3135643,0.0,2022-04-13T07:44:44.412640Z,2022-04-13T07:44:11.707909Z,2022-04-13T07:44:33.412640Z,2022-04-13T07:45:33.412640Z,earthquake,2.464091004,known,20220413T074411/BL_FRTB_20220413T074411.mseed,"['E', 'N', 'Z']",[],0.0,0.996,0.004,Natural,0.0,0.962,0.038,Natural
20220413T074411,ITAB,138,usp2022heyq,[],P,BL,,HHZ,-27.2349,-52.1313,360.9943275249411,-25.19570732,-49.3135643,0.0,2022-04-13T07:45:04.046990Z,2022-04-13T07:44:11.707909Z,2022-04-13T07:44:53.046990Z,2022-04-13T07:45:53.046990Z,earthquake,2.464091004,known,20220413T074411/BL_ITAB_20220413T074411.mseed,"['E', 'N', 'Z']",[],0.0,0.831,0.169,Natural,0.0,0.962,0.038,Natural
20220413T074411,LDASE,140,usp2022heyq,[],P,BX,,HHZ,-23.3932,-51.1177,270.9255950707992,-25.19570732,-49.3135643,0.0,2022-04-13T07:44:52.761068Z,2022-04-13T07:44:11.707909Z,2022-04-13T07:44:41.761068Z,2022-04-13T07:45:41.761068Z,earthquake,2.464091004,known,20220413T074411/BX_LDASE_20220413T074411.mseed,"['E', 'Z', 'N']",[' Sampling rate is 200.0'],0.0,0.997,0.003,Natural,0.0,0.962,0.038,Natural
20220413T074411,PET01,141,usp2022heyq,[],P,ON,,HHZ,-24.290108,-47.275344,229.28680647667792,-25.19570732,-49.3135643,0.0,2022-04-13T07:44:47.627545Z,2022-04-13T07:44:11.707909Z,2022-04-13T07:44:36.627545Z,2022-04-13T07:45:36.627545Z,earthquake,2.464091004,known,20220413T074411/ON_PET01_20220413T074411.mseed,"['E', 'N', 'Z']",[],0.0,0.984,0.016,Natural,0.0,0.962,0.038,Natural
20220413T074411,PTGB,139,usp2022heyq,[],P,BL,,HHZ,-24.72095,-52.01182,277.5039280697786,-25.19570732,-49.3135643,0.0,2022-04-13T07:44:53.597301Z,2022-04-13T07:44:11.707909Z,2022-04-13T07:44:42.597301Z,2022-04-13T07:45:42.597301Z,earthquake,2.464091004,known,20220413T074411/BL_PTGB_20220413T074411.mseed,"['E', 'N', 'Z']",[],0.0,1.0,0.0,Natural,0.0,0.962,0.038,Natural
20220508T104859,BSCB,308,usp2022iywh,[],P,BL,,HHZ,-20.9984,-44.7635,180.79297382267785,-19.4316082,-44.27560043,0.0,2022-05-08T10:49:28.992974Z,2022-05-08T10:48:59.751249Z,2022-05-08T10:49:17.992974Z,2022-05-08T10:50:17.992974Z,earthquake,2.012875234,suspected,20220508T104859/BL_BSCB_20220508T104859.mseed,"['Z', 'N', 'E']",[],1.0,0.195,0.805,Anthropogenic,0.0,0.789,0.211,Natural
20220508T104859,CANS,307,usp2022iywh,[],P,BL,,HHZ,-20.2896,-46.3921,241.1671348442555,-19.4316082,-44.27560043,0.0,2022-05-08T10:49:37.060351Z,2022-05-08T10:48:59.751249Z,2022-05-08T10:49:26.060351Z,2022-05-08T10:50:26.060351Z,earthquake,2.012875234,suspected,20220508T104859/BL_CANS_20220508T104859.mseed,"['E', 'N', 'Z']",[],0.0,0.999,0.001,Natural,0.0,0.789,0.211,Natural
20220508T104859,DIAM,309,usp2022iywh,[],P,BL,,HHZ,-18.2952,-43.6648,141.29982637513712,-19.4316082,-44.27560043,0.0,2022-05-08T10:49:23.371452Z,2022-05-08T10:48:59.751249Z,2022-05-08T10:49:12.371452Z,2022-05-08T10:50:12.371452Z,earthquake,2.012875234,suspected,20220508T104859/BL_DIAM_20220508T104859.mseed,"['E', 'N', 'Z']",[],0.0,0.999,0.001,Natural,0.0,0.789,0.211,Natural
20220508T104859,PMNB,306,usp2022iywh,[],P,BL,,HHZ,-18.54,-46.44,248.3603660356346,-19.4316082,-44.27560043,0.0,2022-05-08T10:49:37.914294Z,2022-05-08T10:48:59.751249Z,2022-05-08T10:49:26.914294Z,2022-05-08T10:50:26.914294Z,earthquake,2.012875234,suspected,20220508T104859/BL_PMNB_20220508T104859.mseed,"['E', 'N', 'Z']",[],0.0,0.963,0.037,Natural,0.0,0.789,0.211,Natural
20220513T180144,NBMA,263,usp2022jioc,[],P,NB,,HHZ,-7.365352,-38.764058,306.6002677447461,-9.964160919,-39.73382568,0.0,2022-05-13T18:02:30.061792Z,2022-05-13T18:01:44.697127Z,2022-05-13T18:02:19.061792Z,2022-05-13T18:03:19.061792Z,earthquake,2.88724153,suspected,20220513T180144/NB_NBMA_20220513T180144.mseed,"['E', 'N', 'Z']",[],0.0,0.924,0.076,Natural,0.0,0.972,0.028,Natural
20220513T180144,NBPN,265,usp2022jioc,[],P,NB,,HHZ,-10.847009,-40.198957,110.1362868898687,-9.964160919,-39.73382568,0.0,2022-05-13T18:02:03.582860Z,2022-05-13T18:01:44.697127Z,2022-05-13T18:01:52.582860Z,2022-05-13T18:02:52.582860Z,earthquake,2.88724153,suspected,20220513T180144/NB_NBPN_20220513T180144.mseed,"['E', 'N', 'Z']",[],0.0,0.994,0.006,Natural,0.0,0.972,0.028,Natural
20220513T180144,NBTA,264,usp2022jioc,[],P,NB,,HHZ,-9.121932,-38.063215,205.7135075171201,-9.964160919,-39.73382568,0.0,2022-05-13T18:02:18.702860Z,2022-05-13T18:01:44.697127Z,2022-05-13T18:02:07.702860Z,2022-05-13T18:03:07.702860Z,earthquake,2.88724153,suspected,20220513T180144/NB_NBTA_20220513T180144.mseed,"['E', 'N', 'Z']",[],0.0,0.999,0.001,Natural,0.0,0.972,0.028,Natural
20220518T072049,PTLB,129,usp2022jqwm,[],P,BR,,HHZ,-15.44874,-59.13676,110.89735909722054,-16.449049,-59.19971085,0.0,2022-05-18T07:21:08.860554Z,2022-05-18T07:20:49.767573Z,2022-05-18T07:20:57.860554Z,2022-05-18T07:21:57.860554Z,earthquake,2.789807146,suspected,20220518T072049/BR_PTLB_20220518T072049.mseed,"['2', '1', 'Z']",[],0.0,0.996,0.004,Natural,0.0,0.996,0.004,Natural
20220711T080939,BSCB,183,usp2022nlpg,[],P,BL,,HHZ,-20.9984,-44.7635,268.88959830032354,-18.65377617,-45.43397903,0.0,2022-07-11T08:10:20.101383Z,2022-07-11T08:09:39.463460Z,2022-07-11T08:10:09.101383Z,2022-07-11T08:11:09.101383Z,earthquake,1.809422908,suspected,20220711T080939/BL_BSCB_20220711T080939.mseed,"['Z', 'N', 'E']",[],0.0,0.925,0.075,Natural,0.0,0.875,0.125,Natural
20220711T080939,CANS,184,usp2022nlpg,[],P,BL,,HHZ,-20.2896,-46.3921,207.14509832779868,-18.65377617,-45.43397903,0.0,2022-07-11T08:10:12.319073Z,2022-07-11T08:09:39.463460Z,2022-07-11T08:10:01.319073Z,2022-07-11T08:11:01.319073Z,earthquake,1.809422908,suspected,20220711T080939/BL_CANS_20220711T080939.mseed,"['E', 'N', 'Z']",[],0.0,0.955,0.045,Natural,0.0,0.875,0.125,Natural
20220711T080939,DIAM,185,usp2022nlpg,[],P,BL,,HHZ,-18.2952,-43.6648,191.0248445338084,-18.65377617,-45.43397903,0.0,2022-07-11T08:10:10.164636Z,2022-07-11T08:09:39.463460Z,2022-07-11T08:09:59.164636Z,2022-07-11T08:10:59.164636Z,earthquake,1.809422908,suspected,20220711T080939/BL_DIAM_20220711T080939.mseed,"['E', 'N', 'Z']",[],0.0,0.744,0.256,Natural,0.0,0.875,0.125,Natural
20220724T081708,CZSB,181,usp2022ojja,[],P,BR,,HHZ,-7.7299,-72.7049,200.49059263675392,-8.967534065,-71.37489319,613000.0,2022-07-24T08:18:23.661770Z,2022-07-24T08:17:08.163716Z,2022-07-24T08:18:12.661770Z,2022-07-24T08:19:12.661770Z,earthquake,4.420390587,known,20220724T081708/BR_CZSB_20220724T081708.mseed,"['E', 'N', 'Z']",[],0.0,0.695,0.305,Natural,0.0,0.695,0.305,Natural
20221127T200712,ANCO,228,usp2022xglv,[],P,UY,,HHZ,-34.281112,-57.97264,212.79137068897109,-33.67643738,-55.78721237,0.0,2022-11-27T20:07:46.369027Z,2022-11-27T20:07:12.156701Z,2022-11-27T20:07:35.369027Z,2022-11-27T20:08:35.369027Z,earthquake,3.581488932,known,20221127T200712/UY_ANCO_20221127T200712.mseed,"['E', 'N', 'Z']",[],0.0,0.986,0.014,Natural,0.0,0.992,0.008,Natural
20221127T200712,PLTB,227,usp2022xglv,[],P,BL,,HHZ,-31.76367,-53.60445,294.71920823361523,-33.67643738,-55.78721237,0.0,2022-11-27T20:07:55.874856Z,2022-11-27T20:07:12.156701Z,2022-11-27T20:07:44.874856Z,2022-11-27T20:08:44.874856Z,earthquake,3.581488932,known,20221127T200712/BL_PLTB_20221127T200712.mseed,"['E', 'N', 'Z']",[],0.0,0.99,0.01,Natural,0.0,0.992,0.008,Natural
20221127T200712,PSAL,226,usp2022xglv,[],P,XC,,HHZ,-31.0824,-57.6077,334.79138639488485,-33.67643738,-55.78721237,0.0,2022-11-27T20:08:01.906216Z,2022-11-27T20:07:12.156701Z,2022-11-27T20:07:50.906216Z,2022-11-27T20:08:50.906216Z,earthquake,3.581488932,known,20221127T200712/XC_PSAL_20221127T200712.mseed,"['E', 'N', 'Z']",[],0.0,0.999,0.001,Natural,0.0,0.992,0.008,Natural
20221213T032627,NBLA,40,usp2022yikw,[],P,NB,,HHZ,-10.99255,-37.788972,264.59955364365595,-9.84998703,-39.91209793,0.0,2022-12-13T03:27:07.987175Z,2022-12-13T03:26:27.848673Z,2022-12-13T03:26:56.987175Z,2022-12-13T03:27:56.987175Z,earthquake,2.097140672,suspected,20221213T032627/NB_NBLA_20221213T032627.mseed,"['E', 'N', 'Z']",[],0.0,0.994,0.006,Natural,0.0,0.643,0.357,Natural
20221213T032627,NBMA,39,usp2022yikw,[],P,NB,,HHZ,-7.365352,-38.764058,302.4582030883084,-9.84998703,-39.91209793,0.0,2022-12-13T03:27:12.705123Z,2022-12-13T03:26:27.848673Z,2022-12-13T03:27:01.705123Z,2022-12-13T03:28:01.705123Z,earthquake,2.097140672,suspected,20221213T032627/NB_NBMA_20221213T032627.mseed,"['E', 'N', 'Z']",[],1.0,0.051,0.949,Anthropogenic,0.0,0.643,0.357,Natural
20221213T032627,NBPN,42,usp2022yikw,[],P,NB,,HHZ,-10.847009,-40.198957,114.6683894891254,-9.84998703,-39.91209793,0.0,2022-12-13T03:26:47.378206Z,2022-12-13T03:26:27.848673Z,2022-12-13T03:26:36.378206Z,2022-12-13T03:27:36.378206Z,earthquake,2.097140672,suspected,20221213T032627/NB_NBPN_20221213T032627.mseed,"['E', 'N', 'Z']",[],0.0,0.85,0.15,Natural,0.0,0.643,0.357,Natural
