Event,Station,index,EventID,Error,Pick,Network,Location,Channel,Latitude,Longitude,Distance,Origem Latitude,Origem Longitude,Depth/km,Pick Time,Origin Time,Start Time,End Time,Cat,MLv,Certainty,Path,Compo,Warning,Pick Pred,Pick Prob_Nat,Pick Prob_Ant,Pick Pred_final,Event Pred,Event Prob_Nat,Event Prob_Ant,Event Pred_final,Label,SNR_P,SNR_S,Noise,p,Hora,Coord Origem,Região Origem,SNR_P_Q2,SNR_P_Q2_cat,Distance_Q2,Distance_Q2_cat,Num_Estacoes,Pick Prob_Nat_std,SNRP_std,Distance_std,Magnitude_cat,Distance_cat,SNR_P_cat,Pick Prob_Nat_cat,Prob_Nat_std_cat
20180514T200124,DVLD,4616,usp2018jkno,[],P,XC,,HHZ,-16.63737,-52.16461,375.1690182674207,-14.48216534,-49.46440125,0.0,2018-05-14T20:02:19.292676Z,2018-05-14T20:01:24.840671Z,2018-05-14T20:02:08.292676Z,2018-05-14T20:03:08.292676Z,earthquake,2.671836483,suspected,20180514T200124/XC_DVLD_20180514T200124.mseed,"['E', 'N', 'Z']",[],1.0,0.3059999942779541,0.6940000057220459,Anthropogenic,1,0.163,0.837,Anthropogenic,0,1.391302461713142,1.1203771194782648,34.33312699415817,47.76776410528219,20,"[-14.48216534, -49.46440125]",Centro-Oeste,2.0438322218434264,[2-3[,330.78642532813916,[325-350[,2,0.20223253568935654,0.9228164366283107,62.766464868016335,[2-3[,>= 350,[1.25-1.5[,[0.2-0.4[,[0.2-0.4[
20180516T122452,NBAN,4615,usp2018jnpm,[],P,NB,,HHZ,-9.668656,-36.274726,107.14859069337544,-9.798415184,-37.24242401,0.0,2018-05-16T12:25:11.034744Z,2018-05-16T12:24:52.442232Z,2018-05-16T12:25:00.034744Z,2018-05-16T12:26:00.034744Z,earthquake,1.667319924,known,20180516T122452/NB_NBAN_20180516T122452.mseed,"['E', 'N', 'Z']",[],0.0,0.9509999752044678,0.0489999987185001,Natural,0,0.978,0.022,Natural,0,3.9167350553113383,4.303846360163411,0.7974109143256886,3.1232472816272905,12,"[-9.798415184, -37.24242401]",Nordeste,2.310431390128779,[2-3[,145.01010583016085,[125-150[,3,0.0236924785995091,1.3395534728733183,57.59477960589492,[1-2[,[100-125[,[3-4[,>=0.9,
20180516T122452,NBCA,4613,usp2018jnpm,[],P,NB,,HHZ,-8.225687,-36.013016,220.29375887508704,-9.798415184,-37.24242401,0.0,2018-05-16T12:25:27.015030Z,2018-05-16T12:24:52.442232Z,2018-05-16T12:25:16.015030Z,2018-05-16T12:26:16.015030Z,earthquake,1.667319924,known,20180516T122452/NB_NBCA_20180516T122452.mseed,"['E', 'N', 'Z']",[],0.0,0.9929999709129332,0.0070000002160668,Natural,0,0.978,0.022,Natural,0,1.256690139778364,1.3172453658760541,6.768136328938429,8.505450189252658,12,"[-9.798415184, -37.24242401]",Nordeste,2.310431390128779,[2-3[,145.01010583016085,[125-150[,3,0.0236924785995091,1.3395534728733183,57.59477960589492,[1-2[,[200-225[,[1.25-1.5[,>=0.9,
20180516T122452,NBLA,4614,usp2018jnpm,[],P,NB,,HHZ,-10.99255,-37.788972,145.01010583016085,-9.798415184,-37.24242401,0.0,2018-05-16T12:25:16.747803Z,2018-05-16T12:24:52.442232Z,2018-05-16T12:25:05.747803Z,2018-05-16T12:26:05.747803Z,earthquake,1.667319924,known,20180516T122452/NB_NBLA_20180516T122452.mseed,"['E', 'N', 'Z']",[],0.0,0.99099999666214,0.0089999996125698,Natural,0,0.978,0.022,Natural,0,2.310431390128779,17.119318633360283,3.567590358995245,8.242672752543413,12,"[-9.798415184, -37.24242401]",Nordeste,2.310431390128779,[2-3[,145.01010583016085,[125-150[,3,0.0236924785995091,1.3395534728733183,57.59477960589492,[1-2[,[125-150[,[2-3[,>=0.9,
20180525T211633,FRTB,4606,usp2018keso,[],P,BL,,HHZ,-23.3439,-49.564,211.99586973352788,-24.71788216,-48.11308289,0.0,2018-05-25T21:17:07.211847Z,2018-05-25T21:16:33.104419Z,2018-05-25T21:16:56.211847Z,2018-05-25T21:17:56.211847Z,earthquake,2.757356954,known,20180525T211633/BL_FRTB_20180525T211633.mseed,"['E', 'N', 'Z']",[],0.0,0.9819999933242798,0.0179999992251396,Natural,0,0.754,0.246,Natural,0,6.367126554784115,3.4350873187584225,3.967463277924689,25.261340792005118,21,"[-24.71788216, -48.11308289]",Sudeste,4.161341340573309,[4-5[,217.5446305036337,[200-225[,6,0.401256739201011,18.53659547343169,104.04906503578117,[2-3[,[200-225[,[6-7[,>=0.9,[0.4-0.6[
20180525T211633,PARB,4604,usp2018keso,[],P,BL,,HHZ,-23.3421,-45.6246,295.46127599980366,-24.71788216,-48.11308289,0.0,2018-05-25T21:17:16.858403Z,2018-05-25T21:16:33.104419Z,2018-05-25T21:17:05.858403Z,2018-05-25T21:18:05.858403Z,earthquake,2.757356954,known,20180525T211633/BL_PARB_20180525T211633.mseed,"['E', 'N', 'Z']",[],0.0,0.9850000143051147,0.0149999996647238,Natural,0,0.754,0.246,Natural,0,1.9555561263625036,2.5434092204011467,4.101538845449027,8.020789416731635,21,"[-24.71788216, -48.11308289]",Sudeste,4.161341340573309,[4-5[,217.5446305036337,[200-225[,6,0.401256739201011,18.53659547343169,104.04906503578117,[2-3[,[275-300[,,>=0.9,[0.4-0.6[
20180525T211633,PET01,4608,usp2018keso,[],P,ON,,HHZ,-24.290108,-47.275344,97.23216890989612,-24.71788216,-48.11308289,0.0,2018-05-25T21:16:49.442868Z,2018-05-25T21:16:33.104419Z,2018-05-25T21:16:38.442868Z,2018-05-25T21:17:38.442868Z,earthquake,2.757356954,known,20180525T211633/ON_PET01_20180525T211633.mseed,"['E', 'N', 'Z']",[],0.0,0.9860000014305116,0.0140000004321336,Natural,0,0.754,0.246,Natural,0,48.8948492497494,37.67987183723782,3.7270838609266272,182.2352035211814,21,"[-24.71788216, -48.11308289]",Sudeste,4.161341340573309,[4-5[,217.5446305036337,[200-225[,6,0.401256739201011,18.53659547343169,104.04906503578117,[2-3[,[75-100[,>= 15,>=0.9,[0.4-0.6[
20180525T211633,PTGB,4603,usp2018keso,[],P,BL,,HHZ,-24.72095,-52.01182,394.4537940528989,-24.71788216,-48.11308289,0.0,2018-05-25T21:17:29.842016Z,2018-05-25T21:16:33.104419Z,2018-05-25T21:17:18.842016Z,2018-05-25T21:18:18.842016Z,earthquake,2.757356954,known,20180525T211633/BL_PTGB_20180525T211633.mseed,"['E', 'N', 'Z']",[],0.0,0.5609999895095825,0.4390000104904175,Natural,0,0.754,0.246,Natural,0,1.897483290103996,2.521473686891844,1.9813127082498545,3.7595077563747927,21,"[-24.71788216, -48.11308289]",Sudeste,4.161341340573309,[4-5[,217.5446305036337,[200-225[,6,0.401256739201011,18.53659547343169,104.04906503578117,[2-3[,>= 350,,[0.4-0.6[,[0.4-0.6[
20180525T211633,TIJ01,4607,usp2018keso,[],P,ON,,HHZ,-25.908848,-49.024241,160.69562345449475,-24.71788216,-48.11308289,0.0,2018-05-25T21:16:59.390936Z,2018-05-25T21:16:33.104419Z,2018-05-25T21:16:48.390936Z,2018-05-25T21:17:48.390936Z,earthquake,2.757356954,known,20180525T211633/ON_TIJ01_20180525T211633.mseed,"['E', 'N', 'Z']",[],0.0,0.9980000257492064,0.0020000000949949,Natural,0,0.754,0.246,Natural,0,13.551932717886794,70.50958227752183,4.760752006466625,64.51739087818025,21,"[-24.71788216, -48.11308289]",Sudeste,4.161341340573309,[4-5[,217.5446305036337,[200-225[,6,0.401256739201011,18.53659547343169,104.04906503578117,[2-3[,[150-175[,[13-14[,>=0.9,[0.4-0.6[
20180525T211633,VABB,4605,usp2018keso,[],P,BL,,HHZ,-23.0021,-46.9657,223.0933912737395,-24.71788216,-48.11308289,0.0,2018-05-25T21:17:09.375687Z,2018-05-25T21:16:33.104419Z,2018-05-25T21:16:58.375687Z,2018-05-25T21:17:58.375687Z,earthquake,2.757356954,known,20180525T211633/BL_VABB_20180525T211633.mseed,"['E', 'N', 'Z']",[],1.0,0.0130000002682209,0.9869999885559082,Anthropogenic,0,0.754,0.246,Natural,0,1.0368203984424653,1.006701391550918,208.88392452323117,216.5751138524024,21,"[-24.71788216, -48.11308289]",Sudeste,4.161341340573309,[4-5[,217.5446305036337,[200-225[,6,0.401256739201011,18.53659547343169,104.04906503578117,[2-3[,[200-225[,[1-1.25[,,[0.4-0.6[
20180528T154115,BOAV,4601,usp2018kjua,[],P,BR,,HHZ,2.3953,-60.5225,396.7420970494797,-1.19261837,-60.54635239,0.0,2018-05-28T15:42:12.372083Z,2018-05-28T15:41:15.741058Z,2018-05-28T15:42:01.372083Z,2018-05-28T15:43:01.372083Z,earthquake,4.17651278,known,20180528T154115/BR_BOAV_20180528T154115.mseed,"['1', '2', 'Z']",[],0.0,0.9980000257492064,0.0020000000949949,Natural,0,0.99,0.01,Natural,0,25.97160089711538,50.03142178263784,3.217643740943367,83.56735906888244,15,"[-1.19261837, -60.54635239]",Norte,14.578501071518277,[14-15[,307.4946507122204,[300-325[,2,0.012020829104337463,16.112276290829964,126.21494901731717,>=3,>= 350,>= 15,>=0.9,
20180528T154115,MACA,4602,usp2018kjua,[],P,BR,,HHZ,-3.1615,-60.6838,218.24720437496103,-1.19261837,-60.54635239,0.0,2018-05-28T15:41:53.577072Z,2018-05-28T15:41:15.741058Z,2018-05-28T15:41:42.577072Z,2018-05-28T15:42:42.577072Z,earthquake,4.17651278,known,20180528T154115/BR_MACA_20180528T154115.mseed,"['E', 'N', 'Z']",[],0.0,0.9810000061988832,0.0189999993890523,Natural,0,0.99,0.01,Natural,0,3.1854012459211747,33.61480282468462,45.008508348300246,143.3701585697292,15,"[-1.19261837, -60.54635239]",Norte,14.578501071518277,[14-15[,307.4946507122204,[300-325[,2,0.012020829104337463,16.112276290829964,126.21494901731717,>=3,[200-225[,[3-4[,>=0.9,
20180528T182341,CLDB,4599,usp2018kjzj,[],P,BL,,HHZ,-10.8732,-55.7965,132.19943192075124,-11.57177734,-56.77872849,0.0,2018-05-28T18:24:03.926086Z,2018-05-28T18:23:41.467646Z,2018-05-28T18:23:52.926086Z,2018-05-28T18:24:52.926086Z,earthquake,2.033902985,known,20180528T182341/BL_CLDB_20180528T182341.mseed,"['E', 'N', 'Z']",[],0.0,0.944000005722046,0.0560000017285347,Natural,0,0.886,0.114,Natural,0,4.73101772858176,8.697116565756279,6.962779766754576,32.94103451672627,18,"[-11.57177734, -56.77872849]",Centro-Oeste,333.1523909127494,>= 15,69.592696665039,[50-75[,2,0.08202438425741604,464.4579601302454,88.53929409453004,[2-3[,[125-150[,[4-5[,>=0.9,
20180528T182341,PDRB,4600,usp2018kjzj,[],P,BR,,HHZ,-11.612297,-56.729597,6.985961409326777,-11.57177734,-56.77872849,0.0,2018-05-28T18:23:42.639160Z,2018-05-28T18:23:41.467646Z,2018-05-28T18:23:31.639160Z,2018-05-28T18:24:31.639160Z,earthquake,2.033902985,known,20180528T182341/BR_PDRB_20180528T182341.mseed,"['E', 'N', 'Z']",[],0.0,0.828000009059906,0.1720000058412552,Natural,0,0.886,0.114,Natural,0,661.5737640969171,30.914373960075512,7.59500109919941,5024.6534655175765,18,"[-11.57177734, -56.77872849]",Centro-Oeste,333.1523909127494,>= 15,69.592696665039,[50-75[,2,0.08202438425741604,464.4579601302454,88.53929409453004,[2-3[,< 25,>= 15,[0.8-0.9[,
20180601T184528,PDRB,4598,usp2018kric,[],P,BR,,HHZ,-11.612297,-56.729597,0.7488490839993024,-11.6056,-56.7306,0.0,2018-06-01T18:46:28.160957Z,2018-06-01T18:45:28.000000Z,2018-06-01T18:46:17.160957Z,2018-06-01T18:47:17.160957Z,earthquake,1.119705585,known,20180601T184528/BR_PDRB_20180601T184528.mseed,"['E', 'N', 'Z']",[],1.0,0.3980000019073486,0.6019999980926514,Anthropogenic,1,0.398,0.602,Anthropogenic,0,119.83361651186605,5.512646059796352,7.336045588788976,879.1048738005048,18,"[-11.6056, -56.7306]",Centro-Oeste,119.83361651186605,>= 15,0.7488490839993024,< 25,1,,,,[1-2[,< 25,>= 15,[0.2-0.4[,>=0.9
20180605T160717,PARB,4597,usp2018kykw,[],P,BL,,HHZ,-23.3421,-45.6246,138.53298462123425,-23.77689552,-46.89689636,0.0,2018-06-05T16:07:40.324219Z,2018-06-05T16:07:17.308407Z,2018-06-05T16:07:29.324219Z,2018-06-05T16:08:29.324219Z,earthquake,1.616568319,suspected,20180605T160717/BL_PARB_20180605T160717.mseed,"['E', 'N', 'Z']",[],1.0,0.0299999993294477,0.9700000286102296,Anthropogenic,1,0.031,0.969,Anthropogenic,0,4.567975690581404,9.920773918564036,6.687036227794518,30.54621893060253,16,"[-23.77689552, -46.89689636]",Sudeste,1.8754015851395864,,138.53298462123425,[125-150[,5,0.03415845405477011,2.489761516760612,49.70878532918032,[1-2[,[125-150[,[4-5[,,
20180605T160717,PET01,4596,usp2018kykw,[],P,ON,,HHZ,-24.290108,-47.275344,68.65244322203966,-23.77689552,-46.89689636,0.0,2018-06-05T16:07:28.988568Z,2018-06-05T16:07:17.308407Z,2018-06-05T16:07:17.988568Z,2018-06-05T16:08:17.988568Z,earthquake,1.616568319,suspected,20180605T160717/ON_PET01_20180605T160717.mseed,"['E', 'N', 'Z']",[],1.0,0.0020000000949949,0.9980000257492064,Anthropogenic,1,0.031,0.969,Anthropogenic,0,6.728565088211029,6.84291564215969,5.969795767385864,40.168159384182495,16,"[-23.77689552, -46.89689636]",Sudeste,1.8754015851395864,,138.53298462123425,[125-150[,5,0.03415845405477011,2.489761516760612,49.70878532918032,[1-2[,[50-75[,[6-7[,,
20180605T160717,RCLB,4593,usp2018kykw,[],P,BL,,HHZ,-22.4191,-47.531,163.80137812066025,-23.77689552,-46.89689636,0.0,2018-06-05T16:07:44.824024Z,2018-06-05T16:07:17.308407Z,2018-06-05T16:07:33.824024Z,2018-06-05T16:08:33.824024Z,earthquake,1.616568319,suspected,20180605T160717/BL_RCLB_20180605T160717.mseed,"['E', 'N', 'Z']",[],1.0,0.0879999995231628,0.9120000004768372,Anthropogenic,1,0.031,0.969,Anthropogenic,0,1.177405913505718,1.2809502462599807,23.45480937858419,27.615831262494403,16,"[-23.77689552, -46.89689636]",Sudeste,1.8754015851395864,,138.53298462123425,[125-150[,5,0.03415845405477011,2.489761516760612,49.70878532918032,[1-2[,[150-175[,[1-1.25[,,
20180605T160717,SLP01,4594,usp2018kykw,[],P,ON,,HHZ,-23.3243,-45.1559,184.689686883217,-23.77689552,-46.89689636,0.0,2018-06-05T16:07:47.558604Z,2018-06-05T16:07:17.308407Z,2018-06-05T16:07:36.558604Z,2018-06-05T16:08:36.558604Z,earthquake,1.616568319,suspected,20180605T160717/ON_SLP01_20180605T160717.mseed,"['E', 'N', 'Z']",[],1.0,0.0299999993294477,0.9700000286102296,Anthropogenic,1,0.031,0.969,Anthropogenic,0,1.8754015851395864,2.223504314322173,4.5039846336208464,8.446779921336875,16,"[-23.77689552, -46.89689636]",Sudeste,1.8754015851395864,,138.53298462123425,[125-150[,5,0.03415845405477011,2.489761516760612,49.70878532918032,[1-2[,[175-200[,,,
20180605T160717,VABB,4595,usp2018kykw,[],P,BL,,HHZ,-23.0021,-46.9657,86.09598874796028,-23.77689552,-46.89689636,0.0,2018-06-05T16:07:31.007332Z,2018-06-05T16:07:17.308407Z,2018-06-05T16:07:20.007332Z,2018-06-05T16:08:20.007332Z,earthquake,1.616568319,suspected,20180605T160717/BL_VABB_20180605T160717.mseed,"['E', 'N', 'Z']",[],1.0,0.0070000002160668,0.9929999709129332,Anthropogenic,1,0.031,0.969,Anthropogenic,0,1.0309253284048143,1.0235894076311007,147.57559822983768,152.13942206963233,16,"[-23.77689552, -46.89689636]",Sudeste,1.8754015851395864,,138.53298462123425,[125-150[,5,0.03415845405477011,2.489761516760612,49.70878532918032,[1-2[,[75-100[,[1-1.25[,,
20180605T202247,FRTB,4591,usp2018kyti,[],P,BL,,HHZ,-23.3439,-49.564,224.20722747921096,-24.81538773,-48.04982376,0.0,2018-06-05T20:23:22.445683Z,2018-06-05T20:22:47.641824Z,2018-06-05T20:23:11.445683Z,2018-06-05T20:24:11.445683Z,earthquake,2.312836134,suspected,20180605T202247/BL_FRTB_20180605T202247.mseed,"['E', 'N', 'Z']",[],0.0,0.8159999847412109,0.1840000003576278,Natural,1,0.427,0.573,Anthropogenic,0,2.584305729614165,1.4246640228599232,4.1709819353405715,10.779092513617819,20,"[-24.81538773, -48.04982376]",Sudeste,1.8322012314057035,,226.6881767490425,[225-250[,4,0.466140537367694,1.4254594815411143,57.1317194626903,[2-3[,[200-225[,[2-3[,[0.8-0.9[,[0.4-0.6[
20180605T202247,PARB,4589,usp2018kyti,[],P,BL,,HHZ,-23.3421,-45.6246,295.7070166966609,-24.81538773,-48.04982376,0.0,2018-06-05T20:23:31.273265Z,2018-06-05T20:22:47.641824Z,2018-06-05T20:23:20.273265Z,2018-06-05T20:24:20.273265Z,earthquake,2.312836134,suspected,20180605T202247/BL_PARB_20180605T202247.mseed,"['E', 'N', 'Z']",[],0.0,0.8460000157356262,0.1539999991655349,Natural,1,0.427,0.573,Anthropogenic,0,1.080096733197242,1.149260103994478,6.326039931220589,6.8327350637866635,20,"[-24.81538773, -48.04982376]",Sudeste,1.8322012314057035,,226.6881767490425,[225-250[,4,0.466140537367694,1.4254594815411143,57.1317194626903,[2-3[,[275-300[,[1-1.25[,[0.8-0.9[,[0.4-0.6[
20180605T202247,TIJ01,4592,usp2018kyti,[],P,ON,,HHZ,-25.908848,-49.024241,155.85731855469095,-24.81538773,-48.04982376,0.0,2018-06-05T20:23:14.262484Z,2018-06-05T20:22:47.641824Z,2018-06-05T20:23:03.262484Z,2018-06-05T20:24:03.262484Z,earthquake,2.312836134,suspected,20180605T202247/ON_TIJ01_20180605T202247.mseed,"['E', 'N', 'Z']",[],1.0,0.032999999821186,0.9670000076293944,Anthropogenic,1,0.427,0.573,Anthropogenic,0,4.015822019158206,7.651468512606721,10.601497794591065,42.57372827957596,20,"[-24.81538773, -48.04982376]",Sudeste,1.8322012314057035,,226.6881767490425,[225-250[,4,0.466140537367694,1.4254594815411143,57.1317194626903,[2-3[,[150-175[,[4-5[,,[0.4-0.6[
20180605T202247,VABB,4590,usp2018kyti,[],P,BL,,HHZ,-23.0021,-46.9657,229.16912601887407,-24.81538773,-48.04982376,0.0,2018-06-05T20:23:24.121321Z,2018-06-05T20:22:47.641824Z,2018-06-05T20:23:13.121321Z,2018-06-05T20:24:13.121321Z,earthquake,2.312836134,suspected,20180605T202247/BL_VABB_20180605T202247.mseed,"['E', 'N', 'Z']",[],1.0,0.0149999996647238,0.9850000143051147,Anthropogenic,1,0.427,0.573,Anthropogenic,0,1.0170552688849042,1.0054965924576609,140.26075879187607,142.65294374707221,20,"[-24.81538773, -48.04982376]",Sudeste,1.8322012314057035,,226.6881767490425,[225-250[,4,0.466140537367694,1.4254594815411143,57.1317194626903,[2-3[,[225-250[,[1-1.25[,,[0.4-0.6[
20180608T202501,FRTB,4586,usp2018lefx,[],P,BL,,HHZ,-23.3439,-49.564,201.02386894601625,-24.91966667,-50.54533333,0.0,2018-06-08T20:25:33.085782Z,2018-06-08T20:25:01.149999Z,2018-06-08T20:25:22.085782Z,2018-06-08T20:26:22.085782Z,earthquake,2.1460728,suspected,20180608T202501/BL_FRTB_20180608T202501.mseed,"['E', 'N', 'Z']",[],1.0,0.0540000014007091,0.9459999799728394,Anthropogenic,1,0.12,0.88,Anthropogenic,0,1.0117123398039725,0.936069680990838,18.39501077341212,18.610459390288057,20,"[-24.91966667, -50.54533333]",Sul,1.2547806830381563,[1.25-1.5[,201.02386894601625,[200-225[,3,0.16239150601285812,0.9539976448638908,71.16009204836173,[2-3[,[200-225[,[1-1.25[,,[0.1-0.2[
20180608T202501,TIJ01,4587,usp2018lefx,[],P,ON,,HHZ,-25.908848,-49.024241,188.2194617812517,-24.91966667,-50.54533333,0.0,2018-06-08T20:25:26.819947Z,2018-06-08T20:25:01.149999Z,2018-06-08T20:25:15.819947Z,2018-06-08T20:26:15.819947Z,earthquake,2.1460728,suspected,20180608T202501/ON_TIJ01_20180608T202501.mseed,"['E', 'N', 'Z']",[],1.0,0.0010000000474974,0.9990000128746032,Anthropogenic,1,0.12,0.88,Anthropogenic,0,2.772155555451755,4.931093205832072,9.691679399931312,26.86684289017692,20,"[-24.91966667, -50.54533333]",Sul,1.2547806830381563,[1.25-1.5[,201.02386894601625,[200-225[,3,0.16239150601285812,0.9539976448638908,71.16009204836173,[2-3[,[175-200[,[2-3[,,[0.1-0.2[
20180608T202501,TRCB,4588,usp2018lefx,[],P,BL,,HHZ,-22.79461,-52.63569,317.3747161153898,-24.91966667,-50.54533333,0.0,2018-06-08T20:25:47.800623Z,2018-06-08T20:25:01.149999Z,2018-06-08T20:25:36.800623Z,2018-06-08T20:26:36.800623Z,earthquake,2.1460728,suspected,20180608T202501/BL_TRCB_20180608T202501.mseed,"['E', 'N', 'Z']",[],1.0,0.3050000071525574,0.6949999928474426,Anthropogenic,1,0.12,0.88,Anthropogenic,0,1.2547806830381563,1.3395107357112392,31.392193913961414,39.39031852142676,20,"[-24.91966667, -50.54533333]",Sul,1.2547806830381563,[1.25-1.5[,201.02386894601625,[200-225[,3,0.16239150601285812,0.9539976448638908,71.16009204836173,[2-3[,[300-325[,[1.25-1.5[,[0.2-0.4[,[0.1-0.2[
20180609T161230,NBAN,4585,usp2018lftb,[],P,NB,,HHZ,-9.668656,-36.274726,71.80078485113613,-9.080657959,-35.997715,0.0,2018-06-09T16:12:43.381466Z,2018-06-09T16:12:30.915580Z,2018-06-09T16:12:32.381466Z,2018-06-09T16:13:32.381466Z,earthquake,1.723531412,suspected,20180609T161230/NB_NBAN_20180609T161230.mseed,"['E', 'N', 'Z']",[],0.0,0.9520000219345092,0.0480000004172325,Natural,0,0.515,0.485,Natural,0,3.4592058400464154,1.7615334379645922,0.7452427479193249,2.577948065854767,16,"[-9.080657959, -35.997715]",Nordeste,2.557235044392691,[2-3[,87.41298648147273,[75-100[,2,0.6180113411291178,1.2755793320779492,22.07898728412538,[1-2[,[50-75[,[3-4[,>=0.9,[0.6-0.8[
20180609T161230,NBBL,4584,usp2018lftb,[],P,NB,,HHZ,-8.681978,-35.151189,103.02518811180934,-9.080657959,-35.997715,0.0,2018-06-09T16:12:48.712486Z,2018-06-09T16:12:30.915580Z,2018-06-09T16:12:37.712486Z,2018-06-09T16:13:37.712486Z,earthquake,1.723531412,suspected,20180609T161230/NB_NBBL_20180609T161230.mseed,"['E', 'N', 'Z']",[],1.0,0.0780000016093254,0.921999990940094,Anthropogenic,0,0.515,0.485,Natural,0,1.655264248738966,1.948915590472944,69.29021826864563,114.69362108740869,16,"[-9.080657959, -35.997715]",Nordeste,2.557235044392691,[2-3[,87.41298648147273,[75-100[,2,0.6180113411291178,1.2755793320779492,22.07898728412538,[1-2[,[100-125[,[1.5-1.75[,,[0.6-0.8[
20180612T210806,NBPA,4583,usp2018llpi,[],P,NB,,HHZ,-5.75028,-37.112047,128.8565676457288,-6.050786972,-35.98774719,0.0,2018-06-12T21:08:28.459398Z,2018-06-12T21:08:06.482612Z,2018-06-12T21:08:17.459398Z,2018-06-12T21:09:17.459398Z,earthquake,1.706360765,known,20180612T210806/NB_NBPA_20180612T210806.mseed,"['E', 'N', 'Z']",[],1.0,0.1909999996423721,0.8090000152587891,Anthropogenic,0,0.585,0.415,Natural,0,10.912480087792048,11.458767932445436,3.3580290118027047,36.64442472552502,21,"[-6.050786972, -35.98774719]",Nordeste,6.537948476629019,[6-7[,190.85324941723843,[175-200[,2,0.5579072640960587,6.186521933536582,87.67654818339778,[1-2[,[125-150[,[10-11[,[0.1-0.2[,[0.4-0.6[
20180612T210806,PFBR,4582,usp2018llpi,[],P,NB,,HHZ,-6.121639,-38.270831,252.8499311887481,-6.050786972,-35.98774719,0.0,2018-06-12T21:08:45.523284Z,2018-06-12T21:08:06.482612Z,2018-06-12T21:08:34.523284Z,2018-06-12T21:09:34.523284Z,earthquake,1.706360765,known,20180612T210806/NB_PFBR_20180612T210806.mseed,"['E', 'N', 'Z']",[],0.0,0.9800000190734864,0.0199999995529651,Natural,0,0.585,0.415,Natural,0,2.16341686546599,1.064622094915824,2.6179033162348118,5.663616186501737,21,"[-6.050786972, -35.98774719]",Nordeste,6.537948476629019,[6-7[,190.85324941723843,[175-200[,2,0.5579072640960587,6.186521933536582,87.67654818339778,[1-2[,[250-275[,[2-3[,>=0.9,[0.4-0.6[
20180613T110950,NBCL,4581,usp2018lmrc,[],P,NB,,HHZ,-4.224377,-38.291041,67.1713841096584,-4.783016205,-38.05334473,0.0,2018-06-13T11:10:03.430481Z,2018-06-13T11:09:50.901293Z,2018-06-13T11:09:52.430481Z,2018-06-13T11:10:52.430481Z,earthquake,1.807859294,known,20180613T110950/NB_NBCL_20180613T110950.mseed,"['E', 'N', 'Z']",[],0.0,0.9829999804496764,0.0170000009238719,Natural,0,0.991,0.009,Natural,0,7.28661348897627,20.765071104458535,4.489276247817818,32.71162086309009,11,"[-4.783016205, -38.05334473]",Nordeste,4.663074765699149,[4-5[,128.2594506148952,[125-150[,2,0.012020829104337659,3.7102440438694986,86.3915721508555,[1-2[,[50-75[,[7-8[,>=0.9,
20180613T110950,NBPB,4580,usp2018lmrc,[],P,NB,,HHZ,-5.543242,-39.583619,189.347517120132,-4.783016205,-38.05334473,0.0,2018-06-13T11:10:21.656040Z,2018-06-13T11:09:50.901293Z,2018-06-13T11:10:10.656040Z,2018-06-13T11:11:10.656040Z,earthquake,1.807859294,known,20180613T110950/NB_NBPB_20180613T110950.mseed,"['E', 'N', 'Z']",[],0.0,1.0,0.0,Natural,0,0.991,0.009,Natural,0,2.0395360424220286,5.972706748874083,3.2551687917710224,6.639034074984367,11,"[-4.783016205, -38.05334473]",Nordeste,4.663074765699149,[4-5[,128.2594506148952,[125-150[,2,0.012020829104337659,3.7102440438694986,86.3915721508555,[1-2[,[175-200[,[2-3[,>=0.9,
20180621T131909,CZSB,4573,usp2018mblj,[],P,BR,,HHZ,-7.7299,-72.7049,248.6718948412262,-9.168851852,-74.44013214,80194.2215,2018-06-21T13:19:43.440535Z,2018-06-21T13:19:09.349062Z,2018-06-21T13:19:32.440535Z,2018-06-21T13:20:32.440535Z,earthquake,4.209053636,known,20180621T131909/BR_CZSB_20180621T131909.mseed,"['E', 'N', 'Z']",[],0.0,0.7689999938011169,0.231000006198883,Natural,0,0.769,0.231,Natural,0,2.5564283944138633,15.223663622150001,33.82569219521885,86.47295998856087,13,"[-9.168851852, -74.44013214]",,2.5564283944138633,[2-3[,248.6718948412262,[225-250[,1,,,,>=3,[225-250[,[2-3[,[0.6-0.8[,>=0.9
20180621T204549,ESAR,4568,usp2018mcad,[],P,BL,,HHZ,-23.0207,-44.4403,260.8203441063972,-23.39126396,-46.95651245,0.0,2018-06-21T20:46:28.684005Z,2018-06-21T20:45:49.198308Z,2018-06-21T20:46:17.684005Z,2018-06-21T20:47:17.684005Z,earthquake,1.687632843,suspected,20180621T204549/BL_ESAR_20180621T204549.mseed,"['E', 'N', 'Z']",[],0.0,0.9829999804496764,0.0170000009238719,Natural,0,0.646,0.354,Natural,0,1.0286146823323774,1.036160643753014,175.41562461586386,180.43508699038236,20,"[-23.39126396, -46.95651245]",Sudeste,2.3183586427721776,[2-3[,136.28773206326247,[125-150[,5,0.40687036773623775,4.387425923171942,82.20810639463829,[1-2[,[250-275[,[1-1.25[,>=0.9,[0.4-0.6[
