Event,Station,index,EventID,Error,Pick,Network,Location,Channel,Latitude,Longitude,Distance,Origem Latitude,Origem Longitude,Depth/km,Pick Time,Origin Time,Start Time,End Time,Cat,MLv,Certainty,Path,Compo,Warning,Pick Pred,Pick Prob_Nat,Pick Prob_Ant,Pick Pred_final,Event Pred,Event Prob_Nat,Event Prob_Ant,Event Pred_final,Label,SNR_P,SNR_S,Noise,p,Hora,Coord Origem,Região Origem,SNR_P_Q2,SNR_P_Q2_cat,Distance_Q2,Distance_Q2_cat,Num_Estacoes,Pick Prob_Nat_std,SNRP_std,Distance_std,Magnitude_cat,Distance_cat,SNR_P_cat,Pick Prob_Nat_cat,Prob_Nat_std_cat
20120208T184732,ESAR,7818,usp2012cswi,[],P,BL,,HHZ,-23.0207,-44.4403,240.15230585028144,-24.56134415,-46.09851074,2000.0,2012-02-08T18:48:09.886932Z,2012-02-08T18:47:32.534268Z,2012-02-08T18:47:58.886932Z,2012-02-08T18:48:58.886932Z,earthquake,2.598904622,known,20120208T184732/BL_ESAR_20120208T184732.mseed,"['E', 'N', 'Z']",[],0.0,0.959999978542328,0.0399999991059303,Natural,0,0.749,0.251,Natural,0,1.0024674259770305,1.438569815472169,305.7141233801459,306.4684503497192,18,"[-24.56134415, -46.09851074]",,1.1201224648985084,[1-1.25[,283.1251023704342,[275-300[,10,0.3674488577904965,0.890583529943024,93.5888180879491,[2-3[,[225-250[,[1-1.25[,>=0.9,[0.2-0.4[
20120208T184732,FRTB,7821,usp2012cswi,[],P,BL,,HHZ,-23.3439,-49.564,377.6242218356404,-24.56134415,-46.09851074,2000.0,2012-02-08T18:48:26.919464Z,2012-02-08T18:47:32.534268Z,2012-02-08T18:48:15.919464Z,2012-02-08T18:49:15.919464Z,earthquake,2.598904622,known,20120208T184732/BL_FRTB_20120208T184732.mseed,"['E', 'N', 'Z']",[],1.0,0.1500000059604644,0.8500000238418579,Anthropogenic,0,0.749,0.251,Natural,0,1.0506082989859258,0.9512625948766343,5.313717639911379,5.582635850958801,18,"[-24.56134415, -46.09851074]",,1.1201224648985084,[1-1.25[,283.1251023704342,[275-300[,10,0.3674488577904965,0.890583529943024,93.5888180879491,[2-3[,>= 350,[1-1.25[,[0.1-0.2[,[0.2-0.4[
20120208T184732,JAC01,7823,usp2012cswi,[],P,ON,,HHZ,-24.81142,-48.102354,204.6796385964892,-24.56134415,-46.09851074,2000.0,2012-02-08T18:48:05.509094Z,2012-02-08T18:47:32.534268Z,2012-02-08T18:47:54.509094Z,2012-02-08T18:48:54.509094Z,earthquake,2.598904622,known,20120208T184732/ON_JAC01_20120208T184732.mseed,"['E', 'N', 'Z']",[],0.0,1.0,0.0,Natural,0,0.749,0.251,Natural,0,1.3319291728252032,2.3881620666794783,8.992504016367329,11.977378436147454,18,"[-24.56134415, -46.09851074]",,1.1201224648985084,[1-1.25[,283.1251023704342,[275-300[,10,0.3674488577904965,0.890583529943024,93.5888180879491,[2-3[,[200-225[,[1.25-1.5[,>=0.9,[0.2-0.4[
20120208T184732,MAN01,7825,usp2012cswi,[],P,ON,,HHZ,-22.86516,-43.964094,287.5071378137774,-24.56134415,-46.09851074,2000.0,2012-02-08T18:48:16.061279Z,2012-02-08T18:47:32.534268Z,2012-02-08T18:48:05.061279Z,2012-02-08T18:49:05.061279Z,earthquake,2.598904622,known,20120208T184732/ON_MAN01_20120208T184732.mseed,"['1', '2', 'Z']",[],0.0,0.9959999918937684,0.0040000001899898,Natural,0,0.749,0.251,Natural,0,1.1278837305361933,2.05922061749234,5.823865528806365,6.568643178771263,18,"[-24.56134415, -46.09851074]",,1.1201224648985084,[1-1.25[,283.1251023704342,[275-300[,10,0.3674488577904965,0.890583529943024,93.5888180879491,[2-3[,[275-300[,[1-1.25[,>=0.9,[0.2-0.4[
20120208T184732,PET01,7824,usp2012cswi,[],P,ON,,HHZ,-24.290108,-47.275344,123.0704462191412,-24.56134415,-46.09851074,2000.0,2012-02-08T18:47:54.173156Z,2012-02-08T18:47:32.534268Z,2012-02-08T18:47:43.173156Z,2012-02-08T18:48:43.173156Z,earthquake,2.598904622,known,20120208T184732/ON_PET01_20120208T184732.mseed,"['E', 'N', 'Z']",[],0.0,0.9959999918937684,0.0040000001899898,Natural,0,0.749,0.251,Natural,0,3.729536510495505,17.007202602886732,7.159675079575617,26.702269612562073,18,"[-24.56134415, -46.09851074]",,1.1201224648985084,[1-1.25[,283.1251023704342,[275-300[,10,0.3674488577904965,0.890583529943024,93.5888180879491,[2-3[,[100-125[,[3-4[,>=0.9,[0.2-0.4[
20120208T184732,RCLB,7817,usp2012cswi,[],P,BL,1.0,HHZ,-22.4191,-47.531,278.74306692709104,-24.56134415,-46.09851074,2000.0,2012-02-08T18:48:14.627777Z,2012-02-08T18:47:32.534268Z,2012-02-08T18:48:03.627777Z,2012-02-08T18:49:03.627777Z,earthquake,2.598904622,known,20120208T184732/BL_RCLB_20120208T184732.mseed,"['E', 'N', 'Z']",[],0.0,0.7760000228881836,0.2240000069141388,Natural,0,0.749,0.251,Natural,0,0.7928384639208976,0.9273731317473337,129.090541113223,102.34794632292521,18,"[-24.56134415, -46.09851074]",,1.1201224648985084,[1-1.25[,283.1251023704342,[275-300[,10,0.3674488577904965,0.890583529943024,93.5888180879491,[2-3[,[275-300[,< 1,[0.6-0.8[,[0.2-0.4[
20120208T184732,SICB,7820,usp2012cswi,[],P,BL,,HHZ,-23.62495,-49.87701,397.9269691987657,-24.56134415,-46.09851074,2000.0,2012-02-08T18:48:28.487121Z,2012-02-08T18:47:32.534268Z,2012-02-08T18:48:17.487121Z,2012-02-08T18:49:17.487121Z,earthquake,2.598904622,known,20120208T184732/BL_SICB_20120208T184732.mseed,"['E', 'N', 'Z']",[],1.0,0.0340000018477439,0.9660000205039978,Anthropogenic,0,0.749,0.251,Natural,0,1.1123611992608233,0.8505833898577735,9.689893174058039,10.778661191804465,18,"[-24.56134415, -46.09851074]",,1.1201224648985084,[1-1.25[,283.1251023704342,[275-300[,10,0.3674488577904965,0.890583529943024,93.5888180879491,[2-3[,>= 350,[1-1.25[,,[0.2-0.4[
20120208T184732,SLP01,7819,usp2012cswi,[],P,ON,,HHZ,-23.3243,-45.1559,167.26903719007134,-24.56134415,-46.09851074,2000.0,2012-02-08T18:48:00.424285Z,2012-02-08T18:47:32.534268Z,2012-02-08T18:47:49.424285Z,2012-02-08T18:48:49.424285Z,earthquake,2.598904622,known,20120208T184732/ON_SLP01_20120208T184732.mseed,"['E', 'N', 'Z']",[],0.0,1.0,0.0,Natural,0,0.749,0.251,Natural,0,2.234825615460905,12.503706962429126,6.14261671875773,13.72767718903819,18,"[-24.56134415, -46.09851074]",,1.1201224648985084,[1-1.25[,283.1251023704342,[275-300[,10,0.3674488577904965,0.890583529943024,93.5888180879491,[2-3[,[150-175[,[2-3[,>=0.9,[0.2-0.4[
20120208T184732,TIJ01,7816,usp2012cswi,[],P,ON,,HHZ,-25.908848,-49.024241,330.4119294138942,-24.56134415,-46.09851074,2000.0,2012-02-08T18:48:18.183349Z,2012-02-08T18:47:32.534268Z,2012-02-08T18:48:07.183349Z,2012-02-08T18:49:07.183349Z,earthquake,2.598904622,known,20120208T184732/ON_TIJ01_20120208T184732.mseed,"['E', 'N', 'Z']",[],0.0,0.6330000162124634,0.367000013589859,Natural,0,0.749,0.251,Natural,0,1.284545091858806,1.483138518823531,9.739852022113174,12.511279110436544,18,"[-24.56134415, -46.09851074]",,1.1201224648985084,[1-1.25[,283.1251023704342,[275-300[,10,0.3674488577904965,0.890583529943024,93.5888180879491,[2-3[,[325-350[,[1.25-1.5[,[0.6-0.8[,[0.2-0.4[
20120208T184732,VAS01,7822,usp2012cswi,[],P,ON,,HHZ,-22.280081,-43.442624,370.8002342580351,-24.56134415,-46.09851074,2000.0,2012-02-08T18:48:25.084289Z,2012-02-08T18:47:32.534268Z,2012-02-08T18:48:14.084289Z,2012-02-08T18:49:14.084289Z,earthquake,2.598904622,known,20120208T184732/ON_VAS01_20120208T184732.mseed,"['E', 'N', 'Z']",[],0.0,0.9449999928474426,0.0549999997019767,Natural,0,0.749,0.251,Natural,0,0.9245328823732212,1.0636793001980203,9.432736226787226,8.720874812417897,18,"[-24.56134415, -46.09851074]",,1.1201224648985084,[1-1.25[,283.1251023704342,[275-300[,10,0.3674488577904965,0.890583529943024,93.5888180879491,[2-3[,>= 350,< 1,>=0.9,[0.2-0.4[
20120310T182547,NBPV,7802,usp2012exme,[],P,NB,,HHZ,-6.417527,-35.290516,357.90777655224304,-3.657104731,-33.60528946,0.0,2012-03-10T18:26:39.694976Z,2012-03-10T18:25:47.940539Z,2012-03-10T18:26:28.694976Z,2012-03-10T18:27:28.694976Z,earthquake,2.839463079,suspected,20120310T182547/NB_NBPV_20120310T182547.mseed,"['E', 'N', 'Z']",[],0.0,0.9990000128746032,0.0010000000474974,Natural,0,0.999,0.001,Natural,0,5.682148924500196,5.202081179510944,100.74551392273892,572.4510135843105,18,"[-3.657104731, -33.60528946]",,5.682148924500196,[5-6[,357.90777655224304,>= 350,1,,,,[2-3[,>= 350,[5-6[,>=0.9,>=0.9
20120323T153125,BSCB,7792,usp2012fuzz,[],P,BL,,HHZ,-20.9984,-44.7635,267.6870871150857,-23.41579628,-44.77083969,0.0,2012-03-23T15:32:05.297936Z,2012-03-23T15:31:25.177595Z,2012-03-23T15:31:54.297936Z,2012-03-23T15:32:54.297936Z,earthquake,2.21173104,suspected,20120323T153125/BL_BSCB_20120323T153125.mseed,"['Z', 'N', 'E']",[],0.0,0.6150000095367432,0.3849999904632568,Natural,0,0.799,0.201,Natural,0,1.2913377781609887,1.1898421347378347,6.004180829747579,7.753425532363041,15,"[-23.41579628, -44.77083969]",,3.2611300230963876,[3-4[,207.3862357214521,[200-225[,8,0.3467996527629347,6.105288319354311,100.84918258214142,[2-3[,[250-275[,[1.25-1.5[,[0.6-0.8[,[0.2-0.4[
20120323T153125,DUB01,7790,usp2012fuzz,[],P,ON,,HHZ,-22.080966,-42.374182,287.1274266007783,-23.41579628,-44.77083969,0.0,2012-03-23T15:32:07.952287Z,2012-03-23T15:31:25.177595Z,2012-03-23T15:31:56.952287Z,2012-03-23T15:32:56.952287Z,earthquake,2.21173104,suspected,20120323T153125/ON_DUB01_20120323T153125.mseed,"['E', 'N', 'Z']",[],0.0,0.9990000128746032,0.0010000000474974,Natural,0,0.799,0.201,Natural,0,1.0494352279467096,1.2346387709036324,4.743078928221045,4.977554116206887,15,"[-23.41579628, -44.77083969]",,3.2611300230963876,[3-4[,207.3862357214521,[200-225[,8,0.3467996527629347,6.105288319354311,100.84918258214142,[2-3[,[275-300[,[1-1.25[,>=0.9,[0.2-0.4[
20120323T153125,ESAR,7796,usp2012fuzz,[],P,BL,,HHZ,-23.0207,-44.4403,55.31033685285536,-23.41579628,-44.77083969,0.0,2012-03-23T15:31:34.665294Z,2012-03-23T15:31:25.177595Z,2012-03-23T15:31:23.665294Z,2012-03-23T15:32:23.665294Z,earthquake,2.21173104,suspected,20120323T153125/BL_ESAR_20120323T153125.mseed,"['E', 'N', 'Z']",[],0.0,0.959999978542328,0.0399999991059303,Natural,0,0.799,0.201,Natural,0,8.452815142884432,7.4513522643826136,286.64311127039997,2422.941231549944,15,"[-23.41579628, -44.77083969]",,3.2611300230963876,[3-4[,207.3862357214521,[200-225[,8,0.3467996527629347,6.105288319354311,100.84918258214142,[2-3[,[50-75[,[8-9[,>=0.9,[0.2-0.4[
20120323T153125,MAN01,7795,usp2012fuzz,[],P,ON,,HHZ,-22.86516,-43.964094,102.690030825158,-23.41579628,-44.77083969,0.0,2012-03-23T15:31:42.628367Z,2012-03-23T15:31:25.177595Z,2012-03-23T15:31:31.628367Z,2012-03-23T15:32:31.628367Z,earthquake,2.21173104,suspected,20120323T153125/ON_MAN01_20120323T153125.mseed,"['1', '2', 'Z']",[],0.0,0.9900000095367432,0.0099999997764825,Natural,0,0.799,0.201,Natural,0,16.57577415707624,17.349174442122244,5.292292325576275,87.72384236198013,15,"[-23.41579628, -44.77083969]",,3.2611300230963876,[3-4[,207.3862357214521,[200-225[,8,0.3467996527629347,6.105288319354311,100.84918258214142,[2-3[,[100-125[,>= 15,>=0.9,[0.2-0.4[
20120323T153125,PET01,7791,usp2012fuzz,[],P,ON,,HHZ,-24.290108,-47.275344,272.87894212262125,-23.41579628,-44.77083969,0.0,2012-03-23T15:32:06.230546Z,2012-03-23T15:31:25.177595Z,2012-03-23T15:31:55.230546Z,2012-03-23T15:32:55.230546Z,earthquake,2.21173104,suspected,20120323T153125/ON_PET01_20120323T153125.mseed,"['E', 'N', 'Z']",[],0.0,0.9559999704360962,0.0439999997615814,Natural,0,0.799,0.201,Natural,0,0.9961684963912458,1.2162489122522784,6.167094636179794,6.143465390825742,15,"[-23.41579628, -44.77083969]",,3.2611300230963876,[3-4[,207.3862357214521,[200-225[,8,0.3467996527629347,6.105288319354311,100.84918258214142,[2-3[,[250-275[,< 1,>=0.9,[0.2-0.4[
20120323T153125,SLP01,7797,usp2012fuzz,[],P,ON,,HHZ,-23.3243,-45.1559,40.65207852027922,-23.41579628,-44.77083969,0.0,2012-03-23T15:31:32.154418Z,2012-03-23T15:31:25.177595Z,2012-03-23T15:31:21.154418Z,2012-03-23T15:32:21.154418Z,earthquake,2.21173104,suspected,20120323T153125/ON_SLP01_20120323T153125.mseed,"['E', 'N', 'Z']",[],0.0,0.875,0.125,Natural,0,0.799,0.201,Natural,0,12.453141571212978,22.230010787604417,5.495014812125802,68.43019739131489,15,"[-23.41579628, -44.77083969]",,3.2611300230963876,[3-4[,207.3862357214521,[200-225[,8,0.3467996527629347,6.105288319354311,100.84918258214142,[2-3[,[25-50[,[12-13[,[0.8-0.9[,[0.2-0.4[
20120323T153125,VABB,7793,usp2012fuzz,[],P,BL,,HHZ,-23.0021,-46.9657,229.29573829902088,-23.41579628,-44.77083969,0.0,2012-03-23T15:32:00.850106Z,2012-03-23T15:31:25.177595Z,2012-03-23T15:31:49.850106Z,2012-03-23T15:32:49.850106Z,earthquake,2.21173104,suspected,20120323T153125/BL_VABB_20120323T153125.mseed,"['E', 'N', 'Z']",[],1.0,0.0020000000949949,0.9980000257492064,Anthropogenic,0,0.799,0.201,Natural,0,0.5833893634837894,0.6986011844029599,59.53852744566991,34.734143629291495,15,"[-23.41579628, -44.77083969]",,3.2611300230963876,[3-4[,207.3862357214521,[200-225[,8,0.3467996527629347,6.105288319354311,100.84918258214142,[2-3[,[225-250[,< 1,,[0.2-0.4[
20120323T153125,VAS01,7794,usp2012fuzz,[],P,ON,,HHZ,-22.280081,-43.442624,185.4767331438833,-23.41579628,-44.77083969,0.0,2012-03-23T15:31:55.469672Z,2012-03-23T15:31:25.177595Z,2012-03-23T15:31:44.469672Z,2012-03-23T15:32:44.469672Z,earthquake,2.21173104,suspected,20120323T153125/ON_VAS01_20120323T153125.mseed,"['E', 'N', 'Z']",[],0.0,0.9990000128746032,0.0010000000474974,Natural,0,0.799,0.201,Natural,0,5.230922268031787,12.7285501230955,7.548644748735576,39.48637390962214,15,"[-23.41579628, -44.77083969]",,3.2611300230963876,[3-4[,207.3862357214521,[200-225[,8,0.3467996527629347,6.105288319354311,100.84918258214142,[2-3[,[175-200[,[5-6[,>=0.9,[0.2-0.4[
20120324T170221,DUB01,7785,usp2012fwym,[],P,ON,,HHZ,-22.080966,-42.374182,385.4903144500074,-25.18963432,-44.07380676,0.0,2012-03-24T17:03:16.681709Z,2012-03-24T17:02:21.744028Z,2012-03-24T17:03:05.681709Z,2012-03-24T17:04:05.681709Z,earthquake,2.975195899,known,20120324T170221/ON_DUB01_20120324T170221.mseed,"['E', 'N', 'Z']",[],1.0,0.1190000027418136,0.8809999823570251,Anthropogenic,0,0.714,0.286,Natural,0,1.0644410763567052,2.5579570192156287,5.890495307904689,6.270085165820189,17,"[-25.18963432, -44.07380676]",,3.268647126802673,[3-4[,328.60741110147785,[325-350[,7,0.44076929824621275,3.394066564458147,64.4200800716116,[2-3[,>= 350,[1-1.25[,[0.1-0.2[,[0.4-0.6[
20120324T170221,ESAR,7783,usp2012fwym,[],P,BL,,HHZ,-23.0207,-44.4403,243.1027545959966,-25.18963432,-44.07380676,0.0,2012-03-24T17:02:57.359023Z,2012-03-24T17:02:21.744028Z,2012-03-24T17:02:46.359023Z,2012-03-24T17:03:46.359023Z,earthquake,2.975195899,known,20120324T170221/BL_ESAR_20120324T170221.mseed,"['E', 'N', 'Z']",[],0.0,0.9959999918937684,0.0040000001899898,Natural,0,0.714,0.286,Natural,0,1.8824347495831955,3.135697687587769,284.4434740163114,535.4462797804694,17,"[-25.18963432, -44.07380676]",,3.268647126802673,[3-4[,328.60741110147785,[325-350[,7,0.44076929824621275,3.394066564458147,64.4200800716116,[2-3[,[225-250[,,>=0.9,[0.4-0.6[
20120324T170221,MAN01,7788,usp2012fwym,[],P,ON,,HHZ,-22.86516,-43.964094,257.6975540521356,-25.18963432,-44.07380676,0.0,2012-03-24T17:03:00.388946Z,2012-03-24T17:02:21.744028Z,2012-03-24T17:02:49.388946Z,2012-03-24T17:03:49.388946Z,earthquake,2.975195899,known,20120324T170221/ON_MAN01_20120324T170221.mseed,"['1', '2', 'Z']",[],0.0,0.9990000128746032,0.0010000000474974,Natural,0,0.714,0.286,Natural,0,10.620586897456086,10.744893589629978,4.564163388659742,48.474093883448425,17,"[-25.18963432, -44.07380676]",,3.268647126802673,[3-4[,328.60741110147785,[325-350[,7,0.44076929824621275,3.394066564458147,64.4200800716116,[2-3[,[250-275[,[10-11[,>=0.9,[0.4-0.6[
20120324T170221,PET01,7787,usp2012fwym,[],P,ON,,HHZ,-24.290108,-47.275344,338.8410080882261,-25.18963432,-44.07380676,0.0,2012-03-24T17:02:58.500685Z,2012-03-24T17:02:21.744028Z,2012-03-24T17:02:47.500685Z,2012-03-24T17:03:47.500685Z,earthquake,2.975195899,known,20120324T170221/ON_PET01_20120324T170221.mseed,"['E', 'N', 'Z']",[],0.0,0.8740000128746033,0.1260000020265579,Natural,0,0.714,0.286,Natural,0,3.2712937731399045,9.281728856556478,6.845019806653691,22.392070670525534,17,"[-25.18963432, -44.07380676]",,3.268647126802673,[3-4[,328.60741110147785,[325-350[,7,0.44076929824621275,3.394066564458147,64.4200800716116,[2-3[,[325-350[,[3-4[,[0.8-0.9[,[0.4-0.6[
20120324T170221,SLP01,7784,usp2012fwym,[],P,ON,,HHZ,-23.3243,-45.1559,234.0083695307605,-25.18963432,-44.07380676,0.0,2012-03-24T17:02:53.848399Z,2012-03-24T17:02:21.744028Z,2012-03-24T17:02:42.848399Z,2012-03-24T17:03:42.848399Z,earthquake,2.975195899,known,20120324T170221/ON_SLP01_20120324T170221.mseed,"['E', 'N', 'Z']",[],0.0,1.0,0.0,Natural,0,0.714,0.286,Natural,0,6.946699396054826,12.963326787077053,4.558463567138001,31.66627610877548,17,"[-25.18963432, -44.07380676]",,3.268647126802673,[3-4[,328.60741110147785,[325-350[,7,0.44076929824621275,3.394066564458147,64.4200800716116,[2-3[,[225-250[,[6-7[,>=0.9,[0.4-0.6[
20120324T170221,VABB,7786,usp2012fwym,[],P,BL,,HHZ,-23.0021,-46.9657,380.9758472862735,-25.18963432,-44.07380676,0.0,2012-03-24T17:03:08.433177Z,2012-03-24T17:02:21.744028Z,2012-03-24T17:02:57.433177Z,2012-03-24T17:03:57.433177Z,earthquake,2.975195899,known,20120324T170221/BL_VABB_20120324T170221.mseed,"['E', 'N', 'Z']",[],1.0,0.0280000008642673,0.972000002861023,Anthropogenic,0,0.714,0.286,Natural,0,2.351463842090538,1.921002662271742,16.83807733284469,39.59413001850857,17,"[-25.18963432, -44.07380676]",,3.268647126802673,[3-4[,328.60741110147785,[325-350[,7,0.44076929824621275,3.394066564458147,64.4200800716116,[2-3[,>= 350,[2-3[,,[0.4-0.6[
20120324T170221,VAS01,7789,usp2012fwym,[],P,ON,,HHZ,-22.280081,-43.442624,328.60741110147785,-25.18963432,-44.07380676,0.0,2012-03-24T17:03:09.994735Z,2012-03-24T17:02:21.744028Z,2012-03-24T17:02:58.994735Z,2012-03-24T17:03:58.994735Z,earthquake,2.975195899,known,20120324T170221/ON_VAS01_20120324T170221.mseed,"['E', 'N', 'Z']",[],0.0,0.984000027179718,0.0160000007599592,Natural,0,0.714,0.286,Natural,0,3.268647126802673,4.076615883625598,6.597178155727565,21.563847423724262,17,"[-25.18963432, -44.07380676]",,3.268647126802673,[3-4[,328.60741110147785,[325-350[,7,0.44076929824621275,3.394066564458147,64.4200800716116,[2-3[,[325-350[,[3-4[,>=0.9,[0.4-0.6[
20120329T171523,NBAN,7773,bsb20120329171500,[],P,NB,,HHZ,-9.668656,-36.274726,158.15284676487968,-8.244318962,-36.14756775,0.0,2012-03-29T17:15:49.526088Z,2012-03-29T17:15:23.270547Z,2012-03-29T17:15:38.526088Z,2012-03-29T17:16:38.526088Z,earthquake,2.157514468,known,20120329T171523/NB_NBAN_20120329T171523.mseed,"['E', 'N', 'Z']",[],0.0,0.9990000128746032,0.0010000000474974,Natural,0,0.977,0.023,Natural,0,12.122809212970989,68.93103880480241,134.94450335594388,1635.906468523231,17,"[-8.244318962, -36.14756775]",Nordeste,1.8955715954142378,,227.59122226771257,[225-250[,8,0.035304539822805736,3.9392099042082864,85.82540522769887,[2-3[,[150-175[,[12-13[,>=0.9,
20120329T171523,NBLA,7770,bsb20120329171500,[],P,NB,,HHZ,-10.99255,-37.788972,353.34305096752905,-8.244318962,-36.14756775,0.0,2012-03-29T17:16:14.041319Z,2012-03-29T17:15:23.270547Z,2012-03-29T17:16:03.041319Z,2012-03-29T17:17:03.041319Z,earthquake,2.157514468,known,20120329T171523/NB_NBLA_20120329T171523.mseed,"['E', 'N', 'Z']",[],0.0,0.9990000128746032,0.0010000000474974,Natural,0,0.977,0.023,Natural,0,2.057002468347539,1.882053576823663,117.30371467872577,241.29403064047435,17,"[-8.244318962, -36.14756775]",Nordeste,1.8955715954142378,,227.59122226771257,[225-250[,8,0.035304539822805736,3.9392099042082864,85.82540522769887,[2-3[,>= 350,[2-3[,>=0.9,
20120329T171523,NBLI,7774,bsb20120329171500,[],P,NB,,HHZ,-7.364556,-36.949743,131.50890737351358,-8.244318962,-36.14756775,0.0,2012-03-29T17:15:45.769565Z,2012-03-29T17:15:23.270547Z,2012-03-29T17:15:34.769565Z,2012-03-29T17:16:34.769565Z,earthquake,2.157514468,known,20120329T171523/NB_NBLI_20120329T171523.mseed,"['E', 'N', 'Z']",[],0.0,1.0,0.0,Natural,0,0.977,0.023,Natural,0,0.9015186320063199,1.2995283330646525,8807.364528114362,7940.003220966646,17,"[-8.244318962, -36.14756775]",Nordeste,1.8955715954142378,,227.59122226771257,[225-250[,8,0.035304539822805736,3.9392099042082864,85.82540522769887,[2-3[,[125-150[,< 1,>=0.9,
20120329T171523,NBMA,7768,bsb20120329171500,[],P,NB,,HHZ,-7.365352,-38.764058,304.51521266918564,-8.244318962,-36.14756775,0.0,2012-03-29T17:16:08.034778Z,2012-03-29T17:15:23.270547Z,2012-03-29T17:15:57.034778Z,2012-03-29T17:16:57.034778Z,earthquake,2.157514468,known,20120329T171523/NB_NBMA_20120329T171523.mseed,"['E', 'N', 'Z']",[],0.0,0.9739999771118164,0.0260000005364418,Natural,0,0.977,0.023,Natural,0,1.1034030411866478,1.3784906001185233,441.2850781853082,486.9152972999567,17,"[-8.244318962, -36.14756775]",Nordeste,1.8955715954142378,,227.59122226771257,[225-250[,8,0.035304539822805736,3.9392099042082864,85.82540522769887,[2-3[,[300-325[,[1-1.25[,>=0.9,
20120329T171523,NBPA,7771,bsb20120329171500,[],P,NB,,HHZ,-5.75028,-37.112047,295.6875313071503,-8.244318962,-36.14756775,0.0,2012-03-29T17:16:07.154360Z,2012-03-29T17:15:23.270547Z,2012-03-29T17:15:56.154360Z,2012-03-29T17:16:56.154360Z,earthquake,2.157514468,known,20120329T171523/NB_NBPA_20120329T171523.mseed,"['E', 'N', 'Z']",[],0.0,0.9120000004768372,0.0879999995231628,Natural,0,0.977,0.023,Natural,0,1.7341407224809366,2.92690517883644,138.2685951072277,239.77720141567195,17,"[-8.244318962, -36.14756775]",Nordeste,1.8955715954142378,,227.59122226771257,[225-250[,8,0.035304539822805736,3.9392099042082864,85.82540522769887,[2-3[,[275-300[,[1.5-1.75[,>=0.9,
20120329T171523,NBPV,7772,bsb20120329171500,[],P,NB,,HHZ,-6.417527,-35.290516,223.09250859917896,-8.244318962,-36.14756775,0.0,2012-03-29T17:15:58.271747Z,2012-03-29T17:15:23.270547Z,2012-03-29T17:15:47.271747Z,2012-03-29T17:16:47.271747Z,earthquake,2.157514468,known,20120329T171523/NB_NBPV_20120329T171523.mseed,"['E', 'N', 'Z']",[],0.0,1.0,0.0,Natural,0,0.977,0.023,Natural,0,3.3468447686696954,7.081288629276663,128.14358905522892,428.87670066805214,17,"[-8.244318962, -36.14756775]",Nordeste,1.8955715954142378,,227.59122226771257,[225-250[,8,0.035304539822805736,3.9392099042082864,85.82540522769887,[2-3[,[200-225[,[3-4[,>=0.9,
20120329T171523,NBRF,7775,bsb20120329171500,[],P,NB,,HHZ,-8.679466,-35.127172,122.23422645047918,-8.244318962,-36.14756775,0.0,2012-03-29T17:15:44.321739Z,2012-03-29T17:15:23.270547Z,2012-03-29T17:15:33.321739Z,2012-03-29T17:16:33.321739Z,earthquake,2.157514468,known,20120329T171523/NB_NBRF_20120329T171523.mseed,"['E', 'N', 'Z']",[],0.0,0.9330000281333924,0.06700000166893,Natural,0,0.977,0.023,Natural,0,6.742139813628057,23.816152233156227,698.2999225297125,4708.035709540963,17,"[-8.244318962, -36.14756775]",Nordeste,1.8955715954142378,,227.59122226771257,[225-250[,8,0.035304539822805736,3.9392099042082864,85.82540522769887,[2-3[,[100-125[,[6-7[,>=0.9,
20120329T171523,NBTA,7769,bsb20120329171500,[],P,NB,,HHZ,-9.121932,-38.063215,232.0899359362462,-8.244318962,-36.14756775,0.0,2012-03-29T17:15:59.191303Z,2012-03-29T17:15:23.270547Z,2012-03-29T17:15:48.191303Z,2012-03-29T17:16:48.191303Z,earthquake,2.157514468,known,20120329T171523/NB_NBTA_20120329T171523.mseed,"['E', 'N', 'Z']",[],0.0,1.0,0.0,Natural,0,0.977,0.023,Natural,0,1.0163152142738272,2.431416622245972,389.08220118965966,395.4301606722013,17,"[-8.244318962, -36.14756775]",Nordeste,1.8955715954142378,,227.59122226771257,[225-250[,8,0.035304539822805736,3.9392099042082864,85.82540522769887,[2-3[,[225-250[,[1-1.25[,>=0.9,
20120331T160948,PEXB,7767,usp2012gjrg,[],P,BL,,HHZ,-12.10584,-48.30085,218.807432458976,-13.63955307,-49.57376862,0.0,2012-03-31T16:10:22.671676Z,2012-03-31T16:09:48.684340Z,2012-03-31T16:10:11.671676Z,2012-03-31T16:11:11.671676Z,earthquake,3.767740449,known,20120331T160948/BL_PEXB_20120331T160948.mseed,"['E', 'N', 'Z']",[],0.0,0.9990000128746032,0.0010000000474974,Natural,0,0.999,0.001,Natural,0,0.5496172689488554,0.7311239657879945,291.9152389985861,160.44165642295533,16,"[-13.63955307, -49.57376862]",Centro-Oeste,0.5496172689488554,< 1,218.807432458976,[200-225[,1,,,,>=3,[200-225[,< 1,>=0.9,>=0.9
