,Event,Station,index,EventID,Error,Pick,Network,Location,Channel,Latitude,Longitude,Distance,Origem Latitude,Origem Longitude,Depth/km,Pick Time,Origin Time,Start Time,End Time,Cat,MLv,Certainty,Path,Compo,Warning,Pick Pred,Pick Prob_Nat,Pick Prob_Ant,Pick Pred_final,Event Pred,Event Prob_Nat,Event Prob_Ant,Event Pred_final,Label,SNR_P,SNR_S,Noise,p,Hora,Coord Origem,Região Origem,SNR_P_Q2,SNR_P_Q2_cat,Distance_Q2,Distance_Q2_cat,Num_Estacoes,Pick Prob_Nat_std,SNRP_std,Distance_std,Magnitude_cat,Distance_cat,SNR_P_cat,Pick Prob_Nat_cat,Prob_Nat_std_cat,Cat Hora
0,20120122T071034,PEXB,7830,usp2012bmxt,[],P,BL,,HHZ,-12.10584,-48.30085,200.2207626790815,-13.79467964,-48.9642067,0.0,2012-01-22T07:11:06.883163Z,2012-01-22T07:10:34.672572Z,2012-01-22T07:10:55.883163Z,2012-01-22T07:11:55.883163Z,earthquake,3.040306742,known,20120122T071034/BL_PEXB_20120122T071034.mseed,"['E', 'N', 'Z']",[],0.0,0.996999979019165,0.003000000026077,Natural,0,0.997,0.003,Natural,0,14.311789308524952,17.69378815005145,6.041864518701911,86.46989202231427,7,"[-13.79467964, -48.9642067]",Centro-Oeste,14.311789308524952,[14-15[,200.2207626790815,[200-225[,1,,,,>=3,[200-225[,[14-15[,>=0.9,,7
1,20120124T044152,NBCL,7826,usp2012bqjw,[],P,NB,,HHZ,-4.224377,-38.291041,255.53729100794988,-3.604427576,-40.50757217,0.0,2012-01-24T04:42:29.833709Z,2012-01-24T04:41:52.047056Z,2012-01-24T04:42:18.833709Z,2012-01-24T04:43:18.833709Z,earthquake,1.618614238,known,20120124T044152/NB_NBCL_20120124T044152.mseed,"['E', 'N', 'Z']",[],0.0,1.0,0.0,Natural,0,0.998,0.002,Natural,0,1.1682788787725844,2.3755668163624883,76.83591241049969,89.76577360040707,4,"[-3.604427576, -40.50757217]",Nordeste,22.011665926168167,>= 15,186.7837941042292,[175-200[,4,0.0023629047188742,22.954994660863456,91.11545517468684,[1-2[,[250-275[,[1-1.25[,>=0.9,,4
2,20120124T044152,NBMO,7829,usp2012bqjw,[],P,NB,,HHZ,-3.310348,-40.042927,61.017880699636095,-3.604427576,-40.50757217,0.0,2012-01-24T04:42:02.644592Z,2012-01-24T04:41:52.047056Z,2012-01-24T04:41:51.644592Z,2012-01-24T04:42:51.644592Z,earthquake,1.618614238,known,20120124T044152/NB_NBMO_20120124T044152.mseed,"['E', 'N', 'Z']",[],0.0,0.9980000257492064,0.0020000000949949,Natural,0,0.998,0.002,Natural,0,41.60853947040245,32.63338686128603,47.37515135579245,1971.21085510378,4,"[-3.604427576, -40.50757217]",Nordeste,22.011665926168167,>= 15,186.7837941042292,[175-200[,4,0.0023629047188742,22.954994660863456,91.11545517468684,[1-2[,[50-75[,>= 15,>=0.9,,4
3,20120124T044152,NBPB,7827,usp2012bqjw,[],P,NB,,HHZ,-5.543242,-39.583619,237.64917581373177,-3.604427576,-40.50757217,0.0,2012-01-24T04:42:29.833709Z,2012-01-24T04:41:52.047056Z,2012-01-24T04:42:18.833709Z,2012-01-24T04:43:18.833709Z,earthquake,1.618614238,known,20120124T044152/NB_NBPB_20120124T044152.mseed,"['E', 'N', 'Z']",[],0.0,1.0,0.0,Natural,0,0.998,0.002,Natural,0,2.48348689812061,4.833537564411576,47.59273170756792,118.19592564151424,4,"[-3.604427576, -40.50757217]",Nordeste,22.011665926168167,>= 15,186.7837941042292,[175-200[,4,0.0023629047188742,22.954994660863456,91.11545517468684,[1-2[,[225-250[,[2-3[,>=0.9,,4
4,20120124T044152,NBPS,7828,usp2012bqjw,[],P,NB,,HHZ,-4.393969,-41.445618,135.91841239472657,-3.604427576,-40.50757217,0.0,2012-01-24T04:42:14.840240Z,2012-01-24T04:41:52.047056Z,2012-01-24T04:42:03.840240Z,2012-01-24T04:43:03.840240Z,earthquake,1.618614238,known,20120124T044152/NB_NBPS_20120124T044152.mseed,"['E', 'N', 'Z']",[],0.0,0.9950000047683716,0.0049999998882412,Natural,0,0.998,0.002,Natural,0,41.53984495421573,80.02834415209378,66.03490554437741,2743.079737879718,4,"[-3.604427576, -40.50757217]",Nordeste,22.011665926168167,>= 15,186.7837941042292,[175-200[,4,0.0023629047188742,22.954994660863456,91.11545517468684,[1-2[,[125-150[,>= 15,>=0.9,,4
5,20120217T071112,NBCL,7812,usp2012dikw,[],P,NB,,HHZ,-4.224377,-38.291041,336.8739443668028,-3.154339075,-41.13030624,0.0,2012-02-17T07:12:01.606658Z,2012-02-17T07:11:12.441178Z,2012-02-17T07:11:50.606658Z,2012-02-17T07:12:50.606658Z,earthquake,2.346405154,known,20120217T071112/NB_NBCL_20120217T071112.mseed,"['E', 'N', 'Z']",[],0.0,0.8870000243186951,0.1129999980330467,Natural,0,0.961,0.039,Natural,0,5.569734872361478,4.63973318315397,63.486547594766165,353.6032380644058,7,"[-3.154339075, -41.13030624]",Nordeste,45.85141303296983,>= 15,228.26441129280136,[225-250[,4,0.0505074175070596,169.77206727759065,112.74219498995043,[2-3[,[325-350[,[5-6[,[0.8-0.9[,,7
6,20120217T071112,NBMO,7815,usp2012dikw,[],P,NB,,HHZ,-3.310348,-40.042927,122.0801950992448,-3.154339075,-41.13030624,0.0,2012-02-17T07:11:33.520782Z,2012-02-17T07:11:12.441178Z,2012-02-17T07:11:22.520782Z,2012-02-17T07:12:22.520782Z,earthquake,2.346405154,known,20120217T071112/NB_NBMO_20120217T071112.mseed,"['E', 'N', 'Z']",[],0.0,0.9700000286102296,0.0299999993294477,Natural,0,0.961,0.039,Natural,0,361.87995161370094,165.94026418003727,31.87968012168617,11536.617099896055,7,"[-3.154339075, -41.13030624]",Nordeste,45.85141303296983,>= 15,228.26441129280136,[225-250[,4,0.0505074175070596,169.77206727759065,112.74219498995043,[2-3[,[100-125[,>= 15,>=0.9,,7
7,20120217T071112,NBPB,7813,usp2012dikw,[],P,NB,,HHZ,-5.543242,-39.583619,315.047934183832,-3.154339075,-41.13030624,0.0,2012-02-17T07:12:03.830566Z,2012-02-17T07:11:12.441178Z,2012-02-17T07:11:52.830566Z,2012-02-17T07:12:52.830566Z,earthquake,2.346405154,known,20120217T071112/NB_NBPB_20120217T071112.mseed,"['E', 'N', 'Z']",[],0.0,1.0,0.0,Natural,0,0.961,0.039,Natural,0,2.2435030361474064,3.0613003306197863,87.88204900451815,197.1636437644916,7,"[-3.154339075, -41.13030624]",Nordeste,45.85141303296983,>= 15,228.26441129280136,[225-250[,4,0.0505074175070596,169.77206727759065,112.74219498995043,[2-3[,[300-325[,[2-3[,>=0.9,,7
8,20120217T071112,NBPS,7814,usp2012dikw,[],P,NB,,HHZ,-4.393969,-41.445618,141.4808884017707,-3.154339075,-41.13030624,0.0,2012-02-17T07:11:35.529479Z,2012-02-17T07:11:12.441178Z,2012-02-17T07:11:24.529479Z,2012-02-17T07:12:24.529479Z,earthquake,2.346405154,known,20120217T071112/NB_NBPS_20120217T071112.mseed,"['E', 'N', 'Z']",[],0.0,0.9850000143051147,0.0149999996647238,Natural,0,0.961,0.039,Natural,0,86.13309119357818,249.57082299712488,62.57829922102829,5390.062353543852,7,"[-3.154339075, -41.13030624]",Nordeste,45.85141303296983,>= 15,228.26441129280136,[225-250[,4,0.0505074175070596,169.77206727759065,112.74219498995043,[2-3[,[125-150[,>= 15,>=0.9,,7
9,20120221T063526,BSCB,7805,bsb20120221063625,[],P,BL,,HHZ,-20.9984,-44.7635,284.6994950894399,-23.48016167,-45.48500061,0.0,2012-02-21T06:36:09.269496Z,2012-02-21T06:35:26.308713Z,2012-02-21T06:35:58.269496Z,2012-02-21T06:36:58.269496Z,earthquake,3.072478086,suspected,20120221T063526/BL_BSCB_20120221T063526.mseed,"['Z', 'N', 'E']",[],0.0,0.99099999666214,0.0089999996125698,Natural,0,0.884,0.116,Natural,0,3.413819679369713,7.577037597348624,5.615720822589555,19.171058258002496,6,"[-23.48016167, -45.48500061]",Sudeste,14.319840667947664,[14-15[,240.49369824523228,[225-250[,9,0.1907057770575528,97.0690641413468,98.09065380708417,>=3,[275-300[,[3-4[,>=0.9,[0.1-0.2[,6
10,20120221T063526,DUB01,7803,bsb20120221063625,[],P,ON,,HHZ,-22.080966,-42.374182,355.02226478660333,-23.48016167,-45.48500061,0.0,2012-02-21T06:36:17.565151Z,2012-02-21T06:35:26.308713Z,2012-02-21T06:36:06.565151Z,2012-02-21T06:37:06.565151Z,earthquake,3.072478086,suspected,20120221T063526/ON_DUB01_20120221T063526.mseed,"['E', 'N', 'Z']",[],1.0,0.4779999852180481,0.5220000147819519,Anthropogenic,0,0.884,0.116,Natural,0,1.723134220204505,4.779581755102254,3.6090292005979614,6.218841717267656,6,"[-23.48016167, -45.48500061]",Sudeste,14.319840667947664,[14-15[,240.49369824523228,[225-250[,9,0.1907057770575528,97.0690641413468,98.09065380708417,>=3,>= 350,[1.5-1.75[,[0.4-0.6[,[0.1-0.2[,6
11,20120221T063526,ESAR,7811,bsb20120221063625,[],P,BL,,HHZ,-23.0207,-44.4403,118.3981216879752,-23.48016167,-45.48500061,0.0,2012-02-21T06:35:46.417344Z,2012-02-21T06:35:26.308713Z,2012-02-21T06:35:35.417344Z,2012-02-21T06:36:35.417344Z,earthquake,3.072478086,suspected,20120221T063526/BL_ESAR_20120221T063526.mseed,"['E', 'N', 'Z']",[],0.0,0.9810000061988832,0.0189999993890523,Natural,0,0.884,0.116,Natural,0,41.63197245855917,55.12075307760903,245.78280987217025,10232.423171385475,6,"[-23.48016167, -45.48500061]",Sudeste,14.319840667947664,[14-15[,240.49369824523228,[225-250[,9,0.1907057770575528,97.0690641413468,98.09065380708417,>=3,[100-125[,>= 15,>=0.9,[0.1-0.2[,6
12,20120221T063526,JAC01,7804,bsb20120221063625,[],P,ON,,HHZ,-24.81142,-48.102354,304.1396011932612,-23.48016167,-45.48500061,0.0,2012-02-21T06:36:11.069499Z,2012-02-21T06:35:26.308713Z,2012-02-21T06:36:00.069499Z,2012-02-21T06:37:00.069499Z,earthquake,3.072478086,suspected,20120221T063526/ON_JAC01_20120221T063526.mseed,"['E', 'N', 'Z']",[],0.0,0.99099999666214,0.0089999996125698,Natural,0,0.884,0.116,Natural,0,8.857129528852418,9.77631810939162,4.967800449978416,44.00045205895016,6,"[-23.48016167, -45.48500061]",Sudeste,14.319840667947664,[14-15[,240.49369824523228,[225-250[,9,0.1907057770575528,97.0690641413468,98.09065380708417,>=3,[300-325[,[8-9[,>=0.9,[0.1-0.2[,6
13,20120221T063526,MAN01,7809,bsb20120221063625,[],P,ON,,HHZ,-22.86516,-43.964094,169.9692692805942,-23.48016167,-45.48500061,0.0,2012-02-21T06:35:54.243408Z,2012-02-21T06:35:26.308713Z,2012-02-21T06:35:43.243408Z,2012-02-21T06:36:43.243408Z,earthquake,3.072478086,suspected,20120221T063526/ON_MAN01_20120221T063526.mseed,"['1', '2', 'Z']",[],0.0,0.6420000195503235,0.3580000102519989,Natural,0,0.884,0.116,Natural,0,58.51197459724942,426.5095912013049,4.266300565357743,249.6296703044431,6,"[-23.48016167, -45.48500061]",Sudeste,14.319840667947664,[14-15[,240.49369824523228,[225-250[,9,0.1907057770575528,97.0690641413468,98.09065380708417,>=3,[150-175[,>= 15,[0.6-0.8[,[0.1-0.2[,6
14,20120221T063526,PET01,7808,bsb20120221063625,[],P,ON,,HHZ,-24.290108,-47.275344,203.2017259832037,-23.48016167,-45.48500061,0.0,2012-02-21T06:35:58.626022Z,2012-02-21T06:35:26.308713Z,2012-02-21T06:35:47.626022Z,2012-02-21T06:36:47.626022Z,earthquake,3.072478086,suspected,20120221T063526/ON_PET01_20120221T063526.mseed,"['E', 'N', 'Z']",[],0.0,0.9929999709129332,0.0070000002160668,Natural,0,0.884,0.116,Natural,0,95.38928523274438,49.33226154785532,3.5728071048082435,340.8075160021292,6,"[-23.48016167, -45.48500061]",Sudeste,14.319840667947664,[14-15[,240.49369824523228,[225-250[,9,0.1907057770575528,97.0690641413468,98.09065380708417,>=3,[200-225[,>= 15,>=0.9,[0.1-0.2[,6
15,20120221T063526,RCLB,7807,bsb20120221063625,[],P,BL,1.0,HHZ,-22.4191,-47.531,240.49369824523228,-23.48016167,-45.48500061,0.0,2012-02-21T06:36:03.712976Z,2012-02-21T06:35:26.308713Z,2012-02-21T06:35:52.712976Z,2012-02-21T06:36:52.712976Z,earthquake,3.072478086,suspected,20120221T063526/BL_RCLB_20120221T063526.mseed,"['E', 'N', 'Z']",[],0.0,0.9950000047683716,0.0049999998882412,Natural,0,0.884,0.116,Natural,0,2.361897102161276,4.242557735815247,75.28336524939009,177.81156222348338,6,"[-23.48016167, -45.48500061]",Sudeste,14.319840667947664,[14-15[,240.49369824523228,[225-250[,9,0.1907057770575528,97.0690641413468,98.09065380708417,>=3,[225-250[,[2-3[,>=0.9,[0.1-0.2[,6
16,20120221T063526,SLP01,7810,bsb20120221063625,[],P,ON,,HHZ,-23.3243,-45.1559,37.80969946921774,-23.48016167,-45.48500061,0.0,2012-02-21T06:35:33.191236Z,2012-02-21T06:35:26.308713Z,2012-02-21T06:35:22.191236Z,2012-02-21T06:36:22.191236Z,earthquake,3.072478086,suspected,20120221T063526/ON_SLP01_20120221T063526.mseed,"['E', 'N', 'Z']",[],0.0,0.8989999890327454,0.101000003516674,Natural,0,0.884,0.116,Natural,0,303.2630894257802,303.4881584546285,3.8081076315094062,1154.858485197433,6,"[-23.48016167, -45.48500061]",Sudeste,14.319840667947664,[14-15[,240.49369824523228,[225-250[,9,0.1907057770575528,97.0690641413468,98.09065380708417,>=3,[25-50[,>= 15,[0.8-0.9[,[0.1-0.2[,6
17,20120221T063526,VAS01,7806,bsb20120221063625,[],P,ON,,HHZ,-22.280081,-43.442624,248.1541487143639,-23.48016167,-45.48500061,0.0,2012-02-21T06:36:04.417324Z,2012-02-21T06:35:26.308713Z,2012-02-21T06:35:53.417324Z,2012-02-21T06:36:53.417324Z,earthquake,3.072478086,suspected,20120221T063526/ON_VAS01_20120221T063526.mseed,"['E', 'N', 'Z']",[],0.0,0.9879999756813048,0.0120000001043081,Natural,0,0.884,0.116,Natural,0,14.319840667947664,15.008114221135145,5.297308391618323,75.85661213695649,6,"[-23.48016167, -45.48500061]",Sudeste,14.319840667947664,[14-15[,240.49369824523228,[225-250[,9,0.1907057770575528,97.0690641413468,98.09065380708417,>=3,[225-250[,[14-15[,>=0.9,[0.1-0.2[,6
18,20120314T104046,CNLB,7799,usp2012feew,[],P,BL,,HHZ,-29.3148,-50.8533,285.24818857144635,-27.95881653,-48.37355042,0.0,2012-03-14T10:41:29.723927Z,2012-03-14T10:40:46.319936Z,2012-03-14T10:41:18.723927Z,2012-03-14T10:42:18.723927Z,earthquake,3.288488011,known,20120314T104046/BL_CNLB_20120314T104046.mseed,"['2', '1', 'Z']",[],0.0,0.996999979019165,0.003000000026077,Natural,0,0.987,0.013,Natural,0,2.5399337902992696,14.005002181371434,8.289630815163985,21.055113416541083,10,"[-27.95881653, -48.37355042]",,2.5399337902992696,[2-3[,285.24818857144635,[275-300[,3,0.0153731443117642,0.9278994902043188,72.87143116891575,>=3,[275-300[,[2-3[,>=0.9,,10
19,20120314T104046,ITAB,7801,usp2012feew,[],P,BL,,HHZ,-27.2349,-52.1313,379.5413235338024,-27.95881653,-48.37355042,0.0,2012-03-14T10:41:40.591262Z,2012-03-14T10:40:46.319936Z,2012-03-14T10:41:29.591262Z,2012-03-14T10:42:29.591262Z,earthquake,3.288488011,known,20120314T104046/BL_ITAB_20120314T104046.mseed,"['E', 'N', 'Z']",[],0.0,0.968999981880188,0.0309999994933605,Natural,0,0.987,0.013,Natural,0,1.032801081173529,9.485548157129257,3.588466321952656,3.706171897067501,10,"[-27.95881653, -48.37355042]",,2.5399337902992696,[2-3[,285.24818857144635,[275-300[,3,0.0153731443117642,0.9278994902043188,72.87143116891575,>=3,>= 350,[1-1.25[,>=0.9,,10
20,20120314T104046,TIJ01,7800,usp2012feew,[],P,ON,,HHZ,-25.908848,-49.024241,236.1537046969464,-27.95881653,-48.37355042,0.0,2012-03-14T10:41:24.081510Z,2012-03-14T10:40:46.319936Z,2012-03-14T10:41:13.081510Z,2012-03-14T10:42:13.081510Z,earthquake,3.288488011,known,20120314T104046/ON_TIJ01_20120314T104046.mseed,"['E', 'N', 'Z']",[],0.0,0.9940000176429749,0.006000000052154,Natural,0,0.987,0.013,Natural,0,2.724133739021384,17.10227372048491,9.529679823272954,25.96012232864919,10,"[-27.95881653, -48.37355042]",,2.5399337902992696,[2-3[,285.24818857144635,[275-300[,3,0.0153731443117642,0.9278994902043188,72.87143116891575,>=3,[225-250[,[2-3[,>=0.9,,10
21,20120321T095134,PEXB,7798,usp2012fqxt,[],P,BL,,HHZ,-12.10584,-48.30085,130.23443530202266,-13.26620865,-48.09864426,0.0,2012-03-21T09:51:56.611968Z,2012-03-21T09:51:34.760123Z,2012-03-21T09:51:45.611968Z,2012-03-21T09:52:45.611968Z,earthquake,2.777533553,suspected,20120321T095134/BL_PEXB_20120321T095134.mseed,"['E', 'N', 'Z']",[],0.0,0.9990000128746032,0.0010000000474974,Natural,0,0.999,0.001,Natural,0,43.68265471789202,398.96214264667736,6.805340912043601,297.275357298345,9,"[-13.26620865, -48.09864426]",Norte,43.68265471789202,>= 15,130.23443530202266,[125-150[,1,,,,[2-3[,[125-150[,>= 15,>=0.9,,9
22,20120328T235240,NBAN,7780,usp2012geua,[],P,NB,,HHZ,-9.668656,-36.274726,156.61382872311705,-8.26031208,-36.12661743,0.0,2012-03-28T23:53:07.885898Z,2012-03-28T23:52:40.980212Z,2012-03-28T23:52:56.885898Z,2012-03-28T23:53:56.885898Z,earthquake,1.683580242,known,20120328T235240/NB_NBAN_20120328T235240.mseed,"['E', 'N', 'Z']",[],0.0,0.9990000128746032,0.0010000000474974,Natural,0,0.822,0.178,Natural,0,3.325461677248665,33.67635956504802,84.88303961798538,282.2752952979905,23,"[-8.26031208, -36.12661743]",Nordeste,2.8628470205575445,[2-3[,223.730534423517,[200-225[,7,0.3525324712566424,3.0186330877450005,76.10045569614554,[1-2[,[150-175[,[3-4[,>=0.9,[0.2-0.4[,23
23,20120328T235240,NBLI,7781,usp2012geua,[],P,NB,,HHZ,-7.364556,-36.949743,134.3719324807238,-8.26031208,-36.12661743,0.0,2012-03-28T23:53:03.581552Z,2012-03-28T23:52:40.980212Z,2012-03-28T23:52:52.581552Z,2012-03-28T23:53:52.581552Z,earthquake,1.683580242,known,20120328T235240/NB_NBLI_20120328T235240.mseed,"['E', 'N', 'Z']",[],0.0,1.0,0.0,Natural,0,0.822,0.178,Natural,0,7.158465509079565,53.833572756741816,63.33985552291036,453.41617111083656,23,"[-8.26031208, -36.12661743]",Nordeste,2.8628470205575445,[2-3[,223.730534423517,[200-225[,7,0.3525324712566424,3.0186330877450005,76.10045569614554,[1-2[,[125-150[,[7-8[,>=0.9,[0.2-0.4[,23
24,20120328T235240,NBMA,7776,usp2012geua,[],P,NB,,HHZ,-7.365352,-38.764058,307.2657334589846,-8.26031208,-36.12661743,0.0,2012-03-28T23:53:26.251117Z,2012-03-28T23:52:40.980212Z,2012-03-28T23:53:15.251117Z,2012-03-28T23:54:15.251117Z,earthquake,1.683580242,known,20120328T235240/NB_NBMA_20120328T235240.mseed,"['E', 'N', 'Z']",[],1.0,0.0370000004768371,0.9629999995231628,Anthropogenic,0,0.822,0.178,Natural,0,0.9241746292752738,0.886366620839258,276.39972158284775,255.4416102256172,23,"[-8.26031208, -36.12661743]",Nordeste,2.8628470205575445,[2-3[,223.730534423517,[200-225[,7,0.3525324712566424,3.0186330877450005,76.10045569614554,[1-2[,[300-325[,< 1,,[0.2-0.4[,23
25,20120328T235240,NBPA,7777,usp2012geua,[],P,NB,,HHZ,-5.75028,-37.112047,298.1748316738545,-8.26031208,-36.12661743,0.0,2012-03-28T23:53:25.318504Z,2012-03-28T23:52:40.980212Z,2012-03-28T23:53:14.318504Z,2012-03-28T23:54:14.318504Z,earthquake,1.683580242,known,20120328T235240/NB_NBPA_20120328T235240.mseed,"['E', 'N', 'Z']",[],0.0,0.8330000042915344,0.1669999957084655,Natural,0,0.822,0.178,Natural,0,1.311635285166892,1.91290255391604,64.20413548269283,84.21240955273558,23,"[-8.26031208, -36.12661743]",Nordeste,2.8628470205575445,[2-3[,223.730534423517,[200-225[,7,0.3525324712566424,3.0186330877450005,76.10045569614554,[1-2[,[275-300[,[1.25-1.5[,[0.8-0.9[,[0.2-0.4[,23
26,20120328T235240,NBPV,7779,usp2012geua,[],P,NB,,HHZ,-6.417527,-35.290516,223.730534423517,-8.26031208,-36.12661743,0.0,2012-03-28T23:53:16.279376Z,2012-03-28T23:52:40.980212Z,2012-03-28T23:53:05.279376Z,2012-03-28T23:54:05.279376Z,earthquake,1.683580242,known,20120328T235240/NB_NBPV_20120328T235240.mseed,"['E', 'N', 'Z']",[],0.0,0.9959999918937684,0.0040000001899898,Natural,0,0.822,0.178,Natural,0,2.8628470205575445,3.1140989695535928,68.56168160908437,196.2816059189822,23,"[-8.26031208, -36.12661743]",Nordeste,2.8628470205575445,[2-3[,223.730534423517,[200-225[,7,0.3525324712566424,3.0186330877450005,76.10045569614554,[1-2[,[200-225[,[2-3[,>=0.9,[0.2-0.4[,23
27,20120328T235240,NBRF,7782,usp2012geua,[],P,NB,,HHZ,-8.679466,-35.127172,119.4172770646438,-8.26031208,-36.12661743,0.0,2012-03-28T23:53:00.676116Z,2012-03-28T23:52:40.980212Z,2012-03-28T23:52:49.676116Z,2012-03-28T23:53:49.676116Z,earthquake,1.683580242,known,20120328T235240/NB_NBRF_20120328T235240.mseed,"['E', 'N', 'Z']",[],0.0,0.8880000114440918,0.1120000034570694,Natural,0,0.822,0.178,Natural,0,8.310501592634948,14.803564674739173,174.69876325406725,1451.8343502542816,23,"[-8.26031208, -36.12661743]",Nordeste,2.8628470205575445,[2-3[,223.730534423517,[200-225[,7,0.3525324712566424,3.0186330877450005,76.10045569614554,[1-2[,[100-125[,[8-9[,[0.8-0.9[,[0.2-0.4[,23
28,20120328T235240,NBTA,7778,usp2012geua,[],P,NB,,HHZ,-9.121932,-38.063215,233.45458588785783,-8.26031208,-36.12661743,0.0,2012-03-28T23:53:16.925029Z,2012-03-28T23:52:40.980212Z,2012-03-28T23:53:05.925029Z,2012-03-28T23:54:05.925029Z,earthquake,1.683580242,known,20120328T235240/NB_NBTA_20120328T235240.mseed,"['E', 'N', 'Z']",[],0.0,1.0,0.0,Natural,0,0.822,0.178,Natural,0,0.9884018552221449,1.155201996378378,273.9022954379844,270.7255369605078,23,"[-8.26031208, -36.12661743]",Nordeste,2.8628470205575445,[2-3[,223.730534423517,[200-225[,7,0.3525324712566424,3.0186330877450005,76.10045569614554,[1-2[,[225-250[,< 1,>=0.9,[0.2-0.4[,23
29,20120423T092847,DUB01,7754,usp2012hzep,[],P,ON,,HHZ,-22.080966,-42.374182,287.6767069999659,-23.41172028,-44.7796669,0.0,2012-04-23T09:29:30.370849Z,2012-04-23T09:28:47.105631Z,2012-04-23T09:29:19.370849Z,2012-04-23T09:30:19.370849Z,earthquake,2.118416116,known,20120423T092847/ON_DUB01_20120423T092847.mseed,"['E', 'N', 'Z']",[],0.0,0.9959999918937684,0.0040000001899898,Natural,0,0.966,0.034,Natural,0,1.0538574473284688,1.179073497709307,4.134145971547622,4.3568005204584495,9,"[-23.41172028, -44.7796669]",,5.434433116946519,[5-6[,144.49736266651183,[125-150[,6,0.024851555465897,9.329064980537494,107.8377473920378,[2-3[,[275-300[,[1-1.25[,>=0.9,,9
30,20120423T092847,ESAR,7757,usp2012hzep,[],P,BL,,HHZ,-23.0207,-44.4403,55.51507722542875,-23.41172028,-44.7796669,0.0,2012-04-23T09:28:56.762451Z,2012-04-23T09:28:47.105631Z,2012-04-23T09:28:45.762451Z,2012-04-23T09:29:45.762451Z,earthquake,2.118416116,known,20120423T092847/BL_ESAR_20120423T092847.mseed,"['E', 'N', 'Z']",[],0.0,0.9570000171661376,0.0430000014603138,Natural,0,0.966,0.034,Natural,0,6.913012094507365,6.796705163268407,253.20342166055707,1750.398316310079,9,"[-23.41172028, -44.7796669]",,5.434433116946519,[5-6[,144.49736266651183,[125-150[,6,0.024851555465897,9.329064980537494,107.8377473920378,[2-3[,[50-75[,[6-7[,>=0.9,,9
31,20120423T092847,MAN01,7756,usp2012hzep,[],P,ON,,HHZ,-22.86516,-43.964094,103.15429954844728,-23.41172028,-44.7796669,0.0,2012-04-23T09:29:04.755493Z,2012-04-23T09:28:47.105631Z,2012-04-23T09:28:53.755493Z,2012-04-23T09:29:53.755493Z,earthquake,2.118416116,known,20120423T092847/ON_MAN01_20120423T092847.mseed,"['1', '2', 'Z']",[],0.0,0.9470000267028807,0.0529999993741512,Natural,0,0.966,0.034,Natural,0,12.176310790595286,12.139389222248228,5.180041081213998,63.07379011291288,9,"[-23.41172028, -44.7796669]",,5.434433116946519,[5-6[,144.49736266651183,[125-150[,6,0.024851555465897,9.329064980537494,107.8377473920378,[2-3[,[100-125[,[12-13[,>=0.9,,9
32,20120423T092847,PET01,7759,usp2012hzep,[],P,ON,,HHZ,-24.290108,-47.275344,272.2031891273038,-23.41172028,-44.7796669,0.0,2012-04-23T09:29:27.727233Z,2012-04-23T09:28:47.105631Z,2012-04-23T09:29:16.727233Z,2012-04-23T09:30:16.727233Z,earthquake,2.118416116,known,20120423T092847/ON_PET01_20120423T092847.mseed,"['E', 'N', 'Z']",[],0.0,0.9670000076293944,0.032999999821186,Natural,0,0.966,0.034,Natural,0,1.0085053389876104,1.2037397478561322,6.0413379377075405,6.092721564806454,9,"[-23.41172028, -44.7796669]",,5.434433116946519,[5-6[,144.49736266651183,[125-150[,6,0.024851555465897,9.329064980537494,107.8377473920378,[2-3[,[250-275[,[1-1.25[,>=0.9,,9
33,20120423T092847,SLP01,7758,usp2012hzep,[],P,ON,,HHZ,-23.3243,-45.1559,39.66668038934037,-23.41172028,-44.7796669,0.0,2012-04-23T09:28:54.024658Z,2012-04-23T09:28:47.105631Z,2012-04-23T09:28:43.024658Z,2012-04-23T09:29:43.024658Z,earthquake,2.118416116,known,20120423T092847/ON_SLP01_20120423T092847.mseed,"['E', 'N', 'Z']",[],0.0,0.9350000023841858,0.0649999976158142,Natural,0,0.966,0.034,Natural,0,25.439330086791827,29.882279678712656,4.446110367859193,113.10606925027744,9,"[-23.41172028, -44.7796669]",,5.434433116946519,[5-6[,144.49736266651183,[125-150[,6,0.024851555465897,9.329064980537494,107.8377473920378,[2-3[,[25-50[,>= 15,>=0.9,,9
34,20120423T092847,VAS01,7755,usp2012hzep,[],P,ON,,HHZ,-22.280081,-43.442624,185.8404257845764,-23.41172028,-44.7796669,0.0,2012-04-23T09:29:17.311401Z,2012-04-23T09:28:47.105631Z,2012-04-23T09:29:06.311401Z,2012-04-23T09:30:06.311401Z,earthquake,2.118416116,known,20120423T092847/ON_VAS01_20120423T092847.mseed,"['E', 'N', 'Z']",[],0.0,0.9940000176429749,0.006000000052154,Natural,0,0.966,0.034,Natural,0,3.9558541393856745,8.973373650369435,6.352249997177047,25.12857444574546,9,"[-23.41172028, -44.7796669]",,5.434433116946519,[5-6[,144.49736266651183,[125-150[,6,0.024851555465897,9.329064980537494,107.8377473920378,[2-3[,[175-200[,[3-4[,>=0.9,,9
