EventID,Event,Error,Pick,Network,Station,Location,Channel,Latitude,Longitude,Distance,Origem Latitude,Origem Longitude,Depth/km,Pick Time,Origin Time,Start Time,End Time,Cat,MLv,Certainty,Path
usp2024ouyr,20240729T164143,,P,BL,FRTB,,HHZ,-23.3439,-49.564,276.44204462454525,-23.47353172,-46.86299515,0.0,2024-07-29T16:42:25.841138Z,2024-07-29T16:41:43.551973Z,2024-07-29T16:42:14.841138Z,2024-07-29T16:43:14.841138Z,earthquake,2.428351755,suspected,20240729T164143/BL_FRTB_20240729T164143.mseed
usp2024ouyr,20240729T164143,,P,BL,RCLB,,HHZ,-22.4191,-47.531,135.38569120296572,-23.47353172,-46.86299515,0.0,2024-07-29T16:42:06.238955Z,2024-07-29T16:41:43.551973Z,2024-07-29T16:41:55.238955Z,2024-07-29T16:42:55.238955Z,earthquake,2.428351755,suspected,20240729T164143/BL_RCLB_20240729T164143.mseed
usp2024ouyr,20240729T164143,,P,BL,VABB,,HHZ,-23.0021,-46.9657,53.25735014388735,-23.47353172,-46.86299515,0.0,2024-07-29T16:41:52.232314Z,2024-07-29T16:41:43.551973Z,2024-07-29T16:41:41.232314Z,2024-07-29T16:42:41.232314Z,earthquake,2.428351755,suspected,20240729T164143/BL_VABB_20240729T164143.mseed
usp2024ourn,20240729T130414,,P,NB,NBMA,,HHZ,-7.365352,-38.764058,318.37998880529494,-4.616324425,-39.61845398,0.0,2024-07-29T13:05:01.862127Z,2024-07-29T13:04:14.595238Z,2024-07-29T13:04:50.862127Z,2024-07-29T13:05:50.862127Z,earthquake,2.456333794,known,20240729T130414/NB_NBMA_20240729T130414.mseed
usp2024ourn,20240729T130414,,P,NB,NBPA,,HHZ,-5.75028,-37.112047,304.85761092405517,-4.616324425,-39.61845398,0.0,2024-07-29T13:04:59.827211Z,2024-07-29T13:04:14.595238Z,2024-07-29T13:04:48.827211Z,2024-07-29T13:05:48.827211Z,earthquake,2.456333794,known,20240729T130414/NB_NBPA_20240729T130414.mseed
usp2024ourn,20240729T130414,,P,NB,NBPF,,HHZ,-6.143998,-38.190476,231.48683390640545,-4.616324425,-39.61845398,0.0,2024-07-29T13:04:50.655018Z,2024-07-29T13:04:14.595238Z,2024-07-29T13:04:39.655018Z,2024-07-29T13:05:39.655018Z,earthquake,2.456333794,known,20240729T130414/NB_NBPF_20240729T130414.mseed
usp2024ourn,20240729T130414,,P,NB,NBPS,,HHZ,-4.393969,-41.445618,204.2598704290943,-4.616324425,-39.61845398,0.0,2024-07-29T13:04:47.306413Z,2024-07-29T13:04:14.595238Z,2024-07-29T13:04:36.306413Z,2024-07-29T13:05:36.306413Z,earthquake,2.456333794,known,20240729T130414/NB_NBPS_20240729T130414.mseed
usp2024ourn,20240729T130414,,P,NB,NBMO,,HHZ,-3.310348,-40.042927,151.91308572100496,-4.616324425,-39.61845398,0.0,2024-07-29T13:04:50.835142Z,2024-07-29T13:04:14.595238Z,2024-07-29T13:04:39.835142Z,2024-07-29T13:05:39.835142Z,earthquake,2.456333794,known,20240729T130414/NB_NBMO_20240729T130414.mseed
usp2024ourn,20240729T130414,,P,NB,NBCL,,HHZ,-4.224377,-38.291041,153.57295534373984,-4.616324425,-39.61845398,0.0,2024-07-29T13:04:40.042532Z,2024-07-29T13:04:14.595238Z,2024-07-29T13:04:29.042532Z,2024-07-29T13:05:29.042532Z,earthquake,2.456333794,known,20240729T130414/NB_NBCL_20240729T130414.mseed
usp2024ourn,20240729T130414,,P,NB,NBSB,,HHZ,-3.668,-40.4798,141.92545052584887,-4.616324425,-39.61845398,0.0,2024-07-29T13:04:38.572781Z,2024-07-29T13:04:14.595238Z,2024-07-29T13:04:27.572781Z,2024-07-29T13:05:27.572781Z,earthquake,2.456333794,known,20240729T130414/NB_NBSB_20240729T130414.mseed
usp2024otya,20240729T031326,,P,GE,SALTA,,HHZ,-24.2241,-66.34,175.157550792951,-24.66054916,-68.00029755,189000.0,2024-07-29T03:14:00.911121Z,2024-07-29T03:13:26.896362Z,2024-07-29T03:13:49.911121Z,2024-07-29T03:14:49.911121Z,earthquake,4.022395709,known,20240729T031326/GE_SALTA_20240729T031326.mseed
usp2024otqs,20240728T233117,,P,BL,DIAM,,HHZ,-18.2952,-43.6648,368.4634942282896,-14.96901226,-43.81935883,0.0,2024-07-28T23:32:10.328420Z,2024-07-28T23:31:17.290395Z,2024-07-28T23:31:59.328420Z,2024-07-28T23:32:59.328420Z,earthquake,2.059749727,known,20240728T233117/BL_DIAM_20240728T233117.mseed
usp2024otqs,20240728T233117,,P,BR,SDBA,,HHZ,-12.4085,-44.903,306.5786249476703,-14.96901226,-43.81935883,0.0,2024-07-28T23:32:02.703938Z,2024-07-28T23:31:17.290395Z,2024-07-28T23:31:51.703938Z,2024-07-28T23:32:51.703938Z,earthquake,2.059749727,known,20240728T233117/BR_SDBA_20240728T233117.mseed
usp2024otqs,20240728T233117,,P,BL,ARCA,,HHZ,-16.8467,-41.9597,287.7921579413572,-14.96901226,-43.81935883,0.0,2024-07-28T23:32:00.603618Z,2024-07-28T23:31:17.290395Z,2024-07-28T23:31:49.603618Z,2024-07-28T23:32:49.603618Z,earthquake,2.059749727,known,20240728T233117/BL_ARCA_20240728T233117.mseed
usp2024otqs,20240728T233117,,P,BR,JANB,,HHZ,-15.058097,-44.311197,53.80471200754385,-14.96901226,-43.81935883,0.0,2024-07-28T23:31:26.679739Z,2024-07-28T23:31:17.290395Z,2024-07-28T23:31:15.679739Z,2024-07-28T23:32:15.679739Z,earthquake,2.059749727,known,20240728T233117/BR_JANB_20240728T233117.mseed
usp2024otiy,20240728T193433,,P,BR,VILB,,HHZ,-12.9528,-60.2002,298.10304592439127,-12.30490589,-57.5368042,0.0,2024-07-28T19:35:18.043749Z,2024-07-28T19:34:33.396860Z,2024-07-28T19:35:07.043749Z,2024-07-28T19:36:07.043749Z,earthquake,2.604795404,suspected,20240728T193433/BR_VILB_20240728T193433.mseed
usp2024oruf,20240727T230159,,P,BL,VABB,,HHZ,-23.0021,-46.9657,380.79128785241716,-20.029,-48.81333333,0.0,2024-07-27T23:02:52.811906Z,2024-07-27T23:01:59.030000Z,2024-07-27T23:02:41.811906Z,2024-07-27T23:03:41.811906Z,earthquake,3.24942122,known,20240727T230159/BL_VABB_20240727T230159.mseed
usp2024oruf,20240727T230159,,P,BL,FRTB,,HHZ,-23.3439,-49.564,375.174121993833,-20.029,-48.81333333,0.0,2024-07-27T23:02:52.053064Z,2024-07-27T23:01:59.030000Z,2024-07-27T23:02:41.053064Z,2024-07-27T23:03:41.053064Z,earthquake,3.24942122,known,20240727T230159/BL_FRTB_20240727T230159.mseed
usp2024oruf,20240727T230159,,P,BL,PCMB,,HHZ,-21.6074,-51.2619,309.0271347053004,-20.029,-48.81333333,0.0,2024-07-27T23:02:44.572926Z,2024-07-27T23:01:59.030000Z,2024-07-27T23:02:33.572926Z,2024-07-27T23:03:33.572926Z,earthquake,3.24942122,known,20240727T230159/BL_PCMB_20240727T230159.mseed
usp2024oruf,20240727T230159,,P,BL,PMNB,,HHZ,-18.54,-46.44,298.9894214852846,-20.029,-48.81333333,0.0,2024-07-27T23:02:42.768175Z,2024-07-27T23:01:59.030000Z,2024-07-27T23:02:31.768175Z,2024-07-27T23:03:31.768175Z,earthquake,3.24942122,known,20240727T230159/BL_PMNB_20240727T230159.mseed
usp2024oruf,20240727T230159,,P,BL,RCLB,,HHZ,-22.4191,-47.531,296.22371814370666,-20.029,-48.81333333,0.0,2024-07-27T23:02:44.357723Z,2024-07-27T23:01:59.030000Z,2024-07-27T23:02:33.357723Z,2024-07-27T23:03:33.357723Z,earthquake,3.24942122,known,20240727T230159/BL_RCLB_20240727T230159.mseed
usp2024oruf,20240727T230159,,P,BL,CANS,,HHZ,-20.2896,-46.3921,254.7554582693235,-20.029,-48.81333333,0.0,2024-07-27T23:02:37.999229Z,2024-07-27T23:01:59.030000Z,2024-07-27T23:02:26.999229Z,2024-07-27T23:03:26.999229Z,earthquake,3.24942122,known,20240727T230159/BL_CANS_20240727T230159.mseed
usp2024oruf,20240727T230159,,P,BR,IPMB,,HHZ,-17.982956,-48.211734,235.17072845401478,-20.029,-48.81333333,0.0,2024-07-27T23:02:35.326176Z,2024-07-27T23:01:59.030000Z,2024-07-27T23:02:24.326176Z,2024-07-27T23:03:24.326176Z,earthquake,3.24942122,known,20240727T230159/BR_IPMB_20240727T230159.mseed
usp2024oruf,20240727T230159,,P,BL,ITRB,,HHZ,-19.7042,-50.359,165.82952149584844,-20.029,-48.81333333,0.0,2024-07-27T23:02:25.524702Z,2024-07-27T23:01:59.030000Z,2024-07-27T23:02:14.524702Z,2024-07-27T23:03:14.524702Z,earthquake,3.24942122,known,20240727T230159/BL_ITRB_20240727T230159.mseed
usp2024oruf,20240727T230159,,P,BL,BB19B,,HHZ,-21.0662,-48.5279,118.62454781203321,-20.029,-48.81333333,0.0,2024-07-27T23:02:18.501263Z,2024-07-27T23:01:59.030000Z,2024-07-27T23:02:07.501263Z,2024-07-27T23:03:07.501263Z,earthquake,3.24942122,known,20240727T230159/BL_BB19B_20240727T230159.mseed
usp2024orru,20240727T214814,,P,GE,SALTA,,HHZ,-24.2241,-66.34,92.17853317294738,-24.38168144,-67.23162842,180000.0,2024-07-27T21:48:41.174004Z,2024-07-27T21:48:14.629086Z,2024-07-27T21:48:30.174004Z,2024-07-27T21:49:30.174004Z,earthquake,4.29315513,known,20240727T214814/GE_SALTA_20240727T214814.mseed
usp2024orfo,20240727T153701,,P,NB,NBMO,,HHZ,-3.310348,-40.042927,65.03446618055176,-3.68,-40.49816667,0.0,2024-07-27T15:37:15.555419Z,2024-07-27T15:37:01.740000Z,2024-07-27T15:37:04.555419Z,2024-07-27T15:38:04.555419Z,earthquake,1.259561066,known,20240727T153701/NB_NBMO_20240727T153701.mseed
usp2024orfo,20240727T153701,,P,NB,NBSB,,HHZ,-3.668,-40.4798,2.4339258468866536,-3.68,-40.49816667,0.0,2024-07-27T15:36:59.008205Z,2024-07-27T15:37:01.740000Z,2024-07-27T15:36:48.008205Z,2024-07-27T15:37:48.008205Z,earthquake,1.259561066,known,20240727T153701/NB_NBSB_20240727T153701.mseed
usp2024omrh,20240725T035224,,P,BL,FRTB,,HHZ,-23.3439,-49.564,374.5401854473917,-20.03317261,-48.82185745,0.0,2024-07-25T03:53:18.739816Z,2024-07-25T03:52:24.962773Z,2024-07-25T03:53:07.739816Z,2024-07-25T03:54:07.739816Z,earthquake,2.366963892,known,20240725T035224/BL_FRTB_20240725T035224.mseed
usp2024omrh,20240725T035224,,P,BL,PCMB,,HHZ,-21.6074,-51.2619,308.03133798673196,-20.03317261,-48.82185745,0.0,2024-07-25T03:53:10.497114Z,2024-07-25T03:52:24.962773Z,2024-07-25T03:52:59.497114Z,2024-07-25T03:53:59.497114Z,earthquake,2.366963892,known,20240725T035224/BL_PCMB_20240725T035224.mseed
usp2024omrh,20240725T035224,,P,BL,PMNB,,HHZ,-18.54,-46.44,299.98889365021944,-20.03317261,-48.82185745,0.0,2024-07-25T03:53:09.402376Z,2024-07-25T03:52:24.962773Z,2024-07-25T03:52:58.402376Z,2024-07-25T03:53:58.402376Z,earthquake,2.366963892,known,20240725T035224/BL_PMNB_20240725T035224.mseed
usp2024omrh,20240725T035224,,P,BL,CANS,,HHZ,-20.2896,-46.3921,255.58578069807288,-20.03317261,-48.82185745,0.0,2024-07-25T03:53:03.993109Z,2024-07-25T03:52:24.962773Z,2024-07-25T03:52:52.993109Z,2024-07-25T03:53:52.993109Z,earthquake,2.366963892,known,20240725T035224/BL_CANS_20240725T035224.mseed
usp2024omrh,20240725T035224,,P,BR,IPMB,,HHZ,-17.982956,-48.211734,235.8582211969437,-20.03317261,-48.82185745,0.0,2024-07-25T03:53:01.931901Z,2024-07-25T03:52:24.962773Z,2024-07-25T03:52:50.931901Z,2024-07-25T03:53:50.931901Z,earthquake,2.366963892,known,20240725T035224/BR_IPMB_20240725T035224.mseed
usp2024omrh,20240725T035224,,P,BL,ITRB,,HHZ,-19.7042,-50.359,165.05735261173388,-20.03317261,-48.82185745,0.0,2024-07-25T03:52:51.989141Z,2024-07-25T03:52:24.962773Z,2024-07-25T03:52:40.989141Z,2024-07-25T03:53:40.989141Z,earthquake,2.366963892,known,20240725T035224/BL_ITRB_20240725T035224.mseed
usp2024omrh,20240725T035224,,P,BL,BB19B,,HHZ,-21.0662,-48.5279,118.40434939886913,-20.03317261,-48.82185745,0.0,2024-07-25T03:52:45.330573Z,2024-07-25T03:52:24.962773Z,2024-07-25T03:52:34.330573Z,2024-07-25T03:53:34.330573Z,earthquake,2.366963892,known,20240725T035224/BL_BB19B_20240725T035224.mseed
usp2024omib,20240724T231247,,P,GE,SALTA,,HHZ,-24.2241,-66.34,320.9664441396598,-21.9504509,-68.28292084,154000.0,2024-07-24T23:13:32.324008Z,2024-07-24T23:12:47.562324Z,2024-07-24T23:13:21.324008Z,2024-07-24T23:14:21.324008Z,earthquake,4.263012906,known,20240724T231247/GE_SALTA_20240724T231247.mseed
usp2024omcg,20240724T201646,,P,NB,NBJG,,HHZ,-9.873057,-39.901877,7.777176983378474,-9.907722473,-39.84018326,0.0,2024-07-24T20:16:48.610831Z,2024-07-24T20:16:46.712809Z,2024-07-24T20:16:37.610831Z,2024-07-24T20:17:37.610831Z,earthquake,3.590661365,known,20240724T201646/NB_NBJG_20240724T201646.mseed
usp2024omcg,20240724T201646,,P,NB,NBPN,,HHZ,-10.847009,-40.198957,111.07544855202427,-9.907722473,-39.84018326,0.0,2024-07-24T20:17:06.336764Z,2024-07-24T20:16:46.712809Z,2024-07-24T20:16:55.336764Z,2024-07-24T20:17:55.336764Z,earthquake,3.590661365,known,20240724T201646/NB_NBPN_20240724T201646.mseed
usp2024omcg,20240724T201646,,P,NB,NBLA,,HHZ,-10.99255,-37.788972,254.62034989864895,-9.907722473,-39.84018326,0.0,2024-07-24T20:17:26.158097Z,2024-07-24T20:16:46.712809Z,2024-07-24T20:17:15.158097Z,2024-07-24T20:18:15.158097Z,earthquake,3.590661365,known,20240724T201646/NB_NBLA_20240724T201646.mseed
usp2024omcg,20240724T201646,,P,NB,NBLP,,HHZ,-11.414837,-41.758733,268.0479776124024,-9.907722473,-39.84018326,0.0,2024-07-24T20:17:27.946933Z,2024-07-24T20:16:46.712809Z,2024-07-24T20:17:16.946933Z,2024-07-24T20:18:16.946933Z,earthquake,3.590661365,known,20240724T201646/NB_NBLP_20240724T201646.mseed
usp2024omcg,20240724T201646,,P,NB,NBMA,,HHZ,-7.365352,-38.764058,305.1090516442779,-9.907722473,-39.84018326,0.0,2024-07-24T20:17:32.425413Z,2024-07-24T20:16:46.712809Z,2024-07-24T20:17:21.425413Z,2024-07-24T20:18:21.425413Z,earthquake,3.590661365,known,20240724T201646/NB_NBMA_20240724T201646.mseed
usp2024ogxt,20240722T001931,,P,GE,SALTA,,HHZ,-24.2241,-66.34,51.824366031963606,-24.31960869,-66.83965302,177000.0,2024-07-22T00:19:56.890361Z,2024-07-22T00:19:31.370601Z,2024-07-22T00:19:45.890361Z,2024-07-22T00:20:45.890361Z,earthquake,4.48258837,known,20240722T001931/GE_SALTA_20240722T001931.mseed
usp2024oeoo,20240720T172416,,P,BL,CPSB,,HHZ,-30.4123,-53.4432,120.0739087108628,-31.33,-54.11,0.0,2024-07-20T17:24:35.681268Z,2024-07-20T17:24:16.000000Z,2024-07-20T17:24:24.681268Z,2024-07-20T17:25:24.681268Z,earthquake,2.053230646,known,20240720T172416/BL_CPSB_20240720T172416.mseed
usp2024oeoo,20240720T172416,,P,BL,PLTB,,HHZ,-31.76367,-53.60445,67.94523425850835,-31.33,-54.11,0.0,2024-07-20T17:24:27.495851Z,2024-07-20T17:24:16.000000Z,2024-07-20T17:24:16.495851Z,2024-07-20T17:25:16.495851Z,earthquake,2.053230646,known,20240720T172416/BL_PLTB_20240720T172416.mseed
usp2024odvt,20240720T075313,,P,GE,SALTA,,HHZ,-24.2241,-66.34,47.32692256518505,-24.05512428,-66.76766968,209000.0,2024-07-20T07:53:42.474720Z,2024-07-20T07:53:13.920420Z,2024-07-20T07:53:31.474720Z,2024-07-20T07:54:31.474720Z,earthquake,4.613511522,known,20240720T075313/GE_SALTA_20240720T075313.mseed
usp2024odub,20240720T070239,,P,GE,SALTA,,HHZ,-24.2241,-66.34,178.4340543344263,-23.01376724,-67.49409485,139000.0,2024-07-20T07:03:08.614616Z,2024-07-20T07:02:39.426029Z,2024-07-20T07:02:57.614616Z,2024-07-20T07:03:57.614616Z,earthquake,4.560415611,known,20240720T070239/GE_SALTA_20240720T070239.mseed
usp2024obwc,20240719T054745,,P,GE,SALTA,,HHZ,-24.2241,-66.34,170.92555457471013,-23.11279106,-67.50267792,148087.5854,2024-07-19T05:48:15.054795Z,2024-07-19T05:47:45.222226Z,2024-07-19T05:48:04.054795Z,2024-07-19T05:49:04.054795Z,earthquake,4.402225345,known,20240719T054745/GE_SALTA_20240719T054745.mseed
usp2024obqx,20240719T031125,,P,GE,SALTA,,HHZ,-24.2241,-66.34,167.77715455622595,-23.28977203,-67.63550568,140270.4926,2024-07-19T03:11:56.525211Z,2024-07-19T03:11:25.995565Z,2024-07-19T03:11:45.525211Z,2024-07-19T03:12:45.525211Z,earthquake,4.529067125,known,20240719T031125/GE_SALTA_20240719T031125.mseed
usp2024obpc,20240719T021551,,P,GE,SALTA,,HHZ,-24.2241,-66.34,198.32894732306355,-22.99552917,-67.75389099,110000.0,2024-07-19T02:16:23.588375Z,2024-07-19T02:15:51.978987Z,2024-07-19T02:16:12.588375Z,2024-07-19T02:17:12.588375Z,earthquake,4.811137497,known,20240719T021551/GE_SALTA_20240719T021551.mseed
usp2024obog,20240719T015047,,P,GE,SALTA,,HHZ,-24.2241,-66.34,194.6076491010999,-22.96703148,-67.67224884,116000.0,2024-07-19T01:51:23.602965Z,2024-07-19T01:50:47.630297Z,2024-07-19T01:51:12.602965Z,2024-07-19T01:52:12.602965Z,earthquake,7.39809903,known,20240719T015047/GE_SALTA_20240719T015047.mseed
usp2024obgo,20240718T215629,,P,VL,FZND,,HHZ,-20.1445,-43.423,63.049195287981924,-20.47154236,-43.91721725,0.0,2024-07-18T21:56:40.763828Z,2024-07-18T21:56:29.347819Z,2024-07-18T21:56:29.763828Z,2024-07-18T21:57:29.763828Z,earthquake,3.121183425,known,20240718T215629/VL_FZND_20240718T215629.mseed
usp2024obgo,20240718T215629,,P,VL,AGLP,,HHZ,-19.9381,-43.2278,93.16099649619036,-20.47154236,-43.91721725,0.0,2024-07-18T21:56:45.670529Z,2024-07-18T21:56:29.347819Z,2024-07-18T21:56:34.670529Z,2024-07-18T21:57:34.670529Z,earthquake,3.121183425,known,20240718T215629/VL_AGLP_20240718T215629.mseed
usp2024obgo,20240718T215629,,P,BL,BSCB,,HHZ,-20.9984,-44.7635,105.6951828812905,-20.47154236,-43.91721725,0.0,2024-07-18T21:56:47.734190Z,2024-07-18T21:56:29.347819Z,2024-07-18T21:56:36.734190Z,2024-07-18T21:57:36.734190Z,earthquake,3.121183425,known,20240718T215629/BL_BSCB_20240718T215629.mseed
usp2024obgo,20240718T215629,,P,BL,PRMB,,HHZ,-19.4566,-44.1487,114.94074809717227,-20.47154236,-43.91721725,0.0,2024-07-18T21:56:48.653532Z,2024-07-18T21:56:29.347819Z,2024-07-18T21:56:37.653532Z,2024-07-18T21:57:37.653532Z,earthquake,3.121183425,known,20240718T215629/BL_PRMB_20240718T215629.mseed
usp2024obgo,20240718T215629,,P,BL,DIAM,,HHZ,-18.2952,-43.6648,242.368732276458,-20.47154236,-43.91721725,0.0,2024-07-18T21:57:07.784521Z,2024-07-18T21:56:29.347819Z,2024-07-18T21:56:56.784521Z,2024-07-18T21:57:56.784521Z,earthquake,3.121183425,known,20240718T215629/BL_DIAM_20240718T215629.mseed
usp2024obgo,20240718T215629,,P,BL,CANS,,HHZ,-20.2896,-46.3921,259.14258229146225,-20.47154236,-43.91721725,0.0,2024-07-18T21:57:08.852590Z,2024-07-18T21:56:29.347819Z,2024-07-18T21:56:57.852590Z,2024-07-18T21:57:57.852590Z,earthquake,3.121183425,known,20240718T215629/BL_CANS_20240718T215629.mseed
usp2024obgo,20240718T215629,,P,BL,PMNB,,HHZ,-18.54,-46.44,340.3460689166255,-20.47154236,-43.91721725,0.0,2024-07-18T21:57:18.546516Z,2024-07-18T21:56:29.347819Z,2024-07-18T21:57:07.546516Z,2024-07-18T21:58:07.546516Z,earthquake,3.121183425,known,20240718T215629/BL_PMNB_20240718T215629.mseed
usp2024nzby,20240717T172114,,P,GE,SALTA,,HHZ,-24.2241,-66.34,267.73472512978765,-22.19912529,-67.76888275,129652.42,2024-07-17T17:21:53.316234Z,2024-07-17T17:21:14.629039Z,2024-07-17T17:21:42.316234Z,2024-07-17T17:22:42.316234Z,earthquake,4.419642085,known,20240717T172114/GE_SALTA_20240717T172114.mseed
usp2024nyao,20240717T033014,,P,NB,NBCM,,HHZ,-13.071601,-39.503478,93.8415518049127,-13.1655407,-38.64336777,0.0,2024-07-17T03:30:32.348027Z,2024-07-17T03:30:14.863381Z,2024-07-17T03:30:21.348027Z,2024-07-17T03:31:21.348027Z,earthquake,2.115207223,known,20240717T033014/NB_NBCM_20240717T033014.mseed
usp2024nyao,20240717T033014,,P,NB,NBIT,,HHZ,-14.930689,-39.434579,213.17387694374574,-13.1655407,-38.64336777,0.0,2024-07-17T03:30:48.653117Z,2024-07-17T03:30:14.863381Z,2024-07-17T03:30:37.653117Z,2024-07-17T03:31:37.653117Z,earthquake,2.115207223,known,20240717T033014/NB_NBIT_20240717T033014.mseed
usp2024nyao,20240717T033014,,P,NB,NBLA,,HHZ,-10.99255,-37.788972,257.75029665942844,-13.1655407,-38.64336777,0.0,2024-07-17T03:30:54.345740Z,2024-07-17T03:30:14.863381Z,2024-07-17T03:30:43.345740Z,2024-07-17T03:31:43.345740Z,earthquake,2.115207223,known,20240717T033014/NB_NBLA_20240717T033014.mseed
usp2024nyao,20240717T033014,,P,NB,NBPN,,HHZ,-10.847009,-40.198957,307.3695555871463,-13.1655407,-38.64336777,0.0,2024-07-17T03:31:01.171726Z,2024-07-17T03:30:14.863381Z,2024-07-17T03:30:50.171726Z,2024-07-17T03:31:50.171726Z,earthquake,2.115207223,known,20240717T033014/NB_NBPN_20240717T033014.mseed
usp2024nyao,20240717T033014,,P,NB,NBLP,,HHZ,-11.414837,-41.758733,390.32442711676407,-13.1655407,-38.64336777,0.0,2024-07-17T03:31:10.959931Z,2024-07-17T03:30:14.863381Z,2024-07-17T03:30:59.959931Z,2024-07-17T03:31:59.959931Z,earthquake,2.115207223,known,20240717T033014/NB_NBLP_20240717T033014.mseed
usp2024nxyb,20240717T021522,,P,BL,DIAM,,HHZ,-18.2952,-43.6648,357.3413097226108,-15.067029,-43.74095535,0.0,2024-07-17T02:16:13.765417Z,2024-07-17T02:15:22.264298Z,2024-07-17T02:16:02.765417Z,2024-07-17T02:17:02.765417Z,earthquake,2.032765385,suspected,20240717T021522/BL_DIAM_20240717T021522.mseed
usp2024nxyb,20240717T021522,,P,BR,SDBA,,HHZ,-12.4085,-44.903,319.85316650511163,-15.067029,-43.74095535,0.0,2024-07-17T02:16:09.127809Z,2024-07-17T02:15:22.264298Z,2024-07-17T02:15:58.127809Z,2024-07-17T02:16:58.127809Z,earthquake,2.032765385,suspected,20240717T021522/BR_SDBA_20240717T021522.mseed
usp2024nxyb,20240717T021522,,P,BL,ARCA,,HHZ,-16.8467,-41.9597,274.12557456477884,-15.067029,-43.74095535,0.0,2024-07-17T02:16:03.570911Z,2024-07-17T02:15:22.264298Z,2024-07-17T02:15:52.570911Z,2024-07-17T02:16:52.570911Z,earthquake,2.032765385,suspected,20240717T021522/BL_ARCA_20240717T021522.mseed
usp2024nxbc,20240716T143850,,P,GE,SALTA,,HHZ,-24.2241,-66.34,118.20049777448246,-23.22483063,-66.74706268,178000.0,2024-07-16T14:39:19.321980Z,2024-07-16T14:38:50.178383Z,2024-07-16T14:39:08.321980Z,2024-07-16T14:40:08.321980Z,earthquake,4.319051424,known,20240716T143850/GE_SALTA_20240716T143850.mseed
usp2024nvom,20240715T190842,,P,GE,SALTA,,HHZ,-24.2241,-66.34,377.08114368424765,-21.20185471,-68.03115845,129030.8838,2024-07-15T19:09:34.775288Z,2024-07-15T19:08:42.251038Z,2024-07-15T19:09:23.775288Z,2024-07-15T19:10:23.775288Z,earthquake,5.084382659,known,20240715T190842/GE_SALTA_20240715T190842.mseed
usp2024nuxx,20240715T104527,,P,BR,SNDB,,HHZ,-11.9742,-51.2943,381.649366260959,-15.4089489,-50.967556,0.0,2024-07-15T10:46:22.155440Z,2024-07-15T10:45:27.420696Z,2024-07-15T10:46:11.155440Z,2024-07-15T10:47:11.155440Z,earthquake,2.752822197,suspected,20240715T104527/BR_SNDB_20240715T104527.mseed
usp2024nugk,20240715T015539,,P,BL,DIAM,,HHZ,-18.2952,-43.6648,317.77094162955404,-20.91337204,-44.90696335,0.0,2024-07-15T01:56:25.686887Z,2024-07-15T01:55:39.305043Z,2024-07-15T01:56:14.686887Z,2024-07-15T01:57:14.686887Z,earthquake,2.33780732,suspected,20240715T015539/BL_DIAM_20240715T015539.mseed
usp2024nugk,20240715T015539,,P,BL,PMNB,,HHZ,-18.54,-46.44,307.9767268653517,-20.91337204,-44.90696335,0.0,2024-07-15T01:56:24.862047Z,2024-07-15T01:55:39.305043Z,2024-07-15T01:56:13.862047Z,2024-07-15T01:57:13.862047Z,earthquake,2.33780732,suspected,20240715T015539/BL_PMNB_20240715T015539.mseed
usp2024nugk,20240715T015539,,P,VL,AGLP,,HHZ,-19.9381,-43.2278,205.83127183452018,-20.91337204,-44.90696335,0.0,2024-07-15T01:56:12.190519Z,2024-07-15T01:55:39.305043Z,2024-07-15T01:56:01.190519Z,2024-07-15T01:57:01.190519Z,earthquake,2.33780732,suspected,20240715T015539/VL_AGLP_20240715T015539.mseed
usp2024nugk,20240715T015539,,P,BL,PRMB,,HHZ,-19.4566,-44.1487,179.69584130144122,-20.91337204,-44.90696335,0.0,2024-07-15T01:56:08.406966Z,2024-07-15T01:55:39.305043Z,2024-07-15T01:55:57.406966Z,2024-07-15T01:56:57.406966Z,earthquake,2.33780732,suspected,20240715T015539/BL_PRMB_20240715T015539.mseed
usp2024nugk,20240715T015539,,P,VL,GNG4,,HHZ,-19.9724,-43.6034,171.33442951503625,-20.91337204,-44.90696335,0.0,2024-07-15T01:56:07.191271Z,2024-07-15T01:55:39.305043Z,2024-07-15T01:55:56.191271Z,2024-07-15T01:56:56.191271Z,earthquake,2.33780732,suspected,20240715T015539/VL_GNG4_20240715T015539.mseed
usp2024nugk,20240715T015539,,P,BL,CANS,,HHZ,-20.2896,-46.3921,169.5191835749078,-20.91337204,-44.90696335,0.0,2024-07-15T01:56:07.211958Z,2024-07-15T01:55:39.305043Z,2024-07-15T01:55:56.211958Z,2024-07-15T01:56:56.211958Z,earthquake,2.33780732,suspected,20240715T015539/BL_CANS_20240715T015539.mseed
usp2024nugk,20240715T015539,,P,VL,FJAO,,HHZ,-20.1001,-44.1283,121.25797030942826,-20.91337204,-44.90696335,0.0,2024-07-15T01:56:00.060819Z,2024-07-15T01:55:39.305043Z,2024-07-15T01:55:49.060819Z,2024-07-15T01:56:49.060819Z,earthquake,2.33780732,suspected,20240715T015539/VL_FJAO_20240715T015539.mseed
