EventID,Time,Depth/km,Author,Contributor,MagType,Magnitude,MagAuthor,EventLocationName,EventType,sigla,geometry
usp2019vqmo,2019-11-04 20:46:11.993950,0.0,jroberto,USP,mR,2.299699345,jroberto,Aruanã/GO,earthquake,CO,POINT (-50.858368 -14.776993)
usp2019vpsr,2019-11-04 10:43:30.468102,0.0,jroberto,USP,MLv,3.479283814,jroberto,Guapé/MG,earthquake,SE,POINT (-45.730099 -20.68759)
usp2019vogt,2019-11-03 15:42:59.115305,0.0,jroberto,USP,mR,2.369921516,jroberto,Palhano/CE,earthquake,NE,POINT (-37.949982 -4.761549)
usp2019vogu,2019-11-03 15:33:35.652683,0.0,jroberto,USP,MLv,2.62149436,jroberto,Palhano/CE,earthquake,NE,POINT (-37.984688 -4.814711)
usp2019vkhz,2019-11-01 11:38:49.963912,0.0,jroberto,USP,mR,2.06941241,jroberto,Caraúbas/RN,earthquake,NE,POINT (-37.499222 -5.708354)
usp2019vjbz,2019-10-31 19:29:06.000000,0.0,jroberto,USP,MLv,1.193321699,jroberto,Novo Horizonte do Norte/MT,earthquake,CO,POINT (-56.7269 -11.6071)
usp2019vjad,2019-10-31 18:32:34.760772,0.0,jroberto,USP,MLv,1.916961813,jroberto,Novo Horizonte do Norte/MT,earthquake,CO,POINT (-56.76873 -11.549317)
usp2019uqws,2019-10-21 20:23:03.936205,125.8556671,jroberto,USP,mb,4.033946261,jroberto,Peru-Brazil Border Region,earthquake,N,POINT (-73.354088 -6.739123)
usp2019unma,2019-10-19 23:33:52.000000,0.0,jroberto,USP,MLv,0.929045997,jroberto,Taipu/RN,earthquake,NE,POINT (-35.5967 -5.6217)
usp2019undj,2019-10-19 19:11:02.898460,0.0,jroberto,USP,mR,2.612739022,jroberto,Bandeirantes do Tocantins/TO,earthquake,N,POINT (-48.584808 -7.631734)
usp2019ulpl,2019-10-18 23:00:47.000000,0.0,jroberto,USP,MLv,0.9185727151,jroberto,Taipu/RN,earthquake,NE,POINT (-35.5967 -5.6217)
usp2019ulmy,2019-10-18 21:45:23.169366,0.0,jroberto,USP,mR,2.413280947,jroberto,Novo Progresso/PA,earthquake,N,POINT (-55.19416 -7.054702)
usp2019ujud,2019-10-17 23:07:02.598993,0.0,jroberto,USP,mR,2.529127922,jroberto,São Geraldo do Araguaia/PA,earthquake,N,POINT (-48.482449 -6.274127)
usp2019ucrk,2019-10-14 01:47:33.383090,0.0,jroberto,USP,mR,3.026932417,jroberto,Poranga/CE,earthquake,NE,POINT (-41.05323 -4.780914)
usp2019trcy,2019-10-07 17:59:13.530386,0.0,jroberto,USP,mR,2.109246678,jroberto,Capao Alto/SC,earthquake,S,POINT (-50.480785 -27.886637)
usp2019tqsb,2019-10-07 12:28:16.497789,0.0,jroberto,USP,mR,3.152399588,jroberto,Pedra Preta/MT,earthquake,CO,POINT (-54.360413 -16.970537)
usp2019tmpc,2019-10-05 06:26:22.616866,0.0,jroberto,USP,mR,2.611385589,jroberto,Rorainopolis/RR,earthquake,N,POINT (-61.337379 0.190611)
usp2019tlkk,2019-10-04 14:56:20.099674,0.0,jroberto,USP,mR,2.3356709,jroberto,Ituporanga/SC,earthquake,S,POINT (-49.66695 -27.401657)
usp2019tfyz,2019-10-01 15:28:35.859660,0.0,jroberto,USP,mR,2.382745253,jroberto,Uruaçu/GO,earthquake,CO,POINT (-48.857517 -14.142615)
usp2019tcis,2019-09-29 15:50:52.843865,0.0,jroberto,USP,mR,3.931145077,jroberto,Western Brazil/AM,earthquake,N,POINT (-72.807388 -7.071198)
usp2019szhk,2019-09-27 23:46:49.000000,0.0,jroberto,USP,MLv,2.304013624,jroberto,Junqueiro/AL,earthquake,NE,POINT (-36.5185 -9.9439)
usp2019szad,2019-09-27 20:06:53.619615,0.0,bruno,USP,MLv,2.413158183,bruno,Bananal/SP,earthquake,SE,POINT (-44.226974 -22.958195)
usp2019swun,2019-09-26 15:01:32.557578,0.0,jroberto,USP,mR,2.50395533,jroberto,Conceicao do Mato Dentro/MG,earthquake,SE,POINT (-43.471897 -18.920811)
usp2019sujg,2019-09-25 07:01:53.917346,0.0,jroberto,USP,mR,2.344390365,jroberto,Rorainopolis/RR,earthquake,N,POINT (-60.238674 0.040309)
usp2019sknm,2019-09-19 21:49:21.147061,0.0,jroberto,USP,mR,2.468335814,jroberto,Senhora dos Remédios/MG,earthquake,SE,POINT (-43.586597 -21.045834)
usp2019scqm,2019-09-15 14:14:55.988535,0.0,jroberto,USP,MLv,1.270956939,jroberto,Joao Camara/RN,earthquake,NE,POINT (-35.583088 -5.495378)
usp2019sazu,2019-09-14 16:43:05.345334,0.0,jroberto,USP,mR,1.948705011,jroberto,Guaratingueta/SP,earthquake,SE,POINT (-45.249062 -22.72064)
usp2019rzqj,2019-09-13 22:46:41.486010,0.0,jroberto,USP,mR,3.432677086,jroberto,Sao Joao Batista/MA,earthquake,NE,POINT (-44.74575 -2.940862)
usp2019rzfx,2019-09-13 17:29:55.950198,0.0,jroberto,USP,mR,3.591770169,jroberto,Luis Eduardo Magalhaes/BA,earthquake,NE,POINT (-45.605087 -12.760466)
usp2019rvwb,2019-09-11 21:07:06.649725,0.0,jroberto,USP,mR,2.190281884,jroberto,Mirabela/MG,earthquake,SE,POINT (-44.244568 -16.216013)
usp2019rsfb,2019-09-09 21:06:27.543007,0.0,jroberto,USP,MLv,2.674455031,jroberto,Sales Oliveira/SP,earthquake,SE,POINT (-47.780399 -20.731337)
usp2019rkzo,2019-09-05 22:23:14.728653,0.0,jroberto,USP,mR,3.558536156,jroberto,Sao Joao da Baliza/RR,earthquake,N,POINT (-60.087749 0.630993)
usp2019rjsp,2019-09-05 05:43:57.850000,0.0,jroberto,USP,mR,2.483397085,jroberto,Juara/MT,earthquake,CO,POINT (-57.620667 -11.615667)
usp2019rjok,2019-09-05 03:37:04.311703,0.0,jroberto,USP,mR,2.76125344,jroberto,Caraubas/RN,earthquake,NE,POINT (-37.507927 -5.696856)
usp2019regw,2019-09-02 06:07:18.744983,0.0,jroberto,USP,mR,1.681693988,jroberto,Medeiros Neto/BA,earthquake,NE,POINT (-40.506729 -17.381584)
usp2019qylu,2019-08-30 01:47:31.768103,0.0,jroberto,USP,mR,2.763567289,jroberto,Aripuana/MT,earthquake,CO,POINT (-59.286308 -10.141111)
usp2019qdvs,2019-08-18 18:56:58.004808,0.0,jroberto,USP,mR,2.391312004,jroberto,Umburatiba/MG,earthquake,SE,POINT (-40.716824 -17.26222)
usp2019qbcf,2019-08-17 06:49:50.000000,0.0,jroberto,USP,MLv,1.282456921,jroberto,Novo Horizonte do Norte/MT,earthquake,CO,POINT (-56.7374 -11.6091)
usp2019pmut,2019-08-09 11:09:43.994601,0.0,jroberto,USP,mR,1.465550791,jroberto,Chorozinho/CE,earthquake,NE,POINT (-38.27475 -4.36987)
usp2019plxq,2019-08-08 23:28:26.673349,0.0,jroberto,USP,mR,3.32511154,jroberto,Ipueiras/TO,earthquake,N,POINT (-48.437824 -11.302128)
usp2019pjwc,2019-08-07 20:25:40.995732,0.0,jroberto,USP,MLv,2.37607751,jroberto,Queluz/SP,earthquake,SE,POINT (-44.7141 -22.488523)
usp2019pjuw,2019-08-07 19:47:53.614516,0.0,jroberto,USP,mR,1.882797636,jroberto,Pilar/AL,earthquake,NE,POINT (-35.940506 -9.654993)
usp2019pfqs,2019-08-05 13:10:03.428572,0.0,jroberto,USP,mR,3.642976453,jroberto,Western Brazil,earthquake,N,POINT (-65.062134 -5.135799)
usp2019pdim,2019-08-04 06:43:24.992405,0.0,jroberto,USP,mb,3.963414839,jroberto,Peru-Brazil Border Region,earthquake,N,POINT (-72.468437 -6.364818)
usp2019pcuo,2019-08-03 23:41:19.192683,0.0,jroberto,USP,mR,1.95945679,jroberto,Taipu/RN,earthquake,NE,POINT (-35.523769 -5.593273)
usp2019pcfg,2019-08-03 15:57:17.451487,10.0,jroberto,USP,mb,3.564764689,jroberto,Rio Piracicaba/MG,earthquake,SE,POINT (-43.120468 -19.931374)
usp2019pasu,2019-08-02 20:32:12.410355,0.0,jroberto,USP,mR,2.01019088,jroberto,Potim/SP,earthquake,SE,POINT (-45.263996 -22.86702)
usp2019papx,2019-08-02 19:03:53.432695,0.0,jroberto,USP,mR,2.296166742,jroberto,Corrego Fundo/MG,earthquake,SE,POINT (-45.576134 -20.38426)
usp2019ozld,2019-08-02 03:31:13.641662,0.0,jroberto,USP,mR,2.973164841,jroberto,Parauapebas/PA,earthquake,N,POINT (-50.649727 -5.865183)
usp2019owru,2019-07-31 15:31:18.553255,0.0,jroberto,USP,mR,1.85154688,jroberto,Bom Repouso/MG,earthquake,SE,POINT (-46.161674 -22.476295)
usp2019ovzj,2019-07-31 06:10:50.648777,0.0,jroberto,USP,mR,3.672140345,jroberto,Envira/AM,earthquake,N,POINT (-70.449898 -7.115466)
usp2019ovhc,2019-07-30 20:57:01.876881,0.0,jroberto,USP,mR,2.57558138,jroberto,Novo Progresso/PA,earthquake,N,POINT (-55.502003 -7.136977)
usp2019oqvn,2019-07-28 10:33:34.200124,0.0,jroberto,USP,MLv,2.216334166,jroberto,Juara/MT,earthquake,CO,POINT (-56.816624 -10.936116)
usp2019omlc,2019-07-26 00:44:36.709428,17.43206787,jroberto,USP,mb,4.372362975,jroberto,Quixeramobim/CE,earthquake,NE,POINT (-39.461983 -5.18504)
usp2019okjb,2019-07-24 21:25:46.170705,0.0,jroberto@vitoria,USP,mR,2.118772794,jroberto@vitoria,Laranja da Terra/ES,earthquake,SE,POINT (-41.02129 -19.821383)
usp2019okil,2019-07-24 21:07:19.999165,0.0,jroberto,USP,mR,2.430799172,jroberto,Palmas/TO,earthquake,N,POINT (-48.323978 -10.341242)
usp2019ojeb,2019-07-24 05:46:03.899999,0.0,jroberto,USP,mR,2.674624397,jroberto,Quixeramobim/CE,earthquake,NE,POINT (-39.507667 -5.069667)
usp2019ojcw,2019-07-24 05:10:19.412120,0.0,jroberto,USP,mR,2.771970619,jroberto,Quixeramobim/CE,earthquake,NE,POINT (-39.558773 -5.013073)
usp2019ogvg,2019-07-22 23:03:24.839999,0.0,jroberto,USP,mR,2.085693313,jroberto,Felixlandia/MG,earthquake,SE,POINT (-44.7555 -18.870333)
usp2019ofvr,2019-07-22 10:07:04.896268,0.0,jroberto,USP,mR,1.770867901,jroberto,Fernando Pedroza/RN,earthquake,NE,POINT (-36.459949 -5.631782)
usp2019ocgs,2019-07-20 11:10:18.776888,0.0,jroberto,USP,mR,1.998705046,jroberto,Bento Fernandes/RN,earthquake,NE,POINT (-35.820126 -5.709494)
usp2019ocfz,2019-07-20 10:47:12.791255,0.0,jroberto,USP,mR,3.885413656,jroberto,Região de Rorainópolis/RR,earthquake,N,POINT (-61.855877 0.068456)
usp2019nxvu,2019-07-18 01:05:58.282708,0.0,jroberto,USP,mR,2.505344577,jroberto,Mozarlandia/GO,earthquake,CO,POINT (-50.52504 -14.797579)
usp2019nvvm,2019-07-16 22:40:43.880790,0.0,jroberto@vitoria,USP,MLv,2.202916662,jroberto@vitoria,Novo Horizonte do Norte/MT,earthquake,CO,POINT (-56.826717 -11.598436)
usp2019nstm,2019-07-15 06:15:50.000000,0.0,jroberto,USP,MLv,0.7057217416,jroberto,Novo Horizonte do Norte/MT,earthquake,CO,POINT (-56.7327 -11.6112)
usp2019nssq,2019-07-15 05:49:58.195511,0.0,jroberto,USP,MLv,1.427194558,jroberto,Quixeramobim/CE,earthquake,NE,POINT (-39.446594 -5.085949)
usp2019nrye,2019-07-14 19:29:59.921026,0.0,jroberto,USP,mR,2.581555434,jroberto,Ruropolis/PA,earthquake,N,POINT (-55.348141 -4.282434)
usp2019npps,2019-07-13 12:56:20.933440,0.0,jroberto,USP,mR,2.554298529,jroberto,Joao Camara/RN,earthquake,NE,POINT (-35.818932 -5.476059)
usp2019nlfu,2019-07-11 03:23:00.922023,0.0,jroberto,USP,mR,1.829984864,jroberto,Rio Branco do Sul/PR,earthquake,S,POINT (-49.307816 -25.219919)
usp2019nlfm,2019-07-11 03:14:26.514192,0.0,jroberto,USP,mR,1.743404232,jroberto,Itaperucu/PR,earthquake,S,POINT (-49.344807 -25.245735)
usp2019nktc,2019-07-10 20:58:46.068889,0.0,bruno,USP,MLv,2.035461072,bruno,Bananal/SP,earthquake,SE,POINT (-44.305885 -22.839394)
usp2019nkqm,2019-07-10 19:39:28.266276,0.0,cleusa,USP,mR,1.925203211,cleusa,Sao Thome das Letras/MG,earthquake,SE,POINT (-44.964481 -21.691)
usp2019mzuj,2019-07-04 21:06:47.312217,0.0,jroberto,USP,MLv,1.905418937,jroberto,Novo Horizonte do Norte/MT,earthquake,CO,POINT (-56.748615 -11.424045)
usp2019mzac,2019-07-04 10:53:03.623405,0.0,jroberto,USP,mR,2.516164999,jroberto,Corumbiara/RO,earthquake,N,POINT (-60.774567 -12.90551)
usp2019lzhn,2019-06-20 09:05:09.839088,0.0,jroberto,USP,mR,2.341622449,jroberto,Pedra Preta/MT,earthquake,CO,POINT (-54.405327 -16.710669)
usp2019lvrg,2019-06-18 09:28:19.044021,0.0,jroberto,USP,mR,2.519267971,jroberto,Juara/MT,earthquake,CO,POINT (-57.639065 -11.675428)
usp2019lvdi,2019-06-18 02:25:18.993902,0.0,jroberto,USP,mR,1.735830561,jroberto,Jequitinhonha/MG,earthquake,SE,POINT (-41.003403 -16.421968)
usp2019lrth,2019-06-16 05:56:44.835562,0.0,jroberto,USP,mR,2.653792863,jroberto,Aruana/GO,earthquake,CO,POINT (-50.969063 -14.513577)
usp2019lnfe,2019-06-13 18:17:04.872524,0.0,bruno,USP,mR,1.724323949,bruno,Cravinhos/SP,earthquake,SE,POINT (-47.705631 -21.261755)
usp2019licn,2019-06-10 23:15:29.193924,0.0,jroberto,USP,mR,1.757303609,jroberto,Alto Garcas/MT,earthquake,CO,POINT (-53.294956 -16.998962)
usp2019lemc,2019-06-08 23:32:24.846403,0.0,jroberto,USP,mR,2.186171676,jroberto,Betim/MG,earthquake,SE,POINT (-44.190197 -19.97064)
usp2019lbot,2019-06-07 09:29:00.823082,0.1913028508,jroberto,USP,mR,2.206593167,mbianchi,Nova Petropolis/RS,earthquake,S,POINT (-51.053963 -29.399817)
usp2019latw,2019-06-06 22:55:30.630348,0.0,marcelo,USP,mR,2.832513184,marcelo,Coribe/BA,earthquake,NE,POINT (-44.721333 -13.850065)
usp2019ktbv,2019-06-02 17:52:03.780129,0.0,jroberto,USP,mR,2.359063352,jroberto,Malhador/SE,earthquake,NE,POINT (-37.325485 -10.684197)
usp2019kngs,2019-05-30 13:30:37.130001,0.0,jroberto@vitoria,USP,mR,2.010762125,jroberto@vitoria,Mara Rosa/GO,earthquake,CO,POINT (-49.173157 -13.985082)
usp2019kken,2019-05-28 21:00:19.515880,0.0,jroberto,USP,mR,3.104644939,jroberto,Oriximina/PA,earthquake,N,POINT (-55.666199 1.426086)
usp2019khcb,2019-05-27 04:21:34.446052,0.0,jroberto,USP,mR,2.797264666,jroberto,Oriximina/PA,earthquake,N,POINT (-55.648964 1.466599)
usp2019kgup,2019-05-27 00:35:16.905301,0.0,jroberto,USP,mR,2.121126188,jroberto,Tres Arroios/RS,earthquake,S,POINT (-52.197739 -27.476662)
usp2019kclw,2019-05-24 15:37:58.196020,0.0,jroberto,USP,mR,3.212060264,jroberto,Araguapaz/GO,earthquake,CO,POINT (-50.867908 -15.080709)
usp2019kcjz,2019-05-24 14:40:43.494224,0.0,jroberto,USP,mR,2.994855983,jroberto,Araguapaz/GO,earthquake,CO,POINT (-50.787983 -15.186821)
usp2019kasa,2019-05-23 16:27:15.700770,0.0,jroberto,USP,mR,2.297170344,jroberto,Tamarana/PR,earthquake,S,POINT (-51.189896 -23.662851)
usp2019kams,2019-05-23 13:46:40.288168,0.0,jroberto,USP,mR,2.129652334,jroberto,General Carneiro/MT,earthquake,CO,POINT (-53.24157 -15.554286)
usp2019jxlo,2019-05-21 21:47:07.426815,0.0,jroberto,USP,mR,2.016891609,jroberto,Sao Miguel das Matas/BA,earthquake,NE,POINT (-39.40807 -12.967587)
usp2019jvos,2019-05-20 21:06:23.691908,0.0,jroberto,USP,mR,2.005874963,jroberto,Tiradentes/MG,earthquake,SE,POINT (-44.150341 -21.138254)
usp2019jvmb,2019-05-20 19:46:32.949473,0.0,mbianchi,USP,mR,3.940685074,mbianchi,Delfinopolis/MG,earthquake,SE,POINT (-46.974339 -20.349674)
usp2019jsmd,2019-05-19 04:24:32.171829,0.0,jroberto,USP,mR,2.092001477,jroberto,Amaralina/GO,earthquake,CO,POINT (-49.320145 -14.041404)
usp2019jori,2019-05-17 02:28:48.237774,0.0,jroberto,USP,mR,3.599347502,jroberto,Rorainopolis/RR,earthquake,N,POINT (-60.57354 1.362304)
usp2019jnud,2019-05-16 14:45:58.899999,0.0,jroberto,USP,mR,2.063286381,jroberto,Santa Cruz/RN,earthquake,NE,POINT (-36.044833 -6.1355)
usp2019jjnf,2019-05-14 06:43:36.615746,0.0,jroberto,USP,mR,2.215900704,jroberto,Rio Branco do Sul/PR,earthquake,S,POINT (-49.30727 -25.228741)
usp2019jjnb,2019-05-14 06:38:03.792374,0.0,jroberto,USP,mR,2.551372612,jroberto,Novo Planalto/GO,earthquake,CO,POINT (-49.326355 -13.150539)
usp2019iyvv,2019-05-08 10:34:20.574393,0.0,jroberto,USP,MLv,2.164225429,jroberto,Presidente Nereu/SC,earthquake,S,POINT (-49.310375 -27.285929)
usp2019iyby,2019-05-08 00:31:52.270000,0.0,jroberto,USP,mR,2.451631828,jroberto,Rio Branco do Sul/PR,earthquake,S,POINT (-49.268 -25.053833)
usp2019iltf,2019-05-01 06:29:39.307353,0.0,jroberto,USP,mR,3.182075856,jroberto,Parauapebas/PA,earthquake,N,POINT (-50.651054 -5.848735)
usp2019igpe,2019-04-28 10:45:40.000000,0.0,jroberto,USP,MLv,1.371250773,jroberto,Novo Horizonte do Norte/MT,earthquake,CO,POINT (-56.7285 -11.6062)
usp2019iftr,2019-04-27 23:53:53.000000,0.0,jroberto,USP,mR,2.614634088,jroberto,Oriximina/PA,earthquake,N,POINT (-55.5003 1.5773)
usp2019iefr,2019-04-27 03:42:15.740083,0.0,jroberto,USP,mR,2.11399395,jroberto,Tres Coroas/RS,earthquake,S,POINT (-50.692387 -29.460917)
usp2019icng,2019-04-26 05:15:37.303710,0.0,jroberto,USP,mR,1.629521978,jroberto,Sao Miguel das Matas/BA,earthquake,NE,POINT (-39.433628 -13.006062)
usp2019icda,2019-04-26 00:05:22.110480,0.0,bruno,USP,mR,1.516508112,bruno,Seritinga/MG,earthquake,SE,POINT (-44.604961 -21.868307)
usp2019ianq,2019-04-25 03:10:02.000000,0.0,jroberto,USP,MLv,0.7063138253,jroberto,Canela/RS,earthquake,S,POINT (-50.8499 -29.3323)
usp2019hxfl,2019-04-23 07:38:09.257584,0.0,jroberto,USP,mR,2.516450329,jroberto,Rio Branco do Sul/PR,earthquake,S,POINT (-49.252491 -25.183924)
usp2019hxdz,2019-04-23 06:53:18.289685,0.0,jroberto,USP,mR,2.208617202,jroberto,Bela Vista do Paraiso/PR,earthquake,S,POINT (-51.184166 -23.006498)
usp2019hxbo,2019-04-23 05:40:02.649999,0.0,jroberto,USP,mR,2.998231415,jroberto,Oriximina/PA,earthquake,N,POINT (-55.500333 1.5825)
usp2019hwix,2019-04-22 20:14:19.550858,0.0,jroberto,USP,mR,2.384336639,jroberto,Monte Azul Paulista/SP,earthquake,SE,POINT (-48.675663 -20.86355)
usp2019hwcv,2019-04-22 17:10:11.142622,0.0,jroberto,USP,mR,2.256361857,jroberto,Colina/SP,earthquake,SE,POINT (-48.51162 -20.638166)
usp2019hpnh,2019-04-19 02:30:33.939999,0.0,jroberto,USP,mR,3.440436777,jroberto,Quixeramobim/CE,earthquake,NE,POINT (-39.426667 -5.153833)
usp2019hodb,2019-04-18 08:11:44.810000,0.0,marcelo,USP,mR,3.740195923,marcelo,Guyana,earthquake,N,POINT (-59.9245 3.84)
usp2019hlbl,2019-04-16 15:58:52.047233,0.0,jroberto,USP,mR,1.598738633,jroberto,Londrina/PR,earthquake,S,POINT (-51.1129 -23.366047)
usp2019hkck,2019-04-16 03:19:29.900034,588.0876465,jroberto,USP,mb,5.234311116,jroberto,Western Brazil,earthquake,N,POINT (-71.752083 -8.188901)
usp2019hgmo,2019-04-14 03:54:11.821701,0.0,jroberto,USP,mR,3.154119884,jroberto,Parauapebas/PA,earthquake,N,POINT (-49.969524 -5.448794)
usp2019gfqi,2019-03-30 11:08:06.657750,1.730671525,jroberto,USP,mR,2.933309083,jroberto,Quixeramobim/CE,earthquake,NE,POINT (-39.361984 -5.184865)
usp2019gbfq,2019-03-28 01:12:11.664730,0.0,jroberto,USP,mR,2.581927561,jroberto,Tres Marias/MG,earthquake,SE,POINT (-45.259937 -18.259462)
usp2019fxxk,2019-03-26 05:37:58.430714,0.0,jroberto,USP,mR,2.229484415,jroberto,Miranda/MS,earthquake,CO,POINT (-56.401398 -19.244541)
usp2019fwxr,2019-03-25 16:37:43.810000,0.0,jroberto,USP,mR,2.396868145,jroberto,Saltinho/SP,earthquake,SE,POINT (-47.681667 -22.963)
usp2019ftlz,2019-03-23 19:18:38.159999,0.0,jroberto,USP,mR,2.475194233,jroberto,Quixeramobim/CE,earthquake,NE,POINT (-39.477667 -5.122667)
usp2019fsnn,2019-03-23 06:57:26.710000,0.0,jroberto,USP,mR,2.082732361,jroberto,Quixeramobim/CE,earthquake,NE,POINT (-39.4495 -5.090167)
usp2019fsmv,2019-03-23 06:36:09.689999,0.0,jroberto,USP,mR,2.002301729,jroberto,Quixeramobim/CE,earthquake,NE,POINT (-39.435 -5.076833)
usp2019fnic,2019-03-20 10:32:37.899999,0.0,jroberto,USP,mR,2.906942116,jroberto,Quixeramobim/CE,earthquake,NE,POINT (-39.422333 -5.177333)
usp2019flod,2019-03-19 11:19:04.225576,0.0,jroberto,USP,mR,2.324901625,jroberto,Quixeramobim/CE,earthquake,NE,POINT (-39.432022 -5.191451)
usp2019fkit,2019-03-18 19:28:02.442276,0.0,jroberto,USP,mR,2.422740495,jroberto,Quixeramobim/CE,earthquake,NE,POINT (-39.422306 -5.156646)
usp2019fjsu,2019-03-18 11:24:02.334085,0.0,jroberto,USP,mR,1.62693253,jroberto,Feira Grande/AL,earthquake,NE,POINT (-36.634945 -9.961772)
usp2019fjbo,2019-03-18 02:41:55.138252,0.0,jroberto,USP,mR,2.283575834,jroberto,Quixeramobim/CE,earthquake,NE,POINT (-39.394741 -5.147083)
usp2019fjaw,2019-03-18 02:20:49.354480,0.0,jroberto,USP,mR,1.5098417,jroberto,Quixeramobim/CE,earthquake,NE,POINT (-39.429665 -5.095761)
usp2019fjau,2019-03-18 02:17:49.821470,0.0,jroberto,USP,mR,2.539277913,jroberto,Olho d'Agua Grande/AL,earthquake,NE,POINT (-36.778984 -10.023623)
usp2019fcfu,2019-03-14 08:52:56.058288,0.0,jroberto,USP,mR,2.206948787,jroberto,Caraubas/RN,earthquake,NE,POINT (-37.575832 -5.785823)
usp2019ezdf,2019-03-12 16:09:30.190383,0.0,jroberto,USP,mR,2.702279789,jroberto,Novo Progresso/PA,earthquake,N,POINT (-55.301079 -7.042552)
usp2019eups,2019-03-10 04:48:22.239999,0.0,jroberto,USP,mR,2.702095021,jroberto,Brasnorte/MT,earthquake,CO,POINT (-58.001667 -12.5485)
usp2019engw,2019-03-06 04:22:31.780000,0.0,jroberto,USP,mR,3.317255979,jroberto,Parauapebas/PA,earthquake,N,POINT (-50.629 -5.863833)
usp2019dmvk,2019-02-19 17:08:54.000000,0.0,jroberto,USP,MLv,0.5814063249,jroberto,Londrina/PR,earthquake,S,POINT (-51.1996 -23.3238)
usp2019dkga,2019-02-18 07:00:46.000000,0.0,jroberto,USP,MLv,0.83107286,jroberto,Serra Nova Dourada/MT,earthquake,CO,POINT (-51.2855 -11.9723)
usp2019digf,2019-02-17 04:50:02.569564,0.0,jroberto,USP,mR,1.663330007,jroberto,Bela Vista do Paraiso/PR,earthquake,S,POINT (-51.204826 -23.043283)
usp2019deyo,2019-02-15 09:33:41.100000,0.0,jroberto,USP,MLv,2.429244043,jroberto,Tamarana/PR,earthquake,S,POINT (-50.979667 -23.779667)
usp2019ddxg,2019-02-14 19:46:11.777178,0.0,jroberto,USP,mR,2.794024088,jroberto,Saltinho/SP,earthquake,SE,POINT (-47.675785 -22.925886)
usp2019cyce,2019-02-11 15:26:21.920000,0.0,jroberto,USP,mR,2.090338548,jroberto,Guaratinga/BA,earthquake,NE,POINT (-39.7875 -16.621333)
usp2019ctjp,2019-02-09 01:29:49.547343,0.0,jroberto,USP,mR,1.714894009,jroberto,Bela Vista do Paraiso/PR,earthquake,S,POINT (-51.224033 -23.057913)
usp2019crad,2019-02-07 18:26:47.647676,0.6459830999,jroberto,USP,mR,2.528547307,jroberto,Barrinha/SP,earthquake,SE,POINT (-48.152218 -21.199203)
usp2019chwe,2019-02-02 18:13:21.742203,0.0,jroberto,USP,mR,1.709978355,jroberto,Pinheiral/RJ,earthquake,SE,POINT (-44.03426 -22.598494)
usp2019cdlr,2019-01-31 08:22:34.937498,0.0,marcelo,USP,mR,2.806599594,marcelo,Cajati/SP,earthquake,SE,POINT (-48.142899 -24.743626)
usp2019cblo,2019-01-30 06:02:18.536861,0.0,jroberto,USP,mR,1.483890399,jroberto,Pilar/AL,earthquake,NE,POINT (-35.859005 -9.626957)
usp2019cblg,2019-01-30 05:53:22.856164,0.0,jroberto,USP,mR,1.41676068,jroberto,Pilar/AL,earthquake,NE,POINT (-35.840168 -9.598113)
usp2019cblb,2019-01-30 05:47:16.008695,0.0,jroberto,USP,mR,1.4566472,jroberto,Pilar/AL,earthquake,NE,POINT (-35.906242 -9.610909)
usp2019cbkx,2019-01-30 05:42:47.450482,0.0,jroberto,USP,mR,1.44397135,jroberto,Pilar/AL,earthquake,NE,POINT (-35.897575 -9.609354)
usp2019bykm,2019-01-28 14:05:22.645846,0.0,jroberto,USP,mR,2.540337798,jroberto,Guaratinga/BA,earthquake,NE,POINT (-39.742374 -16.633198)
usp2019bxnf,2019-01-28 02:20:47.276846,0.0,jroberto,USP,mR,1.767396914,jroberto,Bom Sucesso/PR,earthquake,S,POINT (-51.739964 -23.621969)
usp2019blfy,2019-01-21 09:01:30.769999,0.0,massumpcao,USP,mR,2.958031957,massumpcao,Bonito de Minas/MG,earthquake,SE,POINT (-44.873 -15.386)
usp2019bjbr,2019-01-20 04:36:49.043894,0.0,jroberto@vitoria,USP,mR,2.273648068,jroberto@vitoria,Novo Horizonte do Norte/MT,earthquake,CO,POINT (-56.735558 -11.713601)
usp2019bhmc,2019-01-19 07:35:40.219028,0.0,jroberto,USP,mR,2.003084254,jroberto,Malhador/SE,earthquake,NE,POINT (-37.284634 -10.64677)
usp2019axor,2019-01-13 21:32:23.000000,0.0,jroberto,USP,MLv,1.247611485,jroberto,Novo Horizonte do Norte/MT,earthquake,CO,POINT (-56.7304 -11.6138)
usp2019auwd,2019-01-12 09:54:07.623343,0.0,jroberto,USP,mR,2.165176205,jroberto,Malhador/SE,earthquake,NE,POINT (-37.366673 -10.652882)
usp2019aphs,2019-01-09 08:55:54.100000,0.0,jroberto,USP,mR,2.725741647,jroberto,Malhador/SE,earthquake,NE,POINT (-37.333833 -10.654333)
usp2019amhb,2019-01-07 17:11:59.657958,0.0,jroberto,USP,MLv,2.016353424,jroberto,Novo Horizonte do Norte/MT,earthquake,CO,POINT (-56.795582 -11.54643)
usp2019aium,2019-01-05 19:25:38.577034,579.3582153,jroberto,USP,mB,6.277934573,jroberto,Western Brazil,earthquake,N,POINT (-71.616203 -8.218705)
