file_name,station,label_cat,prob_nat,prob_ant,pred,nature,ID,Error,Pick,Network,Location,Channel,Latitude,Longitude,Distance,Origem Latitude,Origem Longitude,Pick Time,Origin Time,Start Time,End Time,Cat,MLv,Certainty,Path,Hora,Coord Origem,Coord Pick,prob_nat_cat,Distance_cat,Magnitude_cat,SNR_P,Noise,p,SNR_P_cat,Região Pick,Região Origem,Cat Hora,Num_Estacoes
NB_NBCL_20120124T044152,NBCL,0,1.0,0.0,0,Natural,usp2012bqjw,,P,NB,,HHZ,-4.224377,-38.291041,255.53729100794988,-3.604427576,-40.50757217,2012-01-24T04:42:29.833709Z,2012-01-24T04:41:52.047056Z,2012-01-24T04:42:19.833709Z,2012-01-24T04:43:19.833709Z,earthquake,1.618614238,known,./files/mseed/20120124T044152/NB_NBCL_20120124T044152.mseed,4,"[-3.604427576, -40.50757217]","[-4.224377, -38.291041]",>=0.9,[250-300[,[1-2[,1.6892848214849647,79.25696784611615,133.88759277936592,[1-2[,Nordeste,Nordeste,4,3
NB_NBMO_20120124T044152,NBMO,0,0.997,0.003,0,Natural,usp2012bqjw,,P,NB,,HHZ,-3.310348,-40.042927,61.017880699636095,-3.604427576,-40.50757217,2012-01-24T04:42:02.644592Z,2012-01-24T04:41:52.047056Z,2012-01-24T04:41:52.644592Z,2012-01-24T04:42:52.644592Z,earthquake,1.618614238,known,./files/mseed/20120124T044152/NB_NBMO_20120124T044152.mseed,4,"[-3.604427576, -40.50757217]","[-3.310348, -40.042927]",>=0.9,[50-100[,[1-2[,30.893452676532004,51.09441068121379,1578.4827584153695,>= 15,Nordeste,Nordeste,4,3
NB_NBPS_20120124T044152,NBPS,0,0.992,0.008,0,Natural,usp2012bqjw,,P,NB,,HHZ,-4.393969,-41.445618,135.91841239472657,-3.604427576,-40.50757217,2012-01-24T04:42:14.840240Z,2012-01-24T04:41:52.047056Z,2012-01-24T04:42:04.840240Z,2012-01-24T04:43:04.840240Z,earthquake,1.618614238,known,./files/mseed/20120124T044152/NB_NBPS_20120124T044152.mseed,4,"[-3.604427576, -40.50757217]","[-4.393969, -41.445618]",>=0.9,[100-150[,[1-2[,36.6900905740269,67.55524929032728,2478.6082152130743,>= 15,Nordeste,Nordeste,4,3
NB_NBAN_20120328T235240,NBAN,0,1.0,0.0,0,Natural,usp2012geua,,P,NB,,HHZ,-9.668656,-36.274726,156.61382872311705,-8.26031208,-36.12661743,2012-03-28T23:53:07.885898Z,2012-03-28T23:52:40.980212Z,2012-03-28T23:52:57.885898Z,2012-03-28T23:53:57.885898Z,earthquake,1.683580242,known,./files/mseed/20120328T235240/NB_NBAN_20120328T235240.mseed,23,"[-8.26031208, -36.12661743]","[-9.668656, -36.274726]",>=0.9,[150-200[,[1-2[,4.238857861263337,78.32424104444618,332.0053248787352,[4-5[,Nordeste,Nordeste,23,7
NB_NBLI_20120328T235240,NBLI,0,1.0,0.0,0,Natural,usp2012geua,,P,NB,,HHZ,-7.364556,-36.949743,134.3719324807238,-8.26031208,-36.12661743,2012-03-28T23:53:03.581552Z,2012-03-28T23:52:40.980212Z,2012-03-28T23:52:53.581552Z,2012-03-28T23:53:53.581552Z,earthquake,1.683580242,known,./files/mseed/20120328T235240/NB_NBLI_20120328T235240.mseed,23,"[-8.26031208, -36.12661743]","[-7.364556, -36.949743]",>=0.9,[100-150[,[1-2[,8.65927343821942,67.61864711664784,585.5283549055208,[8-9[,Nordeste,Nordeste,23,7
NB_NBMA_20120328T235240,NBMA,0,0.048,0.952,1,Anthropogenic,usp2012geua,,P,NB,,HHZ,-7.365352,-38.764058,307.2657334589846,-8.26031208,-36.12661743,2012-03-28T23:53:26.251117Z,2012-03-28T23:52:40.980212Z,2012-03-28T23:53:16.251117Z,2012-03-28T23:54:16.251117Z,earthquake,1.683580242,known,./files/mseed/20120328T235240/NB_NBMA_20120328T235240.mseed,23,"[-8.26031208, -36.12661743]","[-7.365352, -38.764058]",<0.2,>=300,[1-2[,0.9923418000888579,250.41981260010016,248.50204761349784,,Nordeste,Nordeste,23,7
NB_NBPA_20120328T235240,NBPA,0,0.756,0.244,0,Natural,usp2012geua,,P,NB,,HHZ,-5.75028,-37.112047,298.1748316738545,-8.26031208,-36.12661743,2012-03-28T23:53:25.318504Z,2012-03-28T23:52:40.980212Z,2012-03-28T23:53:15.318504Z,2012-03-28T23:54:15.318504Z,earthquake,1.683580242,known,./files/mseed/20120328T235240/NB_NBPA_20120328T235240.mseed,23,"[-8.26031208, -36.12661743]","[-5.75028, -37.112047]",[0.6-0.8[,[250-300[,[1-2[,1.5825453636443476,63.63314781796335,100.70234305341333,[1-2[,Nordeste,Nordeste,23,7
NB_NBPV_20120328T235240,NBPV,0,0.996,0.004,0,Natural,usp2012geua,,P,NB,,HHZ,-6.417527,-35.290516,223.730534423517,-8.26031208,-36.12661743,2012-03-28T23:53:16.279376Z,2012-03-28T23:52:40.980212Z,2012-03-28T23:53:06.279376Z,2012-03-28T23:54:06.279376Z,earthquake,1.683580242,known,./files/mseed/20120328T235240/NB_NBPV_20120328T235240.mseed,23,"[-8.26031208, -36.12661743]","[-6.417527, -35.290516]",>=0.9,[200-250[,[1-2[,2.7518074522109295,67.95935350128381,187.0110554122697,[2-3[,Nordeste,Nordeste,23,7
NB_NBRF_20120328T235240,NBRF,0,0.825,0.175,0,Natural,usp2012geua,,P,NB,,HHZ,-8.679466,-35.127172,119.4172770646438,-8.26031208,-36.12661743,2012-03-28T23:53:00.676116Z,2012-03-28T23:52:40.980212Z,2012-03-28T23:52:50.676116Z,2012-03-28T23:53:50.676116Z,earthquake,1.683580242,known,./files/mseed/20120328T235240/NB_NBRF_20120328T235240.mseed,23,"[-8.26031208, -36.12661743]","[-8.679466, -35.127172]",[0.8-0.9[,[100-150[,[1-2[,7.565692892806211,187.9079167477072,1421.6535902401495,[7-8[,Nordeste,Nordeste,23,7
NB_NBTA_20120328T235240,NBTA,0,1.0,0.0,0,Natural,usp2012geua,,P,NB,,HHZ,-9.121932,-38.063215,233.45458588785783,-8.26031208,-36.12661743,2012-03-28T23:53:16.925029Z,2012-03-28T23:52:40.980212Z,2012-03-28T23:53:06.925029Z,2012-03-28T23:54:06.925029Z,earthquake,1.683580242,known,./files/mseed/20120328T235240/NB_NBTA_20120328T235240.mseed,23,"[-8.26031208, -36.12661743]","[-9.121932, -38.063215]",>=0.9,[200-250[,[1-2[,0.9995376788189522,273.749548542066,273.62298832747274,,Nordeste,Nordeste,23,7
NB_NBAN_20120508T040933,NBAN,0,0.999,0.001,0,Natural,usp2012jaeq,,P,NB,,HHZ,-9.668656,-36.274726,148.81244037036754,-8.327729225,-36.1634407,2012-05-08T04:09:58.858703Z,2012-05-08T04:09:33.983703Z,2012-05-08T04:09:48.858703Z,2012-05-08T04:10:48.858703Z,earthquake,1.668812662,known,./files/mseed/20120508T040933/NB_NBAN_20120508T040933.mseed,4,"[-8.327729225, -36.1634407]","[-9.668656, -36.274726]",>=0.9,[100-150[,[1-2[,3.9070795203027258,79.48709329328815,310.5623943345983,[3-4[,Nordeste,Nordeste,4,8
NB_NBLA_20120508T040933,NBLA,0,0.961,0.039,0,Natural,usp2012jaeq,,P,NB,,HHZ,-10.99255,-37.788972,344.52304786670845,-8.327729225,-36.1634407,2012-05-08T04:10:24.110855Z,2012-05-08T04:09:33.983703Z,2012-05-08T04:10:14.110855Z,2012-05-08T04:11:14.110855Z,earthquake,1.668812662,known,./files/mseed/20120508T040933/NB_NBLA_20120508T040933.mseed,4,"[-8.327729225, -36.1634407]","[-10.99255, -37.788972]",>=0.9,>=300,[1-2[,1.2517335679630617,57.42242769546995,71.87758030035153,[1-2[,Nordeste,Nordeste,4,8
NB_NBLI_20120508T040933,NBLI,0,0.998,0.002,0,Natural,usp2012jaeq,,P,NB,,HHZ,-7.364556,-36.949743,137.3556348961166,-8.327729225,-36.1634407,2012-05-08T04:09:55.989135Z,2012-05-08T04:09:33.983703Z,2012-05-08T04:09:45.989135Z,2012-05-08T04:10:45.989135Z,earthquake,1.668812662,known,./files/mseed/20120508T040933/NB_NBLI_20120508T040933.mseed,4,"[-8.327729225, -36.1634407]","[-7.364556, -36.949743]",>=0.9,[100-150[,[1-2[,11.459855006924318,53.50622399826068,613.1735689880818,[11-12[,Nordeste,Nordeste,4,8
NB_NBMA_20120508T040933,NBMA,0,0.14,0.86,1,Anthropogenic,usp2012jaeq,,P,NB,,HHZ,-7.365352,-38.764058,305.91510982987745,-8.327729225,-36.1634407,2012-05-08T04:10:19.447811Z,2012-05-08T04:09:33.983703Z,2012-05-08T04:10:09.447811Z,2012-05-08T04:11:09.447811Z,earthquake,1.668812662,known,./files/mseed/20120508T040933/NB_NBMA_20120508T040933.mseed,4,"[-8.327729225, -36.1634407]","[-7.365352, -38.764058]",<0.2,>=300,[1-2[,0.9460331421772267,146.8534615027188,138.92824162501947,,Nordeste,Nordeste,4,8
NB_NBPA_20120508T040933,NBPA,0,0.994,0.006,0,Natural,usp2012jaeq,,P,NB,,HHZ,-5.75028,-37.112047,303.69765098280686,-8.327729225,-36.1634407,2012-05-08T04:10:19.304332Z,2012-05-08T04:09:33.983703Z,2012-05-08T04:10:09.304332Z,2012-05-08T04:11:09.304332Z,earthquake,1.668812662,known,./files/mseed/20120508T040933/NB_NBPA_20120508T040933.mseed,4,"[-8.327729225, -36.1634407]","[-5.75028, -37.112047]",>=0.9,>=300,[1-2[,1.0739521770548017,68.47627564568107,73.54024530628388,[1-2[,Nordeste,Nordeste,4,8
NB_NBPV_20120508T040933,NBPV,0,1.0,0.0,0,Natural,usp2012jaeq,,P,NB,,HHZ,-6.417527,-35.290516,232.19760890530037,-8.327729225,-36.1634407,2012-05-08T04:10:08.830421Z,2012-05-08T04:09:33.983703Z,2012-05-08T04:09:58.830421Z,2012-05-08T04:10:58.830421Z,earthquake,1.668812662,known,./files/mseed/20120508T040933/NB_NBPV_20120508T040933.mseed,4,"[-8.327729225, -36.1634407]","[-6.417527, -35.290516]",>=0.9,[200-250[,[1-2[,1.9030772129365618,62.0522127293649,118.0901520575464,[1-2[,Nordeste,Nordeste,4,8
NB_NBRF_20120508T040933,NBRF,0,0.617,0.383,0,Natural,usp2012jaeq,,P,NB,,HHZ,-8.679466,-35.127172,120.54637052066391,-8.327729225,-36.1634407,2012-05-08T04:09:54.913055Z,2012-05-08T04:09:33.983703Z,2012-05-08T04:09:44.913055Z,2012-05-08T04:10:44.913055Z,earthquake,1.668812662,known,./files/mseed/20120508T040933/NB_NBRF_20120508T040933.mseed,4,"[-8.327729225, -36.1634407]","[-8.679466, -35.127172]",[0.6-0.8[,[100-150[,[1-2[,4.6332776293338425,148.86766044231197,689.7452008586306,[4-5[,Nordeste,Nordeste,4,8
NB_NBTA_20120508T040933,NBTA,0,0.999,0.001,0,Natural,usp2012jaeq,,P,NB,,HHZ,-9.121932,-38.063215,226.75324538055912,-8.327729225,-36.1634407,2012-05-08T04:10:09.547813Z,2012-05-08T04:09:33.983703Z,2012-05-08T04:09:59.547813Z,2012-05-08T04:10:59.547813Z,earthquake,1.668812662,known,./files/mseed/20120508T040933/NB_NBTA_20120508T040933.mseed,4,"[-8.327729225, -36.1634407]","[-9.121932, -38.063215]",>=0.9,[200-250[,[1-2[,1.0289869018548128,371.8521489977936,382.63099074529384,[1-2[,Nordeste,Nordeste,4,8
NB_NBAN_20121003T045247,NBAN,0,0.998,0.002,0,Natural,usp2012tkqn,,P,NB,,HHZ,-9.668656,-36.274726,160.05059030282848,-8.223321915,-36.20291901,2012-10-03T04:53:14.283638Z,2012-10-03T04:52:47.696524Z,2012-10-03T04:53:04.283638Z,2012-10-03T04:54:04.283638Z,earthquake,1.786019986,known,./files/mseed/20121003T045247/NB_NBAN_20121003T045247.mseed,4,"[-8.223321915, -36.20291901]","[-9.668656, -36.274726]",>=0.9,[150-200[,[1-2[,2.8972700811542826,120.51115531708012,349.1533647455131,[2-3[,Nordeste,Nordeste,4,8
NB_NBCA_20121003T045247,NBCA,0,0.998,0.002,0,Natural,usp2012tkqn,,P,NB,,HHZ,-8.225687,-36.013016,20.925553368123403,-8.223321915,-36.20291901,2012-10-03T04:52:51.430406Z,2012-10-03T04:52:47.696524Z,2012-10-03T04:52:41.430406Z,2012-10-03T04:53:41.430406Z,earthquake,1.786019986,known,./files/mseed/20121003T045247/NB_NBCA_20121003T045247.mseed,4,"[-8.223321915, -36.20291901]","[-8.225687, -36.013016]",>=0.9,<50,[1-2[,471.365431972508,16.806977648638313,7922.228279502685,>= 15,Nordeste,Nordeste,4,8
NB_NBLA_20121003T045247,NBLA,0,0.897,0.103,0,Natural,usp2012tkqn,,P,NB,,HHZ,-10.99255,-37.788972,352.3043225342546,-8.223321915,-36.20291901,2012-10-03T04:53:38.556594Z,2012-10-03T04:52:47.696524Z,2012-10-03T04:53:28.556594Z,2012-10-03T04:54:28.556594Z,earthquake,1.786019986,known,./files/mseed/20121003T045247/NB_NBLA_20121003T045247.mseed,4,"[-8.223321915, -36.20291901]","[-10.99255, -37.788972]",[0.8-0.9[,>=300,[1-2[,1.267510928514967,56.74419165430975,71.92388305158539,[1-2[,Nordeste,Nordeste,4,8
NB_NBLI_20121003T045247,NBLI,0,0.982,0.018,0,Natural,usp2012tkqn,,P,NB,,HHZ,-7.364556,-36.949743,125.71970872595578,-8.223321915,-36.20291901,2012-10-03T04:53:08.230648Z,2012-10-03T04:52:47.696524Z,2012-10-03T04:52:58.230648Z,2012-10-03T04:53:58.230648Z,earthquake,1.786019986,known,./files/mseed/20121003T045247/NB_NBLI_20121003T045247.mseed,4,"[-8.223321915, -36.20291901]","[-7.364556, -36.949743]",>=0.9,[100-150[,[1-2[,20.33193425355076,54.32864612799999,1104.6064611589209,>= 15,Nordeste,Nordeste,4,8
NB_NBMA_20121003T045247,NBMA,0,0.974,0.026,0,Natural,usp2012tkqn,,P,NB,,HHZ,-7.365352,-38.764058,297.9953530142921,-8.223321915,-36.20291901,2012-10-03T04:53:32.036555Z,2012-10-03T04:52:47.696524Z,2012-10-03T04:53:22.036555Z,2012-10-03T04:54:22.036555Z,earthquake,1.786019986,known,./files/mseed/20121003T045247/NB_NBMA_20121003T045247.mseed,4,"[-8.223321915, -36.20291901]","[-7.365352, -38.764058]",>=0.9,[250-300[,[1-2[,1.1565645455250093,115.96468042982016,134.1206379182679,[1-2[,Nordeste,Nordeste,4,8
NB_NBPV_20121003T045247,NBPV,0,1.0,0.0,0,Natural,usp2012tkqn,,P,NB,,HHZ,-6.417527,-35.290516,223.6779001315765,-8.223321915,-36.20291901,2012-10-03T04:53:22.475173Z,2012-10-03T04:52:47.696524Z,2012-10-03T04:53:12.475173Z,2012-10-03T04:54:12.475173Z,earthquake,1.786019986,known,./files/mseed/20121003T045247/NB_NBPV_20121003T045247.mseed,4,"[-8.223321915, -36.20291901]","[-6.417527, -35.290516]",>=0.9,[200-250[,[1-2[,2.254660983780703,81.5261451942438,183.81381872750217,[2-3[,Nordeste,Nordeste,4,8
NB_NBRF_20121003T045247,NBRF,0,0.914,0.086,0,Natural,usp2012tkqn,,P,NB,,HHZ,-8.679466,-35.127172,128.75444812848417,-8.223321915,-36.20291901,2012-10-03T04:53:09.243963Z,2012-10-03T04:52:47.696524Z,2012-10-03T04:52:59.243963Z,2012-10-03T04:53:59.243963Z,earthquake,1.786019986,known,./files/mseed/20121003T045247/NB_NBRF_20121003T045247.mseed,4,"[-8.223321915, -36.20291901]","[-8.679466, -35.127172]",>=0.9,[100-150[,[1-2[,8.587006924442035,176.63806341637317,1516.7922736764276,[8-9[,Nordeste,Nordeste,4,8
NB_NBTA_20121003T045247,NBTA,0,0.999,0.001,0,Natural,usp2012tkqn,,P,NB,,HHZ,-9.121932,-38.063215,227.5806585104401,-8.223321915,-36.20291901,2012-10-03T04:53:23.232737Z,2012-10-03T04:52:47.696524Z,2012-10-03T04:53:13.232737Z,2012-10-03T04:54:13.232737Z,earthquake,1.786019986,known,./files/mseed/20121003T045247/NB_NBTA_20121003T045247.mseed,4,"[-8.223321915, -36.20291901]","[-9.121932, -38.063215]",>=0.9,[200-250[,[1-2[,1.300435659255819,302.1362593132911,392.9087655651668,[1-2[,Nordeste,Nordeste,4,8
NB_NBCA_20130112T071043,NBCA,0,0.951,0.049,0,Natural,usp2013auqt,,P,NB,,HHZ,-8.225687,-36.013016,303.94856191636376,-5.479886055,-36.13304901,2013-01-12T07:11:28.943521Z,2013-01-12T07:10:43.537647Z,2013-01-12T07:11:18.943521Z,2013-01-12T07:12:18.943521Z,earthquake,1.910789029,known,./files/mseed/20130112T071043/NB_NBCA_20130112T071043.mseed,7,"[-5.479886055, -36.13304901]","[-8.225687, -36.013016]",>=0.9,>=300,[1-2[,0.9803787541240995,15.72699954894313,15.41841622390314,,Nordeste,Nordeste,7,8
NB_NBCL_20130112T071043,NBCL,0,1.0,0.0,0,Natural,usp2013auqt,,P,NB,,HHZ,-4.224377,-38.291041,276.7164891106599,-5.479886055,-36.13304901,2013-01-12T07:11:24.782653Z,2013-01-12T07:10:43.537647Z,2013-01-12T07:11:14.782653Z,2013-01-12T07:12:14.782653Z,earthquake,1.910789029,known,./files/mseed/20130112T071043/NB_NBCL_20130112T071043.mseed,7,"[-5.479886055, -36.13304901]","[-4.224377, -38.291041]",>=0.9,[250-300[,[1-2[,2.1394842824049847,93.74789040577437,200.57213803177933,[2-3[,Nordeste,Nordeste,7,8
NB_NBLI_20130112T071043,NBLI,0,1.0,0.0,0,Natural,usp2013auqt,,P,NB,,HHZ,-7.364556,-36.949743,227.1601840533169,-5.479886055,-36.13304901,2013-01-12T07:11:19.330476Z,2013-01-12T07:10:43.537647Z,2013-01-12T07:11:09.330476Z,2013-01-12T07:12:09.330476Z,earthquake,1.910789029,known,./files/mseed/20130112T071043/NB_NBLI_20130112T071043.mseed,7,"[-5.479886055, -36.13304901]","[-7.364556, -36.949743]",>=0.9,[200-250[,[1-2[,4.027891509042962,61.18122945648345,246.43135464057883,[4-5[,Nordeste,Nordeste,7,8
NB_NBMA_20130112T071043,NBMA,0,0.018,0.982,1,Anthropogenic,usp2013auqt,,P,NB,,HHZ,-7.365352,-38.764058,358.02578050363013,-5.479886055,-36.13304901,2013-01-12T07:11:35.687002Z,2013-01-12T07:10:43.537647Z,2013-01-12T07:11:25.687002Z,2013-01-12T07:12:25.687002Z,earthquake,1.910789029,known,./files/mseed/20130112T071043/NB_NBMA_20130112T071043.mseed,7,"[-5.479886055, -36.13304901]","[-7.365352, -38.764058]",<0.2,>=300,[1-2[,1.3148446535780565,273.28636093397387,359.3291105698386,[1-2[,Nordeste,Nordeste,7,8
NB_NBPA_20130112T071043,NBPA,0,0.956,0.044,0,Natural,usp2013auqt,,P,NB,,HHZ,-5.75028,-37.112047,112.50823159013204,-5.479886055,-36.13304901,2013-01-12T07:11:03.117401Z,2013-01-12T07:10:43.537647Z,2013-01-12T07:10:53.117401Z,2013-01-12T07:11:53.117401Z,earthquake,1.910789029,known,./files/mseed/20130112T071043/NB_NBPA_20130112T071043.mseed,7,"[-5.479886055, -36.13304901]","[-5.75028, -37.112047]",>=0.9,[100-150[,[1-2[,25.02343164550971,81.33817788259313,2035.360334415379,>= 15,Nordeste,Nordeste,7,8
NB_NBPB_20130112T071043,NBPB,0,0.003,0.997,1,Anthropogenic,usp2013auqt,,P,NB,,HHZ,-5.543242,-39.583619,382.415301734454,-5.479886055,-36.13304901,2013-01-12T07:11:37.695702Z,2013-01-12T07:10:43.537647Z,2013-01-12T07:11:27.695702Z,2013-01-12T07:12:27.695702Z,earthquake,1.910789029,known,./files/mseed/20130112T071043/NB_NBPB_20130112T071043.mseed,7,"[-5.479886055, -36.13304901]","[-5.543242, -39.583619]",<0.2,>=300,[1-2[,0.8534517874320113,138.35174986793032,118.07654821913167,,Nordeste,Nordeste,7,8
NB_NBPV_20130112T071043,NBPV,0,0.998,0.002,0,Natural,usp2013auqt,,P,NB,,HHZ,-6.417527,-35.290516,139.47839509212557,-5.479886055,-36.13304901,2013-01-12T07:11:06.381530Z,2013-01-12T07:10:43.537647Z,2013-01-12T07:10:56.381530Z,2013-01-12T07:11:56.381530Z,earthquake,1.910789029,known,./files/mseed/20130112T071043/NB_NBPV_20130112T071043.mseed,7,"[-5.479886055, -36.13304901]","[-6.417527, -35.290516]",>=0.9,[100-150[,[1-2[,16.812654330710284,71.54232573173216,1202.8163925426925,>= 15,Nordeste,Nordeste,7,8
NB_NBRF_20130112T071043,NBRF,0,0.046,0.954,1,Anthropogenic,usp2013auqt,,P,NB,,HHZ,-8.679466,-35.127172,370.8808868995752,-5.479886055,-36.13304901,2013-01-12T07:11:37.050043Z,2013-01-12T07:10:43.537647Z,2013-01-12T07:11:27.050043Z,2013-01-12T07:12:27.050043Z,earthquake,1.910789029,known,./files/mseed/20130112T071043/NB_NBRF_20130112T071043.mseed,7,"[-5.479886055, -36.13304901]","[-8.679466, -35.127172]",<0.2,>=300,[1-2[,1.4694986698734003,230.25897567216717,338.36525847666127,[1-2[,Nordeste,Nordeste,7,8
ON_MAN01_20140408T083352,MAN01,0,0.995,0.005,0,Natural,usp2014gvwt,,P,ON,,HHZ,-22.86516,-43.964094,221.6825959919448,-24.52071381,-45.1857338,2014-04-08T08:34:27.124969Z,2014-04-08T08:33:52.478770Z,2014-04-08T08:34:17.124969Z,2014-04-08T08:35:17.124969Z,earthquake,1.788869675,suspected,./files/mseed/20140408T083352/ON_MAN01_20140408T083352.mseed,8,"[-24.52071381, -45.1857338]","[-22.86516, -43.964094]",>=0.9,[200-250[,[1-2[,1.3119175484594068,3.975448988213132,5.2154612906420015,[1-2[,Sudeste,,8,4
BL_PARB_20140408T083352,PARB,0,0.579,0.421,0,Natural,usp2014gvwt,,P,BL,,HHZ,-23.3421,-45.6246,137.97392542010198,-24.52071381,-45.1857338,2014-04-08T08:34:16.060815Z,2014-04-08T08:33:52.478770Z,2014-04-08T08:34:06.060815Z,2014-04-08T08:35:06.060815Z,earthquake,1.788869675,suspected,./files/mseed/20140408T083352/BL_PARB_20140408T083352.mseed,8,"[-24.52071381, -45.1857338]","[-23.3421, -45.6246]",[0.4-0.6[,[100-150[,[1-2[,1.6150734886713274,11.716212427349127,18.922544079053115,[1-2[,Sudeste,,8,4
ON_PET01_20140408T083352,PET01,0,0.958,0.042,0,Natural,usp2014gvwt,,P,ON,,HHZ,-24.290108,-47.275344,213.48151987040785,-24.52071381,-45.1857338,2014-04-08T08:34:25.921686Z,2014-04-08T08:33:52.478770Z,2014-04-08T08:34:15.921686Z,2014-04-08T08:35:15.921686Z,earthquake,1.788869675,suspected,./files/mseed/20140408T083352/ON_PET01_20140408T083352.mseed,8,"[-24.52071381, -45.1857338]","[-24.290108, -47.275344]",>=0.9,[200-250[,[1-2[,0.9566700736037774,5.3658067613193134,5.133306749294994,,Sudeste,,8,4
BL_VABB_20140408T083352,VABB,0,0.094,0.906,1,Anthropogenic,usp2014gvwt,,P,BL,,HHZ,-23.0021,-46.9657,247.4039701884548,-24.52071381,-45.1857338,2014-04-08T08:34:30.499954Z,2014-04-08T08:33:52.478770Z,2014-04-08T08:34:20.499954Z,2014-04-08T08:35:20.499954Z,earthquake,1.788869675,suspected,./files/mseed/20140408T083352/BL_VABB_20140408T083352.mseed,8,"[-24.52071381, -45.1857338]","[-23.0021, -46.9657]",<0.2,[200-250[,[1-2[,0.9325946524076141,14.496801483753071,13.51963954076288,,Sudeste,,8,4
BR_JANB_20140515T060338,JANB,0,0.949,0.051,0,Natural,usp2014jlhk,,P,BR,,HHZ,-15.058097,-44.311197,183.1353819005056,-16.66086578,-43.88510513,2014-05-15T06:04:08.777545Z,2014-05-15T06:03:38.466266Z,2014-05-15T06:03:58.777545Z,2014-05-15T06:04:58.777545Z,earthquake,1.326797531,known,./files/mseed/20140515T060338/BR_JANB_20140515T060338.mseed,6,"[-16.66086578, -43.88510513]","[-15.058097, -44.311197]",>=0.9,[150-200[,[1-2[,1.9433636083420898,2.0080083549915493,3.902290362337441,[1-2[,Sudeste,Sudeste,6,2
BR_MC01_20140515T060338,MC01,0,0.714,0.286,0,Natural,usp2014jlhk,,P,BR,,HHZ,-16.70744,-43.94167,7.935168829393518,-16.66086578,-43.88510513,2014-05-15T06:03:40.151371Z,2014-05-15T06:03:38.466266Z,2014-05-15T06:03:30.151371Z,2014-05-15T06:04:30.151371Z,earthquake,1.326797531,known,./files/mseed/20140515T060338/BR_MC01_20140515T060338.mseed,6,"[-16.66086578, -43.88510513]","[-16.70744, -43.94167]",[0.6-0.8[,<50,[1-2[,100.26670041481344,5.9962438440871395,601.2235851292545,>= 15,Sudeste,Sudeste,6,2
BL_BSCB_20140522T052802,BSCB,0,0.949,0.051,0,Natural,usp2014jyat,,P,BL,,HHZ,-20.9984,-44.7635,13.15686799657726,-21.0588,-44.6545,2014-05-22T05:28:03.498719Z,2014-05-22T05:28:02.000000Z,2014-05-22T05:27:53.498719Z,2014-05-22T05:28:53.498719Z,earthquake,1.748075771,known,./files/mseed/20140522T052802/BL_BSCB_20140522T052802.mseed,5,"[-21.0588, -44.6545]","[-20.9984, -44.7635]",>=0.9,<50,[1-2[,500.56139704358645,3.9066080211082594,1955.4971687476311,>= 15,Sudeste,Sudeste,5,1
BL_BSCB_20140522T054256,BSCB,0,0.969,0.031,0,Natural,usp2014jybg,,P,BL,,HHZ,-20.9984,-44.7635,12.750955793603062,-21.053,-44.6555,2014-05-22T05:42:56.644843Z,2014-05-22T05:42:56.000000Z,2014-05-22T05:42:46.644843Z,2014-05-22T05:43:46.644843Z,earthquake,0.8015361742,known,./files/mseed/20140522T054256/BL_BSCB_20140522T054256.mseed,5,"[-21.053, -44.6555]","[-20.9984, -44.7635]",>=0.9,<50,<1,47.28778134668483,3.859446579599404,182.5046659753073,>= 15,Sudeste,Sudeste,5,1
BL_BSCB_20140522T054726,BSCB,0,0.968,0.032,0,Natural,usp2014jybk,,P,BL,,HHZ,-20.9984,-44.7635,12.148868242880583,-21.0555,-44.6637,2014-05-22T05:47:26.516186Z,2014-05-22T05:47:26.000000Z,2014-05-22T05:47:16.516186Z,2014-05-22T05:48:16.516186Z,earthquake,1.264880552,known,./files/mseed/20140522T054726/BL_BSCB_20140522T054726.mseed,5,"[-21.0555, -44.6637]","[-20.9984, -44.7635]",>=0.9,<50,[1-2[,117.60269533586465,4.13084501954721,485.7985083134844,>= 15,Sudeste,Sudeste,5,1
BL_BSCB_20140525T042636,BSCB,0,0.988,0.012,0,Natural,usp2014kdlg,,P,BL,,HHZ,-20.9984,-44.7635,13.048666345297908,-21.0644,-44.6595,2014-05-25T04:26:36.689376Z,2014-05-25T04:26:36.000000Z,2014-05-25T04:26:26.689376Z,2014-05-25T04:27:26.689376Z,earthquake,1.091495412,known,./files/mseed/20140525T042636/BL_BSCB_20140525T042636.mseed,4,"[-21.0644, -44.6595]","[-20.9984, -44.7635]",>=0.9,<50,[1-2[,129.69206176765658,3.7801381661792868,490.25391253840013,>= 15,Sudeste,Sudeste,4,1
BL_ESAR_20140627T010741,ESAR,0,0.99,0.01,0,Natural,usp2014mlmh,,P,BL,,HHZ,-23.0207,-44.4403,159.41452171943556,-21.97288322,-45.50267029,2014-06-27T01:08:07.191299Z,2014-06-27T01:07:41.114391Z,2014-06-27T01:07:57.191299Z,2014-06-27T01:08:57.191299Z,earthquake,1.761481153,suspected,./files/mseed/20140627T010741/BL_ESAR_20140627T010741.mseed,1,"[-21.97288322, -45.50267029]","[-23.0207, -44.4403]",>=0.9,[150-200[,[1-2[,1.1903809542356354,0.0005012186822557098,0.0005966411732642796,[1-2[,Sudeste,Sudeste,1,4
