Event,Station,file_name,station,label_cat,prob_nat,prob_ant,pred,nature,EventID,Error,Pick,Network,Location,Channel,Latitude,Longitude,Distance,Origem Latitude,Origem Longitude,Pick Time,Origin Time,Start Time,End Time,Cat,MLv,Certainty,Path,SNR_P,SNR_S,Noise,p,Região Origem,Mean SNR_P,Mean SNR_P_cat,Mean Mag,Mean Mag_cat,Mean Distance,Mean Distance_cat,prob_nat_cat,Distance_cat,Magnitude_cat,SNR_P_cat,Hora,Coord Origem
20120122T071034,PEXB,BL_PEXB_20120122T071034,PEXB,0,0.987,0.013,0,Natural,usp2012bmxt,,P,BL,,HHZ,-12.10584,-48.30085,200.2207626790815,-13.79467964,-48.9642067,2012-01-22T07:11:06.883163Z,2012-01-22T07:10:34.672572Z,2012-01-22T07:10:56.883163Z,2012-01-22T07:11:56.883163Z,earthquake,3.040306742,known,./arquivos/mseed/20120122T071034/BL_PEXB_20120122T071034.mseed,14.311789984162235,17.693788985347307,6.041864233475019,86.46989202231582,Centro-Oeste,14.311789984162235,[14-15[,3.040306742,>=3,200.2207626790815,[200-250[,>=0.9,[200-250[,>=3,[14-15[,7,"[-13.79467964, -48.9642067]"
20120124T044152,NBCL,NB_NBCL_20120124T044152,NBCL,0,1.0,0.0,0,Natural,usp2012bqjw,,P,NB,,HHZ,-4.224377,-38.291041,255.53729100794988,-3.604427576,-40.50757217,2012-01-24T04:42:29.833709Z,2012-01-24T04:41:52.047056Z,2012-01-24T04:42:19.833709Z,2012-01-24T04:43:19.833709Z,earthquake,1.618614238,known,./arquivos/mseed/20120124T044152/NB_NBCL_20120124T044152.mseed,1.1682788551700323,2.3755667683691857,76.83591396280681,89.76577360041104,Nordeste,28.105552687912965,>= 15,1.618614238,[1-2[,150.8245280341042,[150-200[,>=0.9,[250-300[,[1-2[,[1-2[,4,"[-3.604427576, -40.50757217]"
20120124T044152,NBMO,NB_NBMO_20120124T044152,NBMO,0,0.997,0.003,0,Natural,usp2012bqjw,,P,NB,,HHZ,-3.310348,-40.042927,61.017880699636095,-3.604427576,-40.50757217,2012-01-24T04:42:02.644592Z,2012-01-24T04:41:52.047056Z,2012-01-24T04:41:52.644592Z,2012-01-24T04:42:52.644592Z,earthquake,1.618614238,known,./arquivos/mseed/20120124T044152/NB_NBMO_20120124T044152.mseed,41.6085394771276,32.63338686656051,47.37515134813532,1971.2108551037832,Nordeste,28.105552687912965,>= 15,1.618614238,[1-2[,150.8245280341042,[150-200[,>=0.9,[50-100[,[1-2[,>= 15,4,"[-3.604427576, -40.50757217]"
20120124T044152,NBPS,NB_NBPS_20120124T044152,NBPS,0,0.992,0.008,0,Natural,usp2012bqjw,,P,NB,,HHZ,-4.393969,-41.445618,135.91841239472657,-3.604427576,-40.50757217,2012-01-24T04:42:14.840240Z,2012-01-24T04:41:52.047056Z,2012-01-24T04:42:04.840240Z,2012-01-24T04:43:04.840240Z,earthquake,1.618614238,known,./arquivos/mseed/20120124T044152/NB_NBPS_20120124T044152.mseed,41.53983973144127,80.02833409018716,66.03491384690003,2743.079737879759,Nordeste,28.105552687912965,>= 15,1.618614238,[1-2[,150.8245280341042,[150-200[,>=0.9,[100-150[,[1-2[,>= 15,4,"[-3.604427576, -40.50757217]"
20120217T071112,NBCL,NB_NBCL_20120217T071112,NBCL,0,0.942,0.058,0,Natural,usp2012dikw,,P,NB,,HHZ,-4.224377,-38.291041,336.8739443668028,-3.154339075,-41.13030624,2012-02-17T07:12:01.606658Z,2012-02-17T07:11:12.441178Z,2012-02-17T07:11:51.606658Z,2012-02-17T07:12:51.606658Z,earthquake,2.346405154,known,./arquivos/mseed/20120217T071112/NB_NBCL_20120217T071112.mseed,5.569734861520939,4.639733174123529,63.48654771833176,353.60323806440505,Nordeste,113.95657313580062,>= 15,2.346405154,[2-3[,228.87074051291256,[200-250[,>=0.9,>=300,[2-3[,[5-6[,7,"[-3.154339075, -41.13030624]"
20120217T071112,NBMO,NB_NBMO_20120217T071112,NBMO,0,0.9,0.1,0,Natural,usp2012dikw,,P,NB,,HHZ,-3.310348,-40.042927,122.0801950992448,-3.154339075,-41.13030624,2012-02-17T07:11:33.520782Z,2012-02-17T07:11:12.441178Z,2012-02-17T07:11:23.520782Z,2012-02-17T07:12:23.520782Z,earthquake,2.346405154,known,./arquivos/mseed/20120217T071112/NB_NBMO_20120217T071112.mseed,361.87995735909897,165.94026681459334,31.87967961554739,11536.617099896026,Nordeste,113.95657313580062,>= 15,2.346405154,[2-3[,228.87074051291256,[200-250[,>=0.9,[100-150[,[2-3[,>= 15,7,"[-3.154339075, -41.13030624]"
20120217T071112,NBPB,NB_NBPB_20120217T071112,NBPB,0,1.0,0.0,0,Natural,usp2012dikw,,P,NB,,HHZ,-5.543242,-39.583619,315.047934183832,-3.154339075,-41.13030624,2012-02-17T07:12:03.830566Z,2012-02-17T07:11:12.441178Z,2012-02-17T07:11:53.830566Z,2012-02-17T07:12:53.830566Z,earthquake,2.346405154,known,./arquivos/mseed/20120217T071112/NB_NBPB_20120217T071112.mseed,2.243503051312125,3.0613003513122665,87.88204841049036,197.163643764495,Nordeste,113.95657313580062,>= 15,2.346405154,[2-3[,228.87074051291256,[200-250[,>=0.9,>=300,[2-3[,[2-3[,7,"[-3.154339075, -41.13030624]"
20120217T071112,NBPS,NB_NBPS_20120217T071112,NBPS,0,0.971,0.029,0,Natural,usp2012dikw,,P,NB,,HHZ,-4.393969,-41.445618,141.4808884017707,-3.154339075,-41.13030624,2012-02-17T07:11:35.529479Z,2012-02-17T07:11:12.441178Z,2012-02-17T07:11:25.529479Z,2012-02-17T07:12:25.529479Z,earthquake,2.346405154,known,./arquivos/mseed/20120217T071112/NB_NBPS_20120217T071112.mseed,86.1330972712705,249.5708406072517,62.5782948054011,5390.062353543854,Nordeste,113.95657313580062,>= 15,2.346405154,[2-3[,228.87074051291256,[200-250[,>=0.9,[100-150[,[2-3[,>= 15,7,"[-3.154339075, -41.13030624]"
20120221T063526,BSCB,BL_BSCB_20120221T063526,BSCB,0,0.992,0.008,0,Natural,bsb20120221063625,,P,BL,,HHZ,-20.9984,-44.7635,284.6994950894399,-23.48016167,-45.48500061,2012-02-21T06:36:09.269496Z,2012-02-21T06:35:26.308713Z,2012-02-21T06:35:59.269496Z,2012-02-21T06:36:59.269496Z,earthquake,3.072478086,suspected,./arquivos/mseed/20120221T063526/BL_BSCB_20120221T063526.mseed,3.413819750147241,7.577037754440729,5.615720706160757,19.171058258002404,Sudeste,58.8302339886798,>= 15,3.072478086,>=3,217.98755827221015,[200-250[,>=0.9,[250-300[,>=3,[3-4[,6,"[-23.48016167, -45.48500061]"
20120221T063526,DUB01,ON_DUB01_20120221T063526,DUB01,0,0.773,0.227,0,Natural,bsb20120221063625,,P,ON,,HHZ,-22.080966,-42.374182,355.02226478660333,-23.48016167,-45.48500061,2012-02-21T06:36:17.565151Z,2012-02-21T06:35:26.308713Z,2012-02-21T06:36:07.565151Z,2012-02-21T06:37:07.565151Z,earthquake,3.072478086,suspected,./arquivos/mseed/20120221T063526/ON_DUB01_20120221T063526.mseed,1.7231342043195061,4.779581711041217,3.609029233868149,6.21884171726723,Sudeste,58.8302339886798,>= 15,3.072478086,>=3,217.98755827221015,[200-250[,[0.6-0.8[,>=300,>=3,[1-2[,6,"[-23.48016167, -45.48500061]"
20120221T063526,ESAR,BL_ESAR_20120221T063526,ESAR,0,0.965,0.035,0,Natural,bsb20120221063625,,P,BL,,HHZ,-23.0207,-44.4403,118.3981216879752,-23.48016167,-45.48500061,2012-02-21T06:35:46.417344Z,2012-02-21T06:35:26.308713Z,2012-02-21T06:35:36.417344Z,2012-02-21T06:36:36.417344Z,earthquake,3.072478086,suspected,./arquivos/mseed/20120221T063526/BL_ESAR_20120221T063526.mseed,41.63197241367147,55.12075301817763,245.78281013717415,10232.423171385486,Sudeste,58.8302339886798,>= 15,3.072478086,>=3,217.98755827221015,[200-250[,>=0.9,[100-150[,>=3,>= 15,6,"[-23.48016167, -45.48500061]"
20120221T063526,JAC01,ON_JAC01_20120221T063526,JAC01,0,0.992,0.008,0,Natural,bsb20120221063625,,P,ON,,HHZ,-24.81142,-48.102354,304.1396011932612,-23.48016167,-45.48500061,2012-02-21T06:36:11.069499Z,2012-02-21T06:35:26.308713Z,2012-02-21T06:36:01.069499Z,2012-02-21T06:37:01.069499Z,earthquake,3.072478086,suspected,./arquivos/mseed/20120221T063526/ON_JAC01_20120221T063526.mseed,8.857129417113432,9.776317986056226,4.967800512650848,44.00045205895102,Sudeste,58.8302339886798,>= 15,3.072478086,>=3,217.98755827221015,[200-250[,>=0.9,>=300,>=3,[8-9[,6,"[-23.48016167, -45.48500061]"
20120221T063526,MAN01,ON_MAN01_20120221T063526,MAN01,0,0.508,0.492,0,Natural,bsb20120221063625,,P,ON,,HHZ,-22.86516,-43.964094,169.9692692805942,-23.48016167,-45.48500061,2012-02-21T06:35:54.243408Z,2012-02-21T06:35:26.308713Z,2012-02-21T06:35:44.243408Z,2012-02-21T06:36:44.243408Z,earthquake,3.072478086,suspected,./arquivos/mseed/20120221T063526/ON_MAN01_20120221T063526.mseed,58.51197612650095,426.5096023484325,4.266300453854986,249.6296703044431,Sudeste,58.8302339886798,>= 15,3.072478086,>=3,217.98755827221015,[200-250[,[0.4-0.6[,[150-200[,>=3,>= 15,6,"[-23.48016167, -45.48500061]"
20120221T063526,PET01,ON_PET01_20120221T063526,PET01,0,0.991,0.009,0,Natural,bsb20120221063625,,P,ON,,HHZ,-24.290108,-47.275344,203.2017259832037,-23.48016167,-45.48500061,2012-02-21T06:35:58.626022Z,2012-02-21T06:35:26.308713Z,2012-02-21T06:35:48.626022Z,2012-02-21T06:36:48.626022Z,earthquake,3.072478086,suspected,./arquivos/mseed/20120221T063526/ON_PET01_20120221T063526.mseed,95.38928375085564,49.33226078147011,3.572807160312421,340.80751600213034,Sudeste,58.8302339886798,>= 15,3.072478086,>=3,217.98755827221015,[200-250[,>=0.9,[200-250[,>=3,>= 15,6,"[-23.48016167, -45.48500061]"
20120221T063526,RCLB,BL_RCLB_20120221T063526,RCLB,0,0.997,0.003,0,Natural,bsb20120221063625,,P,BL,1.0,HHZ,-22.4191,-47.531,240.49369824523228,-23.48016167,-45.48500061,2012-02-21T06:36:03.712976Z,2012-02-21T06:35:26.308713Z,2012-02-21T06:35:53.712976Z,2012-02-21T06:36:53.712976Z,earthquake,3.072478086,suspected,./arquivos/mseed/20120221T063526/BL_RCLB_20120221T063526.mseed,2.361897102311136,4.242557736084453,75.28336524461307,177.81156222348247,Sudeste,58.8302339886798,>= 15,3.072478086,>=3,217.98755827221015,[200-250[,>=0.9,[200-250[,>=3,[2-3[,6,"[-23.48016167, -45.48500061]"
20120221T063526,SLP01,ON_SLP01_20120221T063526,SLP01,0,0.885,0.115,0,Natural,bsb20120221063625,,P,ON,,HHZ,-23.3243,-45.1559,37.80969946921774,-23.48016167,-45.48500061,2012-02-21T06:35:33.191236Z,2012-02-21T06:35:26.308713Z,2012-02-21T06:35:23.191236Z,2012-02-21T06:36:23.191236Z,earthquake,3.072478086,suspected,./arquivos/mseed/20120221T063526/ON_SLP01_20120221T063526.mseed,303.26305241626386,303.48812141764415,3.8081080962420026,1154.8584851974372,Sudeste,58.8302339886798,>= 15,3.072478086,>=3,217.98755827221015,[200-250[,[0.8-0.9[,<50,>=3,>= 15,6,"[-23.48016167, -45.48500061]"
20120221T063526,VAS01,ON_VAS01_20120221T063526,VAS01,0,0.983,0.017,0,Natural,bsb20120221063625,,P,ON,,HHZ,-22.280081,-43.442624,248.1541487143639,-23.48016167,-45.48500061,2012-02-21T06:36:04.417324Z,2012-02-21T06:35:26.308713Z,2012-02-21T06:35:54.417324Z,2012-02-21T06:36:54.417324Z,earthquake,3.072478086,suspected,./arquivos/mseed/20120221T063526/ON_VAS01_20120221T063526.mseed,14.319840716935015,15.008114272476961,5.297308373496562,75.85661213695687,Sudeste,58.8302339886798,>= 15,3.072478086,>=3,217.98755827221015,[200-250[,>=0.9,[200-250[,>=3,[14-15[,6,"[-23.48016167, -45.48500061]"
20120314T104046,CNLB,BL_CNLB_20120314T104046,CNLB,0,0.998,0.002,0,Natural,usp2012feew,,P,BL,,HHZ,-29.3148,-50.8533,285.24818857144635,-27.95881653,-48.37355042,2012-03-14T10:41:29.723927Z,2012-03-14T10:40:46.319936Z,2012-03-14T10:41:19.723927Z,2012-03-14T10:42:19.723927Z,earthquake,3.288488011,known,./arquivos/mseed/20120314T104046/BL_CNLB_20120314T104046.mseed,2.539932794174561,14.00499668882682,8.289634066229874,21.055113416523874,,2.0989558269578295,[2-3[,3.288488011,>=3,300.31440560073173,>=300,>=0.9,[250-300[,>=3,[2-3[,10,"[-27.95881653, -48.37355042]"
20120314T104046,ITAB,BL_ITAB_20120314T104046,ITAB,0,0.975,0.025,0,Natural,usp2012feew,,P,BL,,HHZ,-27.2349,-52.1313,379.5413235338024,-27.95881653,-48.37355042,2012-03-14T10:41:40.591262Z,2012-03-14T10:40:46.319936Z,2012-03-14T10:41:30.591262Z,2012-03-14T10:42:30.591262Z,earthquake,3.288488011,known,./arquivos/mseed/20120314T104046/BL_ITAB_20120314T104046.mseed,1.03280094072564,9.485546867228765,3.588466809933434,3.7061718970619872,,2.0989558269578295,[2-3[,3.288488011,>=3,300.31440560073173,>=300,>=0.9,>=300,>=3,[1-2[,10,"[-27.95881653, -48.37355042]"
20120314T104046,TIJ01,ON_TIJ01_20120314T104046,TIJ01,0,0.997,0.003,0,Natural,usp2012feew,,P,ON,,HHZ,-25.908848,-49.024241,236.1537046969464,-27.95881653,-48.37355042,2012-03-14T10:41:24.081510Z,2012-03-14T10:40:46.319936Z,2012-03-14T10:41:14.081510Z,2012-03-14T10:42:14.081510Z,earthquake,3.288488011,known,./arquivos/mseed/20120314T104046/ON_TIJ01_20120314T104046.mseed,2.7241337459732873,17.10227376413568,9.529679798949996,25.960122328639617,,2.0989558269578295,[2-3[,3.288488011,>=3,300.31440560073173,>=300,>=0.9,[200-250[,>=3,[2-3[,10,"[-27.95881653, -48.37355042]"
20120321T095134,PEXB,BL_PEXB_20120321T095134,PEXB,0,0.992,0.008,0,Natural,usp2012fqxt,,P,BL,,HHZ,-12.10584,-48.30085,130.23443530202266,-13.26620865,-48.09864426,2012-03-21T09:51:56.611968Z,2012-03-21T09:51:34.760123Z,2012-03-21T09:51:46.611968Z,2012-03-21T09:52:46.611968Z,earthquake,2.777533553,suspected,./arquivos/mseed/20120321T095134/BL_PEXB_20120321T095134.mseed,43.682654498605,398.962140643884,6.80534094620647,297.2753572983468,Norte,43.682654498605,>= 15,2.777533553,[2-3[,130.23443530202266,[100-150[,>=0.9,[100-150[,[2-3[,>= 15,9,"[-13.26620865, -48.09864426]"
20120328T235240,NBAN,NB_NBAN_20120328T235240,NBAN,0,1.0,0.0,0,Natural,usp2012geua,,P,NB,,HHZ,-9.668656,-36.274726,156.61382872311705,-8.26031208,-36.12661743,2012-03-28T23:53:07.885898Z,2012-03-28T23:52:40.980212Z,2012-03-28T23:52:57.885898Z,2012-03-28T23:53:57.885898Z,earthquake,1.683580242,known,./arquivos/mseed/20120328T235240/NB_NBAN_20120328T235240.mseed,3.3254615961212846,33.67635874348852,84.88304168876944,282.27529529796476,Nordeste,4.593781927236005,[4-5[,1.6835802420000001,[1-2[,186.46168087317125,[150-200[,>=0.9,[150-200[,[1-2[,[3-4[,23,"[-8.26031208, -36.12661743]"
20120328T235240,NBLI,NB_NBLI_20120328T235240,NBLI,0,1.0,0.0,0,Natural,usp2012geua,,P,NB,,HHZ,-7.364556,-36.949743,134.3719324807238,-8.26031208,-36.12661743,2012-03-28T23:53:03.581552Z,2012-03-28T23:52:40.980212Z,2012-03-28T23:52:53.581552Z,2012-03-28T23:53:53.581552Z,earthquake,1.683580242,known,./arquivos/mseed/20120328T235240/NB_NBLI_20120328T235240.mseed,7.158465241723302,53.83357074615033,63.33985788854529,453.41617111084497,Nordeste,4.593781927236005,[4-5[,1.6835802420000001,[1-2[,186.46168087317125,[150-200[,>=0.9,[100-150[,[1-2[,[7-8[,23,"[-8.26031208, -36.12661743]"
20120328T235240,NBPA,NB_NBPA_20120328T235240,NBPA,0,0.756,0.244,0,Natural,usp2012geua,,P,NB,,HHZ,-5.75028,-37.112047,298.1748316738545,-8.26031208,-36.12661743,2012-03-28T23:53:25.318504Z,2012-03-28T23:52:40.980212Z,2012-03-28T23:53:15.318504Z,2012-03-28T23:54:15.318504Z,earthquake,1.683580242,known,./arquivos/mseed/20120328T235240/NB_NBPA_20120328T235240.mseed,1.3116353996407641,1.9129027208660014,64.20412987923058,84.21240955273213,Nordeste,4.593781927236005,[4-5[,1.6835802420000001,[1-2[,186.46168087317125,[150-200[,[0.6-0.8[,[250-300[,[1-2[,[1-2[,23,"[-8.26031208, -36.12661743]"
20120328T235240,NBPV,NB_NBPV_20120328T235240,NBPV,0,0.996,0.004,0,Natural,usp2012geua,,P,NB,,HHZ,-6.417527,-35.290516,223.730534423517,-8.26031208,-36.12661743,2012-03-28T23:53:16.279376Z,2012-03-28T23:52:40.980212Z,2012-03-28T23:53:06.279376Z,2012-03-28T23:54:06.279376Z,earthquake,1.683580242,known,./arquivos/mseed/20120328T235240/NB_NBPV_20120328T235240.mseed,2.862847031621602,3.1140989815888545,68.56168134410972,196.28160591897068,Nordeste,4.593781927236005,[4-5[,1.6835802420000001,[1-2[,186.46168087317125,[150-200[,>=0.9,[200-250[,[1-2[,[2-3[,23,"[-8.26031208, -36.12661743]"
20120328T235240,NBRF,NB_NBRF_20120328T235240,NBRF,0,0.825,0.175,0,Natural,usp2012geua,,P,NB,,HHZ,-8.679466,-35.127172,119.4172770646438,-8.26031208,-36.12661743,2012-03-28T23:53:00.676116Z,2012-03-28T23:52:40.980212Z,2012-03-28T23:52:50.676116Z,2012-03-28T23:53:50.676116Z,earthquake,1.683580242,known,./arquivos/mseed/20120328T235240/NB_NBRF_20120328T235240.mseed,8.310500367073072,14.803562491635345,174.698789017159,1451.8343502543207,Nordeste,4.593781927236005,[4-5[,1.6835802420000001,[1-2[,186.46168087317125,[150-200[,[0.8-0.9[,[100-150[,[1-2[,[8-9[,23,"[-8.26031208, -36.12661743]"
20120423T092847,DUB01,ON_DUB01_20120423T092847,DUB01,0,0.997,0.003,0,Natural,usp2012hzep,,P,ON,,HHZ,-22.080966,-42.374182,287.6767069999659,-23.41172028,-44.7796669,2012-04-23T09:29:30.370849Z,2012-04-23T09:28:47.105631Z,2012-04-23T09:29:20.370849Z,2012-04-23T09:30:20.370849Z,earthquake,2.118416116,known,./arquivos/mseed/20120423T092847/ON_DUB01_20120423T092847.mseed,1.0538574722907412,1.1790735256372704,4.134145873624745,4.356800520459372,,8.424478268622764,[8-9[,2.118416116,[2-3[,157.34272984584376,[150-200[,>=0.9,[250-300[,[2-3[,[1-2[,9,"[-23.41172028, -44.7796669]"
20120423T092847,ESAR,BL_ESAR_20120423T092847,ESAR,0,0.964,0.036,0,Natural,usp2012hzep,,P,BL,,HHZ,-23.0207,-44.4403,55.51507722542875,-23.41172028,-44.7796669,2012-04-23T09:28:56.762451Z,2012-04-23T09:28:47.105631Z,2012-04-23T09:28:46.762451Z,2012-04-23T09:29:46.762451Z,earthquake,2.118416116,known,./arquivos/mseed/20120423T092847/BL_ESAR_20120423T092847.mseed,6.91301200537173,6.796705075632373,253.20342492533658,1750.3983163100913,,8.424478268622764,[8-9[,2.118416116,[2-3[,157.34272984584376,[150-200[,>=0.9,[50-100[,[2-3[,[6-7[,9,"[-23.41172028, -44.7796669]"
20120423T092847,MAN01,ON_MAN01_20120423T092847,MAN01,0,0.959,0.041,0,Natural,usp2012hzep,,P,ON,,HHZ,-22.86516,-43.964094,103.15429954844728,-23.41172028,-44.7796669,2012-04-23T09:29:04.755493Z,2012-04-23T09:28:47.105631Z,2012-04-23T09:28:54.755493Z,2012-04-23T09:29:54.755493Z,earthquake,2.118416116,known,./arquivos/mseed/20120423T092847/ON_MAN01_20120423T092847.mseed,12.176310301560468,12.139388734697066,5.180041289258662,63.07379011290881,,8.424478268622764,[8-9[,2.118416116,[2-3[,157.34272984584376,[150-200[,>=0.9,[100-150[,[2-3[,[12-13[,9,"[-23.41172028, -44.7796669]"
20120423T092847,PET01,ON_PET01_20120423T092847,PET01,0,0.968,0.032,0,Natural,usp2012hzep,,P,ON,,HHZ,-24.290108,-47.275344,272.2031891273038,-23.41172028,-44.7796669,2012-04-23T09:29:27.727233Z,2012-04-23T09:28:47.105631Z,2012-04-23T09:29:17.727233Z,2012-04-23T09:30:17.727233Z,earthquake,2.118416116,known,./arquivos/mseed/20120423T092847/ON_PET01_20120423T092847.mseed,1.008505347153557,1.2037397576026518,6.041337888791645,6.092721564807755,,8.424478268622764,[8-9[,2.118416116,[2-3[,157.34272984584376,[150-200[,>=0.9,[250-300[,[2-3[,[1-2[,9,"[-23.41172028, -44.7796669]"
20120423T092847,SLP01,ON_SLP01_20120423T092847,SLP01,0,0.945,0.055,0,Natural,usp2012hzep,,P,ON,,HHZ,-23.3243,-45.1559,39.66668038934037,-23.41172028,-44.7796669,2012-04-23T09:28:54.024658Z,2012-04-23T09:28:47.105631Z,2012-04-23T09:28:44.024658Z,2012-04-23T09:29:44.024658Z,earthquake,2.118416116,known,./arquivos/mseed/20120423T092847/ON_SLP01_20120423T092847.mseed,25.439330371187637,29.882280012777912,4.4461103181544495,113.10606925027722,,8.424478268622764,[8-9[,2.118416116,[2-3[,157.34272984584376,[150-200[,>=0.9,<50,[2-3[,>= 15,9,"[-23.41172028, -44.7796669]"
20120423T092847,VAS01,ON_VAS01_20120423T092847,VAS01,0,0.993,0.007,0,Natural,usp2012hzep,,P,ON,,HHZ,-22.280081,-43.442624,185.8404257845764,-23.41172028,-44.7796669,2012-04-23T09:29:17.311401Z,2012-04-23T09:28:47.105631Z,2012-04-23T09:29:07.311401Z,2012-04-23T09:30:07.311401Z,earthquake,2.118416116,known,./arquivos/mseed/20120423T092847/ON_VAS01_20120423T092847.mseed,3.9558541141724506,8.973373593176406,6.3522500376639845,25.128574445745176,,8.424478268622764,[8-9[,2.118416116,[2-3[,157.34272984584376,[150-200[,>=0.9,[150-200[,[2-3[,[3-4[,9,"[-23.41172028, -44.7796669]"
20120424T013412,PEXB,BL_PEXB_20120424T013412,PEXB,0,0.998,0.002,0,Natural,bsb20120424013413,,P,BL,,HHZ,-12.10584,-48.30085,203.41485681351816,-13.75092983,-49.13815308,2012-04-24T01:34:45.067420Z,2012-04-24T01:34:12.698199Z,2012-04-24T01:34:35.067420Z,2012-04-24T01:35:35.067420Z,earthquake,3.148031882,known,./arquivos/mseed/20120424T013412/BL_PEXB_20120424T013412.mseed,10.88127495813069,18.29757668516994,7.358084680670083,80.06534257558043,Centro-Oeste,10.88127495813069,[10-11[,3.148031882,>=3,203.41485681351816,[200-250[,>=0.9,[200-250[,>=3,[10-11[,1,"[-13.75092983, -49.13815308]"
20120426T084528,NBCL,NB_NBCL_20120426T084528,NBCL,0,0.999,0.001,0,Natural,usp2012iepr,,P,NB,,HHZ,-4.224377,-38.291041,21.10697091169611,-4.167470455,-38.10957336,2012-04-26T08:45:34.079376Z,2012-04-26T08:45:28.220007Z,2012-04-26T08:45:24.079376Z,2012-04-26T08:46:24.079376Z,earthquake,2.078107042,known,./arquivos/mseed/20120426T084528/NB_NBCL_20120426T084528.mseed,340.91497469605935,73.86173908809604,110.7887872835472,37769.556613377594,Nordeste,45.91213416778866,>= 15,2.078107042,[2-3[,274.252289791409,[250-300[,>=0.9,<50,[2-3[,>= 15,8,"[-4.167470455, -38.10957336]"
20120426T084528,NBLI,NB_NBLI_20120426T084528,NBLI,0,0.575,0.425,0,Natural,usp2012iepr,,P,NB,,HHZ,-7.364556,-36.949743,376.16144332005626,-4.167470455,-38.10957336,2012-04-26T08:46:21.552749Z,2012-04-26T08:45:28.220007Z,2012-04-26T08:46:11.552749Z,2012-04-26T08:47:11.552749Z,earthquake,2.078107042,known,./arquivos/mseed/20120426T084528/NB_NBLI_20120426T084528.mseed,3.309948879297614,0.5271388209600617,284.10664928550244,940.3784854035491,Nordeste,45.91213416778866,>= 15,2.078107042,[2-3[,274.252289791409,[250-300[,[0.4-0.6[,>=300,[2-3[,[3-4[,8,"[-4.167470455, -38.10957336]"
20120426T084528,NBMA,NB_NBMA_20120426T084528,NBMA,0,0.083,0.917,1,Anthropogenic,usp2012iepr,,P,NB,,HHZ,-7.365352,-38.764058,360.9915257262781,-4.167470455,-38.10957336,2012-04-26T08:46:19.902744Z,2012-04-26T08:45:28.220007Z,2012-04-26T08:46:09.902744Z,2012-04-26T08:47:09.902744Z,earthquake,2.078107042,known,./arquivos/mseed/20120426T084528/NB_NBMA_20120426T084528.mseed,1.0516276712425277,1.233140128116943,232.36893462475894,244.3656015885424,Nordeste,45.91213416778866,>= 15,2.078107042,[2-3[,274.252289791409,[250-300[,<0.2,>=300,[2-3[,[1-2[,8,"[-4.167470455, -38.10957336]"
20120426T084528,NBMO,NB_NBMO_20120426T084528,NBMO,0,1.0,0.0,0,Natural,usp2012iepr,,P,NB,,HHZ,-3.310348,-40.042927,234.7472865916066,-4.167470455,-38.10957336,2012-04-26T08:46:04.442928Z,2012-04-26T08:45:28.220007Z,2012-04-26T08:45:54.442928Z,2012-04-26T08:46:54.442928Z,earthquake,2.078107042,known,./arquivos/mseed/20120426T084528/NB_NBMO_20120426T084528.mseed,1.7921089482440338,5.5144889453345485,60.06427641640757,107.6417272356471,Nordeste,45.91213416778866,>= 15,2.078107042,[2-3[,274.252289791409,[250-300[,>=0.9,[200-250[,[2-3[,[1-2[,8,"[-4.167470455, -38.10957336]"
20120426T084528,NBPA,NB_NBPA_20120426T084528,NBPA,0,0.998,0.002,0,Natural,usp2012iepr,,P,NB,,HHZ,-5.75028,-37.112047,207.06140152745908,-4.167470455,-38.10957336,2012-04-26T08:46:01.806549Z,2012-04-26T08:45:28.220007Z,2012-04-26T08:45:51.806549Z,2012-04-26T08:46:51.806549Z,earthquake,2.078107042,known,./arquivos/mseed/20120426T084528/NB_NBPA_20120426T084528.mseed,12.933836611069507,28.66988131262197,119.55249003237905,1546.2723725253065,Nordeste,45.91213416778866,>= 15,2.078107042,[2-3[,274.252289791409,[250-300[,>=0.9,[200-250[,[2-3[,[12-13[,8,"[-4.167470455, -38.10957336]"
20120426T084528,NBPB,NB_NBPB_20120426T084528,NBPB,0,1.0,0.0,0,Natural,usp2012iepr,,P,NB,,HHZ,-5.543242,-39.583619,223.333727389809,-4.167470455,-38.10957336,2012-04-26T08:46:02.775009Z,2012-04-26T08:45:28.220007Z,2012-04-26T08:45:52.775009Z,2012-04-26T08:46:52.775009Z,earthquake,2.078107042,known,./arquivos/mseed/20120426T084528/NB_NBPB_20120426T084528.mseed,4.468867073283145,10.054766684283745,54.800872875837335,244.8978163820049,Nordeste,45.91213416778866,>= 15,2.078107042,[2-3[,274.252289791409,[250-300[,>=0.9,[200-250[,[2-3[,[4-5[,8,"[-4.167470455, -38.10957336]"
20120426T084528,NBPS,NB_NBPS_20120426T084528,NBPS,0,0.751,0.249,0,Natural,usp2012iepr,,P,NB,,HHZ,-4.393969,-41.445618,371.1831516161581,-4.167470455,-38.10957336,2012-04-26T08:46:21.122310Z,2012-04-26T08:45:28.220007Z,2012-04-26T08:46:11.122310Z,2012-04-26T08:47:11.122310Z,earthquake,2.078107042,known,./arquivos/mseed/20120426T084528/NB_NBPS_20120426T084528.mseed,1.3507564254864828,1.1447553402735695,168.30963607835616,227.34532240413114,Nordeste,45.91213416778866,>= 15,2.078107042,[2-3[,274.252289791409,[250-300[,[0.6-0.8[,>=300,[2-3[,[1-2[,8,"[-4.167470455, -38.10957336]"
