Event,Station,file_name,station,label_cat,prob_nat,prob_ant,pred,nature,EventID,Error,Pick,Network,Location,Channel,Latitude,Longitude,Distance,Origem Latitude,Origem Longitude,Pick Time,Origin Time,Start Time,End Time,Cat,MLv,Certainty,Path,SNR_P,SNR_S,Noise,p,Região Origem,Mean SNR_P,Mean SNR_P_cat,Mean Mag,Mean Mag_cat,Mean Distance,Mean Distance_cat,prob_nat_cat,Distance_cat,Magnitude_cat,SNR_P_cat,Hora,Coord Origem
20150219T014951,NBPN,NB_NBPN_20150219T014951,NBPN,0,0.975,0.025,0,Natural,usp2015dlrh,,P,NB,,HHZ,-10.847009,-40.198957,393.2526801329231,-9.756928444,-36.78165054,2015-02-19T01:50:49.268871Z,2015-02-19T01:49:51.712666Z,2015-02-19T01:50:39.268871Z,2015-02-19T01:51:39.268871Z,earthquake,1.804593095,suspected,./arquivos/mseed/20150219T014951/NB_NBPN_20150219T014951.mseed,1.3381292744908961,1.914639721170175,3.0134668384232697,4.032408194201705,Nordeste,13.65389065228028,[13-14[,1.8045930950000002,[1-2[,223.8249303759202,[200-250[,>=0.9,>=300,[1-2[,[1-2[,1,"[-9.756928444, -36.78165054]"
20150219T014951,NBRF,NB_NBRF_20150219T014951,NBRF,0,0.995,0.005,0,Natural,usp2015dlrh,,P,NB,,HHZ,-8.679466,-35.127172,217.38527798608547,-9.756928444,-36.78165054,2015-02-19T01:50:26.367523Z,2015-02-19T01:49:51.712666Z,2015-02-19T01:50:16.367523Z,2015-02-19T01:51:16.367523Z,earthquake,1.804593095,suspected,./arquivos/mseed/20150219T014951/NB_NBRF_20150219T014951.mseed,4.455498616139538,6.570667729291839,6.449366967834504,28.735145600162678,Nordeste,13.65389065228028,[13-14[,1.8045930950000002,[1-2[,223.8249303759202,[200-250[,>=0.9,[200-250[,[1-2[,[4-5[,1,"[-9.756928444, -36.78165054]"
20150219T014951,NBTA,NB_NBTA_20150219T014951,NBTA,0,0.997,0.003,0,Natural,usp2015dlrh,,P,NB,,HHZ,-9.121932,-38.063215,157.29385219107195,-9.756928444,-36.78165054,2015-02-19T01:50:19.694610Z,2015-02-19T01:49:51.712666Z,2015-02-19T01:50:09.694610Z,2015-02-19T01:51:09.694610Z,earthquake,1.804593095,suspected,./arquivos/mseed/20150219T014951/NB_NBTA_20150219T014951.mseed,24.897109493003935,29.31548443885801,7.566343880812047,188.38009206229785,Nordeste,13.65389065228028,[13-14[,1.8045930950000002,[1-2[,223.8249303759202,[200-250[,>=0.9,[150-200[,[1-2[,>= 15,1,"[-9.756928444, -36.78165054]"
20150226T093900,ALF01,ON_ALF01_20150226T093900,ALF01,0,0.999,0.001,0,Natural,usp2015dzbh,,P,ON,,HHZ,-20.616865,-40.725213,161.5761907444713,-22.07616043,-40.72966003,2015-02-26T09:39:27.593139Z,2015-02-26T09:39:00.390727Z,2015-02-26T09:39:17.593139Z,2015-02-26T09:40:17.593139Z,earthquake,3.381632435,suspected,./arquivos/mseed/20150226T093900/ON_ALF01_20150226T093900.mseed,19.570511635583365,110.1813359847627,8.847271850676817,173.14563669683983,,20.35655985228505,>= 15,3.381632435,>=3,262.4482250333787,[250-300[,>=0.9,[150-200[,>=3,>= 15,9,"[-22.07616043, -40.72966003]"
20150226T093900,BSFB,BL_BSFB_20150226T093900,BSFB,0,0.989,0.011,0,Natural,usp2015dzbh,,P,BL,,HHZ,-18.83133,-40.84653,359.44276839697835,-22.07616043,-40.72966003,2015-02-26T09:39:54.269799Z,2015-02-26T09:39:00.390727Z,2015-02-26T09:39:44.269799Z,2015-02-26T09:40:44.269799Z,earthquake,3.381632435,suspected,./arquivos/mseed/20150226T093900/BL_BSFB_20150226T093900.mseed,2.5546053368050115,5.833317410662089,7.2474554970722265,18.514388491077526,,20.35655985228505,>= 15,3.381632435,>=3,262.4482250333787,[250-300[,>=0.9,>=300,>=3,[2-3[,9,"[-22.07616043, -40.72966003]"
20150226T093900,CAM01,ON_CAM01_20150226T093900,CAM01,0,0.774,0.226,0,Natural,usp2015dzbh,,P,ON,,HHZ,-21.825656,-41.657401,99.7667985932979,-22.07616043,-40.72966003,2015-02-26T09:39:18.242159Z,2015-02-26T09:39:00.390727Z,2015-02-26T09:39:08.242159Z,2015-02-26T09:40:08.242159Z,earthquake,3.381632435,suspected,./arquivos/mseed/20150226T093900/ON_CAM01_20150226T093900.mseed,25.441561873923987,55.11422531018248,14.796166805751215,376.4375932854198,,20.35655985228505,>= 15,3.381632435,>=3,262.4482250333787,[250-300[,[0.6-0.8[,[50-100[,>=3,>= 15,9,"[-22.07616043, -40.72966003]"
20150226T093900,DUB01,ON_DUB01_20150226T093900,DUB01,0,0.779,0.221,0,Natural,usp2015dzbh,,P,ON,,HHZ,-22.080966,-42.374182,169.72318926597643,-22.07616043,-40.72966003,2015-02-26T09:39:28.263345Z,2015-02-26T09:39:00.390727Z,2015-02-26T09:39:18.263345Z,2015-02-26T09:40:18.263345Z,earthquake,3.381632435,suspected,./arquivos/mseed/20150226T093900/ON_DUB01_20150226T093900.mseed,91.53171640989484,550.1903352379977,5.856306568211236,536.0377920109154,,20.35655985228505,>= 15,3.381632435,>=3,262.4482250333787,[250-300[,[0.6-0.8[,[150-200[,>=3,>= 15,9,"[-22.07616043, -40.72966003]"
20150226T093900,MAN01,ON_MAN01_20150226T093900,MAN01,0,0.833,0.167,0,Natural,usp2015dzbh,,P,ON,,HHZ,-22.86516,-43.964094,344.1463667398836,-22.07616043,-40.72966003,2015-02-26T09:39:50.635484Z,2015-02-26T09:39:00.390727Z,2015-02-26T09:39:40.635484Z,2015-02-26T09:40:40.635484Z,earthquake,3.381632435,suspected,./arquivos/mseed/20150226T093900/ON_MAN01_20150226T093900.mseed,5.14242972001503,14.113589767268792,4.383895365757485,22.543873818307446,,20.35655985228505,>= 15,3.381632435,>=3,262.4482250333787,[250-300[,[0.8-0.9[,>=300,>=3,[5-6[,9,"[-22.07616043, -40.72966003]"
20150226T093900,RIB01,ON_RIB01_20150226T093900,RIB01,0,0.976,0.024,0,Natural,usp2015dzbh,,P,ON,,HHZ,-19.314216,-40.394365,307.77199996146834,-22.07616043,-40.72966003,2015-02-26T09:39:46.327013Z,2015-02-26T09:39:00.390727Z,2015-02-26T09:39:36.327013Z,2015-02-26T09:40:36.327013Z,earthquake,3.381632435,suspected,./arquivos/mseed/20150226T093900/ON_RIB01_20150226T093900.mseed,10.660466529961498,10.32406809325125,5.485153554077441,58.47429587494192,,20.35655985228505,>= 15,3.381632435,>=3,262.4482250333787,[250-300[,>=0.9,>=300,>=3,[10-11[,9,"[-22.07616043, -40.72966003]"
20150226T093900,SJMB,BL_SJMB_20150226T093900,SJMB,0,0.692,0.308,0,Natural,usp2015dzbh,,P,BL,,HHZ,-18.702916,-41.184694,376.4574256267733,-22.07616043,-40.72966003,2015-02-26T09:39:55.590999Z,2015-02-26T09:39:00.390727Z,2015-02-26T09:39:45.590999Z,2015-02-26T09:40:45.590999Z,earthquake,3.381632435,suspected,./arquivos/mseed/20150226T093900/BL_SJMB_20150226T093900.mseed,1.2775747702901892,2.5600008630016586,12.580794406425731,16.07290552385745,,20.35655985228505,>= 15,3.381632435,>=3,262.4482250333787,[250-300[,[0.6-0.8[,>=300,>=3,[1-2[,9,"[-22.07616043, -40.72966003]"
20150226T093900,VAS01,ON_VAS01_20150226T093900,VAS01,0,0.987,0.013,0,Natural,usp2015dzbh,,P,ON,,HHZ,-22.280081,-43.442624,280.7010609381807,-22.07616043,-40.72966003,2015-02-26T09:39:40.771726Z,2015-02-26T09:39:00.390727Z,2015-02-26T09:39:30.771726Z,2015-02-26T09:40:30.771726Z,earthquake,3.381632435,suspected,./arquivos/mseed/20150226T093900/ON_VAS01_20150226T093900.mseed,6.673612541806467,26.018894971972482,6.6731299681717875,44.53388384869583,,20.35655985228505,>= 15,3.381632435,>=3,262.4482250333787,[250-300[,>=0.9,[250-300[,>=3,[6-7[,9,"[-22.07616043, -40.72966003]"
20150310T002225,NBPA,NB_NBPA_20150310T002225,NBPA,0,0.998,0.002,0,Natural,usp2015eugy,,P,NB,,HHZ,-5.75028,-37.112047,150.11449542496024,-5.498725891,-35.78053284,2015-03-10T00:22:51.758720Z,2015-03-10T00:22:25.344998Z,2015-03-10T00:22:41.758720Z,2015-03-10T00:23:41.758720Z,earthquake,2.09670965,known,./arquivos/mseed/20150310T002225/NB_NBPA_20150310T002225.mseed,24.675389542027585,70.91873069730043,1.9534938861472835,48.203222608653505,Nordeste,25.044184027621352,>= 15,2.09670965,[2-3[,208.12972557997344,[200-250[,>=0.9,[150-200[,[2-3[,>= 15,0,"[-5.498725891, -35.78053284]"
20150310T002225,NBPV,NB_NBPV_20150310T002225,NBPV,0,0.97,0.03,0,Natural,usp2015eugy,,P,NB,,HHZ,-6.417527,-35.290516,115.18487543203716,-5.498725891,-35.78053284,2015-03-10T00:22:42.367439Z,2015-03-10T00:22:25.344998Z,2015-03-10T00:22:32.367439Z,2015-03-10T00:23:32.367439Z,earthquake,2.09670965,known,./arquivos/mseed/20150310T002225/NB_NBPV_20150310T002225.mseed,48.53124047255603,81.441885011381,2.2867520708628977,110.97891465216277,Nordeste,25.044184027621352,>= 15,2.09670965,[2-3[,208.12972557997344,[200-250[,>=0.9,[100-150[,[2-3[,>= 15,0,"[-5.498725891, -35.78053284]"
20150310T002225,NBRF,NB_NBRF_20150310T002225,NBRF,0,0.518,0.482,0,Natural,usp2015eugy,,P,NB,,HHZ,-8.679466,-35.127172,359.0898058829229,-5.498725891,-35.78053284,2015-03-10T00:23:14.982650Z,2015-03-10T00:22:25.344998Z,2015-03-10T00:23:04.982650Z,2015-03-10T00:24:04.982650Z,earthquake,2.09670965,known,./arquivos/mseed/20150310T002225/NB_NBRF_20150310T002225.mseed,1.9259220682804383,1.6739494012907596,5.121225665593818,9.86308152601131,Nordeste,25.044184027621352,>= 15,2.09670965,[2-3[,208.12972557997344,[200-250[,[0.4-0.6[,>=300,[2-3[,[1-2[,0,"[-5.498725891, -35.78053284]"
20150311T035748,SNDB,BR_SNDB_20150311T035748,SNDB,0,0.998,0.002,0,Natural,usp2015ewjo,,P,BR,,HHZ,-11.9742,-51.2943,171.61351837818714,-10.56432533,-51.95022964,2015-03-11T03:58:16.769638Z,2015-03-11T03:57:48.314170Z,2015-03-11T03:58:06.769638Z,2015-03-11T03:59:06.769638Z,earthquake,2.316492994,suspected,./arquivos/mseed/20150311T035748/BR_SNDB_20150311T035748.mseed,1.224430307529368,35.75663878235601,1.9401687280873632,2.375601392390873,Centro-Oeste,1.224430307529368,[1-2[,2.316492994,[2-3[,171.61351837818714,[150-200[,>=0.9,[150-200[,[2-3[,[1-2[,3,"[-10.56432533, -51.95022964]"
20150326T022456,NBCL,NB_NBCL_20150326T022456,NBCL,0,1.0,0.0,0,Natural,usp2015fxrb,,P,NB,,HHZ,-4.224377,-38.291041,18.840378514971,-4.166912556,-38.13128662,2015-03-26T02:25:07.193603Z,2015-03-26T02:24:56.947316Z,2015-03-26T02:24:57.193603Z,2015-03-26T02:25:57.193603Z,earthquake,2.459423071,known,./arquivos/mseed/20150326T022456/NB_NBCL_20150326T022456.mseed,182.3153164427408,162.04802508771934,2.2884005792229654,417.2104757487863,Nordeste,145.7423114672852,>= 15,2.459423071,[2-3[,120.22969579809126,[100-150[,>=0.9,<50,[2-3[,>= 15,2,"[-4.166912556, -38.13128662]"
20150326T022456,NBPB,NB_NBPB_20150326T022456,NBPB,0,1.0,0.0,0,Natural,usp2015fxrb,,P,NB,,HHZ,-5.543242,-39.583619,221.6190130812115,-4.166912556,-38.13128662,2015-03-26T02:25:28.803344Z,2015-03-26T02:24:56.947316Z,2015-03-26T02:25:18.803344Z,2015-03-26T02:26:18.803344Z,earthquake,2.459423071,known,./arquivos/mseed/20150326T022456/NB_NBPB_20150326T022456.mseed,109.16930649182957,158.6977690438272,1.1624077736913692,126.89925051459835,Nordeste,145.7423114672852,>= 15,2.459423071,[2-3[,120.22969579809126,[100-150[,>=0.9,[200-250[,[2-3[,>= 15,2,"[-4.166912556, -38.13128662]"
20150328T022633,BSCB,BL_BSCB_20150328T022633,BSCB,0,0.999,0.001,0,Natural,usp2015gbic,,P,BL,,HHZ,-20.9984,-44.7635,237.03891396554707,-18.86630821,-44.5548172,2015-03-28T02:27:10.656433Z,2015-03-28T02:26:33.993047Z,2015-03-28T02:27:00.656433Z,2015-03-28T02:28:00.656433Z,earthquake,2.438558503,suspected,./arquivos/mseed/20150328T022633/BL_BSCB_20150328T022633.mseed,4.700015563198668,5.180836641103757,4.09882753098685,19.264553186505363,Sudeste,3.5853679658294078,[3-4[,2.438558503,[2-3[,299.9740159942595,[250-300[,>=0.9,[200-250[,[2-3[,[4-5[,2,"[-18.86630821, -44.5548172]"
20150328T022633,DIAM,BL_DIAM_20150328T022633,DIAM,0,0.999,0.001,0,Natural,usp2015gbic,,P,BL,,HHZ,-18.2952,-43.6648,113.2315749743354,-18.86630821,-44.5548172,2015-03-28T02:26:53.282623Z,2015-03-28T02:26:33.993047Z,2015-03-28T02:26:43.282623Z,2015-03-28T02:27:43.282623Z,earthquake,2.438558503,suspected,./arquivos/mseed/20150328T022633/BL_DIAM_20150328T022633.mseed,9.595846598904018,57.95374707516295,6.5496120719074975,62.84907272435426,Sudeste,3.5853679658294078,[3-4[,2.438558503,[2-3[,299.9740159942595,[250-300[,>=0.9,[100-150[,[2-3[,[9-10[,2,"[-18.86630821, -44.5548172]"
20150328T022633,IPMB,BR_IPMB_20150328T022633,IPMB,0,0.964,0.036,0,Natural,usp2015gbic,,P,BR,,HHZ,-17.982956,-48.211734,398.5168666512292,-18.86630821,-44.5548172,2015-03-28T02:27:30.691223Z,2015-03-28T02:26:33.993047Z,2015-03-28T02:27:20.691223Z,2015-03-28T02:28:20.691223Z,earthquake,2.438558503,suspected,./arquivos/mseed/20150328T022633/BR_IPMB_20150328T022633.mseed,1.342394289716426,1.7557133894509482,4.651379078223619,6.243984713913839,Sudeste,3.5853679658294078,[3-4[,2.438558503,[2-3[,299.9740159942595,[250-300[,>=0.9,>=300,[2-3[,[1-2[,2,"[-18.86630821, -44.5548172]"
20150328T022633,SJMB,BL_SJMB_20150328T022633,SJMB,0,0.996,0.004,0,Natural,usp2015gbic,,P,BL,,HHZ,-18.702916,-41.184694,355.7556522307724,-18.86630821,-44.5548172,2015-03-28T02:27:25.212951Z,2015-03-28T02:26:33.993047Z,2015-03-28T02:27:15.212951Z,2015-03-28T02:28:15.212951Z,earthquake,2.438558503,suspected,./arquivos/mseed/20150328T022633/BL_SJMB_20150328T022633.mseed,1.2590728075862687,2.093284008944341,2.954451728232999,3.7198698323444255,Sudeste,3.5853679658294078,[3-4[,2.438558503,[2-3[,299.9740159942595,[250-300[,>=0.9,>=300,[2-3[,[1-2[,2,"[-18.86630821, -44.5548172]"
20150328T022633,VAS01,ON_VAS01_20150328T022633,VAS01,0,0.986,0.014,0,Natural,usp2015gbic,,P,ON,,HHZ,-22.280081,-43.442624,395.3270721494136,-18.86630821,-44.5548172,2015-03-28T02:27:30.221649Z,2015-03-28T02:26:33.993047Z,2015-03-28T02:27:20.221649Z,2015-03-28T02:28:20.221649Z,earthquake,2.438558503,suspected,./arquivos/mseed/20150328T022633/ON_VAS01_20150328T022633.mseed,1.0295105697416587,1.1184224651346166,5.424478930508412,5.584558394299338,Sudeste,3.5853679658294078,[3-4[,2.438558503,[2-3[,299.9740159942595,[250-300[,>=0.9,>=300,[2-3[,[1-2[,2,"[-18.86630821, -44.5548172]"
20150330T033237,SNDB,BR_SNDB_20150330T033237,SNDB,0,0.994,0.006,0,Natural,usp2015gfbh,,P,BR,,HHZ,-11.9742,-51.2943,167.08591956164153,-10.62672997,-51.98590469,2015-03-30T03:33:05.445663Z,2015-03-30T03:32:37.058305Z,2015-03-30T03:32:55.445663Z,2015-03-30T03:33:55.445663Z,earthquake,3.007501904,suspected,./arquivos/mseed/20150330T033237/BR_SNDB_20150330T033237.mseed,12.691229911488962,177.5477649756229,2.507915398411106,31.828530919798787,Centro-Oeste,12.691229911488962,[12-13[,3.007501904,>=3,167.08591956164153,[150-200[,>=0.9,[150-200[,>=3,[12-13[,3,"[-10.62672997, -51.98590469]"
20150401T080908,SNDB,BR_SNDB_20150401T080908,SNDB,0,0.999,0.001,0,Natural,usp2015gjbk,,P,BR,,HHZ,-11.9742,-51.2943,166.18860239566715,-10.61187744,-51.93608475,2015-04-01T08:09:36.532043Z,2015-04-01T08:09:08.976022Z,2015-04-01T08:09:26.532043Z,2015-04-01T08:10:26.532043Z,earthquake,2.954785044,suspected,./arquivos/mseed/20150401T080908/BR_SNDB_20150401T080908.mseed,16.47292361610845,255.4407614244158,1.3029400853526119,21.463232502379398,Centro-Oeste,16.47292361610845,>= 15,2.954785044,[2-3[,166.18860239566715,[150-200[,>=0.9,[150-200[,[2-3[,>= 15,8,"[-10.61187744, -51.93608475]"
20150402T024219,ALF01,ON_ALF01_20150402T024219,ALF01,0,0.992,0.008,0,Natural,usp2015gkmd,,P,ON,,HHZ,-20.616865,-40.725213,147.05709130318326,-21.02483333,-42.06966667,2015-04-02T02:42:41.019385Z,2015-04-02T02:42:19.039999Z,2015-04-02T02:42:31.019385Z,2015-04-02T02:43:31.019385Z,earthquake,1.926076464,suspected,./arquivos/mseed/20150402T024219/ON_ALF01_20150402T024219.mseed,1.3738571021478125,1.1950284410647933,6.18671558741438,8.499663148737822,Sudeste,3.554579035507144,[3-4[,1.926076464,[1-2[,141.34723368514267,[100-150[,>=0.9,[100-150[,[1-2[,[1-2[,2,"[-21.02483333, -42.06966667]"
20150402T024219,CAM01,ON_CAM01_20150402T024219,CAM01,0,0.877,0.123,0,Natural,usp2015gkmd,,P,ON,,HHZ,-21.825656,-41.657401,98.432508146707,-21.02483333,-42.06966667,2015-04-02T02:42:30.393809Z,2015-04-02T02:42:19.039999Z,2015-04-02T02:42:20.393809Z,2015-04-02T02:43:20.393809Z,earthquake,1.926076464,suspected,./arquivos/mseed/20150402T024219/ON_CAM01_20150402T024219.mseed,2.610765578198331,4.197632793692181,14.024897177194049,36.61571878798917,Sudeste,3.554579035507144,[3-4[,1.926076464,[1-2[,141.34723368514267,[100-150[,[0.8-0.9[,[50-100[,[1-2[,[2-3[,2,"[-21.02483333, -42.06966667]"
20150402T024219,DUB01,ON_DUB01_20150402T024219,DUB01,0,0.997,0.003,0,Natural,usp2015gkmd,,P,ON,,HHZ,-22.080966,-42.374182,121.11874551870976,-21.02483333,-42.06966667,2015-04-02T02:42:37.448576Z,2015-04-02T02:42:19.039999Z,2015-04-02T02:42:27.448576Z,2015-04-02T02:43:27.448576Z,earthquake,1.926076464,suspected,./arquivos/mseed/20150402T024219/ON_DUB01_20150402T024219.mseed,8.948554385168155,12.695129457981967,4.220606155278116,37.76832371888169,Sudeste,3.554579035507144,[3-4[,1.926076464,[1-2[,141.34723368514267,[100-150[,>=0.9,[100-150[,[1-2[,[8-9[,2,"[-21.02483333, -42.06966667]"
20150402T024219,VAS01,ON_VAS01_20150402T024219,VAS01,0,0.948,0.052,0,Natural,usp2015gkmd,,P,ON,,HHZ,-22.280081,-43.442624,198.78058977197065,-21.02483333,-42.06966667,2015-04-02T02:42:51.884080Z,2015-04-02T02:42:19.039999Z,2015-04-02T02:42:41.884080Z,2015-04-02T02:43:41.884080Z,earthquake,1.926076464,suspected,./arquivos/mseed/20150402T024219/ON_VAS01_20150402T024219.mseed,1.2851390765142767,1.475560451702081,6.271213143590835,8.059381067978519,Sudeste,3.554579035507144,[3-4[,1.926076464,[1-2[,141.34723368514267,[100-150[,>=0.9,[150-200[,[1-2[,[1-2[,2,"[-21.02483333, -42.06966667]"
20150402T230218,ITAB,BL_ITAB_20150402T230218,ITAB,0,0.232,0.768,1,Anthropogenic,usp2015gmaj,,P,BL,,HHZ,-27.2349,-52.1313,297.7056353653705,-28.64576149,-49.55691147,2015-04-02T23:03:03.670822Z,2015-04-02T23:02:18.655375Z,2015-04-02T23:02:53.670822Z,2015-04-02T23:03:53.670822Z,earthquake,2.156131845,suspected,./arquivos/mseed/20150402T230218/BL_ITAB_20150402T230218.mseed,1.0155163601786048,1.0948790974437277,2.643399176835474,2.6844151105590806,Sul,2.4952154440692946,[2-3[,2.156131845,[2-3[,170.7103761568102,[150-200[,[0.2-0.4[,[250-300[,[2-3[,[1-2[,23,"[-28.64576149, -49.55691147]"
20150402T230218,TER01,ON_TER01_20150402T230218,TER01,0,0.022,0.978,1,Anthropogenic,usp2015gmaj,,P,ON,,HHZ,-28.531839,-49.129072,43.71511694824992,-28.64576149,-49.55691147,2015-04-02T23:02:26.133300Z,2015-04-02T23:02:18.655375Z,2015-04-02T23:02:16.133300Z,2015-04-02T23:03:16.133300Z,earthquake,2.156131845,suspected,./arquivos/mseed/20150402T230218/ON_TER01_20150402T230218.mseed,3.9749145279599847,5.122280984063156,7.972168911380787,31.688690025198426,Sul,2.4952154440692946,[2-3[,2.156131845,[2-3[,170.7103761568102,[150-200[,<0.2,<50,[2-3[,[3-4[,23,"[-28.64576149, -49.55691147]"
20150414T225048,ALF01,ON_ALF01_20150414T225048,ALF01,0,0.997,0.003,0,Natural,usp2015hhya,,P,ON,,HHZ,-20.616865,-40.725213,189.90196200884583,-21.93841171,-39.55875397,2015-04-14T22:51:20.827941Z,2015-04-14T22:50:48.906056Z,2015-04-14T22:51:10.827941Z,2015-04-14T22:52:10.827941Z,earthquake,3.034709418,known,./arquivos/mseed/20150414T225048/ON_ALF01_20150414T225048.mseed,49.90818146323803,71.42809360438733,5.133135526614327,256.1854593376617,,15.450354583905531,>= 15,3.034709418,>=3,294.54728015661567,[250-300[,>=0.9,[150-200[,>=3,>= 15,22,"[-21.93841171, -39.55875397]"
20150414T225048,BSFB,BL_BSFB_20150414T225048,BSFB,0,0.991,0.009,0,Natural,usp2015hhya,,P,BL,,HHZ,-18.83133,-40.84653,369.309829570604,-21.93841171,-39.55875397,2015-04-14T22:51:42.772987Z,2015-04-14T22:50:48.906056Z,2015-04-14T22:51:32.772987Z,2015-04-14T22:52:32.772987Z,earthquake,3.034709418,known,./arquivos/mseed/20150414T225048/BL_BSFB_20150414T225048.mseed,8.578806232341753,4.322785769855718,2.8381105322248357,24.347600321925192,,15.450354583905531,>= 15,3.034709418,>=3,294.54728015661567,[250-300[,>=0.9,>=300,>=3,[8-9[,22,"[-21.93841171, -39.55875397]"
20150414T225048,CAM01,ON_CAM01_20150414T225048,CAM01,0,0.987,0.013,0,Natural,usp2015hhya,,P,ON,,HHZ,-21.825656,-41.657401,217.24690581716263,-21.93841171,-39.55875397,2015-04-14T22:51:24.146865Z,2015-04-14T22:50:48.906056Z,2015-04-14T22:51:14.146865Z,2015-04-14T22:52:14.146865Z,earthquake,3.034709418,known,./arquivos/mseed/20150414T225048/ON_CAM01_20150414T225048.mseed,9.979200358601478,16.0379520484898,14.550039320724734,145.19775760704186,,15.450354583905531,>= 15,3.034709418,>=3,294.54728015661567,[250-300[,>=0.9,[200-250[,>=3,[9-10[,22,"[-21.93841171, -39.55875397]"
20150414T225048,DUB01,ON_DUB01_20150414T225048,DUB01,0,0.993,0.007,0,Natural,usp2015hhya,,P,ON,,HHZ,-22.080966,-42.374182,291.13142441908457,-21.93841171,-39.55875397,2015-04-14T22:51:32.701705Z,2015-04-14T22:50:48.906056Z,2015-04-14T22:51:22.701705Z,2015-04-14T22:52:22.701705Z,earthquake,3.034709418,known,./arquivos/mseed/20150414T225048/ON_DUB01_20150414T225048.mseed,9.785015544632028,8.020610240721062,4.360559563249943,42.66814310969454,,15.450354583905531,>= 15,3.034709418,>=3,294.54728015661567,[250-300[,>=0.9,[250-300[,>=3,[9-10[,22,"[-21.93841171, -39.55875397]"
20150414T225048,RIB01,ON_RIB01_20150414T225048,RIB01,0,0.993,0.007,0,Natural,usp2015hhya,,P,ON,,HHZ,-19.314216,-40.394365,303.3010379038662,-21.93841171,-39.55875397,2015-04-14T22:51:34.218124Z,2015-04-14T22:50:48.906056Z,2015-04-14T22:51:24.218124Z,2015-04-14T22:52:24.218124Z,earthquake,3.034709418,known,./arquivos/mseed/20150414T225048/ON_RIB01_20150414T225048.mseed,11.65034030868384,5.015931896040678,4.210252022784001,49.050868850758114,,15.450354583905531,>= 15,3.034709418,>=3,294.54728015661567,[250-300[,>=0.9,>=300,>=3,[11-12[,22,"[-21.93841171, -39.55875397]"
20150414T225048,SJMB,BL_SJMB_20150414T225048,SJMB,0,0.964,0.036,0,Natural,usp2015hhya,,P,BL,,HHZ,-18.702916,-41.184694,396.39252122013073,-21.93841171,-39.55875397,2015-04-14T22:51:45.019046Z,2015-04-14T22:50:48.906056Z,2015-04-14T22:51:35.019046Z,2015-04-14T22:52:35.019046Z,earthquake,3.034709418,known,./arquivos/mseed/20150414T225048/BL_SJMB_20150414T225048.mseed,2.8005835959360623,3.25411227976334,3.0963407827274807,8.67156120353441,,15.450354583905531,>= 15,3.034709418,>=3,294.54728015661567,[250-300[,>=0.9,>=300,>=3,[2-3[,22,"[-21.93841171, -39.55875397]"
20150417T001528,ITAB,BL_ITAB_20150417T001528,ITAB,0,0.912,0.088,0,Natural,usp2015hlrv,,P,BL,,HHZ,-27.2349,-52.1313,234.97848926489328,-29.18115425,-51.18149567,2015-04-17T00:16:04.321746Z,2015-04-17T00:15:28.196205Z,2015-04-17T00:15:54.321746Z,2015-04-17T00:16:54.321746Z,earthquake,2.030408869,suspected,./arquivos/mseed/20150417T001528/BL_ITAB_20150417T001528.mseed,1.0530681784057503,0.9680117328263272,2.2471707261698888,2.366423983174452,Sul,1.2492428040174202,[1-2[,2.030408869,[2-3[,272.2214866544691,[250-300[,>=0.9,[200-250[,[2-3[,[1-2[,0,"[-29.18115425, -51.18149567]"
20150417T001528,PLTB,BL_PLTB_20150417T001528,PLTB,0,0.422,0.578,1,Anthropogenic,usp2015hlrv,,P,BL,,HHZ,-31.76367,-53.60445,368.89044620097553,-29.18115425,-51.18149567,2015-04-17T00:16:20.834793Z,2015-04-17T00:15:28.196205Z,2015-04-17T00:16:10.834793Z,2015-04-17T00:17:10.834793Z,earthquake,2.030408869,suspected,./arquivos/mseed/20150417T001528/BL_PLTB_20150417T001528.mseed,1.3396197540593564,1.0184476352739469,2.902708009013843,3.8885249891412488,Sul,1.2492428040174202,[1-2[,2.030408869,[2-3[,272.2214866544691,[250-300[,[0.4-0.6[,>=300,[2-3[,[1-2[,0,"[-29.18115425, -51.18149567]"
20150417T001528,TER01,ON_TER01_20150417T001528,TER01,0,0.009,0.991,1,Anthropogenic,usp2015hlrv,,P,ON,,HHZ,-28.531839,-49.129072,212.7955244975385,-29.18115425,-51.18149567,2015-04-17T00:16:01.817398Z,2015-04-17T00:15:28.196205Z,2015-04-17T00:15:51.817398Z,2015-04-17T00:16:51.817398Z,earthquake,2.030408869,suspected,./arquivos/mseed/20150417T001528/ON_TER01_20150417T001528.mseed,1.3550404795871536,1.1590006695265478,6.730569807741949,9.120194540177467,Sul,1.2492428040174202,[1-2[,2.030408869,[2-3[,272.2214866544691,[250-300[,<0.2,[200-250[,[2-3[,[1-2[,0,"[-29.18115425, -51.18149567]"
