event,label_cat,mag,lat,lon,pred,prob_nat
20200127191016,0,-0.07384707158,-27.23782739,-52.08552297,0,0.57
20200127190730,1,0.5316192361,-27.24045572,-52.09076824,1,0.396
20200127190502,0,-0.5584623964,-27.24265267,-52.08829508,0,0.614
20200124164315,1,1.013017003,-26.9944155,-52.12040961,0,0.698
20200121170039,1,0.5097413283,-27.20904741,-52.0503988,1,0.106
20200121145200,0,2.417323257,-30.32359505,-53.95062256,0,0.974
20200118031431,0,-0.4235158439,-27.26580825,-52.12439663,0,0.901
20200115200158,0,0.1401242524,-27.69694869,-51.29439558,0,0.677
20200109182540,0,2.271930729,-27.44192696,-49.45088196,1,0.004
20200108163943,0,0.8423428664,-27.3107368,-51.95641856,0,0.867
20200108095924,0,-0.6916092229,-27.21124547,-52.15432237,0,0.727
20200106222823,0,2.118001573,-27.18351555,-51.62079239,0,0.566
20191217185208,1,0.8435002582,-27.20119551,-52.11304567,1,0.055
20191217034519,0,-1.189547123,-27.25960795,-52.07382033,0,0.787
20191216162344,1,0.5776641287,-27.45150762,-52.33435709,0,0.798
20191212192012,1,0.2043136247,-27.26549653,-52.08979718,0,0.961
20191210170051,1,0.97917976,-27.19983647,-52.06171063,1,0.065
20191207110842,0,-0.9024777886,-27.21351244,-52.1446126,1,0.096
20191205204730,1,0.6081534333,-27.26657423,-52.06062867,0,0.966
20191204055951,0,-0.8668438932,-27.22646502,-52.11800225,0,0.864
