folder,match_status,sisbra_time,sisbra_lat,sisbra_lon,sisbra_mag,fdsn_event_id,fdsn_origin_time,picks_count
20230317T190626_usp2023fimo_row5266,matched,2023-03-17T19:06:26Z,-11.36,-39.32,2.2,usp2023fimo,2023-03-17T19:06:26.381305Z,2
20230317T214235_row5267,no_match,2023-03-17T21:42:35Z,-5.75,-49.64,3.3,,,0
20230318T034149_usp2023fjdo_row5268,matched,2023-03-18T03:41:49Z,-10.1,-73.1,4.0,usp2023fjdo,2023-03-18T03:41:49.452147Z,0
20230319T012337_usp2023fkun_row5269,matched,2023-03-19T01:23:38Z,-3.44,-44.36,2.6,usp2023fkun,2023-03-19T01:23:37.671353Z,0
20230319T085137_usp2023fljh_row5270,matched,2023-03-19T08:51:38Z,-13.16,-41.73,2.9,usp2023fljh,2023-03-19T08:51:37.605897Z,0
20230320T213352_usp2023fodx_row5271,matched,2023-03-20T21:33:52Z,-13.4,-38.78,2.8,usp2023fodx,2023-03-20T21:33:52.019200Z,3
20230324T022608_usp2023fuab_row5272,matched,2023-03-24T02:26:07Z,-21.28,-48.48,2.1,usp2023fuab,2023-03-24T02:26:08.292351Z,3
20230324T142314_usp2023fuxs_row5273,matched,2023-03-24T14:23:15Z,-20.16,-48.38,2.4,usp2023fuxs,2023-03-24T14:23:14.860155Z,7
20230324T144432_usp2023fuyl_row5274,matched,2023-03-24T14:44:32Z,-3.83,-40.52,1.6,usp2023fuyl,2023-03-24T14:44:32.077234Z,4
20230324T224000_row5275,no_match,2023-03-24T22:40:00Z,-13.1,-41.98,2.1,,,0
20230325T045126_row5276,no_match,2023-03-25T04:51:26Z,-13.19,-44.83,3.2,,,0
20230325T163923_usp2023fwxs_row5277,matched,2023-03-25T16:38:00Z,-13.72,-40.34,2.2,usp2023fwxs,2023-03-25T16:39:23.996937Z,2
20230328T012317_usp2023gbga_row5278,matched,2023-03-28T01:23:25Z,-4.04,-40.53,1.9,usp2023gbga,2023-03-28T01:23:17.524306Z,7
20230330T164058_usp2023ggbh_row5279,matched,2023-03-30T16:40:58Z,-8.82,-36.42,2.3,usp2023ggbh,2023-03-30T16:40:58.033820Z,4
20230331T145443_row5280,no_match,2023-03-31T14:54:43Z,-10.94,-39.31,2.0,,,0
20230331T175400_row5281,no_match,2023-03-31T17:54:00Z,-12.51,-41.65,2.1,,,0
20230401T101337_usp2023gjfn_row5282,matched,2023-04-01T10:13:38Z,-14.1,-39.82,2.1,usp2023gjfn,2023-04-01T10:13:37.835285Z,2
20230401T143845_usp2023gjog_row5283,matched,2023-04-01T14:38:46Z,-20.98,-48.61,2.3,usp2023gjog,2023-04-01T14:38:45.744742Z,6
20230401T190923_usp2023gjxe_row5284,matched,2023-04-01T19:09:18Z,-6.38,-50.86,3.5,usp2023gjxe,2023-04-01T19:09:23.205352Z,3
20230402T073349_usp2023gkvt_row5285,matched,2023-04-02T07:33:50Z,-20.97,-48.6,2.2,usp2023gkvt,2023-04-02T07:33:49.943307Z,3
20230405T061928_usp2023gqfu_row5286,matched,2023-04-05T06:19:29Z,-9.46,-71.62,5.1,usp2023gqfu,2023-04-05T06:19:28.719504Z,2
20230405T182754_usp2023grdv_row5287,matched,2023-04-05T18:27:55Z,-21.25,-48.52,2.3,usp2023grdv,2023-04-05T18:27:54.787551Z,6
20230405T221104_usp2023grlf_row5288,matched,2023-04-05T22:11:04Z,-21.31,-48.54,2.1,usp2023grlf,2023-04-05T22:11:04.356379Z,4
20230406T062419_usp2023gsbm_row5289,matched,2023-04-06T06:24:19Z,-21.34,-48.51,1.7,usp2023gsbm,2023-04-06T06:24:19.393507Z,4
20230406T082201_row5290,no_match,2023-04-06T08:22:01Z,-13.09,-48.68,1.9,,,0
20230406T152703_usp2023gstj_row5291,matched,2023-04-06T15:27:04Z,-3.83,-40.58,1.9,usp2023gstj,2023-04-06T15:27:03.872296Z,4
20230407T161637_usp2023guqn_row5292,matched,2023-04-07T16:16:38Z,-21.27,-48.51,2.1,usp2023guqn,2023-04-07T16:16:37.616132Z,12
20230408T045507_usp2023gvpn_row5293,matched,2023-04-08T04:55:08Z,-23.09,-51.22,1.8,usp2023gvpn,2023-04-08T04:55:07.861361Z,5
20230408T045653_usp2023gvpp_row5294,matched,2023-04-08T04:56:53Z,-23.09,-51.22,2.1,usp2023gvpp,2023-04-08T04:56:53.146524Z,4
20230408T103413_row5295,no_match,2023-04-08T10:34:13Z,-0.81,-49.17,4.0,,,0
20230408T194001_usp2023gwss_row5296,matched,2023-04-08T19:40:02Z,-20.98,-48.59,2.2,usp2023gwss,2023-04-08T19:40:01.518620Z,7
20230408T210137_usp2023gwvk_row5297,matched,2023-04-08T21:01:38Z,-20.98,-48.59,2.4,usp2023gwvk,2023-04-08T21:01:37.828320Z,5
20230409T093339_usp2023gxuf_row5298,matched,2023-04-09T09:33:39Z,-3.62,-40.49,1.6,usp2023gxuf,2023-04-09T09:33:39.351227Z,4
20230410T061830_usp2023gzjh_row5299,matched,2023-04-10T06:18:30Z,-19.43,-44.31,2.1,usp2023gzjh,2023-04-10T06:18:30.104806Z,4
20230412T141400_row5300,no_match,2023-04-12T14:14:00Z,-7.72,-40.22,2.0,,,0
20230413T015223_usp2023hena_row5301,matched,2023-04-13T01:52:24Z,-8.96,-40.27,2.2,usp2023hena,2023-04-13T01:52:23.742553Z,3
20230413T080838_usp2023hezl_row5302,matched,2023-04-13T08:08:39Z,-8.99,-40.22,1.9,usp2023hezl,2023-04-13T08:08:38.829685Z,2
20230414T115447_usp2023hhck_row5303,matched,2023-04-14T11:54:48Z,-17.61,-55.95,3.1,usp2023hhck,2023-04-14T11:54:47.702208Z,15
20230414T210656_usp2023hhup_row5304,matched,2023-04-14T21:06:57Z,-20.96,-48.61,2.0,usp2023hhup,2023-04-14T21:06:56.882113Z,2
20230414T223718_row5305,no_match,2023-04-14T22:37:18Z,-3.69,-40.44,1.8,,,0
20230415T013455_usp2023hidl_row5306,matched,2023-04-15T01:34:55Z,-21.09,-48.61,1.2,usp2023hidl,2023-04-15T01:34:55.466867Z,2
20230415T185632_usp2023hjlv_row5307,matched,2023-04-15T18:56:32Z,-18.42,-41.18,1.7,usp2023hjlv,2023-04-15T18:56:32.288275Z,3
20230415T233100_usp2023hjuw_row5308,matched,2023-04-15T23:31:00Z,-21.09,-48.66,1.1,usp2023hjuw,2023-04-15T23:31:00.000000Z,1
20230417T033237_usp2023hlyi_row5309,matched,2023-04-17T03:32:38Z,-18.83,-45.17,1.9,usp2023hlyi,2023-04-17T03:32:37.871514Z,5
20230418T133823_usp2023honv_row5310,matched,2023-04-18T13:38:23Z,-9.65,-36.66,2.1,usp2023honv,2023-04-18T13:38:23.435663Z,4
20230420T084931_usp2023hrvh_row5311,matched,2023-04-20T08:49:32Z,-20.04,-48.84,2.6,usp2023hrvh,2023-04-20T08:49:31.580302Z,6
20230420T145900_row5312,no_match,2023-04-20T14:59:00Z,-9.64,-36.58,2.2,,,0
20230420T155800_row5313,no_match,2023-04-20T15:58:00Z,-14.29,-40.22,2.2,,,0
20230420T164919_usp2023hsld_row5314,matched,2023-04-20T16:49:20Z,-20.6,-43.77,2.4,usp2023hsld,2023-04-20T16:49:19.866557Z,6
20230421T021037_usp2023htdq_row5315,matched,2023-04-21T02:10:38Z,-20.05,-48.8,2.7,usp2023htdq,2023-04-21T02:10:37.871055Z,7
20230421T063430_row5316,no_match,2023-04-21T06:34:30Z,-9.56,-36.33,1.5,,,0
20230421T064000_usp2023htmn_row5317,matched,2023-04-21T06:40:00Z,-3.8,-47.85,3.1,usp2023htmn,2023-04-21T06:40:00.407562Z,1
20230421T094750_row5318,no_match,2023-04-21T09:47:50Z,-11.25,-40.52,2.1,,,0
20230422T064210_usp2023hvic_row5319,matched,2023-04-22T06:42:10Z,-20.66,-43.83,2.3,usp2023hvic,2023-04-22T06:42:10.244806Z,4
20230422T102224_row5320,no_match,2023-04-22T10:22:24Z,-9.87,-39.89,2.0,,,0
20230422T160700_row5321,no_match,2023-04-22T16:07:00Z,-14.65,-40.42,2.3,,,0
20230422T161000_row5322,no_match,2023-04-22T16:10:00Z,-13.8,-39.89,2.0,,,0
20230422T205536_usp2023hwkg_row5323,matched,2023-04-22T20:55:00Z,-13.49,-41.13,2.3,usp2023hwkg,2023-04-22T20:55:36.887955Z,1
20230422T205536_usp2023hwkg_row5324,matched,2023-04-22T20:55:37Z,-13.48,-41.13,2.2,usp2023hwkg,2023-04-22T20:55:36.887955Z,1
20230423T055229_row5325,no_match,2023-04-23T05:52:29Z,-4.12,-38.92,2.0,,,0
20230423T070415_usp2023hxei_row5326,matched,2023-04-23T07:04:16Z,-4.13,-39.08,1.7,usp2023hxei,2023-04-23T07:04:15.830323Z,3
20230424T084101_usp2023hzda_row5327,matched,2023-04-24T08:41:02Z,-4.14,-39.03,1.8,usp2023hzda,2023-04-24T08:41:01.628383Z,3
20230424T131028_usp2023hzly_row5328,matched,2023-04-24T13:10:29Z,-4.24,-39.19,2.2,usp2023hzly,2023-04-24T13:10:28.611938Z,6
20230424T145405_usp2023hzpi_row5329,matched,2023-04-24T14:54:06Z,-20.33,-45.61,2.8,usp2023hzpi,2023-04-24T14:54:05.952671Z,5
20230424T191818_usp2023hzyb_row5330,matched,2023-04-24T19:18:18Z,-20.97,-48.6,1.8,usp2023hzyb,2023-04-24T19:18:18.000000Z,1
20230424T204621_usp2023iaaz_row5331,matched,2023-04-24T20:46:22Z,-31.8,-52.58,2.2,usp2023iaaz,2023-04-24T20:46:21.812095Z,5
20230424T230338_usp2023iafm_row5332,matched,2023-04-24T23:03:38Z,-21.27,-48.48,1.0,usp2023iafm,2023-04-24T23:03:38.000000Z,1
20230425T192647_usp2023ibtv_row5333,matched,2023-04-25T19:26:47Z,-3.88,-39.48,2.3,usp2023ibtv,2023-04-25T19:26:47.163256Z,4
20230426T133200_row5334,no_match,2023-04-26T13:32:00Z,-5.17,-39.26,2.0,,,0
20230427T034454_usp2023iefu_row5335,matched,2023-04-27T03:44:55Z,-9.87,-39.9,2.3,usp2023iefu,2023-04-27T03:44:54.805552Z,3
20230427T191409_usp2023ifkl_row5336,matched,2023-04-27T19:13:32Z,-28.49,-53.48,2.8,usp2023ifkl,2023-04-27T19:14:09.000000Z,1
20230429T141906_usp2023iirs_row5337,matched,2023-04-29T14:19:07Z,-24.83,-49.75,2.3,usp2023iirs,2023-04-29T14:19:06.725153Z,5
20230430T121604_usp2023ikjd_row5338,matched,2023-04-30T12:16:05Z,-2.85,-40.88,2.1,usp2023ikjd,2023-04-30T12:16:04.697699Z,8
20230501T093108_usp2023ilzf_row5339,matched,2023-05-01T09:31:09Z,-7.41,-74.59,5.2,usp2023ilzf,2023-05-01T09:31:08.640700Z,0
20230501T132608_usp2023imgy_row5340,matched,2023-05-01T13:26:08Z,-4.1,-38.93,2.2,usp2023imgy,2023-05-01T13:26:08.146273Z,4
20230501T143323_usp2023imje_row5341,matched,2023-05-01T14:33:23Z,-16.29,-50.17,2.3,usp2023imje,2023-05-01T14:33:23.192666Z,2
20230502T155117_usp2023iohg_row5342,matched,2023-05-02T15:51:17Z,-14.01,-50.64,3.0,usp2023iohg,2023-05-02T15:51:17.209022Z,2
20230502T213019_usp2023iosl_row5343,matched,2023-05-02T21:30:21Z,-20.91,-43.85,2.9,usp2023iosl,2023-05-02T21:30:19.612297Z,6
20230502T234010_usp2023iows_row5344,matched,2023-05-02T23:40:10Z,-4.15,-39.07,1.9,usp2023iows,2023-05-02T23:40:10.181462Z,5
20230503T033725_row5345,no_match,2023-05-03T03:37:25Z,-4.2,-38.99,1.5,,,0
20230503T044129_usp2023ipgr_row5346,matched,2023-05-03T04:41:29Z,-20.05,-48.8,2.4,usp2023ipgr,2023-05-03T04:41:29.031272Z,7
20230503T182906_row5347,no_match,2023-05-03T18:29:06Z,-14.07,-39.31,2.1,,,0
20230503T183000_row5348,no_match,2023-05-03T18:30:00Z,-14.07,-39.31,2.0,,,0
20230503T183221_usp2023iqib_row5349,matched,2023-05-03T18:32:22Z,-13.96,-39.11,2.1,usp2023iqib,2023-05-03T18:32:21.650971Z,3
20230503T205758_usp2023iqly_row5350,matched,2023-05-03T20:57:59Z,-19.5,-44.24,2.1,usp2023iqly,2023-05-03T20:57:58.936643Z,4
20230504T031211_row5351,no_match,2023-05-04T03:12:11Z,-4.44,-39.49,1.5,,,0
20230504T031338_usp2023iqzg_row5352,matched,2023-05-04T03:13:39Z,-17.46,-41.26,1.7,usp2023iqzg,2023-05-04T03:13:38.862683Z,3
20230504T123031_usp2023irrq_row5353,matched,2023-05-04T12:30:31Z,-21.09,-48.68,1.2,usp2023irrq,2023-05-04T12:30:31.000000Z,1
20230504T161323_usp2023iryz_row5354,matched,2023-05-04T16:13:24Z,-20.14,-44.48,2.2,usp2023iryz,2023-05-04T16:13:23.873252Z,6
20230504T173811_usp2023isbu_row5355,matched,2023-05-04T17:38:11Z,-26.51,-57.46,3.0,usp2023isbu,2023-05-04T17:38:11.060000Z,3
20230504T184111_usp2023isdw_row5356,matched,2023-05-04T18:41:12Z,-14.23,-51.45,2.5,usp2023isdw,2023-05-04T18:41:11.527356Z,2
20230504T201221_usp2023isgw_row5357,matched,2023-05-04T20:12:21Z,-9.41,-35.83,2.1,usp2023isgw,2023-05-04T20:12:21.313554Z,5
20230506T095659_usp2023ivdo_row5358,matched,2023-05-06T09:56:59Z,-21.27,-48.48,1.0,usp2023ivdo,2023-05-06T09:56:59.000000Z,1
20230508T180315_usp2023izkq_row5359,matched,2023-05-08T18:03:15Z,-11.19,-40.54,2.3,usp2023izkq,2023-05-08T18:03:15.369194Z,2
20230510T115513_usp2023jcpm_row5360,matched,2023-05-10T11:55:14Z,-20.97,-48.61,2.3,usp2023jcpm,2023-05-10T11:55:13.841188Z,5
20230511T150029_row5361,no_match,2023-05-11T15:00:29Z,-10.11,-37.73,2.6,,,0
20230511T175146_usp2023jewt_row5362,matched,2023-05-11T17:51:44Z,-8.52,-36.3,2.1,usp2023jewt,2023-05-11T17:51:46.952730Z,1
20230512T145143_usp2023jgmi_row5363,matched,2023-05-12T14:51:47Z,-20.23,-43.89,2.3,usp2023jgmi,2023-05-12T14:51:43.940206Z,3
20230513T083310_usp2023jhvi_row5364,matched,2023-05-13T08:33:11Z,-11.45,-57.75,2.7,usp2023jhvi,2023-05-13T08:33:10.924873Z,2
20230513T151348_row5365,no_match,2023-05-13T15:13:48Z,-12.83,-41.91,2.0,,,0
20230513T170200_row5366,no_match,2023-05-13T17:02:00Z,-13.52,-40.6,2.0,,,0
20230516T000725_usp2023jmre_row5367,matched,2023-05-16T00:07:26Z,-13.5,-44.28,2.8,usp2023jmre,2023-05-16T00:07:25.586278Z,2
20230516T000856_usp2023jmrf_row5368,matched,2023-05-16T00:08:56Z,-20.19,-42.97,2.1,usp2023jmrf,2023-05-16T00:08:56.178799Z,3
20230517T202814_row5369,no_match,2023-05-17T20:28:14Z,-8.24,-35.04,1.6,,,0
20230518T171059_usp2023jrpy_row5370,matched,2023-05-18T17:10:59Z,-13.45,-40.43,2.0,usp2023jrpy,2023-05-18T17:10:59.642946Z,2
20230518T171059_usp2023jrpy_row5371,matched,2023-05-18T17:12:00Z,-13.68,-40.68,2.0,usp2023jrpy,2023-05-18T17:10:59.642946Z,2
20230520T122654_row5372,no_match,2023-05-20T12:26:54Z,-22.62,-55.92,2.6,,,0
20230522T225110_usp2023jzje_row5373,matched,2023-05-22T22:51:10Z,-11.75,-43.46,2.1,usp2023jzje,2023-05-22T22:51:10.202642Z,3
20230523T063654_usp2023jzyn_row5374,matched,2023-05-23T06:36:54Z,-13.27,-45.01,2.7,usp2023jzyn,2023-05-23T06:36:54.183005Z,2
20230523T145758_usp2023kapb_row5375,matched,2023-05-23T14:57:59Z,-4.11,-40.64,2.3,usp2023kapb,2023-05-23T14:57:58.837559Z,3
20230524T125752_row5376,no_match,2023-05-24T12:57:52Z,-13.66,-39.94,2.0,,,0
20230524T184558_usp2023kcsc_row5377,matched,2023-05-24T18:45:59Z,-7.78,-39.94,2.2,usp2023kcsc,2023-05-24T18:45:58.548199Z,8
20230525T045126_usp2023kdmb_row5378,matched,2023-05-25T04:51:26Z,-13.27,-45.0,3.2,usp2023kdmb,2023-05-25T04:51:26.492676Z,2
20230525T074348_usp2023kdrt_row5379,matched,2023-05-25T07:43:49Z,-2.97,-40.85,1.9,usp2023kdrt,2023-05-25T07:43:48.994366Z,3
20230526T142934_usp2023kgaq_row5380,matched,2023-05-26T14:29:34Z,-8.35,-36.12,2.1,usp2023kgaq,2023-05-26T14:29:34.406638Z,5
20230527T032750_usp2023khah_row5381,matched,2023-05-27T03:27:50Z,-0.38,-60.4,4.1,usp2023khah,2023-05-27T03:27:50.270000Z,0
20230527T043435_usp2023khcn_row5382,matched,2023-05-27T04:34:35Z,-21.06,-48.62,2.3,usp2023khcn,2023-05-27T04:34:35.208241Z,9
20230527T050737_usp2023khdp_row5383,matched,2023-05-27T05:07:38Z,-11.28,-40.57,2.3,usp2023khdp,2023-05-27T05:07:37.534231Z,2
20230527T131541_usp2023khts_row5384,matched,2023-05-27T13:15:41Z,-21.09,-48.63,2.2,usp2023khts,2023-05-27T13:15:41.153204Z,6
20230527T145500_row5385,no_match,2023-05-27T14:55:00Z,-13.75,-40.69,2.1,,,0
20230527T215254_usp2023kikt_row5386,matched,2023-05-27T21:52:55Z,-10.55,-44.3,2.4,usp2023kikt,2023-05-27T21:52:54.829285Z,1
20230528T185240_row5387,no_match,2023-05-28T18:52:40Z,-5.0,-48.75,3.2,,,0
20230529T045733_usp2023kkug_row5388,matched,2023-05-29T04:57:34Z,-8.04,-74.35,5.4,usp2023kkug,2023-05-29T04:57:33.511506Z,1
20230529T150225_usp2023klog_row5389,matched,2023-05-29T15:02:26Z,-7.88,-40.08,2.1,usp2023klog,2023-05-29T15:02:25.825710Z,4
20230530T072227_usp2023kmuo_row5390,matched,2023-05-30T07:22:28Z,-12.47,-61.54,2.5,usp2023kmuo,2023-05-30T07:22:27.654717Z,1
20230530T212524_usp2023knwj_row5391,matched,2023-05-30T21:25:24Z,-14.2,-51.38,2.5,usp2023knwj,2023-05-30T21:25:24.051298Z,2
20230601T160939_row5392,no_match,2023-06-01T16:09:39Z,-22.43,-55.75,2.3,,,0
20230601T203435_usp2023krlr_row5393,matched,2023-06-01T20:34:36Z,-21.06,-44.71,2.2,usp2023krlr,2023-06-01T20:34:35.872661Z,4
20230603T094907_usp2023kuhk_row5394,matched,2023-06-03T09:49:07Z,-8.77,-40.23,2.3,usp2023kuhk,2023-06-03T09:49:07.146769Z,4
20230604T181324_usp2023kwto_row5395,matched,2023-06-04T18:13:25Z,-16.44,-60.05,3.6,usp2023kwto,2023-06-04T18:13:24.541148Z,2
20230607T163643_usp2023lccw_row5396,matched,2023-06-07T16:36:46Z,-18.75,-43.4,2.9,usp2023lccw,2023-06-07T16:36:43.100874Z,4
20230609T103914_usp2023lfib_row5397,matched,2023-06-09T10:39:15Z,-19.52,-44.18,2.3,usp2023lfib,2023-06-09T10:39:14.910000Z,2
20230609T182654_usp2023lfxn_row5398,matched,2023-06-09T18:26:55Z,-4.28,-40.22,1.5,usp2023lfxn,2023-06-09T18:26:54.766610Z,5
20230609T214917_usp2023lgee_row5399,matched,2023-06-09T21:49:18Z,-21.1,-59.35,2.8,usp2023lgee,2023-06-09T21:49:17.611569Z,3
20230614T164641_usp2023loxs_row5400,matched,2023-06-14T16:46:42Z,-13.63,-40.68,2.1,usp2023loxs,2023-06-14T16:46:41.523395Z,1
20230615T200008_usp2023lqzp_row5401,matched,2023-06-15T20:00:08Z,-15.89,-43.0,2.5,usp2023lqzp,2023-06-15T20:00:08.035501Z,4
20230616T112205_usp2023lsea_row5402,matched,2023-06-16T11:22:06Z,-24.5,-47.4,4.0,usp2023lsea,2023-06-16T11:22:05.379999Z,7
20230616T192318_usp2023lstw_row5403,matched,2023-06-16T19:23:19Z,-9.42,-35.8,2.1,usp2023lstw,2023-06-16T19:23:18.538900Z,4
20230618T163635_row5404,no_match,2023-06-18T16:36:35Z,-11.21,-40.39,2.1,,,0
20230618T211345_usp2023lwon_row5405,matched,2023-06-18T21:13:46Z,-21.05,-48.62,2.1,usp2023lwon,2023-06-18T21:13:45.909999Z,6
20230619T032911_usp2023lxax_row5406,matched,2023-06-19T03:29:12Z,-20.99,-48.61,2.5,usp2023lxax,2023-06-19T03:29:11.888526Z,13
20230619T055750_usp2023lxfv_row5407,matched,2023-06-19T05:57:50Z,-20.87,-48.53,2.5,usp2023lxfv,2023-06-19T05:57:50.084746Z,13
20230619T195908_row5408,no_match,2023-06-19T19:59:08Z,-11.45,-41.79,2.0,,,0
20230622T032947_usp2023mcnl_row5409,matched,2023-06-22T03:29:49Z,-7.81,-74.36,4.4,usp2023mcnl,2023-06-22T03:29:47.522424Z,2
20230623T021216_row5410,no_match,2023-06-23T02:12:16Z,-13.37,-40.4,2.0,,,0
20230623T033249_usp2023mejb_row5411,matched,2023-06-23T03:32:50Z,-9.76,-39.97,2.0,usp2023mejb,2023-06-23T03:32:49.978285Z,3
20230623T042433_usp2023mekv_row5412,matched,2023-06-23T04:24:33Z,-6.64,-50.04,2.3,usp2023mekv,2023-06-23T04:24:33.107578Z,4
20230623T042457_usp2023meku_row5413,matched,2023-06-23T04:24:58Z,-6.63,-50.01,2.5,usp2023meku,2023-06-23T04:24:57.686406Z,4
20230623T042503_usp2023mekt_row5414,matched,2023-06-23T04:25:04Z,-6.65,-50.09,3.0,usp2023mekt,2023-06-23T04:25:03.985268Z,4
20230623T055511_usp2023ment_row5415,matched,2023-06-23T05:55:11Z,-10.08,-39.52,2.2,usp2023ment,2023-06-23T05:55:11.397644Z,4
20230623T150223_row5416,no_match,2023-06-23T15:02:23Z,-10.94,-39.32,2.1,,,0
20230623T170145_usp2023mfjt_row5417,matched,2023-06-23T17:01:45Z,-6.43,-50.09,3.3,usp2023mfjt,2023-06-23T17:01:45.084502Z,5
20230624T033132_usp2023mgen_row5418,matched,2023-06-24T03:31:33Z,-8.07,-74.46,5.3,usp2023mgen,2023-06-24T03:31:32.746992Z,2
20230627T162915_usp2023mmqr_row5419,matched,2023-06-27T16:29:16Z,-4.17,-40.63,1.7,usp2023mmqr,2023-06-27T16:29:15.869289Z,4
20230629T150107_usp2023mqeu_row5420,matched,2023-06-29T15:01:08Z,-16.39,-44.84,2.1,usp2023mqeu,2023-06-29T15:01:07.736707Z,4
20230703T173242_usp2023mxru_row5421,matched,2023-07-03T17:32:42Z,-23.27,-51.07,2.6,usp2023mxru,2023-07-03T17:32:42.387939Z,4
20230704T142456_usp2023mzhc_row5422,matched,2023-07-04T14:24:56Z,-4.77,-38.37,2.1,usp2023mzhc,2023-07-04T14:24:56.190250Z,6
20230707T034014_usp2023ndyi_row5423,matched,2023-07-07T03:40:15Z,-8.3,-73.97,4.5,usp2023ndyi,2023-07-07T03:40:14.561226Z,2
20230707T192535_usp2023nfdn_row5424,matched,2023-07-07T19:25:36Z,-4.48,-49.9,2.7,usp2023nfdn,2023-07-07T19:25:35.923739Z,2
20230712T143946_usp2023nnxp_row5425,matched,2023-07-12T14:39:46Z,-6.26,-38.92,2.0,usp2023nnxp,2023-07-12T14:39:46.093945Z,3
20230715T212830_usp2023ntxp_row5426,matched,2023-07-15T21:28:31Z,-20.46,-56.3,1.8,usp2023ntxp,2023-07-15T21:28:30.548527Z,3
20230716T061213_usp2023nuow_row5427,matched,2023-07-16T06:12:13Z,-14.54,-45.6,2.3,usp2023nuow,2023-07-16T06:12:13.001824Z,2
20230716T134558_usp2023nvdw_row5428,matched,2023-07-16T13:45:59Z,-9.47,-35.71,1.8,usp2023nvdw,2023-07-16T13:45:58.816965Z,3
20230718T224411_usp2023nzmp_row5429,matched,2023-07-18T22:44:12Z,-9.91,-39.84,2.3,usp2023nzmp,2023-07-18T22:44:11.830890Z,3
20230719T101229_usp2023oajh_row5430,matched,2023-07-19T10:12:30Z,-8.01,-74.31,4.8,usp2023oajh,2023-07-19T10:12:29.645993Z,0
20230719T150517_usp2023oasz_row5431,matched,2023-07-19T15:05:18Z,-8.61,-36.31,2.4,usp2023oasz,2023-07-19T15:05:17.995361Z,4
20230720T191100_usp2023ocwp_row5432,matched,2023-07-20T19:11:00Z,-4.0,-50.01,3.4,usp2023ocwp,2023-07-20T19:11:00.000000Z,0
20230721T145822_usp2023oejt_row5433,matched,2023-07-21T14:58:22Z,-9.85,-36.72,1.8,usp2023oejt,2023-07-21T14:58:22.067841Z,4
20230723T053906_usp2023ohii_row5434,matched,2023-07-23T05:39:07Z,-6.44,-50.33,2.9,usp2023ohii,2023-07-23T05:39:06.909792Z,2
20230725T175349_row5435,no_match,2023-07-25T17:53:49Z,-20.14,-43.63,2.1,,,0
20230727T004714_usp2023oogs_row5436,matched,2023-07-27T00:47:14Z,-4.43,-38.46,2.6,usp2023oogs,2023-07-27T00:47:14.117709Z,6
20230728T121905_usp2023oqza_row5437,matched,2023-07-28T12:19:06Z,-8.38,-36.13,2.1,usp2023oqza,2023-07-28T12:19:05.841825Z,6
20230728T161057_usp2023orgr_row5438,matched,2023-07-28T16:10:58Z,-4.15,-40.58,2.1,usp2023orgr,2023-07-28T16:10:57.799320Z,4
20230730T234659_usp2023ovms_row5439,matched,2023-07-30T23:46:59Z,-19.33,-45.22,3.2,usp2023ovms,2023-07-30T23:46:59.256512Z,13
20230801T064127_usp2023oxvx_row5440,matched,2023-08-01T06:41:27Z,-21.08,-48.69,1.1,usp2023oxvx,2023-08-01T06:41:27.000000Z,0
20230801T094122_row5441,no_match,2023-08-01T09:41:22Z,-11.24,-40.55,2.1,,,0
20230802T164957_usp2023palm_row5442,matched,2023-08-02T16:49:58Z,-13.69,-40.76,2.5,usp2023palm,2023-08-02T16:49:57.808878Z,0
20230803T012739_row5443,no_match,2023-08-03T01:27:39Z,-6.59,-38.34,1.2,,,0
20230803T045837_usp2023pbjn_row5444,matched,2023-08-03T04:58:38Z,-21.23,-57.18,2.9,usp2023pbjn,2023-08-03T04:58:37.729999Z,4
20230804T053140_usp2023pdgc_row5445,matched,2023-08-04T05:31:40Z,-9.7,-36.61,2.0,usp2023pdgc,2023-08-04T05:31:40.282901Z,4
20230805T035238_usp2023peyi_row5446,matched,2023-08-05T03:52:39Z,-11.24,-40.53,2.4,usp2023peyi,2023-08-05T03:52:38.835615Z,2
20230805T035238_usp2023peyi_row5447,matched,2023-08-05T03:54:16Z,-11.24,-40.54,2.1,usp2023peyi,2023-08-05T03:52:38.835615Z,2
20230806T192408_usp2023phyo_row5448,matched,2023-08-06T19:24:09Z,-19.98,-48.82,2.6,usp2023phyo,2023-08-06T19:24:08.730000Z,8
20230806T230711_usp2023pify_row5449,matched,2023-08-06T23:07:11Z,-19.96,-48.74,2.6,usp2023pify,2023-08-06T23:07:11.351010Z,7
20230808T033623_usp2023pkki_row5450,matched,2023-08-08T03:36:24Z,-9.87,-39.88,2.3,usp2023pkki,2023-08-08T03:36:23.801908Z,4
20230809T073121_row5451,no_match,2023-08-09T07:31:21Z,-4.22,-39.74,1.6,,,0
20230810T043025_usp2023podc_row5452,matched,2023-08-10T04:30:25Z,-7.99,-74.41,4.4,usp2023podc,2023-08-10T04:30:25.008555Z,0
20230810T203210_row5453,no_match,2023-08-10T20:32:10Z,-10.58,-40.39,2.0,,,0
20230810T214659_row5454,no_match,2023-08-10T21:46:59Z,-9.83,-39.88,2.0,,,0
20230811T043651_row5455,no_match,2023-08-11T04:36:51Z,-9.86,-39.86,2.1,,,0
20230813T163857_usp2023punq_row5456,matched,2023-08-13T16:38:58Z,-4.41,-38.41,2.5,usp2023punq,2023-08-13T16:38:57.810535Z,6
20230814T113314_row5457,no_match,2023-08-14T11:33:14Z,-11.25,-40.5,2.0,,,0
