ID;Hora de Origem (UTC);Longitude;Latitude;UTM X;UTM Y;MLv;Energia;Cat
MC_20220711_161408;2022-07-11T16:14:08;-51.3148;-27.6968;468959.415352095;6936349.734265832;-0.4;128.039;I
MC_20220711_033646;2022-07-11T03:36:46;-51.3234;-27.6764;468103.85384813213;6938603.497753466;-1.0;9.7303;I
gfz2022nlax;2022-07-11T00:55:29;-43.0000;-25.2400;701451.834091351;7206977.2984069865;3.8;1.40033e+10;E
MC_20220710_044512;2022-07-10T04:45:12;-51.3182;-27.6815;468618.2827995153;6938040.373147169;-0.8;24.5142;I
MC_20220709_082844;2022-07-09T08:28:44;-51.3186;-27.6743;468579.2443318805;6938840.967648489;-0.7;38.6313;I
MC_20220709_033352;2022-07-09T03:33:52;-51.3006;-27.7031;470366.83210621326;6935646.170655847;-0.5;108.502;I
MC_20220709_030117;2022-07-09T03:01:17;-51.3110;-27.6771;469333.5075003911;6938531.748330919;-0.6;67.2289;I
MC_20220708_234624;2022-07-08T23:46:24;-51.3174;-27.6784;468701.4488942472;6938383.350514273;-0.8;28.5128;I
MC_20220708_135831;2022-07-08T13:58:31;-51.3210;-27.6724;468344.4434611326;6939040.305057116;-1.0;11.7488;I
MC_20220708_111858;2022-07-08T11:18:58;-51.3151;-27.6844;468924.95661664027;6937714.839312252;-0.3;187.611;I
MC_20220708_034745;2022-07-08T03:47:45;-51.3268;-27.6763;467775.738779558;6938615.015057428;-0.7;39.1047;I
MC_20220708_014542;2022-07-08T01:45:42;-51.3238;-27.6746;468066.64115085726;6938802.175487567;-0.3;173.128;I
MC_20220706_220052;2022-07-06T22:00:52;-51.3257;-27.6731;467876.248157636;6938961.393708507;0.4;3976.77;I
MC_20220706_175638;2022-07-06T17:56:38;-51.3239;-27.6805;468058.695830625;6938150.850132784;-0.8;28.7133;I
MC_20220706_085546;2022-07-06T08:55:46;-51.3239;-27.6754;468062.51651329367;6938716.695446365;-0.7;38.5539;I
MC_20220706_073236;2022-07-06T07:32:36;-51.3204;-27.6764;468399.9558630469;6938607.364397693;-0.8;20.9399;I
MC_20220706_060013;2022-07-06T06:00:13;-51.3245;-27.6691;467997.7678915347;6939413.149325484;1.4;307265;I
MC_20220706_014913;2022-07-06T01:49:13;-51.3131;-27.6880;469128.09684350935;6937321.07134681;-0.4;126.947;I
MC_20220705_213759;2022-07-05T21:37:59;-51.3241;-27.6825;468042.96559280704;6937924.006899345;-0.5;79.3521;I
MC_20220705_153817;2022-07-05T15:38:17;-51.3149;-27.6740;468946.2155227173;6938871.347449588;-0.3;231.064;I
MC_20220705_113603;2022-07-05T11:36:03;-51.3155;-27.6745;468888.7233354352;6938818.384673748;-0.4;151.082;I
MC_20220705_091114;2022-07-05T09:11:14;-51.3140;-27.6754;469033.7446286593;6938713.505064657;-0.1;624.063;I
MC_20220705_090120;2022-07-05T09:01:20;-51.3064;-27.7003;469789.48349599494;6935956.860988558;0.5;8431.76;I
MC_20220705_082953;2022-07-05T08:29:53;-51.3140;-27.6748;469034.3251638128;6938776.781482623;0.3;3266.52;I
MC_20220705_082710;2022-07-05T08:27:10;-51.3063;-27.7029;469802.5062040054;6935668.294842641;-0.7;33.3571;I
MC_20220705_082638;2022-07-05T08:26:38;-51.3104;-27.6792;469386.4085084822;6938292.467626119;-0.7;39.4521;I
MC_20220705_082619;2022-07-05T08:26:19;-51.3169;-27.6750;468748.7659452809;6938753.818300977;-0.6;60.5377;I
MC_20220705_082553;2022-07-05T08:25:53;-51.3168;-27.6738;468754.29065925826;6938890.447101614;-0.6;61.4009;I
MC_20220705_081804;2022-07-05T08:18:04;-51.3139;-27.6733;469039.4263635007;6938950.113186475;0.8;25972.1;I
MC_20220705_081319;2022-07-05T08:13:19;-51.3124;-27.6700;469193.7566449744;6939316.055341845;1.0;61597.2;I
MC_20220705_060828;2022-07-05T06:08:28;-51.3155;-27.6852;468885.9558250151;6937627.339568942;-0.6;63.4716;I
MC_20220705_060451;2022-07-05T06:04:51;-51.3256;-27.6731;467890.8447359172;6938967.01734822;-0.5;82.7976;I
MC_20220705_055251;2022-07-05T05:52:51;-51.3139;-27.6754;469040.7855121027;6938719.07707227;-0.2;405.77;I
MC_20220705_052013;2022-07-05T05:20:13;-51.3134;-27.6877;469094.09437227866;6937350.651860179;-0.7;40.5069;I
MC_20220705_020630;2022-07-05T02:06:30;-51.3150;-27.6750;468931.29623125115;6938755.235144548;0.1;1087.86;I
MC_20220704_211317;2022-07-04T21:13:17;-51.3148;-27.6763;468960.75391401915;6938618.539546404;-0.4;171.576;I
MC_20220704_195632;2022-07-04T19:56:32;-51.3160;-27.6755;468832.5080382597;6938704.110591885;0.5;5896.75;I
MC_20220704_194801;2022-07-04T19:48:01;-51.3166;-27.6763;468781.85434889706;6938615.362307789;-0.5;100.918;I
MC_20220704_185632;2022-07-04T18:56:32;-51.3169;-27.6748;468747.1181377066;6938780.270757936;-0.2;367.929;I
MC_20220704_071013;2022-07-04T07:10:13;-51.3157;-27.6739;468871.1371224151;6938884.936668534;0.5;8108.1;I
MC_20220704_060415;2022-07-04T06:04:15;-51.3208;-27.6737;468360.5435500273;6938905.524585495;-0.2;402.747;I
MC_20220704_025554;2022-07-04T02:55:54;-51.3144;-27.6751;468990.4310305912;6938746.003671445;-0.2;293.735;I
MC_20220704_025417;2022-07-04T02:54:17;-51.3134;-27.6699;469096.4014509157;6939320.937191447;0.3;3272.53;I
MC_20220704_025227;2022-07-04T02:52:27;-51.3143;-27.6730;469005.5383439388;6938979.756876635;-0.2;354.759;I
MC_20220704_023123;2022-07-04T02:31:23;-51.3139;-27.6711;469048.0697290648;6939187.203974064;1.1;88669.8;I
MC_20220703_233259;2022-07-03T23:32:59;-51.3125;-27.6715;469182.8324320559;6939152.849089266;-1.1;7.23728;I
MC_20220703_135932;2022-07-03T13:59:32;-51.3298;-27.6697;467470.4627244592;6939337.2305833865;-0.4;133.219;I
MC_20220703_120226;2022-07-03T12:02:26;-51.3208;-27.6773;468366.24102417816;6938497.736873191;-0.6;51.9204;I
MC_20220703_115813;2022-07-03T11:58:13;-51.3214;-27.6731;468306.0583099966;6938967.378323695;0.3;2480.97;I
MC_20220703_115527;2022-07-03T11:55:27;-51.3268;-27.6731;467774.8139816914;6938968.611408975;-0.3;181.602;I
MC_20220703_093439;2022-07-03T09:34:39;-51.3254;-27.6722;467911.12608740706;6939070.850610956;0.4;5680.3;I
MC_20220703_090906;2022-07-03T09:09:06;-51.3142;-27.6834;469020.268817541;6937827.582260042;0.1;1001.5;I
MC_20220703_085050;2022-07-03T08:50:50;-51.3242;-27.6730;468030.7013802459;6938973.856933616;0.2;2256.12;I
MC_20220702_183628;2022-07-02T18:36:28;-51.3345;-27.6709;467010.28348914714;6939211.950581603;-1.0;9.68255;I
MC_20220701_160809;2022-07-01T16:08:09;-51.3290;-27.6733;467556.0149575965;6938941.362720119;-0.3;191.661;I
MC_20220701_152630;2022-07-01T15:26:30;-52.9392;-28.3235;309884.4358379676;6865429.382783832;1.4;441374;Q
MC_20220701_150352;2022-07-01T15:03:52;-51.3186;-27.6740;468582.9538683558;6938865.975057973;-0.5;87.8613;I
