ID;Hora de Origem (UTC);Longitude;Latitude;UTM X;UTM Y;MLv;Energia;Cat
;;(°);(°);(m);(m);;(J);
MC_20221231_232010;2022-12-31T23:20:10;-51.3164;-27.6937;468804.4366216872;6936683.808868444;-0.7;39.3933;I
MC_20221226_153335;2022-12-26T15:33:35;-49.8148;-27.0191;617576.3064662808;7010896.2449533325;1.7;1.21106e+06;Q
MC_20221221_172901;2022-12-21T17:29:01;-51.3423;-27.6736;466240.7588614553;6938902.279574629;-0.5;88.8661;I
MC_20221213_054600;2022-12-13T05:46:00;-51.3314;-27.7045;467323.97735316766;6935489.9162776405;-1.2;4.20369;I
MC_20221212_214222;2022-12-12T21:42:22;-51.2880;-27.7021;471601.5824101532;6935761.149325831;-1.2;3.47043;I
MC_20221212_135555;2022-12-12T13:55:55;-51.3218;-27.6745;468269.29857664264;6938814.778759991;0.2;1615.9;I
MC_20221209_160847;2022-12-09T16:08:47;-52.0386;-29.1801;399009.82792229264;6771612.09748659;1.6;727605;Q
MC_20221208_154858;2022-12-08T15:48:58;-49.7827;-27.1820;620587.8808786354;6992819.634248059;1.7;1.3862e+06;Q
MC_20221208_154707;2022-12-08T15:47:07;-49.7680;-27.1100;622117.7358580667;7000786.459741156;1.9;2.89106e+06;Q
MC_20221205_150509;2022-12-05T15:05:09;-49.7437;-27.0073;624637.6510333628;7012135.041073088;1.9;2.82962e+06;Q
MC_20221203_040937;2022-12-03T04:09:37;-51.3328;-27.7023;467190.67142829415;6935726.841135444;-1.2;4.51285;I
