ID;Hora de Origem (UTC);Longitude;Latitude;UTM X;UTM Y;MLv;Energia;Cat
;;(°);(°);(m);(m);;(J);
MC_20221031_154609;2022-10-31T15:46:09;-49.6796;-27.3761;630569.4129231124;6971214.582714995;1.8;2.22557e+06;Q
MC_20221016_140125;2022-10-16T14:01:25;-51.3210;-27.6753;468340.3297054585;6938728.165370589;-0.1;516.27;I
MC_20221010_142311;2022-10-10T14:23:11;-50.5549;-28.9581;543374.3665800601;6796577.5611183215;1.1;98374.3;Q
MC_20221009_132808;2022-10-09T13:28:08;-51.3264;-27.7126;467823.508828313;6934589.897881018;-0.5;79.1987;I
MC_20221007_165945;2022-10-07T16:59:45;-50.7204;-29.1975;527178.2286801452;6770105.405019588;1.9;3.4837e+06;Q
MC_20221007_153628;2022-10-07T15:36:28;-49.7785;-27.1219;621062.893588831;6999471.305258539;1.6;794617;Q
MC_20221007_112629;2022-10-07T11:26:29;-52.2237;-28.1892;379887.2291058961;6881234.53987383;1.0;62315;E
MC_20221006_180744;2022-10-06T18:07:44;-50.8428;-29.0892;515294.780743562;6782118.650095284;2.0;4.63757e+06;Q
MC_20221004_184502;2022-10-04T18:45:02;-49.7122;-27.1986;627545.7139069583;6990909.185900999;1.7;1.57641e+06;Q
MC_20221003_080846;2022-10-03T08:08:46;-51.3060;-27.7043;469833.90776668885;6935512.655174631;-0.5;87.4389;I
