ID;Hora de Origem (UTC);Longitude;Latitude;UTM X;UTM Y;MLv;Energia;Cat
MC_20220524_162948;2022-05-24T16:29:48;-51.3158;-27.6760;468860.2928518597;6938651.150947976;-0.4;130.858;I
MC_20220524_162705;2022-05-24T16:27:05;-51.3170;-27.6733;468735.12698949035;6938946.521399301;1.1;103135;I
MC_20220524_162629;2022-05-24T16:26:29;-51.3154;-27.6760;468896.85515955614;6938651.0661438275;-0.6;52.9648;I
MC_20220524_162207;2022-05-24T16:22:07;-51.3175;-27.6739;468690.94837565516;6938885.31282543;0.7;17277.5;I
MC_20220524_162148;2022-05-24T16:21:48;-51.3150;-27.6732;468935.00192999636;6938954.267891076;-0.3;184.065;I
MC_20220524_161103;2022-05-24T16:11:03;-51.3181;-27.6738;468626.90649657516;6938893.733750906;0.6;12298.6;I
MC_20220524_160852;2022-05-24T16:08:52;-51.3173;-27.6763;468709.5621041318;6938619.04139105;0.4;4238.01;I
MC_20220524_160739;2022-05-24T16:07:39;-51.3169;-27.6766;468749.4841452275;6938576.36068856;0.0;866.887;I
MC_20220524_155651;2022-05-24T15:56:51;-51.3172;-27.6756;468717.4512923816;6938694.634514211;-0.5;84.7494;I
MC_20220524_155508;2022-05-24T15:55:08;-51.3284;-27.6750;467615.16010069393;6938751.558989078;-1.0;11.3942;I
MC_20220524_155317;2022-05-24T15:53:17;-51.3164;-27.6756;468801.5048128666;6938694.886924064;-0.4;151.621;I
MC_20220524_154637;2022-05-24T15:46:37;-51.3176;-27.6746;468683.8761800535;6938804.961950616;0.2;2077.42;I
MC_20220524_151057;2022-05-24T15:10:57;-51.3214;-27.6736;468302.0048505756;6938911.439168207;-0.3;205.288;I
MC_20220524_150746;2022-05-24T15:07:46;-51.3090;-27.6766;469526.33651006134;6938582.077914959;-0.6;47.2392;I
MC_20220524_145741;2022-05-24T14:57:41;-51.3198;-27.6747;468460.8072884172;6938786.42074387;-0.4;154.024;I
MC_20220524_144454;2022-05-24T14:44:54;-51.3207;-27.6764;468370.2611608223;6938600.675262297;-0.6;66.4195;I
MC_20220524_143650;2022-05-24T14:36:50;-51.3198;-27.6729;468459.83479114715;6938992.265121262;0.1;1197.29;I
MC_20220524_143631;2022-05-24T14:36:31;-51.3284;-27.6661;467607.95207962394;6939744.407244304;0.1;1216.1;I
MC_20220524_143612;2022-05-24T14:36:12;-51.3950;-27.7149;461062.2070706956;6934320.521114752;0.4;5002.76;I
MC_20220524_143535;2022-05-24T14:35:35;-51.3179;-27.6713;468649.8781518733;6939172.575118675;0.8;27060.8;I
MC_20220524_101201;2022-05-24T10:12:01;-51.3087;-27.6774;469556.19654296257;6938496.526272818;-0.7;36.555;I
MC_20220524_091700;2022-05-24T09:17:00;-51.3096;-27.6762;469473.46374126006;6938623.668558683;-0.8;22.553;I
MC_20220524_091553;2022-05-24T09:15:53;-51.3530;-27.7010;465197.78691869095;6935868.645134445;-0.7;45.7297;I
MC_20220524_082215;2022-05-24T08:22:15;-51.3178;-27.6766;468659.1938801282;6938581.505252659;-0.1;431.169;I
MC_20220524_063424;2022-05-24T06:34:24;-51.3230;-27.6732;468146.6294999843;6938955.708664883;-0.7;35.4953;I
MC_20220524_051714;2022-05-24T05:17:14;-51.3194;-27.6745;468497.3594459806;6938810.223902933;0.1;1148.98;I
MC_20220523_090255;2022-05-23T09:02:55;-51.3159;-27.6828;468845.1700283603;6937891.165427694;-0.7;44.2445;I
MC_20220521_100201;2022-05-21T10:02:01;-51.3529;-27.6845;465205.82000823773;6937691.116148948;-0.3;236.394;I
MC_20220520_202231;2022-05-20T20:22:31;-51.4031;-28.8874;460695.05191727757;6804425.498842975;1.7;1.24704e+06;Q
MC_20220517_162212;2022-05-17T16:22:12;-50.3451;-26.7296;565129.4644743954;7043345.1994335;1.3;282556;Q
MC_20220513_131111;2022-05-13T13:11:11;-51.0039;-27.9254;499612.57015854464;6911058.998634856;0.7;15929.2;I
MC_20220510_160819;2022-05-10T16:08:19;-51.1349;-27.9164;486725.8981370917;6912055.457048786;0.4;5270.66;I
MC_20220503_142519;2022-05-03T14:25:19;-51.3667;-27.6631;463835.4725689231;6940064.262037341;-1.2;4.87354;I
