ID;Hora de Origem (UTC);Longitude;Latitude;UTM X;UTM Y;MLv;Energia;Cat
;;(°);(°);(m);(m);;(J);
MC_20220627_134245;2022-06-27T13:42:45;-51.3284;-27.6693;467617.39469757234;6939384.458966298;-0.4;137.268;I
MC_20220627_123017;2022-06-27T12:30:17;-51.3277;-27.6680;467684.61353507836;6939526.098567182;-0.3;185.784;I
MC_20220627_120611;2022-06-27T12:06:11;-51.3133;-27.6800;469106.7657315937;6938205.194750497;0.2;1700.02;I
MC_20220627_114748;2022-06-27T11:47:48;-51.3261;-27.6692;467840.68311119894;6939393.474216904;-0.3;204.875;I
MC_20220627_105508;2022-06-27T10:55:08;-51.3273;-27.6694;467722.73040811793;6939378.5799322;-0.2;296.534;I
MC_20220627_102023;2022-06-27T10:20:23;-51.3271;-27.6634;467742.0462166058;6940039.170943862;0.2;2175.55;I
MC_20220627_101246;2022-06-27T10:12:46;-51.3280;-27.6643;467646.52255077957;6939943.270596867;0.5;5728.41;I
MC_20220626_220255;2022-06-26T22:02:55;-51.3180;-27.6821;468640.2244016513;6937972.484582139;-0.0;638.477;I
MC_20220626_215342;2022-06-26T21:53:42;-51.3098;-27.6992;469458.84244097886;6936081.236700938;-0.1;590.674;I
MC_20220626_032413;2022-06-26T03:24:13;-51.3166;-27.6735;468774.95928586;6938919.97205442;0.1;1130.33;I
MC_20220622_095458;2022-06-22T09:54:58;-51.2696;-27.7120;473423.79801250726;6934673.119366288;-0.1;504.406;I
MC_20220621_201137;2022-06-21T20:11:37;-51.3253;-26.6334;467621.7142297764;7054128.944092074;1.1;105687;Q
MC_20220621_183630;2022-06-21T18:36:30;-51.3013;-27.7031;470294.3093890204;6935649.96142141;-0.4;114.465;I
MC_20220621_172657;2022-06-21T17:26:57;-51.3193;-27.6765;468511.64039380936;6938592.262287481;-0.7;39.7959;I
MC_20220621_162044;2022-06-21T16:20:44;-51.3194;-27.6747;468501.0438355158;6938787.742371948;-0.6;56.9339;I
MC_20220620_100438;2022-06-20T10:04:38;-51.3250;-27.6739;467952.6591611292;6938874.212992189;-0.5;107.595;I
MC_20220620_061756;2022-06-20T06:17:56;-51.3141;-27.6854;469025.99429741444;6937611.870015038;-0.1;437.125;I
MC_20220619_210947;2022-06-19T21:09:47;-51.3246;-27.6713;467985.00809890765;6939166.50159598;-0.4;147.59;I
MC_20220619_195232;2022-06-19T19:52:32;-51.3293;-27.6737;467527.5503486286;6938902.636311367;-0.8;27.9984;I
MC_20220619_064100;2022-06-19T06:41:00;-51.3246;-27.6691;467989.31452182797;6939405.430680092;-0.4;115.078;I
MC_20220619_062022;2022-06-19T06:20:22;-51.3255;-27.6701;467894.5355284389;6939296.4841176;-0.3;238.731;I
MC_20220619_053543;2022-06-19T05:35:43;-51.3159;-27.6776;468846.15706248535;6938475.600440164;0.4;4762.15;I
MC_20220618_194822;2022-06-18T19:48:22;-51.3241;-27.6699;468040.57078415196;6939316.42750635;-0.6;69.045;I
MC_20220618_164103;2022-06-18T16:41:03;-51.3264;-27.6677;467812.2557970302;6939562.489693066;0.3;2647.95;I
MC_20220618_164040;2022-06-18T16:40:40;-51.3264;-27.6716;467813.93169003516;6939132.87081431;0.1;1301.09;I
MC_20220618_081343;2022-06-18T08:13:43;-51.3269;-27.6738;467764.5708764105;6938892.501846191;-0.7;33.7314;I
MC_20220618_064951;2022-06-18T06:49:51;-51.3260;-27.6716;467848.5702954945;6939128.356511011;-0.1;474.794;I
MC_20220618_063830;2022-06-18T06:38:30;-51.3273;-27.6718;467725.36848864064;6939108.678515233;-0.2;373.992;I
MC_20220618_063811;2022-06-18T06:38:11;-51.3267;-27.6709;467782.17690404283;6939211.8068364;0.2;2102.21;I
MC_20220618_063519;2022-06-18T06:35:19;-51.3257;-27.6710;467880.14183632366;6939196.667476213;0.7;16570.8;I
MC_20220618_055249;2022-06-18T05:52:49;-51.3257;-27.6767;467877.86806348193;6938563.039685991;-0.6;64.2912;I
MC_20220618_045016;2022-06-18T04:50:16;-51.3250;-27.6723;467951.51785015524;6939050.657061616;-0.0;746.619;I
MC_20220618_041640;2022-06-18T04:16:40;-51.3287;-27.6725;467581.6198855805;6939032.978247957;-0.5;71.8344;I
MC_20220618_034342;2022-06-18T03:43:42;-51.3201;-27.6722;468433.71785032045;6939063.179829689;-0.2;276.77;I
MC_20220618_030931;2022-06-18T03:09:31;-51.3233;-27.6704;468112.0512202084;6939267.821261137;-0.6;58.0915;I
MC_20220618_024043;2022-06-18T02:40:43;-51.3164;-27.6799;468797.2943950096;6938219.136282792;-0.2;278.851;I
MC_20220618_014044;2022-06-18T01:40:44;-51.3254;-27.6711;467909.6633003643;6939192.469587363;-0.4;115.494;I
