ID;Hora de Origem (UTC);Longitude;Latitude;UTM X;UTM Y;MLv;Energia;Cat
MC_20220618_013318;2022-06-18T01:33:18;-51.3181;-27.6802;468627.4951400912;6938179.511785613;0.0;843.96;I
MC_20220618_003227;2022-06-18T00:32:27;-51.3193;-27.6800;468517.6576795164;6938205.641486961;-0.4;155.592;I
MC_20220617_213925;2022-06-17T21:39:25;-51.3170;-27.6800;468737.21219450946;6938208.093141159;1.0;50931.6;I
MC_20220617_213414;2022-06-17T21:34:14;-51.3155;-27.6795;468890.10149512393;6938263.328215398;0.2;2252.13;I
MC_20220617_171905;2022-06-17T17:19:05;-51.3154;-27.6772;468898.40295112965;6938512.788355222;-0.7;45.7993;I
MC_20220617_070938;2022-06-17T07:09:38;-51.3223;-27.6720;468216.9557677638;6939089.35245911;-0.7;41.1532;I
MC_20220617_070656;2022-06-17T07:06:56;-51.3181;-27.6821;468633.82556202624;6937972.471403662;0.3;3573.24;I
MC_20220617_055144;2022-06-17T05:51:44;-51.3262;-27.6732;467829.8967880891;6938959.6595060285;-0.7;38.6372;I
MC_20220617_031450;2022-06-17T03:14:50;-51.3269;-27.6697;467758.0559643591;6939341.014554969;-0.4;113.551;I
MC_20220617_025315;2022-06-17T02:53:15;-51.3169;-27.6806;468750.5350472761;6938135.076771793;-0.0;739.617;I
MC_20220616_234441;2022-06-16T23:44:41;-51.3147;-27.6790;468971.38295968896;6938310.740072702;-0.3;203.654;I
MC_20220616_184519;2022-06-16T18:45:19;-51.3166;-27.6807;468776.9299158489;6938123.06158454;0.0;932.306;I
MC_20220616_170233;2022-06-16T17:02:33;-51.3274;-27.6720;467714.4600275316;6939087.887639698;-1.0;8.93507;I
MC_20220616_152856;2022-06-16T15:28:56;-51.3169;-27.6785;468750.45915687084;6938373.030758457;0.3;2595.67;I
MC_20220616_150832;2022-06-16T15:08:32;-51.3268;-27.6706;467774.9365192674;6939242.567779692;-0.9;14.0631;I
MC_20220616_145022;2022-06-16T14:50:22;-51.3155;-27.6789;468891.5867805975;6938330.352190089;-0.2;332.324;I
MC_20220616_122847;2022-06-16T12:28:47;-51.3162;-27.6771;468818.3674163193;6938531.34263089;0.7;16534.8;I
MC_20220616_030005;2022-06-16T03:00:05;-51.3206;-27.6714;468385.1717506031;6939160.885037714;-0.0;648.584;I
MC_20220615_225913;2022-06-15T22:59:13;-51.3010;-27.7044;470325.68074137525;6935507.316237874;-0.7;40.4129;I
MC_20220615_214919;2022-06-15T21:49:19;-51.3239;-27.6709;468052.2512118312;6939206.889549965;-0.2;346.624;I
MC_20220615_204817;2022-06-15T20:48:17;-51.3234;-27.6707;468104.5088094022;6939233.518788156;0.0;845.213;I
MC_20220615_204421;2022-06-15T20:44:21;-51.3229;-27.6717;468157.7742907316;6939119.683174852;-0.2;402.612;I
MC_20220615_204416;2022-06-15T20:44:16;-51.3222;-27.6712;468220.7801692424;6939177.740469765;-0.0;752.969;I
MC_20220615_203942;2022-06-15T20:39:42;-51.3237;-27.6714;468081.430701866;6939153.336052343;-0.3;177.829;I
MC_20220615_203856;2022-06-15T20:38:56;-51.3276;-27.6724;467695.7611108442;6939046.482508345;-0.7;41.5213;I
MC_20220615_192749;2022-06-15T19:27:49;-51.3243;-27.6711;468014.0441444705;6939185.597450834;-0.2;299.794;I
MC_20220615_102018;2022-06-15T10:20:18;-51.3199;-27.6745;468450.45741191355;6938817.582767863;0.1;1270.24;I
MC_20220615_045226;2022-06-15T04:52:26;-51.3252;-27.6715;467933.5370426506;6939149.230788907;-0.3;223.221;I
MC_20220614_072813;2022-06-14T07:28:13;-51.3167;-27.6831;468774.39712883095;6937858.986392671;0.1;1354.75;I
MC_20220614_043220;2022-06-14T04:32:20;-51.3225;-27.6747;468198.8323229957;6938790.169611841;-0.7;43.7815;I
MC_20220614_025037;2022-06-14T02:50:37;-51.3183;-27.6733;468611.51272724825;6938950.842218868;-0.2;309.773;I
MC_20220614_010858;2022-06-14T01:08:58;-51.3181;-27.6796;468633.3083889271;6938246.418483984;-0.5;98.8761;I
MC_20220614_005112;2022-06-14T00:51:12;-51.3161;-27.6808;468826.3801129468;6938118.029794745;0.4;4142.02;I
MC_20220614_001156;2022-06-14T00:11:56;-51.3176;-27.6765;468684.62205962365;6938591.450462227;-0.4;169.085;I
MC_20220614_000528;2022-06-14T00:05:28;-51.3159;-27.6813;468850.401243851;6938059.823215108;0.3;2615.02;I
MC_20220613_160555;2022-06-13T16:05:55;-51.3193;-27.6711;468510.3234878526;6939189.068635324;-0.3;215.339;I
MC_20220613_073729;2022-06-13T07:37:29;-51.3146;-27.6931;468977.31848347286;6936750.458556694;-0.4;121.915;I
MC_20220613_051907;2022-06-13T05:19:07;-51.3183;-27.6802;468614.3061154412;6938182.018861236;-0.6;63.1071;I
MC_20220613_051617;2022-06-13T05:16:17;-51.3168;-27.6801;468758.4133650826;6938192.210895278;0.3;2635.31;I
MC_20220612_141615;2022-06-12T14:16:15;-51.3257;-27.6748;467875.92489070154;6938782.792343214;-0.7;30.7052;I
MC_20220612_034420;2022-06-12T03:44:20;-51.3203;-27.6703;468412.63283465855;6939279.737829326;0.0;841.156;I
MC_20220612_034353;2022-06-12T03:44:20;-51.3203;-27.6703;468412.63283465855;6939279.737829326;0.5;5699.59;I
MC_20220612_030429;2022-06-12T03:04:29;-51.3237;-27.6718;468074.01611460285;6939111.348553174;-0.7;33.228;I
MC_20220612_025628;2022-06-12T02:56:28;-51.3204;-27.6700;468404.4560441455;6939316.603530928;0.2;2231.49;I
MC_20220611_201857;2022-06-11T20:18:57;-51.3249;-27.6756;467957.3299400023;6938689.92225042;-0.7;32.2667;I
MC_20220611_180243;2022-06-11T18:02:43;-51.3218;-27.6738;468266.5375830813;6938893.299792797;-0.8;27.7437;I
MC_20220611_150447;2022-06-11T15:04:47;-51.3262;-27.6759;467828.0219097031;6938653.172515407;-0.7;36.5337;I
MC_20220611_133927;2022-06-11T13:39:27;-51.3163;-27.6751;468809.17840847967;6938751.7291113995;-0.5;92.0837;I
MC_20220611_030940;2022-06-11T03:09:40;-51.3169;-27.6855;468750.96365029446;6937600.639700785;-0.4;132.626;I
MC_20220611_001744;2022-06-11T00:17:44;-51.3220;-27.6676;468242.1016004441;6939575.4228821965;0.4;4294.55;I
MC_20220610_235409;2022-06-10T23:54:09;-51.3217;-27.6717;468276.9061259224;6939124.100675444;0.1;1088.24;I
MC_20220610_210508;2022-06-10T21:05:08;-51.3214;-27.6703;468303.7206907681;6939274.148647418;-0.4;134.233;I
MC_20220610_205009;2022-06-10T20:50:09;-51.3243;-27.6709;468015.0085462728;6939211.526084387;-0.4;125.164;I
MC_20220610_151423;2022-06-10T15:14:23;-51.3266;-27.6736;467789.79334395827;6938913.451329919;-0.6;49.982;I
MC_20220610_142042;2022-06-10T14:20:42;-51.3119;-27.6756;469238.0947822081;6938694.446864685;-0.5;76.5904;I
MC_20220610_093753;2022-06-10T09:37:53;-51.3119;-27.6920;469250.52058196155;6936871.656961475;0.2;1653.5;I
MC_20220610_060047;2022-06-10T06:00:47;-51.3161;-27.6763;468826.1620699198;6938614.816843197;-0.6;58.2507;I
MC_20220609_122617;2022-06-09T12:26:17;-51.3184;-27.6844;468604.21817424026;6937722.0563825965;-0.3;235.372;I
MC_20220607_165623;2022-06-07T16:56:23;-51.3228;-27.6767;468168.0359226177;6938573.859425553;-0.5;102.164;I
MC_20220606_114605;2022-06-06T11:46:05;-51.3210;-27.6741;468342.4092136631;6938851.836247632;-0.4;141.631;I
MC_20220606_063339;2022-06-06T06:33:39;-51.3194;-27.6793;468505.4288775766;6938287.064694086;-0.7;34.6216;I
MC_20220606_052210;2022-06-06T05:22:10;-51.3207;-27.6723;468371.4222934408;6939059.496616293;-0.3;188.898;I
MC_20220606_051222;2022-06-06T05:12:22;-51.3180;-27.6736;468637.9601963551;6938911.507860692;-0.4;125.101;I
MC_20220606_005122;2022-06-06T00:51:22;-51.3204;-27.6730;468401.14203764097;6938979.514768993;-0.2;382.728;I
MC_20220606_001926;2022-06-06T00:19:26;-51.3175;-27.6715;468684.6122861849;6939150.396159686;-0.7;40.9438;I
MC_20220605_235336;2022-06-05T23:53:36;-51.3176;-27.6720;468674.718672965;6939092.552367513;-0.3;225.374;I
MC_20220605_234906;2022-06-05T23:49:06;-51.3210;-27.6712;468340.09761543607;6939173.586323328;-0.3;217.93;I
MC_20220605_201856;2022-06-05T20:18:56;-51.3175;-27.6737;468688.5992257104;6938907.176415147;-0.1;578.34;I
MC_20220605_171050;2022-06-05T17:10:50;-51.3184;-27.6713;468603.529506894;6939166.771919296;-0.7;32.4044;I
MC_20220605_000831;2022-06-05T00:08:31;-51.3244;-27.6695;468009.08320457925;6939364.2634499725;-0.8;26.3964;I
MC_20220604_204751;2022-06-04T20:47:51;-51.3175;-27.6715;468685.65295728494;6939141.11285849;0.3;3056.56;I
MC_20220604_145801;2022-06-04T14:58:01;-51.3191;-27.6748;468527.1663333528;6938783.302683337;-0.3;194.889;I
MC_20220603_162539;2022-06-03T16:25:39;-51.3174;-27.6859;468701.6064825256;6937547.727790631;0.5;7001.88;I
MC_20220603_114732;2022-06-03T11:47:32;-51.2799;-27.6806;472403.12084894144;6938148.017158878;0.6;13608.1;Q
MC_20220602_024515;2022-06-02T02:45:15;-51.3171;-27.6756;468733.78190936;6938696.688110374;-0.4;148.019;I
MC_20220602_001145;2022-06-02T00:11:45;-51.3161;-27.6834;468824.89508081105;6937826.793866426;-0.3;195.94;I
